y,gender,age,majority_first,culture,weight,religiousness,ind,calworks,school,yellowCards,birthday,speed,playerShort,minority
3,2,8,0,3,88.0,4,45,9.770799637,San Rafael City Elementary,0,10.12.1988,970.5488621,neven-subotic,no
3,2,6,0,3,82.0,4,46,18.93190002,Cajon Valley Union Elementary,0,12.10.1988,369.7250436,goni_3,no
2,2,5,1,3,64.0,4,47,7.805799961,Campbell Union Elementary,0,08.03.1984,748.3148263,rio-mavuba,no
3,2,8,0,3,70.0,5,48,6.329100132,Browns Elementary,0,31.03.1978,936.3542352,jerome-rothen,no
3,2,8,0,3,78.0,5,49,8.403400421,Clear Creek Elementary,1,16.06.1980,60.59891932,brandao,no
2,2,4,1,3,77.0,3,50,16.09199905,Trinidad Union Elementary,0,24.02.1987,161.170804,agirretxe,yes
2,2,9,1,3,69.0,4,51,27.48539925,Guerneville Elementary,0,27.01.1987,284.6206693,jamel-saihi,yes
2,2,7,0,3,80.0,2,52,3.610100031,San Bruno Park Elementary,2,13.02.1980,174.714875,sebastian-kehl,yes
2,2,5,1,3,72.0,3,53,15.2343998,Antelope Elementary,0,14.12.1986,399.8345512,ryan-dickson_2,yes
3,2,8,0,3,82.0,1,54,8.318900108,Centralia Elementary,1,02.12.1985,172.3683896,de-la-bella,yes
2,1,4,0,3,70.0,3,55,2.516700029,Etiwanda Elementary,0,20.03.1984,664.0,fernando-torres,yes
3,2,7,0,3,83.0,4,56,5.373799801,Wiseburn Elementary,1,24.03.1987,4765.550239,billy-jones,yes
3,1,9,0,3,66.0,3,57,6.504099846,Scotia Union Elementary,0,20.06.1986,450.6059061,mathieu-coutadeur,yes
2,1,7,1,3,77.0,3,58,3.530499935,Mountain View Elementary,0,02.01.1988,174.1380516,jonny-evans,yes
2,2,5,0,3,73.0,4,59,0.7193999887,Pleasant Valley Joint Union Elementary,0,18.04.1983,439.1632404,sofian-chahed,yes
3,1,8,0,3,66.0,3,60,9.015800476,Oak Grove Elementary,0,11.01.1988,316.3702052,alex-lopez,yes
2,1,8,1,3,73.0,5,61,12.82769966,Pollock Pines Elementary,0,18.04.1987,341.4612401,danny-guthrie,yes
2,1,6,1,3,66.0,4,62,4.039500237,Castaic Union Elementary,0,12.01.1988,222.0735786,karim-el-hany,no
3,1,9,0,3,72.0,2,63,10.25979996,Bishop Union Elementary,0,25.05.1979,332.7001078,peguy-luyindula,no
2,2,6,1,3,79.0,4,64,1.5,Buellton Union Elementary,0,20.09.1983,653.3718184,jon-walters,yes
1,2,7,1,3,78.0,4,65,10.4847002,Chawanakee Jt. Elementary,0,03.05.1981,217.5292305,benoit-cheyrou,yes
2,1,9,0,3,85.0,1,66,18.29719925,Yreka Union Elementary,1,06.05.1990,502.8886555,craig-dawson,yes
3,1,8,1,3,78.0,3,67,4.0,Alexander Valley Union Elementary,0,31.01.1991,231.5955913,korey-smith,yes
2,2,13,0,6,71.0,2,68,7.796599865,Twin Ridges Elementary,1,22.09.1987,137.5652606,zdravko-kuzmanovic,yes
1,2,9,1,6,72.0,2,69,13.91940022,Sundale Union Elementary,1,18.04.1979,459.6233642,matthew-upson,yes
3,1,6,1,6,78.0,4,70,7.46269989,Three Rivers Union Elementary,1,29.05.1986,172.0872342,danny-fox,yes
2,2,10,0,6,71.0,2,71,14.4708004,Columbia Union Elementary,2,22.09.1987,221.5316452,zdravko-kuzmanovic,yes
2,1,6,0,6,77.0,3,72,9.837900162,Westside Union Elementary,1,28.05.1990,180.402565,niklas-dams,yes
3,2,13,0,6,65.0,4,73,7.241399765,Ballico-Cressey Elementary,4,24.07.1983,272.0048065,etienne-didot,yes
2,2,5,0,6,87.0,1,74,2.881700039,Millbrae Elementary,0,28.04.1979,68.82911392,nikolce-noveski,no
2,2,12,1,6,83.0,2,75,10.19769955,Evergreen Elementary,3,26.04.1985,211.236828,samuel_8,no
3,2,13,0,6,62.0,3,76,6.89659977,Harmony Union Elementary,0,05.05.1986,160.3382593,yannick-djalo,no
3,2,7,1,6,60.0,2,77,12.29520035,Panama Buena Vista Union Elementary,1,21.11.1989,181.0527884,fabian-delph,no
2,2,6,1,6,70.0,2,78,3.371999979,Laguna Salada Union Elementary,0,31.03.1988,243.6995351,hogan-ephraim,no
2,2,5,1,6,74.0,2,79,17.55319977,Sonora Elementary,3,11.06.1987,142.4524749,gonzalo-castro,no
2,2,11,0,6,,4,80,10.53429985,Roseville City Elementary,1,16.06.1991,429.6853088,james-shea,no
1,1,10,0,6,75.0,3,81,0.0,Gratton Elementary,0,10.09.1985,345.6907856,laurent-koscielny,no
2,1,13,0,6,74.0,4,82,16.5279007,Susanville Elementary,0,14.02.1984,310.1833789,remi-gomis,no
3,1,8,1,6,68.0,3,83,20.39220047,Bella Vista Elementary,3,25.01.1980,94.58252325,xavi,no
3,2,7,0,6,69.0,2,84,11.25,Columbine Elementary,1,16.01.1985,308.155663,pablo-zabaleta,no
3,2,7,0,6,77.0,2,85,9.336099625,Hughes-Elizabeth Lakes Union Elementary,0,15.05.1989,480.9801104,mapou-yanga-mbiwa,no
2,2,7,0,6,75.0,4,86,5.45389986,Mountain View Elementary,1,18.04.1990,420.1190337,wojciech-szczesny,no
3,1,13,0,6,85.0,2,87,5.298900127,Sulphur Springs Union Elementary,0,25.03.1993,270.4426585,sam-johnstone,no
2,1,13,0,6,68.0,5,88,8.888899803,Forestville Union Elementary,0,25.01.1980,385.6148216,xavi,no
3,1,10,1,6,72.0,2,89,3.25999999,Rosedale Union Elementary,0,11.01.1993,424.2688782,michael-keane_2,no
1,1,10,1,6,65.0,4,90,16.58989906,Columbia Elementary,0,11.05.1984,440.1274852,iniesta,no
2,1,5,0,6,72.0,1,91,13.20390034,Colfax Elementary,2,05.01.1982,298.6201689,jaroslav-plasil,no
2,2,9,1,6,65.0,4,92,8.073800087,Mt. Shasta Union Elementary,0,02.03.1990,283.3088334,cala_2,no
2,2,7,1,6,85.0,4,93,3.125,Piner-Olivet Union Elementary,0,03.03.1993,462.2792937,antonio-ruediger,no
2,2,8,0,6,75.0,4,0,12.07689953,Bass Lake Joint Elementary,0,29.05.1989,304.8751258,david-meyler,no
2,2,10,1,6,79.0,3,1,16.11650085,Cutten Elementary,0,08.11.1988,92.40082842,sven-schipplock,no
2,2,12,1,6,70.0,3,2,12.0383997,Placerville Union Elementary,0,15.08.1993,177.8704612,alex-oxlade-chamberlain,no
3,1,7,0,6,68.0,3,3,9.451199532,Wright Elementary,0,04.04.1986,250.2445806,alexander-tettey,no
1,1,12,1,6,64.0,3,4,13.85179996,Evergreen Union Elementary,0,22.11.1989,305.8216654,gabriel-torje,no
3,1,6,0,6,82.0,3,5,2.916100025,Old Adobe Union Elementary,1,23.01.1986,307.6387587,jose-enrique,no
3,1,7,0,6,76.0,3,6,4.467400074,Wilmar Union Elementary,0,05.12.1995,177.2569487,anthony-martial,no
2,2,10,1,6,72.0,2,7,4.207099915,Ackerman Elementary,0,22.08.1991,263.0617464,federico-macheda,no
2,2,13,1,6,86.0,3,8,8.619000435,Santa Cruz City Elementary,1,20.01.1984,364.6308113,karim-haggui,no
2,1,8,0,6,71.0,2,9,20.95809937,Arcata Elementary,0,08.11.1979,118.1630733,aaron-hughes,no
1,2,12,1,6,78.0,5,10,4.472199917,Alta Loma Elementary,0,24.02.1985,423.9070282,william-kvist,no
2,1,8,1,6,72.0,4,11,10.8107996,Foresthill Union Elementary,1,03.12.1984,72.20506238,arana_4,no
2,2,10,0,6,80.0,4,12,8.489500046,Mother Lode Union Elementary,0,13.04.1978,6353.33149,puyol,no
2,1,12,1,6,77.0,2,13,3.335000038,Ocean View Elementary,0,02.01.1988,160.8974502,jonny-evans,no
2,1,13,1,6,82.0,4,14,9.302300453,Lake Elementary,1,23.01.1986,717.8782294,jose-enrique,no
3,1,11,1,6,62.0,2,15,2.538399935,San Mateo-Foster City Elementary,0,10.07.1976,159.6700153,ludovic-giuly,no
3,1,11,1,6,75.0,4,16,3.705199957,Goleta Union Elementary,2,28.08.1982,293.1956482,thiago-motta,no
2,2,12,0,6,75.0,5,17,11.89659977,Helendale Elementary,0,24.08.1982,188.1732059,bosingwa,no
3,1,10,1,6,71.0,2,18,5.486400127,Petaluma City Elementary,0,02.02.1990,119.0743653,dan-gosling,no
3,2,11,1,6,75.0,2,19,6.394999981,Sunnyvale Elementary,0,09.01.1985,150.9388213,tino-costa,no
1,2,10,0,6,78.0,2,20,0.4160999954,College Elementary,0,08.08.1993,277.0935961,benjamin-uphoff,no
2,2,5,1,6,74.0,3,21,13.53009987,La Mesa-Spring Valley,1,05.07.1986,324.1765395,ashkan-dejagah,no
2,2,10,1,6,90.0,4,22,1.196799994,Huntington Beach City Elementary,0,16.01.1983,195.5058252,emanuel-pogatetz,no
1,2,12,0,6,75.0,2,23,0.0,Solvang Elementary,1,07.08.1984,405.151932,lafita,no
1,1,10,1,6,83.0,4,24,6.018700123,Soquel Elementary,0,13.06.1981,288.912965,guy-demel,no
3,1,10,0,6,76.0,5,25,4.166699886,Capay Joint Union Elementary,1,15.10.1988,1054.726368,mesut-oezil,no
2,1,12,1,6,77.0,4,26,6.993000031,Gravenstein Union Elementary,0,04.08.1986,162.6626272,ricardo-faty,no
3,2,12,1,6,79.0,3,27,1.849400043,Pleasant Valley Elementary,0,11.12.1976,306.6619669,timmy-simons,no
1,2,10,1,6,83.0,2,28,3.729799986,Pioneer Union Elementary,0,21.01.1982,380.7015444,simon-rolfes,no
3,1,10,0,6,84.0,4,29,6.392300129,Santee Elementary,0,15.05.1985,147.877344,carl-medjani,no
1,1,8,0,6,66.0,5,30,15.57380009,Johnstonville Elementary,0,13.12.1984,220.3556976,santi-cazorla,no
2,1,6,1,6,76.0,1,31,2.598999977,Pleasant Valley Elementary,0,28.01.1986,273.9610197,miguel-torres,no
1,2,5,0,6,72.0,5,32,10.41189957,Curtis Creek Elementary,2,18.04.1983,106.4757989,szabolcs-huszti,no
1,1,12,0,6,83.0,4,33,13.37580013,Fort Jones Union Elementary,0,24.06.1988,222.3263912,micah-richards,no
2,1,12,0,6,83.0,2,34,6.798500061,Mark West Union Elementary,0,17.08.1982,267.3504561,phil-jagielka,no
1,1,7,1,6,72.0,2,35,4.049300194,Alpine Union Elementary,0,16.12.1992,264.6878617,steeve-yago,no
2,1,10,0,6,73.0,2,36,5.092599869,Sebastopol Union Elementary,0,05.02.1991,165.9177325,loris-nery,no
1,1,6,1,6,80.0,4,37,8.979599953,Freshwater Elementary,0,03.08.1988,145.9410155,sven-ulreich,no
2,1,13,0,6,77.0,3,38,2.001499891,Norris Elementary,0,19.01.1980,535.8017207,robert-green,no
2,1,7,1,6,95.0,2,39,13.80090046,Springville Union Elementary,0,09.09.1984,157.8011738,brad-guzan,no
1,2,9,0,6,78.0,4,40,7.037000179,Moreland Elementary,2,10.08.1980,150.4690828,labaka,no
2,2,5,0,6,69.0,4,41,5.35710001,Maple Elementary,0,29.05.1981,146.2748381,andrey-arshavin,no
1,2,10,1,6,76.0,2,42,3.993099928,Kings River-Hardwick Union Elementary,0,05.12.1995,149.8875843,anthony-martial,no
3,2,5,0,4,72.0,1,43,8.647500038,Julian Union Elementary,0,10.02.1986,531.0017593,radamel-falcao,no
2,2,7,0,4,81.0,3,44,2.101799965,Cardiff Elementary,3,07.10.1988,525.5382018,diego-costa,no
2,2,9,1,4,70.0,2,45,8.333299637,Saucelito Elementary,0,18.11.1989,718.4145334,sylvio-rodelin,no
1,1,9,0,4,66.0,5,46,5.982299805,Bonsall Union Elementary,0,17.11.1986,288.773279,nani,no
2,1,5,1,4,90.0,4,47,2.607800007,Cypress Elementary,0,16.10.1991,109.9387702,kevin-pannewitz,no
1,1,9,1,4,78.0,2,48,4.662399769,Lowell Joint Elementary,0,22.04.1982,216.9167804,kaka,no
1,2,9,0,4,87.0,4,49,5.613399982,Newhall Elementary,0,09.05.1988,246.5718148,timm-klose,no
2,1,9,0,4,73.0,4,50,3.537699938,Lagunitas Elementary,0,13.04.1994,177.5673276,angelo-henriquez,no
3,1,7,0,4,87.0,5,51,5.033899784,Cambrian Elementary,0,14.10.1983,260.2920057,renato-civelli,no
3,1,9,1,4,78.0,3,52,17.55319977,Richfield Elementary,0,23.04.1985,296.8392121,sebastian-freis,no
3,1,7,1,4,81.0,4,53,13.95349979,Fieldbrook Elementary,0,13.01.1988,294.6571209,artjoms-rudnevs,no
1,2,7,1,4,69.0,4,54,6.382999897,Dehesa Elementary,0,21.10.1984,413.2126004,kieran-richardson,no
3,2,9,1,4,76.0,4,55,22.19470024,Cottonwood Union Elementary,0,22.11.1982,212.8540176,mathieu-bodmer,no
1,1,9,0,4,81.0,3,56,3.004600048,Fruitvale Elementary,0,06.09.1990,305.0496469,maximilian-beister,no
3,1,5,0,4,85.0,2,57,3.821099997,Union Elementary,0,18.02.1974,366.0751266,radek-cerny,no
1,1,9,0,4,77.0,2,58,2.163500071,Fountain Valley Elementary,0,12.12.1981,359.3376179,stephen-warnock,no
3,1,9,1,4,73.0,2,59,4.723499775,Gold Oak Union Elementary,0,28.11.1983,191.6008917,nelson-valdez,no
1,2,9,0,4,76.0,2,60,3.247999907,Buckeye Union Elementary,2,30.08.1985,144.8696173,roberto-lago,no
1,2,9,0,4,72.0,2,61,2.929899931,Rocklin Unified,0,17.06.1975,456.1152793,valeron,no
1,2,9,0,4,89.0,4,62,2.507400036,Gold Trail Union Elementary,0,22.10.1979,230.1953819,doni,no
3,1,7,0,4,62.0,4,63,16.95910072,Hydesville Elementary,0,21.04.1988,347.5789704,ibrahima-traore,no
1,2,9,0,4,64.0,4,64,2.192500114,Saugus Union Elementary,0,31.10.1979,135.3959163,simao,no
3,1,7,0,4,82.0,3,65,2.829699993,Loomis Union Elementary,1,29.01.1980,692.8213689,ivan-klasnic,no
2,1,7,0,4,80.0,4,66,2.426000118,Placer Hills Union Elementary,0,23.09.1991,269.385768,kevin-vogt,no
2,1,7,1,4,69.0,5,67,0.6452000141,Dunham Elementary,1,29.07.1989,122.7159589,jay-rodriguez,no
1,1,9,1,4,72.0,2,68,2.032799959,San Carlos Elementary,2,01.09.1983,299.7291604,paul-verhaegh,no
2,1,5,1,4,75.0,3,69,4.895100117,Ready Springs Union Elementary,0,24.08.1982,320.256205,bosingwa,no
1,1,7,1,4,88.0,5,70,7.98759985,Coarsegold Union Elementary,0,18.01.1991,281.6681011,lasse-sobiech,no
3,1,7,1,4,73.0,4,71,5.592100143,Cayucos Elementary,0,01.04.1984,121.7271475,jonas,no
1,1,5,1,4,77.0,4,72,2.450999975,Richmond Elementary,0,07.11.1988,464.3275133,joao-victor,no
2,1,7,0,4,75.0,2,73,2.242199898,Clay Joint Elementary,0,15.09.1987,322.1744927,aly-cissokho,no
3,2,9,1,4,67.0,3,74,2.024300098,Waugh Elementary,0,19.02.1981,295.1854239,nicky-shorey,no
2,2,9,0,4,74.0,2,75,2.07249999,Two Rock Union Elementary,0,16.07.1989,915.1367926,gareth-bale,no
1,2,5,1,4,81.0,4,76,1.342100024,Belmont-Redwood Shores Elementary,0,22.08.1988,358.0176431,mitchell-langerak,no
3,2,7,0,4,83.0,3,77,2.042200089,Rescue Union Elementary,0,08.07.1990,262.919311,kevin-trapp,no
3,2,5,0,4,,3,78,9.389699936,Alta-Dutch Flat Union Elementary,0,09.09.1996,560.5859623,albert-rafetraniaina,no
1,2,7,0,4,,5,79,2.902400017,San Pasqual Union Elementary,0,25.05.1994,228.8209148,samed-yesil,no
2,1,5,1,4,89.0,5,80,6.20690012,Latrobe Elementary,0,25.01.1986,296.3653308,assani-lukimya,no
2,1,7,1,4,64.0,3,81,2.593699932,Union Hill Elementary,1,28.07.1987,632.62716,pedro_7,no
1,1,5,0,4,68.0,4,82,1.375,Twin Hills Union Elementary,0,10.11.1984,161.1206839,ludovic-obraniak,no
2,2,5,1,4,85.0,3,83,12.26889992,Pacific Union Elementary,1,06.09.1982,767.3812863,martin-amedick,no
2,2,5,1,4,69.0,4,84,20.86330032,Douglas City Elementary,1,10.06.1986,226.6813986,hajime-hosogai,no
2,1,9,0,4,62.0,4,85,2.51850009,Pleasant Ridge Union Elementary,0,21.04.1988,432.9681794,ibrahima-traore,no
3,1,5,0,4,89.0,1,86,4.294499874,Newcastle Elementary,1,10.09.1982,257.2960095,naldo_2,no
1,1,5,1,4,80.0,3,87,0.9689999819,Mesa Union Elementary,4,16.02.1985,1754.138781,ron-vlaar,no
2,2,5,1,4,73.0,4,88,12.72729969,Weaverville Elementary,0,11.11.1988,548.7630146,kyle-naughton,no
3,2,7,1,4,79.0,5,89,2.356899977,North Cow Creek Elementary,0,03.09.1979,211.0482487,julio-cesar_4,yes
3,2,5,0,4,72.0,2,90,5.555600166,Nevada City Elementary,0,14.12.1986,93.83160473,ryan-dickson_2,yes
1,1,9,1,4,70.0,4,91,6.005199909,Jacoby Creek Elementary,1,14.12.1982,167.9809622,steven-sidwell,yes
2,2,7,0,4,71.0,4,92,3.614500046,Fort Ross Elementary,1,02.05.1981,349.7472249,tiago_3,yes
1,2,9,1,4,66.0,4,93,2.395900011,Encinitas Union Elementary,0,28.10.1987,491.1576183,romain-genevois,yes
3,1,5,1,4,81.0,3,0,1.941699982,Dixie Elementary,1,24.01.1987,576.5789648,luis-suarez_5,yes
1,1,7,0,4,69.0,3,1,2.648999929,Lakeside Joint Elementary,1,05.08.1989,241.8948429,gregory-sertic,yes
3,1,5,0,4,80.0,3,2,2.17840004,Hermosa Beach City Elementary,0,01.04.1983,2046.095955,christian-schulz,yes
3,2,5,0,4,82.0,2,3,5.1395998,Rincon Valley Union Elementary,1,25.05.1980,700.5910336,david-navarro,yes
3,1,5,0,4,64.0,1,4,1.049299955,Washington Union Elementary,2,24.03.1987,348.0605244,ramires,no
2,2,9,1,4,64.0,4,5,4.239900112,Bennett Valley Union Elementary,3,28.01.1982,503.6008497,sebastien-puygrenier,no
2,2,7,1,4,76.0,4,6,0.0,Loma Prieta Joint Union Elemen,0,08.11.1983,129.1549321,pavel-pogrebnyak,no
3,1,9,0,4,82.0,4,7,2.352900028,Kenwood Elementary,1,08.01.1982,168.5188717,john-utaka,no
2,1,7,1,4,65.0,2,8,0.5207999945,Liberty Elementary,1,25.01.1987,479.4180856,youssuf-mulumbu,no
3,2,5,0,4,70.0,4,9,4.0,Knights Ferry Elementary,0,28.08.1989,443.4945231,azpilicueta_2,no
2,1,9,1,4,84.0,2,10,0.5367000103,Kentfield Elementary,1,12.10.1981,1290.213913,shola-ameobi,no
1,2,7,0,4,72.0,2,11,0.7462999821,Ballard Elementary,2,28.07.1985,317.1288744,mathieu-debuchy,no
3,2,7,1,4,74.0,2,12,2.694099903,Oak Grove Union Elementary,2,05.07.1986,410.4000989,ashkan-dejagah,no
3,2,5,0,4,69.0,3,13,1.924200058,Ross Valley Elementary,1,06.05.1992,148.9190531,takashi-usami,no
3,2,7,1,4,86.0,5,14,13.75,Mountain Elementary,0,06.06.1988,343.2821589,raphael-wolf,no
1,2,9,1,4,79.0,4,15,1.421399951,Burlingame Elementary,0,31.12.1981,214.2382231,guly,no
2,2,5,1,4,65.0,3,16,3.992399931,Grant Elementary,1,16.02.1992,127.4010577,aleksandar-stevanovic,no
1,2,7,0,4,76.0,3,17,10.07190037,Happy Valley Elementary,0,13.01.1983,933.0453564,ze-castro,yes
1,1,5,0,4,79.0,2,18,4.660999775,Bonny Doon Union Elementary,0,30.10.1985,699.4382022,ragnar-klavan,no
3,2,7,1,4,64.0,5,19,2.752300024,Walnut Creek Elementary,0,06.05.1983,520.3971767,dani-alves,no
2,2,5,1,4,78.0,1,20,1.582299948,Hope Elementary,0,22.02.1984,1138.560687,branislav-ivanovic,no
2,2,10,1,5,73.0,1,21,1.793200016,Larkspur Elementary,0,16.07.1988,611.9514274,busquets_2,no
3,1,7,0,5,67.0,4,22,1.715399981,Cupertino Union Elementary,0,28.01.1985,192.4480722,arnold-mvuemba,no
2,1,8,1,5,76.0,2,23,13.25300026,Pacific Elementary,0,13.01.1984,236.0410223,glenn-whelan,no
1,1,8,0,5,86.0,5,24,0.4481000006,Los Gatos Union Elementary,0,22.01.1988,120.8151077,jens-hegeler,no
2,1,8,0,5,80.0,4,25,0.07999999821,Montecito Union Elementary,1,27.04.1988,300.7016372,bakary-kone,no
3,2,9,1,5,78.0,5,26,0.8260999918,Solana Beach Elementary,0,31.08.1977,125.6544503,ian-harte,no
2,1,10,1,5,,2,27,0.4124000072,Menlo Park City Elementary,0,01.03.1991,363.9253744,mathias-autret,no
3,2,9,0,5,73.0,4,28,0.8499000072,Reed Union Elementary,0,12.12.1990,195.323097,victor-moses,no
2,1,5,0,5,70.0,4,29,1.581200004,Mill Valley Elementary,1,28.08.1989,385.969171,azpilicueta_2,no
2,1,8,1,5,74.0,2,30,0.0,Lafayette Elementary,0,07.04.1990,514.8233623,tony-jantschke,no
2,2,8,0,5,72.0,4,31,1.709400058,Del Mar Union Elementary,0,22.08.1991,1053.07676,federico-macheda,no
1,2,10,0,5,78.0,2,32,0.0,Woodside Elementary,0,18.01.1980,393.1800255,jesus-vazquez,no
1,2,6,0,5,84.0,4,33,0.05059999973,Moraga Elementary,0,14.02.1985,188.6915219,philippe-senderos,no
3,2,7,1,5,65.0,2,34,0.0,Orinda Union Elementary,0,17.08.1986,159.5464466,julien-quercia,no
2,2,7,1,5,54.0,2,35,0.1517000049,Hillsborough City Elementary,0,31.10.1991,209.5572779,alex-smith_6,no
1,2,6,0,5,68.0,4,36,0.4544999897,Cold Spring Elementary,1,10.11.1984,706.0992472,ludovic-obraniak,no
3,2,5,1,5,,4,37,0.3048999906,Portola Valley Elementary,0,01.12.1987,412.049489,brett-williams,no
3,2,7,0,5,88.0,3,38,0.1709000021,Saratoga Union Elementary,0,13.11.1985,166.6025459,cristian-alvarez_3,no
3,2,10,0,5,79.0,2,39,0.1015999988,Las Lomitas Elementary,0,09.11.1983,288.1870497,gabriel-tamas,no
3,2,8,1,5,80.0,4,40,1.074100018,Los Altos Elementary,0,10.10.1986,127.6776848,vadim-demidov,no
3,2,6,1,5,75.0,4,41,3.563499928,Somis Union Elementary,0,11.09.1979,420.6759828,eric-abidal,no
1,2,10,0,5,86.0,3,42,11.88119984,Plumas Elementary,0,20.01.1984,214.8542831,karim-haggui,no
3,2,8,1,5,81.0,4,43,6.923500061,Wheatland Elementary,0,12.06.1990,186.8390129,artur-sobiech,no
2,2,6,0,5,71.0,4,44,0.5102000237,Sunol Glen Unified,0,21.04.1990,435.3083434,ali-mmadi,no
2,2,7,1,5,72.0,2,45,15.41670036,Manzanita Elementary,0,25.05.1979,452.1829522,peguy-luyindula,no
2,2,7,1,5,80.0,2,46,55.03229904,Thermalito Union Elementary,1,11.03.1985,303.0591823,stelios-malezas,no
2,2,9,0,5,87.0,5,47,36.47539902,Golden Feather Union Elementary,0,15.01.1985,447.1600086,rene-adler,no
2,2,9,1,5,72.0,2,48,33.10860062,Palermo Union Elementary,1,28.09.1987,512.7791663,silvio_2,yes
3,2,7,0,5,75.0,4,49,12.31879997,Burrel Union Elementary,0,20.04.1985,212.8023873,djiby-fall,yes
2,1,10,1,5,87.0,1,50,12.90320015,Holt Union Elementary,0,05.11.1979,319.9517054,patrick-owomoyela,yes
1,1,5,0,5,73.0,4,51,18.80629921,Vineland Elementary,2,17.03.1986,9.787206863,eugen-polanski,yes
2,2,6,1,5,67.0,5,52,32.18999863,Orange Center Elementary,0,31.05.1989,392.746663,marco-reus,no
2,1,9,0,5,87.0,4,53,78.99420166,Del Paso Heights Elementary,0,27.04.1982,276.1855133,jordi-codina,no
3,1,9,1,5,62.0,2,54,18.60989952,Le Grand Union Elementary,0,05.05.1994,364.3013899,manquillo,no
3,1,7,0,5,85.0,3,55,71.71309662,West Fresno Elementary,0,05.08.1989,305.1225536,ryan-bertrand,no
2,1,7,1,5,88.0,4,56,22.42989922,Allensworth Elementary,3,27.12.1985,3304.097771,adil-rami,no
3,1,5,0,5,77.0,5,57,24.6093998,Sunnyside Union Elementary,0,10.11.1979,129.5546559,anthony-reveillere,no
2,1,7,0,5,75.0,2,58,14.63790035,Woodville Elementary,0,20.01.1994,233.037795,lucas-piazon,no
1,1,7,0,5,74.0,3,59,24.21419907,Pixley Union Elementary,0,20.04.1987,139.1143056,fabrice-begeorgi,no
1,1,9,1,5,74.0,2,60,11.20160007,Lost Hills Union Elementary,0,14.04.1988,375.5757647,anthony-modeste_2,no
3,1,7,0,5,85.0,4,61,8.551099777,Buttonwillow Union Elementary,0,25.03.1990,302.1234146,alexander-esswein,no
2,1,10,0,5,77.0,4,62,21.28240013,Lennox Elementary,0,18.04.1983,559.6142607,francois-clerc,no
3,1,7,1,5,80.0,2,63,23.4375,Lamont Elementary,0,10.02.1980,135.3499939,sylvain-marchal,no
2,1,10,0,5,78.0,3,64,34.77270126,Westmorland Union Elementary,0,12.08.1981,452.8507775,djibril-cisse,no
2,1,8,1,5,75.0,3,65,21.64949989,Pleasant View Elementary,0,03.01.1988,343.9697134,christopher-noethe,no
1,1,7,1,5,82.0,3,66,18.91110039,Wasco Union Elementary,0,21.10.1981,236.8594195,nemanja-vidic,no
3,1,9,1,5,,2,67,43.85589981,Alta Vista Elementary,0,29.03.1994,226.6738182,niklas-bolten,no
3,1,7,1,5,75.0,4,68,16.8010006,Livingston Union Elementary,0,15.10.1988,369.1739732,mattioni,yes
1,1,6,1,5,82.0,4,69,22.40719986,Woodlake Union Elementary,0,06.04.1982,995.7651368,david-cobeno,yes
2,1,7,1,5,70.0,2,70,17.00149918,Alisal Union Elementary,1,25.05.1986,369.0663047,yoan-gouffran,no
2,1,8,0,5,80.0,4,71,15.07110023,Arvin Union Elementary,0,05.04.1979,120.1745933,timo-hildebrand,no
1,2,7,1,5,73.0,2,72,16.2928009,Terra Bella Union Elementary,0,19.12.1988,262.995262,alexis-sanchez,no
2,2,8,0,5,84.0,3,73,14.49890041,Tipton Elementary,0,03.10.1978,85.86762075,claudio-pizarro,no
2,2,5,1,5,67.0,2,74,35.5625,San Ysidro Elementary,0,06.08.1993,453.1996736,amin-younes,no
3,2,5,0,5,71.0,3,75,15.31989956,Soledad Unified,0,12.05.1985,223.6796686,gavilan,no
2,2,10,1,5,95.0,3,76,29.76390076,Mountain View Elementary,0,07.02.1978,329.9022352,daniel-van-buyten,no
2,1,9,0,5,75.0,5,77,12.69200039,King City Union Elementary,0,11.09.1979,261.0303448,eric-abidal,no
1,1,10,0,5,78.0,3,78,17.44260025,Ontario-Montclair Elementary,0,12.07.1988,617.866005,yannick-sagbo,no
2,2,8,0,5,85.0,4,79,19.15169907,Los Nietos Elementary,0,25.03.1993,172.3814596,sam-johnstone,no
3,1,8,1,5,73.0,2,80,28.84729958,Winton Elementary,0,10.06.1981,248.3114044,alejandro-dominguez_2,no
3,1,8,0,5,74.0,4,81,14.52700043,Raisin City Elementary,0,10.06.1987,446.5170504,anton-putsila,no
1,1,8,1,5,77.0,2,82,19.57169914,Ravenswood City Elementary,0,21.02.1990,645.0656187,daniel-didavi,no
3,1,10,1,5,71.0,2,83,23.79599953,Richland-Lerdo Union Elementary,0,29.07.1984,539.0715989,wilson-palacios,no
3,1,10,0,5,76.0,4,84,12.50640011,Oxnard Elementary,4,07.09.1984,240.1994108,miranda_2,yes
2,2,10,1,5,83.0,4,85,22.2826004,El Nido Elementary,0,10.12.1985,1203.708554,charlie-adam,yes
2,2,9,0,5,76.0,3,86,33.90800095,Fairfax Elementary,0,02.03.1991,509.1392489,marc-hornschuh,yes
3,2,6,0,5,72.0,5,87,21.49860001,Delano Union Elementary,1,08.04.1991,383.9165811,pulido_4,yes
3,1,7,1,7,71.0,2,88,24.65950012,Perris Elementary,0,08.11.1979,436.8821293,aaron-hughes,no
