rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,defeats,other,gender_mf,english,calworks,rater2,victories,nuts_opened,height,eval
1834,12,male,42.0,7.0,yes,5,14,6,4,2,5,0,6.079027653,3.610100031,0.25,1,0,185.0,3.4
1146,0,male,32.0,4.0,yes,5,14,1,3,1,6,0,3.22033906,2.962500095,0.25,10,0,182.0,4.4
1803,3,male,32.0,4.0,yes,4,16,5,5,1,2,1,0.0,22.2826004,0.75,3,1,183.0,4.0
1209,1,female,32.0,7.0,yes,3,18,6,3,1,6,0,0.8936292529,12.72729969,0.25,0,24,177.0,4.0
1669,0,male,22.0,15.0,yes,4,16,4,2,0,6,1,13.62617588,8.318900108,0.25,0,3,183.0,3.3
1638,0,male,37.0,15.0,yes,2,14,5,2,0,5,1,85.53971863,6.84070015,0.25,1,4,182.0,3.1
1808,0,male,27.0,7.0,yes,2,16,6,4,1,2,0,13.73626423,26.64229965,0.25,1,0,186.0,3.3
745,0,female,22.0,1.5,no,2,16,5,3,0,2,1,5.92532444,18.80629921,0.25,0,1,175.0,4.3
630,0,male,42.0,10.0,yes,1,18,1,3,0,5,1,28.24791336,21.26250076,0.5,4,0,184.0,4.3
1332,0,male,27.0,4.0,no,3,14,1,5,0,5,0,3.593908548,26.84140015,0.25,1,0,186.0,4.3
927,0,female,22.0,1.5,yes,2,14,6,5,0,6,1,37.49446106,19.77890015,,0,3,185.0,3.8
1952,0,male,37.0,15.0,yes,2,16,6,3,0,2,0,19.39163589,25.0,0.25,0,0,187.0,3.7
823,0,female,32.0,10.0,yes,3,16,5,1,5,2,0,8.860759735,16.81609917,0.25,0,4,178.0,3.5
163,0,female,27.0,10.0,yes,1,18,5,4,0,6,1,2.224824429,13.04300022,0.0,0,77,184.0,3.7
571,3,female,22.0,15.0,yes,5,14,4,3,0,4,1,33.28894806,2.607800007,0.25,0,0,190.0,4.0
134,0,male,27.0,15.0,yes,4,16,5,5,1,3,0,1.899441361,12.07689953,0.0,1,8,183.0,4.4
820,0,female,32.0,15.0,yes,4,14,6,2,3,2,1,0.6666666865,6.798500061,,0,2,180.0,3.6
1480,0,female,42.0,7.0,no,2,16,1,5,0,2,1,39.57446671,18.53660011,0.75,1,5,186.0,4.0
355,12,female,57.0,0.125,yes,3,20,5,5,0,5,0,43.4949379,0.07999999821,0.25,1,11,174.0,4.4
292,0,male,37.0,10.0,yes,1,16,2,3,0,2,0,30.00000191,4.049300194,0.0,2,2,188.0,3.5
1390,0,male,27.0,15.0,yes,4,16,6,3,1,2,0,15.33670712,0.8499000072,0.0,2,16,191.0,4.7
1026,0,male,27.0,4.0,yes,3,14,4,2,0,4,0,58.08103561,24.65950012,0.75,8,16,186.0,3.4
114,0,female,22.0,10.0,no,2,16,5,5,0,2,0,3.442623138,22.42989922,0.25,1,5,191.0,4.1
1304,7,female,27.0,10.0,yes,5,12,3,4,0,2,1,30.00000191,18.06170082,0.25,0,0,172.0,3.6
1128,0,female,47.0,4.0,yes,2,16,6,4,1,2,0,10.71428585,28.71999931,0.0,0,0,185.0,5.0
1324,2,female,42.0,15.0,no,2,14,3,5,0,2,0,0.0,40.55260086,0.75,2,0,185.0,4.1
1697,0,female,37.0,7.0,yes,4,20,6,5,2,5,1,1.32042253,8.73789978,0.25,0,0,186.0,3.0
877,0,female,27.0,4.0,yes,2,16,1,5,0,3,0,34.70020676,4.207099915,0.25,1,14,175.0,3.0
1364,2,female,32.0,15.0,no,4,12,5,5,2,6,1,45.07486343,16.76300049,0.0,1,51,183.0,4.3
981,0,female,52.0,7.0,no,2,20,3,4,1,2,1,53.89030457,16.58989906,0.25,3,0,187.0,4.6
1180,0,male,32.0,7.0,yes,1,17,5,4,1,6,1,0.0,20.63489914,0.0,2,8,179.0,3.3
489,0,male,27.0,15.0,yes,3,18,4,4,4,2,0,2.649006605,12.50640011,0.25,1,8,188.0,4.8
856,0,male,22.0,15.0,yes,2,18,6,5,2,6,1,0.0,9.259300232,0.75,1,3,192.0,4.7
1418,0,female,32.0,7.0,yes,2,12,6,5,0,5,1,58.21665573,18.91110039,0.0,1,41,175.0,4.4
1413,0,female,42.0,15.0,no,4,17,1,5,1,2,0,0.0,5.1395998,0.25,1,19,178.0,3.6
1336,0,male,57.0,0.417,no,5,14,1,4,3,4,0,0.0,39.21839905,,2,6,185.0,4.2
29,0,male,57.0,15.0,yes,5,18,4,5,1,4,1,41.13329315,11.32219982,0.0,0,24,174.0,3.4
228,0,female,27.0,15.0,yes,4,20,1,4,1,2,1,0.0,20.96660042,0.25,0,1,194.0,4.7
1749,0,female,42.0,7.0,no,2,14,1,5,1,2,1,1.495327115,11.22169971,0.25,1,8,170.0,3.7
1731,0,male,42.0,15.0,yes,3,20,5,4,0,4,1,6.422018051,16.4144001,0.25,0,0,186.0,4.2
189,0,male,27.0,4.0,yes,4,20,6,4,0,5,0,1.369193196,3.25999999,0.75,0,0,180.0,3.8
108,7,female,32.0,4.0,no,2,12,6,3,1,2,1,28.67762184,34.59420013,0.25,1,3,178.0,3.9
245,0,female,37.0,15.0,yes,2,14,1,4,0,6,0,2.266288996,28.34250069,0.5,0,8,181.0,3.8
1751,0,female,22.0,15.0,yes,2,18,5,5,1,2,1,34.88917923,14.22119999,0.25,1,1,178.0,4.3
392,2,male,42.0,15.0,yes,2,14,5,5,1,6,1,7.99606514,11.19400024,0.0,0,4,190.0,4.4
16,0,female,37.0,0.125,no,2,18,5,4,2,5,1,14.2857151,6.808499813,0.5,1,11,189.0,4.3
390,0,male,47.0,7.0,yes,2,17,5,2,0,2,1,10.85762596,25.82979965,0.5,3,0,178.0,4.1
1918,1,male,37.0,10.0,no,4,18,2,5,0,5,1,11.49635029,7.063899994,0.0,1,2,190.0,3.7
1555,0,male,22.0,15.0,yes,4,16,1,5,1,5,1,0.4819277227,1.582299948,0.0,0,36,173.0,3.5
1899,0,female,32.0,7.0,yes,4,14,5,4,0,2,0,11.04651165,35.5625,0.0,0,2,175.0,3.3
1314,0,female,22.0,7.0,yes,2,18,5,3,1,1,1,27.45367241,13.54170036,0.0,8,16,180.0,4.3
1031,0,female,37.0,4.0,yes,4,16,6,4,2,4,1,5.005624294,3.990600109,0.25,2,30,180.0,3.8
147,0,female,27.0,1.5,yes,2,18,6,4,0,6,1,16.66666794,8.541999817,0.25,1,0,186.0,3.7
1861,0,female,42.0,4.0,yes,3,14,4,2,1,2,1,18.26123238,22.15780067,0.0,1,0,189.0,3.7
1156,7,male,27.0,10.0,no,2,17,1,4,0,5,0,16.17171478,19.12969971,0.75,7,37,189.0,4.7
262,0,male,22.0,15.0,no,4,16,6,5,1,3,0,3.960396051,22.40719986,0.75,0,3,182.0,4.5
1039,7,female,22.0,10.0,yes,4,18,5,5,1,5,0,15.48769474,8.888899803,0.75,0,0,193.0,3.7
187,0,female,22.0,4.0,no,2,14,4,3,2,4,0,36.17437744,2.694099903,0.25,1,4,194.0,4.7
752,0,male,22.0,15.0,no,3,18,1,4,0,3,1,1.242236018,43.85589981,0.5,2,36,172.0,3.0
1072,1,female,32.0,15.0,yes,4,12,6,5,0,5,1,43.75,20.55050087,0.25,1,14,178.0,4.8
1716,0,male,37.0,7.0,yes,1,12,1,4,0,5,1,27.52179146,24.6093998,0.25,0,4,192.0,3.9
830,0,male,32.0,15.0,yes,1,14,5,4,2,6,1,56.12552643,12.82769966,0.25,1,4,180.0,4.0
811,0,male,32.0,15.0,yes,2,14,5,4,2,2,0,0.0,8.151499748,0.0,2,2,186.0,4.2
1534,0,male,47.0,1.5,no,5,20,5,5,1,4,1,24.25728989,7.026299953,0.0,0,11,175.0,4.1
905,3,female,27.0,4.0,yes,2,20,5,3,1,4,1,9.873188019,1.074100018,0.25,1,31,185.0,4.6
646,0,female,32.0,0.125,yes,4,16,3,5,0,6,0,3.991130829,7.14289999,0.5,1,0,175.0,4.9
1743,0,male,37.0,15.0,no,2,14,5,5,2,2,1,41.46341324,19.1303997,0.0,0,2,175.0,3.7
770,0,male,37.0,4.0,yes,4,18,5,5,1,5,0,80.1232605,28.0991993,0.25,1,0,172.0,4.5
361,0,female,27.0,4.0,yes,2,14,5,4,0,5,1,29.12074089,2.17840004,1.0,9,25,184.0,4.8
1368,7,male,27.0,0.417,yes,3,18,6,5,1,4,1,6.201550484,14.4708004,0.5,0,4,190.0,3.3
798,0,female,52.0,10.0,yes,2,18,4,4,1,6,0,4.727272511,15.31989956,0.0,0,0,178.0,3.0
1584,0,female,22.0,4.0,no,3,17,5,3,3,2,0,1.795332193,10.19769955,0.25,2,1,180.0,3.3
776,7,female,27.0,15.0,yes,4,14,5,1,1,5,0,45.07486343,7.497499943,0.5,0,0,168.0,3.3
904,0,female,27.0,0.125,no,2,17,3,4,1,1,0,0.0,17.55319977,1.0,1,7,180.0,3.5
739,0,female,27.0,0.417,yes,5,14,6,3,0,4,1,9.558412552,14.70940018,0.25,0,77,189.0,4.0
625,0,male,27.0,15.0,yes,5,17,6,5,0,2,0,1.589595318,1.196799994,0.5,1,19,188.0,3.4
1456,0,male,27.0,7.0,no,3,20,5,5,1,5,1,6.539509296,43.49760056,0.5,5,49,188.0,3.0
369,0,female,37.0,1.5,no,4,16,6,4,1,2,0,8.648542404,21.5189991,,1,7,180.0,4.3
1420,0,female,27.0,0.125,yes,5,18,3,5,2,1,1,20.76677322,24.4151001,1.0,1,36,179.0,4.4
517,0,female,22.0,7.0,no,3,18,6,4,0,2,1,1.579352856,0.4481000006,0.0,2,25,176.0,4.5
1695,0,female,17.5,1.5,yes,1,14,1,4,1,6,1,35.34212112,12.29520035,0.0,1,41,184.0,3.4
382,0,male,27.0,7.0,yes,2,17,7,4,3,1,0,9.64071846,15.2343998,0.25,0,7,183.0,4.0
1854,0,male,47.0,4.0,no,4,20,6,5,3,5,0,33.48770905,10.69120026,0.0,0,25,179.0,3.7
1732,0,male,37.0,15.0,yes,2,14,5,3,0,3,1,30.63328552,16.8010006,0.25,2,36,185.0,4.8
602,0,female,27.0,0.75,yes,3,17,6,5,1,5,1,0.9032257795,19.15169907,,1,0,184.0,3.4
1723,0,male,27.0,1.5,no,3,18,6,5,1,6,1,34.65346527,18.54809952,0.0,0,24,188.0,4.3
1806,0,male,27.0,1.5,yes,2,14,1,1,0,2,1,1.363636374,2.426000118,,2,1,183.0,4.7
344,0,female,52.0,15.0,yes,4,12,5,4,2,6,1,11.34983635,1.421399951,0.25,0,1,178.0,4.2
931,12,female,22.0,4.0,no,5,14,6,3,0,2,0,7.589285851,7.178800106,,0,36,182.0,4.0
1423,0,female,27.0,7.0,yes,2,14,4,5,1,2,1,2.269861221,19.68910027,0.25,6,10,183.0,3.3
1496,0,male,22.0,15.0,no,3,16,1,5,0,6,1,0.06333122402,10.69120026,0.75,9,22,188.0,4.3
1446,0,female,22.0,15.0,no,4,20,4,5,1,2,1,27.54038239,9.756099701,0.0,1,8,186.0,4.5
1775,0,male,42.0,4.0,yes,4,16,1,4,1,2,1,4.469892979,1.375,,0,6,175.0,3.4
47,0,male,42.0,15.0,yes,2,18,3,1,0,4,1,9.873188019,20.67510033,0.5,1,1,183.0,4.0
1617,0,female,47.0,0.75,no,4,14,5,4,1,6,1,77.0058136,1.342100024,,0,16,180.0,4.0
184,0,female,42.0,0.75,no,3,17,1,5,0,6,0,0.0,4.662399769,0.0,3,21,190.0,4.9
701,0,female,22.0,7.0,no,3,17,4,5,0,4,1,0.3264417946,7.589300156,0.25,2,0,186.0,3.7
1124,1,female,57.0,10.0,yes,1,17,6,4,0,6,1,73.7202301,7.796599865,,1,4,185.0,4.4
1319,0,female,27.0,15.0,yes,4,14,6,5,1,1,0,22.93948174,2.352900028,0.5,2,5,171.0,4.5
1163,0,male,37.0,7.0,no,2,14,6,5,3,3,0,0.6211180091,11.22169971,0.25,0,4,192.0,4.1
295,0,male,42.0,0.75,no,3,12,1,3,0,2,1,42.71844482,0.1517000049,0.75,0,30,185.0,4.7
550,0,male,32.0,1.5,yes,4,14,1,3,0,2,1,16.66321182,11.39599991,0.0,1,3,185.0,5.0
1557,0,male,32.0,10.0,no,2,18,5,5,4,6,0,0.5760368705,15.76010036,0.25,0,0,194.0,4.0
1504,0,male,32.0,4.0,yes,2,14,5,4,4,4,1,0.0,3.537699938,,0,10,184.0,5.0
1153,0,male,27.0,10.0,yes,2,20,5,4,2,4,0,30.14888382,3.705199957,0.0,1,4,191.0,4.4
975,0,female,22.0,15.0,yes,2,16,1,3,0,2,1,3.841310024,14.22119999,0.25,0,4,178.0,4.9
1298,1,female,37.0,4.0,yes,2,14,1,4,0,3,1,39.57446671,10.25259972,0.5,3,6,194.0,3.7
736,7,male,27.0,1.5,no,4,17,5,5,0,1,1,38.51203537,27.26140022,0.25,0,14,185.0,3.8
1160,7,male,27.0,15.0,no,5,17,5,5,2,1,1,12.68017483,5.298900127,0.0,3,41,190.0,5.0
893,0,female,42.0,15.0,yes,2,14,5,4,0,1,1,14.96296215,15.45950031,0.0,0,50,185.0,3.6
1007,7,male,37.0,0.75,yes,3,16,5,4,0,4,1,6.405846596,11.71049976,0.0,1,41,189.0,4.5
192,0,female,32.0,7.0,no,2,18,7,4,0,2,0,6.47481966,19.1303997,0.25,2,0,185.0,4.2
1896,0,male,37.0,7.0,yes,1,16,5,4,1,2,1,11.34983635,11.28979969,0.25,0,5,182.0,4.0
1328,0,female,32.0,4.0,no,3,17,1,5,1,6,0,5.957447052,36.94509888,1.0,2,6,173.0,2.7
912,0,male,42.0,1.5,no,4,18,5,5,1,5,1,5.141129017,14.52700043,0.0,5,0,191.0,4.3
1513,0,female,27.0,15.0,yes,3,12,5,4,0,4,1,49.82307053,15.07110023,0.0,5,0,182.0,5.0
724,0,male,37.0,15.0,yes,4,12,6,3,1,2,1,10.12780285,28.1753006,0.25,2,15,183.0,4.1
215,0,male,27.0,7.0,yes,2,16,6,5,0,4,1,38.15875244,12.90320015,0.5,1,0,174.0,4.9
1035,0,female,37.0,0.417,yes,4,17,5,5,1,4,1,9.8990345,7.026299953,0.0,1,0,188.0,4.0
726,7,female,32.0,7.0,yes,5,20,6,5,0,1,1,8.556149483,7.487500191,0.25,1,41,183.0,4.1
1850,0,female,32.0,15.0,yes,4,18,6,5,1,5,1,38.15875244,40.36700058,1.0,1,5,178.0,4.2
1469,12,female,37.0,4.0,no,3,17,3,4,0,2,0,63.13035583,26.84140015,0.0,2,36,176.0,4.3
1407,0,female,27.0,0.75,no,2,14,3,5,0,6,1,0.2358490527,3.225800037,0.25,0,0,172.0,4.4
797,0,female,32.0,15.0,yes,3,17,5,2,0,4,1,1.92678237,7.664199829,,3,4,175.0,2.3
613,0,male,37.0,1.5,yes,4,18,6,5,0,3,1,0.0,19.77890015,,1,4,193.0,3.8
635,0,male,42.0,15.0,no,2,20,5,5,0,5,1,16.61744499,27.26140022,,2,10,180.0,3.6
491,12,male,27.0,15.0,yes,5,12,4,4,2,2,0,0.9708737731,16.40239906,0.25,3,8,190.0,4.2
717,0,male,37.0,10.0,yes,5,18,5,5,6,5,1,13.46153927,27.16819954,,1,0,168.0,3.9
1077,1,male,22.0,15.0,no,2,16,3,4,1,5,0,3.255512238,3.247999907,0.25,1,77,178.0,3.4
1866,0,female,37.0,1.5,yes,3,16,6,4,0,5,1,43.4949379,20.39220047,0.25,0,77,193.0,3.8
492,1,male,27.0,7.0,yes,4,18,6,5,0,2,1,14.23616886,7.14289999,0.25,2,11,175.0,3.9
1402,0,male,22.0,7.0,no,3,16,5,2,1,5,1,15.18723965,8.551099777,0.0,1,3,179.0,3.3
1215,0,female,32.0,15.0,yes,4,17,1,2,1,2,1,38.51203537,7.85710001,0.0,2,19,187.0,3.9
1280,0,female,32.0,1.5,yes,4,16,6,3,0,5,1,3.705006361,2.538399935,,0,11,175.0,4.4
287,0,male,32.0,7.0,yes,2,17,4,4,0,1,1,14.0,19.12969971,0.25,0,0,178.0,4.4
612,0,female,32.0,1.5,no,4,14,5,5,1,2,1,3.442623138,21.49860001,0.0,1,0,184.0,3.9
863,12,female,32.0,0.75,yes,4,18,4,4,1,5,0,0.1329787225,8.524600029,0.75,3,4,178.0,4.1
920,7,male,37.0,15.0,yes,3,14,5,2,0,5,1,54.60993195,24.65950012,0.25,0,0,185.0,4.7
1394,0,female,32.0,10.0,yes,2,16,6,2,2,2,0,58.90736389,26.16760063,0.25,1,0,184.0,4.5
1096,1,male,22.0,15.0,yes,3,20,1,4,1,5,0,0.0,3.614500046,,2,25,194.0,4.5
786,0,male,22.0,0.75,no,5,14,6,4,0,2,1,47.36842346,21.28240013,0.0,0,0,183.0,3.8
122,0,female,42.0,15.0,yes,4,17,5,4,0,4,1,13.85767746,6.808499813,0.0,1,58,181.0,5.0
288,0,male,27.0,15.0,yes,4,16,6,5,0,1,0,28.67762184,25.36689949,0.75,1,0,178.0,3.2
576,0,male,27.0,4.0,yes,2,12,1,5,1,5,1,36.0251236,11.19400024,0.25,1,13,177.0,4.2
1002,0,female,42.0,7.0,no,3,14,5,4,1,4,0,4.726100922,20.86330032,0.25,4,10,182.0,4.2
1688,0,female,57.0,1.5,yes,4,16,6,5,2,2,0,1.92678237,17.47610092,0.0,1,5,180.0,4.0
627,3,male,27.0,1.5,yes,4,20,4,1,3,2,1,0.0,8.275899887,0.0,1,2,182.0,2.8
1763,0,female,32.0,0.417,yes,5,9,5,4,0,2,0,9.8990345,13.85179996,0.25,0,4,170.0,4.1
1027,0,male,27.0,15.0,yes,4,18,1,3,1,6,1,40.10801697,16.5279007,1.0,1,0,184.0,4.9
1450,0,female,57.0,4.0,yes,5,16,5,4,0,6,1,0.5780346394,13.95349979,0.25,6,0,183.0,3.4
269,0,female,37.0,15.0,no,3,12,6,5,1,2,1,0.3664036095,5.555600166,,0,10,186.0,3.8
995,0,male,22.0,1.5,no,2,20,1,3,2,6,0,16.08187103,8.489500046,0.0,5,24,190.0,3.4
639,0,female,27.0,1.5,yes,1,17,1,3,1,5,1,34.88917923,21.9958992,0.25,0,0,178.0,4.5
1169,0,male,27.0,10.0,no,4,17,5,5,0,2,1,22.71773338,14.97679996,0.0,0,0,182.0,4.4
1705,0,female,27.0,7.0,yes,3,18,6,3,1,5,1,37.49446106,17.4531002,0.0,1,0,190.0,3.6
9001,7,female,37.0,10.0,no,2,16,1,4,0,1,1,3.965517044,16.5394001,0.25,0,19,190.0,3.4
1204,7,male,22.0,15.0,no,2,16,5,4,1,3,1,39.02438736,12.8725996,0.25,1,19,191.0,5.0
1719,0,female,22.0,7.0,no,4,16,1,3,1,1,1,52.91479874,12.98869991,0.25,4,0,187.0,3.8
1622,2,female,27.0,10.0,yes,4,18,7,5,2,6,1,49.81398773,15.57380009,,1,4,185.0,3.9
1761,0,female,27.0,10.0,no,4,20,6,3,4,6,0,0.0,25.25799942,0.25,9,0,188.0,4.3
1671,0,female,27.0,10.0,yes,4,16,4,5,0,5,1,2.395209789,4.472199917,0.25,1,50,175.0,4.5
1757,7,male,22.0,4.0,yes,5,20,1,5,1,4,1,0.0,12.39900017,0.25,1,6,173.0,3.8
1282,1,male,17.5,1.5,no,2,18,5,5,1,3,1,2.070688963,19.83119965,0.0,1,37,183.0,4.6
611,0,female,32.0,15.0,yes,4,17,1,2,0,6,1,0.502176106,3.669699907,,3,58,183.0,3.4
353,0,female,22.0,4.0,yes,2,16,6,5,0,1,1,8.95663166,1.849400043,0.75,1,0,186.0,3.8
1827,0,female,22.0,10.0,yes,2,12,5,2,0,2,1,5.382436275,7.275899887,0.75,0,9,191.0,3.1
558,7,male,32.0,15.0,yes,4,17,5,4,1,1,1,2.437223196,6.84070015,0.0,0,10,180.0,3.7
854,12,female,22.0,7.0,yes,3,14,6,3,0,5,1,41.46341324,3.793100119,1.0,1,0,179.0,3.6
1851,0,male,27.0,4.0,yes,5,12,3,4,1,5,1,9.375,37.22689819,0.75,9,0,180.0,4.7
186,0,female,32.0,0.75,yes,2,16,3,2,0,4,1,0.21691975,2.07249999,0.25,1,3,181.0,3.9
9023,0,male,27.0,15.0,yes,4,14,5,5,0,2,0,5.957447052,78.99420166,0.5,0,58,178.0,4.0
1608,0,female,42.0,7.0,yes,2,18,1,5,1,2,1,49.8645668,17.4531002,0.0,0,13,170.0,3.8
1352,0,female,37.0,0.75,no,2,12,1,4,3,4,1,8.786610603,17.44260025,0.25,0,16,184.0,4.5
737,12,female,22.0,1.5,no,5,14,1,1,0,2,1,4.583333492,17.70260048,0.25,1,4,188.0,2.2
1766,1,female,42.0,1.5,yes,2,14,6,5,1,5,1,0.425531894,0.5207999945,0.0,3,11,191.0,3.1
1059,12,female,37.0,1.5,no,2,17,4,4,0,4,1,9.62441349,10.27779961,0.25,1,5,180.0,4.8
1327,0,female,32.0,10.0,yes,4,14,6,2,1,6,1,34.33779907,29.44680023,0.75,0,58,181.0,3.8
1247,0,male,32.0,15.0,no,2,17,5,5,0,4,1,30.32045937,0.5102000237,0.25,1,0,174.0,3.0
784,0,female,27.0,1.5,yes,4,16,4,2,0,1,1,0.0,1.941699982,0.5,0,30,196.0,4.0
1361,0,female,52.0,10.0,yes,2,16,5,5,1,4,1,48.52458954,17.42020035,0.5,1,0,177.0,3.9
670,0,female,22.0,7.0,yes,3,14,6,5,1,5,1,8.639705658,21.04330063,0.25,2,51,182.0,3.6
1807,0,female,52.0,4.0,yes,1,17,5,4,0,2,1,17.85405922,29.76390076,0.25,2,10,190.0,4.5
910,1,female,32.0,1.5,yes,2,20,1,5,0,2,1,17.17391396,33.10860062,1.0,1,1,183.0,4.5
1664,0,male,27.0,4.0,yes,4,18,5,5,2,4,1,3.22033906,2.001499891,0.5,1,13,178.0,2.1
1133,12,male,37.0,15.0,yes,4,18,5,3,0,4,1,31.19815636,25.37940025,0.5,0,4,182.0,3.6
1054,0,male,22.0,4.0,yes,4,12,5,2,0,2,1,10.12759113,5.597000122,0.75,1,4,188.0,4.1
583,0,male,22.0,7.0,yes,4,17,2,5,2,1,1,0.0,2.648999929,,1,6,170.0,3.4
603,0,female,27.0,1.5,yes,2,16,5,3,1,6,1,8.842000008,14.79030037,0.25,5,36,178.0,3.5
423,0,male,52.0,15.0,yes,3,16,1,5,0,5,1,8.639705658,8.619000435,0.5,1,0,175.0,4.0
1616,0,female,22.0,10.0,yes,2,14,5,4,4,5,1,23.0615654,20.95809937,0.0,0,0,184.0,4.3
1665,0,female,27.0,1.5,yes,5,16,1,5,0,2,1,14.0,9.416999817,0.25,2,0,186.0,4.4
1030,3,male,22.0,7.0,yes,2,18,2,2,0,2,0,1.479591846,52.21989822,0.0,1,13,202.0,4.6
1629,0,male,42.0,10.0,no,4,18,4,5,7,4,1,1.164483309,24.21419907,,0,0,181.0,4.0
79,0,female,47.0,7.0,yes,2,17,5,5,1,2,0,40.27592087,1.581200004,0.25,0,17,174.0,4.0
1464,3,male,57.0,7.0,no,2,18,5,2,3,5,1,13.75921345,10.30949974,0.25,0,5,187.0,4.0
631,0,female,27.0,15.0,yes,1,14,5,3,1,2,1,0.9259259105,12.39900017,0.0,1,27,186.0,4.7
1844,0,female,22.0,15.0,yes,3,14,4,5,0,4,1,0.0,23.4375,0.25,0,15,183.0,3.0
1235,0,male,32.0,15.0,yes,4,9,1,4,0,5,1,6.649565697,6.394999981,0.25,0,3,182.0,4.3
1370,0,male,22.0,7.0,yes,4,14,5,3,0,6,1,1.962864757,3.571399927,0.0,1,4,183.0,3.8
224,0,female,32.0,0.75,yes,3,18,6,3,0,2,0,0.0,10.27779961,0.0,7,6,186.0,3.2
537,0,male,37.0,10.0,yes,4,16,1,4,0,5,1,65.12185669,2.881700039,,1,5,183.0,4.2
1573,0,female,22.0,7.0,no,2,17,3,3,0,1,1,32.98949051,22.15780067,0.25,2,37,177.0,4.9
1951,7,female,57.0,15.0,yes,4,17,6,2,1,4,1,0.7518796921,10.17879963,0.25,3,11,191.0,3.9
651,7,female,52.0,7.0,yes,5,12,5,5,0,3,1,53.89030457,10.17879963,0.25,1,16,172.0,4.5
520,0,female,27.0,10.0,no,5,20,5,4,2,4,1,9.615385056,23.4375,0.0,0,10,175.0,4.7
227,0,female,32.0,4.0,yes,4,17,6,5,1,3,1,55.96221542,23.19750023,0.25,9,11,188.0,3.5
800,1,female,37.0,15.0,yes,3,18,5,4,0,4,1,0.2223869562,12.27910042,0.5,0,4,178.0,4.1
351,0,female,22.0,1.5,yes,4,20,2,1,3,5,1,21.66837311,16.76300049,0.0,2,0,178.0,4.0
1231,0,male,37.0,1.5,no,3,18,5,3,1,5,1,49.8645668,0.8260999918,0.25,1,1,184.0,4.4
435,0,female,22.0,15.0,no,3,20,3,5,1,2,1,0.0,14.15439987,0.25,1,13,186.0,3.3
1084,0,male,27.0,1.5,yes,3,14,5,5,0,3,0,39.39999771,20.55050087,0.5,1,7,180.0,4.7
870,0,male,42.0,7.0,yes,3,16,6,4,8,1,0,41.13329315,20.52370071,0.5,5,0,185.0,4.1
1408,0,female,22.0,15.0,yes,4,12,4,5,3,6,1,9.46601963,12.31879997,0.0,0,0,178.0,4.2
760,1,male,32.0,15.0,yes,3,12,5,3,3,2,1,2.5,13.91940022,0.5,0,0,188.0,4.3
64,0,female,42.0,1.5,yes,1,18,4,4,0,5,1,15.43026733,23.45680046,0.25,1,0,185.0,2.8
172,1,female,27.0,0.417,yes,2,14,6,5,1,2,1,39.02438736,26.49650002,0.25,0,5,184.0,3.5
153,0,male,27.0,15.0,yes,5,18,6,4,2,4,0,38.78333664,5.54129982,0.5,1,0,184.0,3.7
803,2,male,37.0,15.0,no,4,16,3,5,0,5,1,0.1694915295,5.092599869,1.0,0,2,178.0,4.5
709,0,female,27.0,15.0,yes,4,14,5,4,0,2,1,0.0,10.25979996,0.25,1,0,191.0,4.9
1070,0,female,22.0,15.0,yes,2,16,6,3,0,4,0,12.40875912,5.033899784,0.75,1,0,180.0,4.0
174,7,male,27.0,15.0,no,1,14,1,5,0,6,1,39.5946312,22.2826004,1.0,5,1,173.0,3.5
526,0,male,27.0,4.0,no,3,18,5,4,0,4,1,3.061224461,13.0031004,0.0,1,3,196.0,4.2
1021,1,female,32.0,1.5,yes,2,17,1,2,1,6,1,6.405846596,0.0,0.0,1,4,177.0,4.7
1198,1,male,27.0,1.5,yes,5,16,5,5,0,5,1,11.26932526,1.715399981,,1,21,176.0,3.7
490,0,male,27.0,4.0,yes,2,20,2,4,0,2,1,16.21052551,19.15169907,0.25,0,1,185.0,4.8
265,0,female,22.0,4.0,yes,4,16,5,5,0,1,1,55.96221542,8.218299866,0.0,0,0,170.0,4.2
1081,0,male,22.0,15.0,yes,1,12,6,5,0,4,1,11.58536625,36.47539902,,0,0,183.0,3.4
679,12,male,32.0,1.5,yes,3,18,5,5,0,6,0,11.06194687,9.015800476,0.0,1,1,189.0,4.6
1482,0,female,22.0,4.0,yes,2,14,1,5,0,5,1,17.00364685,19.46310043,0.5,0,1,171.0,4.6
858,1,male,32.0,10.0,yes,1,20,6,4,0,3,1,36.48936081,0.0,,7,0,188.0,4.5
851,0,male,32.0,7.0,yes,2,14,6,2,0,5,0,13.98692894,9.036100388,0.25,1,4,171.0,4.3
138,0,male,32.0,0.75,yes,4,14,5,1,1,4,0,7.321537495,10.69649982,0.5,0,41,184.0,3.6
977,0,female,22.0,4.0,yes,3,17,6,4,0,2,0,0.0,43.49760056,0.25,1,0,180.0,3.6
217,0,female,32.0,15.0,yes,4,16,4,1,0,4,1,4.787234306,5.751900196,0.0,3,0,178.0,3.9
1427,0,female,27.0,15.0,no,2,17,6,5,0,2,1,8.726226807,41.77339935,0.0,1,0,186.0,3.8
951,0,male,22.0,10.0,yes,2,16,6,5,5,5,0,64.24632263,58.75220108,0.25,2,7,182.0,3.8
929,0,male,52.0,15.0,yes,4,12,1,4,1,5,1,9.871495247,14.15439987,0.0,2,0,189.0,3.9
