tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Anterior,BM1922.12.19.6,0,12,22.0,3.39774848,1.0,Papio,Central Africa,4,383,61762,8,0,13,2,3,0
Posterior,BM1922.12.19.6,0,12,22.0,3.39774848,1.0,Papio,Central Africa,2,324,70268,44,0,5,1,5,0
Premolar,BM1922.12.19.6,0,8,22.0,3.39774848,1.0,Papio,Central Africa,4,166,68544,48,0,13,1,1,0
Anterior,BM1923.3.4.3,0,12,37.0,5.39328887,0.0,Papio,East Africa,2,145,69377,44,0,6,1,5,0
Posterior,BM1923.3.4.3,0,12,37.0,5.39328887,0.0,Papio,East Africa,2,383,63958,7,0,5,1,4,0
Premolar,BM1923.3.4.3,0,8,42.0,5.39328887,0.0,Papio,East Africa,2,383,71290,7,0,5,2,4,0
Anterior,BM1924.2.25.1,0,12,47.0,3.87558812,1.0,Papio,East Africa,4,166,68635,8,0,13,1,3,0
Posterior,BM1924.2.25.1,0,12,22.0,3.87558812,1.0,Papio,East Africa,3,106,66787,44,0,10,2,4,1
Premolar,BM1924.2.25.1,0,8,32.0,3.87558812,1.0,Papio,East Africa,2,383,67504,30,0,6,1,5,0
Anterior,BM1924.8.6.15,0,12,22.0,3.63654073,1.0,Papio,West Africa,4,106,61945,44,0,13,1,3,0
Posterior,BM1924.8.6.15,0,12,32.0,3.63654073,1.0,Papio,West Africa,2,106,67645,8,0,5,2,5,1
Premolar,BM1924.8.6.15,0,8,27.0,3.63654073,1.0,Papio,West Africa,4,383,70094,44,0,13,1,3,0
Anterior,BM1924.8.6.16,0,12,37.0,4.59386268,0.0,Papio,West Africa,3,166,66316,7,0,10,1,7,1
Posterior,BM1924.8.6.16,0,12,42.0,4.59386268,0.0,Papio,West Africa,2,383,68874,8,0,5,2,4,0
Premolar,BM1924.8.6.16,0,8,37.0,4.59386268,0.0,Papio,West Africa,3,324,63883,57,0,10,2,7,0
Anterior,BM1925.5.12.1,0,12,32.0,4.1148462,1.0,Papio,West Africa,3,383,70011,32,0,10,1,7,0
Posterior,BM1925.5.12.1,0,12,42.0,4.1148462,1.0,Papio,West Africa,2,106,61572,3,0,5,1,1,0
Premolar,BM1925.5.12.1,0,8,27.0,4.1148462,1.0,Papio,West Africa,2,145,65458,101,0,5,2,1,0
Anterior,BM1927.8.14.1,0,6,22.0,2.87155209,0.0,Papio,East Africa,2,145,67991,3,0,5,2,5,0
Posterior,BM1927.8.14.1,0,6,27.0,2.87155209,0.0,Papio,East Africa,2,383,69393,7,0,5,2,6,0
Premolar,BM1927.8.14.1,0,4,22.0,2.87155209,0.0,Papio,East Africa,3,166,71365,48,0,10,2,6,0
Anterior,BM1930.12.1.2,0,12,52.0,3.79588028,0.0,Papio,East Africa,3,120,66324,70,1,10,2,6,0
Posterior,BM1930.12.1.2,0,12,32.0,3.79588028,0.0,Papio,East Africa,3,145,63057,3,0,10,2,6,0
Premolar,BM1930.12.1.2,0,8,37.0,3.79588028,0.0,Papio,East Africa,2,145,70722,7,0,5,2,6,0
Anterior,BM1931.4.1.1,0,12,32.0,3.63654073,1.0,Papio,East Africa,2,120,69013,8,0,5,2,5,0
Posterior,BM1931.4.1.1,0,12,42.0,3.63654073,1.0,Papio,East Africa,2,145,71472,44,0,6,2,5,1
Premolar,BM1931.4.1.1,0,8,32.0,3.63654073,1.0,Papio,East Africa,3,120,66472,3,0,10,2,6,0
Anterior,BM1932.7.6.1,0,12,27.0,2.38690817,1.0,Papio,East Africa,4,166,67702,8,0,13,1,3,0
Posterior,BM1932.7.6.1,0,12,32.0,2.38690817,1.0,Papio,East Africa,3,166,65169,44,0,10,2,3,0
Premolar,BM1932.7.6.1,0,8,22.0,2.38690817,1.0,Papio,East Africa,2,383,63024,7,0,5,1,5,0
Anterior,BM1934.11.20.1,0,12,22.0,3.4773143,1.0,Papio,East Africa,4,166,67785,15,0,13,1,3,0
Posterior,BM1934.11.20.1,0,12,42.0,3.4773143,1.0,Papio,East Africa,4,324,68791,8,0,13,2,1,0
Premolar,BM1934.11.20.1,0,8,52.0,3.4773143,1.0,Papio,East Africa,4,324,69625,3,0,13,1,1,0
Anterior,BM1935.10.22.24,0,6,37.0,3.95531929,0.0,Papio,West Africa,2,383,61960,44,0,5,1,5,0
Posterior,BM1935.10.22.24,0,6,47.0,3.95531929,0.0,Papio,West Africa,4,166,64345,7,0,13,1,1,1
Premolar,BM1935.10.22.24,0,4,57.0,3.95531929,0.0,Papio,West Africa,2,324,63255,32,0,5,1,6,0
Anterior,BM1935.2.14.1,0,12,32.0,3.63654073,1.0,Papio,East Africa,3,166,69138,3,0,10,2,4,0
Posterior,BM1935.2.14.1,0,12,27.0,3.63654073,1.0,Papio,East Africa,2,120,75135,7,0,5,2,1,0
Premolar,BM1935.2.14.1,0,8,22.0,3.63654073,1.0,Papio,East Africa,3,383,70508,44,0,10,1,4,0
Anterior,BM1936.12.28.1,0,12,22.0,3.4773143,1.0,Papio,East Africa,2,166,70599,44,0,5,1,4,0
Posterior,BM1936.12.28.1,0,12,22.0,3.4773143,1.0,Papio,East Africa,2,166,66415,48,0,5,2,4,0
Premolar,BM1936.12.28.1,0,8,42.0,3.4773143,1.0,Papio,East Africa,3,120,72173,44,0,10,2,8,0
Anterior,BM1936.12.28.2,0,12,57.0,3.4773143,1.0,Papio,East Africa,3,106,72207,45,0,10,1,2,1
Posterior,BM1936.12.28.2,0,12,27.0,3.4773143,1.0,Papio,East Africa,2,120,72348,8,0,5,2,4,0
Premolar,BM1936.12.28.2,0,8,22.0,3.4773143,1.0,Papio,East Africa,2,324,65102,8,0,5,1,5,0
Anterior,BM1938.7.17.1,1,12,37.0,6.16831052,1.0,Papio,Central Africa,3,166,65649,7,0,10,2,7,0
Posterior,BM1938.7.17.1,0,12,32.0,6.16831052,1.0,Papio,Central Africa,2,145,68973,101,0,6,2,5,0
Premolar,BM1938.7.17.1,0,8,22.0,6.16831052,1.0,Papio,Central Africa,2,145,69435,3,0,5,2,5,0
Anterior,BM1939.1005,0,6,22.0,3.88831042,1.0,Pongo,Borneo,3,383,70730,72,0,10,2,8,0
Posterior,BM1939.1005,0,6,52.0,3.88831042,1.0,Pongo,Borneo,3,324,63362,44,0,10,2,4,0
Premolar,BM1939.1005,0,4,37.0,3.88831042,1.0,Pongo,Borneo,2,166,68932,44,0,6,2,5,0
Anterior,BM1939.1006,0,6,32.0,2.86641,1.0,Pongo,Borneo,3,145,72371,8,0,10,2,4,0
Posterior,BM1939.1006,0,6,42.0,2.86641,1.0,Pongo,Borneo,2,383,66910,44,0,6,2,5,0
Premolar,BM1939.1006,0,4,27.0,2.86641,1.0,Pongo,Borneo,3,145,71084,44,0,10,1,8,0
Anterior,BM1939.1007,0,12,37.0,2.35865298,0.0,Pongo,Borneo,2,106,64196,3,0,5,1,5,1
Posterior,BM1939.1007,0,12,27.0,2.35865298,0.0,Pongo,Borneo,3,120,69872,3,0,10,1,7,0
Premolar,BM1939.1007,0,8,22.0,2.35865298,0.0,Pongo,Borneo,2,324,71852,3,0,5,2,4,0
Anterior,BM1939.1008,0,12,32.0,2.86641,0.0,Pongo,Borneo,2,106,64626,72,0,5,2,4,0
Posterior,BM1939.1008,0,12,27.0,2.86641,0.0,Pongo,Borneo,4,120,69591,44,0,13,2,3,0
Premolar,BM1939.1008,0,8,27.0,2.86641,0.0,Pongo,Borneo,2,106,65045,44,0,5,1,5,0
Anterior,BM1939.1021,0,12,32.0,3.87558812,1.0,Papio,West Africa,4,324,70680,48,0,13,1,1,0
Posterior,BM1939.1021,0,12,37.0,3.87558812,1.0,Papio,West Africa,2,324,63750,65,0,6,1,5,1
Premolar,BM1939.1021,0,8,47.0,3.87558812,1.0,Papio,West Africa,2,145,69948,3,0,5,1,4,0
Anterior,BM1962.25,0,12,27.0,3.71619727,0.0,Papio,East Africa,2,145,66795,3,0,5,1,4,1
Posterior,BM1962.25,0,12,37.0,3.71619727,0.0,Papio,East Africa,4,106,70425,3,0,13,2,3,0
Premolar,BM1962.25,0,8,32.0,3.71619727,0.0,Papio,East Africa,3,120,70870,8,0,10,2,4,0
Anterior,BM1964.2174,0,12,32.0,3.63654073,0.0,Papio,East Africa,2,106,65185,44,0,6,2,5,0
Posterior,BM1964.2174,0,12,42.0,3.63654073,0.0,Papio,East Africa,4,145,62745,8,0,13,2,3,0
Premolar,BM1964.2174,0,8,27.0,3.63654073,0.0,Papio,East Africa,2,145,61952,44,0,5,2,5,1
Anterior,BM1971.2353,0,6,27.0,4.27445115,1.0,Papio,West Africa,4,324,71035,8,0,13,1,3,0
Posterior,BM1971.2353,0,6,22.0,4.27445115,1.0,Papio,West Africa,3,166,71522,69,0,10,1,7,0
Premolar,BM1971.2353,0,4,27.0,4.27445115,1.0,Papio,West Africa,2,383,70847,44,0,5,1,4,0
Anterior,BM1971.2354,0,7,27.0,3.95531929,1.0,Papio,West Africa,3,120,71019,114,0,10,1,7,0
Posterior,BM1971.2354,0,6,37.0,3.95531929,1.0,Papio,West Africa,3,120,66761,71,0,10,2,7,0
Premolar,BM1971.2354,0,4,37.0,3.95531929,1.0,Papio,West Africa,2,120,69815,69,0,5,2,1,0
Anterior,BM1976.1408,0,12,22.0,4.65756455,0.0,Pongo,Borneo,2,383,62679,65,0,5,1,1,0
Posterior,BM1976.1408,0,13,37.0,4.65756455,0.0,Pongo,Borneo,2,383,67595,44,0,5,2,5,0
Premolar,BM1976.1408,0,8,22.0,4.65756455,0.0,Pongo,Borneo,2,120,66837,3,0,5,1,6,0
Anterior,BM1976.1409,0,12,32.0,3.80295048,0.0,Pongo,Borneo,3,383,61929,72,0,10,2,6,0
Posterior,BM1976.1409,0,12,27.0,3.80295048,0.0,Pongo,Borneo,3,120,66613,51,0,10,1,6,0
Premolar,BM1976.1409,0,8,22.0,3.80295048,0.0,Pongo,Borneo,3,383,62596,44,0,10,1,6,0
Anterior,BM1976.1415,0,12,27.0,3.20634803,0.0,Pongo,Borneo,2,120,69039,8,0,5,1,6,0
Posterior,BM1976.1415,0,12,37.0,3.20634803,0.0,Pongo,Borneo,2,106,69195,3,0,5,1,5,0
Premolar,BM1976.1415,0,8,37.0,3.20634803,0.0,Pongo,Borneo,2,145,67736,64,0,6,2,5,0
Anterior,BM1976.1416,0,12,27.0,2.95130863,0.0,Pongo,Borneo,3,106,70854,44,0,10,1,6,1
Posterior,BM1976.1416,0,11,32.0,2.95130863,0.0,Pongo,Borneo,4,166,69690,102,0,13,2,3,0
Premolar,BM1976.1416,0,8,32.0,2.95130863,0.0,Pongo,Borneo,3,120,69179,8,0,10,2,3,0
Anterior,BM1976.1417,0,6,22.0,2.86641,0.0,Pongo,Borneo,2,166,68197,101,0,5,2,5,0
Posterior,BM1976.1417,0,7,22.0,2.86641,0.0,Pongo,Borneo,4,106,66530,64,0,13,2,3,1
Premolar,BM1976.1417,0,3,17.5,2.86641,0.0,Pongo,Borneo,4,324,69336,3,0,13,2,1,0
Anterior,BM1976.1418,0,12,32.0,2.86641,0.0,Pongo,Borneo,4,120,69849,48,0,13,1,1,1
Posterior,BM1976.1418,0,12,32.0,2.86641,0.0,Pongo,Borneo,2,106,62554,8,0,5,1,5,0
Premolar,BM1976.1418,0,8,37.0,2.86641,0.0,Pongo,Borneo,4,383,70714,3,0,13,1,1,0
Anterior,BM1976.1419,0,12,32.0,2.86641,0.0,Pongo,Borneo,2,145,66381,102,0,5,2,6,0
Posterior,BM1976.1419,0,12,27.0,2.86641,0.0,Pongo,Borneo,3,106,63990,8,0,10,2,4,0
Premolar,BM1976.1419,0,8,22.0,2.86641,0.0,Pongo,Borneo,2,120,68361,87,0,5,1,1,0
Anterior,BM1976.1420,0,10,47.0,2.78157736,0.0,Pongo,Borneo,3,324,64113,3,0,10,1,4,0
Posterior,BM1976.1420,0,12,27.0,2.78157736,0.0,Pongo,Borneo,2,324,72553,3,0,5,1,4,0
Premolar,BM1976.1420,0,8,37.0,2.78157736,0.0,Pongo,Borneo,2,120,72355,8,0,5,2,4,0
Anterior,BM1976.1421,0,12,42.0,2.69681693,0.0,Pongo,Borneo,3,166,70300,7,0,10,1,8,0
Posterior,BM1976.1421,0,12,32.0,2.69681693,0.0,Pongo,Borneo,3,106,70805,44,0,10,1,2,0
Premolar,BM1976.1421,0,8,52.0,2.69681693,0.0,Pongo,Borneo,2,324,67967,7,0,5,1,4,0
Anterior,BM1976.1422,0,12,22.0,3.03626772,0.0,Pongo,Borneo,2,120,70938,7,0,5,1,5,0
Posterior,BM1976.1422,0,12,52.0,3.03626772,0.0,Pongo,Borneo,3,120,62828,8,0,10,1,7,0
Premolar,BM1976.1422,0,8,22.0,3.03626772,0.0,Pongo,Borneo,2,383,63693,44,0,6,1,5,0
Anterior,BM1976.1423,0,12,22.0,2.86641,0.0,Pongo,Borneo,2,324,72132,24,0,5,1,5,0
Posterior,BM1976.1423,0,12,27.0,2.86641,0.0,Pongo,Borneo,3,166,69575,3,0,10,2,8,1
Premolar,BM1976.1423,0,8,32.0,2.86641,0.0,Pongo,Borneo,3,166,63610,3,0,10,2,4,0
Anterior,BM1976.1424,0,12,27.0,3.71761878,1.0,Pongo,Borneo,2,120,63941,27,0,6,2,5,0
Posterior,BM1976.1424,0,12,32.0,3.71761878,1.0,Pongo,Borneo,3,166,68163,66,1,10,2,4,0
Premolar,BM1976.1424,0,8,37.0,3.71761878,1.0,Pongo,Borneo,2,166,68007,3,1,6,2,5,0
Anterior,BM1976.1425,0,12,32.0,2.95130863,1.0,Pongo,Borneo,3,145,72108,7,0,10,2,8,1
Posterior,BM1976.1425,0,13,32.0,2.95130863,1.0,Pongo,Borneo,2,383,67975,44,0,5,1,5,0
Premolar,BM1976.1425,0,8,37.0,2.95130863,1.0,Pongo,Borneo,3,120,66480,8,0,10,1,7,0
Anterior,BM1976.1426,0,12,32.0,3.12128232,1.0,Pongo,Borneo,2,106,64766,48,0,5,1,4,1
Posterior,BM1976.1426,0,12,32.0,3.12128232,1.0,Pongo,Borneo,2,383,64832,32,0,5,2,4,0
Premolar,BM1976.1426,0,8,47.0,3.12128232,1.0,Pongo,Borneo,4,120,65359,3,0,13,1,3,1
Anterior,BM1976.1427,0,12,27.0,3.97369678,0.0,Pongo,Borneo,2,145,69385,30,0,5,1,5,0
Posterior,BM1976.1427,0,12,27.0,3.97369678,0.0,Pongo,Borneo,4,324,71654,8,0,13,1,1,1
Premolar,BM1976.1427,0,8,37.0,3.97369678,0.0,Pongo,Borneo,2,166,62794,22,0,6,1,5,0
Anterior,BM1976.1428,0,12,27.0,3.37661729,1.0,Pongo,Borneo,2,324,68049,71,0,5,2,4,0
Posterior,BM1976.1428,0,12,37.0,3.37661729,1.0,Pongo,Borneo,2,120,69955,34,0,5,2,4,0
Premolar,BM1976.1428,0,8,32.0,3.37661729,1.0,Pongo,Borneo,4,383,63479,28,0,13,1,3,0
Anterior,BM1976.1429,0,12,27.0,2.35865298,0.5,Pongo,Borneo,3,383,69708,44,0,10,1,4,0
Posterior,BM1976.1429,0,12,27.0,2.35865298,0.5,Pongo,Borneo,2,383,66498,44,0,6,1,5,0
Premolar,BM1976.1429,0,8,37.0,2.35865298,0.5,Pongo,Borneo,4,106,61879,41,0,13,1,3,1
Anterior,BM1976.1430,0,12,27.0,2.61213574,0.0,Pongo,Borneo,2,145,61838,3,0,5,2,5,0
Posterior,BM1976.1430,0,12,22.0,2.61213574,0.0,Pongo,Borneo,4,383,75085,34,0,13,2,3,0
Premolar,BM1976.1430,0,8,22.0,2.61213574,0.0,Pongo,Borneo,3,324,61887,49,0,10,2,7,0
Anterior,BM1976.1431,0,12,42.0,3.29146087,1.0,Pongo,Borneo,2,106,62885,8,0,5,1,4,0
Posterior,BM1976.1431,0,12,27.0,3.29146087,1.0,Pongo,Borneo,3,145,64998,76,0,10,2,7,0
Premolar,BM1976.1431,0,8,27.0,3.29146087,1.0,Pongo,Borneo,3,166,66845,52,0,10,1,7,0
Anterior,BM1976.1434,0,12,52.0,2.95130863,1.0,Pongo,Borneo,2,166,66886,8,0,5,1,1,0
Posterior,BM1976.1434,0,12,27.0,2.95130863,1.0,Pongo,Borneo,2,106,70672,44,0,5,1,1,0
Premolar,BM1976.1434,0,8,27.0,2.95130863,1.0,Pongo,Borneo,2,166,69021,64,0,5,1,5,0
Anterior,BM1976.1435,0,12,27.0,2.10624751,1.0,Pongo,Borneo,2,120,66399,72,0,5,1,6,0
Posterior,BM1976.1435,0,12,22.0,2.10624751,1.0,Pongo,Borneo,3,120,65219,8,0,10,1,6,0
Premolar,BM1976.1435,0,8,27.0,2.10624751,1.0,Pongo,Borneo,3,106,68726,73,0,10,1,6,1
Anterior,BM1976.1436,0,12,27.0,2.69681693,1.0,Pongo,Borneo,3,324,64170,3,0,10,1,6,0
Posterior,BM1976.1436,0,12,47.0,2.69681693,1.0,Pongo,Borneo,2,145,62109,7,0,5,1,6,0
Premolar,BM1976.1436,0,8,32.0,2.69681693,1.0,Pongo,Borneo,2,145,70995,44,0,5,2,5,0
Anterior,BM1976.1437,0,6,42.0,2.86641,1.0,Pongo,Borneo,2,383,70979,58,0,6,2,5,0
Posterior,BM1976.1437,0,6,22.0,2.86641,1.0,Pongo,Borneo,3,324,68866,23,0,10,2,6,0
Premolar,BM1976.1437,0,4,27.0,2.86641,1.0,Pongo,Borneo,4,145,61978,8,0,13,2,3,0
Anterior,BM1976.1438,0,6,32.0,2.02242151,1.0,Pongo,Borneo,3,324,66779,7,0,10,2,3,0
Posterior,BM1976.1438,0,6,22.0,2.02242151,1.0,Pongo,Borneo,2,145,68353,8,0,5,2,5,0
Premolar,BM1976.1438,0,4,47.0,2.02242151,1.0,Pongo,Borneo,4,106,61911,8,0,13,1,3,0
Anterior,BM1976.1439,0,12,32.0,1.93878354,1.0,Pongo,Borneo,4,324,66407,3,0,13,1,1,0
Posterior,BM1976.1439,0,12,57.0,1.93878354,1.0,Pongo,Borneo,4,120,70961,7,0,13,1,1,0
Premolar,BM1976.1439,0,8,27.0,1.93878354,1.0,Pongo,Borneo,2,383,62976,8,0,5,2,5,0
Anterior,BM1976.1440,0,12,32.0,3.20634803,1.0,Pongo,Borneo,4,106,71696,8,0,13,2,1,0
Posterior,BM1976.1440,0,12,37.0,3.20634803,1.0,Pongo,Borneo,2,166,66373,112,0,5,1,6,0
Premolar,BM1976.1440,0,8,32.0,3.20634803,1.0,Pongo,Borneo,3,324,66852,8,0,10,1,4,0
Anterior,BM1976.1442,0,12,22.0,2.69681693,1.0,Pongo,Borneo,2,166,72470,64,0,5,1,1,0
Posterior,BM1976.1442,0,12,27.0,2.69681693,1.0,Pongo,Borneo,3,383,71787,27,0,10,2,4,0
Premolar,BM1976.1442,0,8,57.0,2.69681693,1.0,Pongo,Borneo,2,166,70078,32,0,5,2,4,0
Anterior,BM1976.1443,0,12,32.0,3.03626772,1.0,Pongo,Borneo,2,106,66340,44,0,5,2,4,0
Posterior,BM1976.1443,0,14,27.0,3.03626772,1.0,Pongo,Borneo,3,120,62893,27,0,10,1,8,0
Premolar,BM1976.1443,0,8,22.0,3.03626772,1.0,Pongo,Borneo,3,324,70698,32,0,10,2,2,0
Anterior,BM50a,0,12,22.0,2.29036872,1.0,Papio,East Africa,2,106,68080,7,0,5,2,4,0
Posterior,BM50a,0,12,32.0,2.29036872,1.0,Papio,East Africa,2,145,65318,31,0,5,1,5,1
Premolar,BM50a,0,8,47.0,2.29036872,1.0,Papio,East Africa,3,120,69492,7,0,10,1,7,0
Anterior,BRK125458,0,6,22.0,3.72712188,0.25,Homo sapiens,Native Californian,2,145,64600,13,0,6,1,5,0
Posterior,BRK125458,1,12,22.0,3.72712188,0.25,Homo sapiens,Native Californian,2,324,70896,3,1,5,2,5,0
Premolar,BRK125458,0,6,27.0,3.72712188,0.25,Homo sapiens,Native Californian,3,383,66233,31,0,10,1,8,0
Anterior,BRK125462,1,12,52.0,5.71046472,0.25,Homo sapiens,Native Californian,3,324,70623,7,0,10,2,4,0
Posterior,BRK125462,7,12,32.0,5.71046472,0.25,Homo sapiens,Native Californian,2,120,69500,44,0,6,2,5,0
Premolar,BRK125462,0,8,47.0,5.71046472,0.25,Homo sapiens,Native Californian,3,324,70789,44,0,10,1,4,0
Anterior,BRK125598,0,11,27.0,3.70258313,0.75,Homo sapiens,Native Californian,2,145,70797,48,0,6,1,5,0
Posterior,BRK125598,0,9,22.0,3.70258313,0.75,Homo sapiens,Native Californian,3,166,71142,57,0,10,2,8,0
Premolar,BRK125598,0,5,32.0,3.70258313,0.75,Homo sapiens,Native Californian,2,383,65334,44,0,5,1,5,0
Anterior,BRK125610,0,12,22.0,2.9625106,0.5,Homo sapiens,Native Californian,3,324,69104,7,0,10,2,7,0
Posterior,BRK125610,1,11,22.0,2.9625106,0.5,Homo sapiens,Native Californian,2,166,70839,44,0,5,2,4,0
Premolar,BRK125610,0,8,42.0,2.9625106,0.5,Homo sapiens,Native Californian,2,145,75002,8,0,5,2,4,0
Anterior,BRK125660,0,12,27.0,12.6,0.75,Homo sapiens,Native Californian,4,120,69773,8,0,13,2,3,0
Posterior,BRK125660,4,11,42.0,12.6,0.75,Homo sapiens,Native Californian,2,145,68882,44,0,5,2,5,0
Premolar,BRK125660,1,8,57.0,12.6,0.75,Homo sapiens,Native Californian,4,324,70003,8,0,13,2,1,0
Anterior,BRK125661,0,12,42.0,4.25426601,0.75,Homo sapiens,Native Californian,2,324,69757,28,0,6,2,5,0
Posterior,BRK125661,0,12,32.0,4.25426601,0.75,Homo sapiens,Native Californian,2,166,69732,32,0,5,1,4,0
Premolar,BRK125661,0,8,22.0,4.25426601,0.75,Homo sapiens,Native Californian,2,145,61812,48,0,5,2,4,1
Anterior,BRK125666,0,6,22.0,4.94131337,0.25,Homo sapiens,Native Californian,4,106,69211,73,0,13,2,3,0
Posterior,BRK125666,0,6,22.0,4.94131337,0.25,Homo sapiens,Native Californian,3,383,65367,44,0,10,2,4,0
Premolar,BRK125666,0,4,32.0,4.94131337,0.25,Homo sapiens,Native Californian,2,145,69419,44,0,6,1,5,0
Anterior,BRK125670,1,10,22.0,4.81608016,0.5,Homo sapiens,Native Californian,4,145,69781,53,0,13,1,3,0
Posterior,BRK125670,0,7,27.0,4.81608016,0.5,Homo sapiens,Native Californian,2,383,69526,101,0,5,1,5,0
Premolar,BRK125670,0,6,27.0,4.81608016,0.5,Homo sapiens,Native Californian,4,120,69252,7,0,13,1,3,0
Anterior,BRK125675,1,12,42.0,5.00397466,0.5,Homo sapiens,Native Californian,3,120,68387,44,0,10,2,7,0
Posterior,BRK125675,4,12,32.0,5.00397466,0.5,Homo sapiens,Native Californian,2,145,68965,7,0,5,1,4,0
Premolar,BRK125675,0,9,57.0,5.00397466,0.5,Homo sapiens,Native Californian,3,120,65425,50,0,10,2,7,0
Anterior,BRK125676,0,9,37.0,4.97264041,0.75,Homo sapiens,Native Californian,3,106,65391,44,0,10,1,7,0
Posterior,BRK125676,0,12,52.0,4.97264041,0.75,Homo sapiens,Native Californian,2,145,61713,8,0,5,1,1,0
Premolar,BRK125676,0,8,47.0,4.97264041,0.75,Homo sapiens,Native Californian,2,166,68056,8,0,5,2,1,0
Anterior,BRK125678,0,12,27.0,5.44334199,0.75,Homo sapiens,Native Californian,2,324,69088,3,0,5,2,5,0
Posterior,BRK125678,1,11,27.0,5.44334199,0.75,Homo sapiens,Native Californian,2,145,61747,44,0,5,2,6,0
Premolar,BRK125678,2,8,22.0,5.44334199,0.75,Homo sapiens,Native Californian,3,106,61770,72,0,10,2,6,1
Anterior,BRK125679,0,12,37.0,4.31652929,0.75,Homo sapiens,Native Californian,3,324,68908,44,0,10,2,6,0
Posterior,BRK125679,0,12,27.0,4.31652929,0.75,Homo sapiens,Native Californian,3,383,69161,7,0,10,2,6,1
Premolar,BRK125679,0,8,42.0,4.31652929,0.75,Homo sapiens,Native Californian,2,383,68981,44,0,5,2,6,1
Anterior,BRK125800,0,10,22.0,3.63455838,0.75,Homo sapiens,Native Californian,2,166,69682,49,0,5,2,5,0
Posterior,BRK125800,0,12,22.0,3.63455838,0.75,Homo sapiens,Native Californian,2,106,68957,51,0,6,2,5,0
Premolar,BRK125800,0,7,57.0,3.63455838,0.75,Homo sapiens,Native Californian,3,120,69518,52,0,10,2,6,0
Anterior,BRK125802,0,7,37.0,4.97264041,0.75,Homo sapiens,Native Californian,4,145,72611,3,0,13,2,3,0
Posterior,BRK125802,2,11,27.0,4.97264041,0.75,Homo sapiens,Native Californian,3,166,72744,7,0,10,2,3,0
Premolar,BRK125802,1,8,17.5,4.97264041,0.75,Homo sapiens,Native Californian,2,106,72751,8,0,5,2,5,0
Anterior,BRK125810,0,12,22.0,4.16980327,0.75,Homo sapiens,Native Californian,4,324,75119,7,0,13,2,3,1
Posterior,BRK125810,1,12,27.0,4.16980327,0.75,Homo sapiens,Native Californian,4,145,61499,40,0,13,2,1,0
Premolar,BRK125810,0,8,37.0,4.16980327,0.75,Homo sapiens,Native Californian,4,106,61549,1,0,13,2,1,1
Anterior,BRK125811,0,10,22.0,4.62847197,0.75,Homo sapiens,Native Californian,2,383,61457,8,0,5,2,5,0
Posterior,BRK125811,0,11,27.0,4.62847197,0.75,Homo sapiens,Native Californian,4,106,61523,72,0,13,2,1,0
Premolar,BRK125811,0,7,27.0,4.62847197,0.75,Homo sapiens,Native Californian,2,145,62042,58,0,5,2,6,0
Anterior,BRK125821,0,12,22.0,5.035316,0.75,Homo sapiens,Native Californian,3,106,68536,44,0,10,1,4,0
Posterior,BRK125821,0,12,27.0,5.035316,0.75,Homo sapiens,Native Californian,2,166,63834,8,0,5,1,1,0
Premolar,BRK125821,0,8,32.0,5.035316,0.75,Homo sapiens,Native Californian,3,383,62331,64,0,10,2,4,0
Anterior,BRK125822,0,12,32.0,4.13857528,0.25,Homo sapiens,Native Californian,2,106,67306,3,0,5,1,4,0
Posterior,BRK125822,0,12,32.0,4.13857528,0.25,Homo sapiens,Native Californian,2,166,65722,3,0,5,1,4,0
Premolar,BRK125822,0,8,22.0,4.13857528,0.25,Homo sapiens,Native Californian,3,383,62174,44,0,10,1,8,0
Anterior,BRK125827,0,12,27.0,3.48066219,0.75,Homo sapiens,Native Californian,3,383,71795,3,0,10,1,2,0
Posterior,BRK125827,0,12,52.0,3.48066219,0.75,Homo sapiens,Native Californian,2,120,72181,48,0,5,1,4,0
Premolar,BRK125827,0,8,27.0,3.48066219,0.75,Homo sapiens,Native Californian,2,145,72298,44,0,5,1,5,1
Anterior,BRK125832,0,6,27.0,10.4,0.75,Homo sapiens,Native Californian,3,120,72041,7,0,10,1,7,0
Posterior,BRK125832,2,6,42.0,10.4,0.75,Homo sapiens,Native Californian,2,106,63594,8,0,6,1,5,0
Premolar,BRK125832,0,4,42.0,10.4,0.75,Homo sapiens,Native Californian,2,106,63370,8,0,5,1,5,0
Anterior,BRK126049,0,12,27.0,3.75801123,0.5,Homo sapiens,Native Californian,3,383,64709,52,0,10,1,8,0
Posterior,BRK126049,0,11,27.0,3.75801123,0.5,Homo sapiens,Native Californian,3,166,63560,7,0,10,1,4,0
Premolar,BRK126049,0,8,42.0,3.75801123,0.5,Homo sapiens,Native Californian,2,166,63230,48,0,6,1,5,0
Anterior,BRK126054,0,6,27.0,3.05433283,0.25,Homo sapiens,Native Californian,3,106,72058,8,0,10,1,4,0
Posterior,BRK126054,0,5,27.0,3.05433283,0.25,Homo sapiens,Native Californian,2,324,63842,57,0,6,1,5,0
Premolar,BRK126054,0,4,22.0,3.05433283,0.25,Homo sapiens,Native Californian,3,324,71811,8,0,10,1,8,0
Anterior,BRK126076,0,6,27.0,4.81608016,0.5,Homo sapiens,Native Californian,2,120,65748,3,0,5,1,5,0
