rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,defeats,other,gender_mf,english,calworks,rater2,victories,nuts_opened,height,eval
1073,0,male,32.0,10.0,yes,3,14,5,5,2,2,1,0.0,16.09199905,0.0,3,3,187.0,3.8
1077,0,female,37.0,15.0,yes,4,16,4,4,0,6,1,3.913894176,27.48539925,0.0,3,4,181.0,4.1
1081,0,male,32.0,7.0,yes,2,20,5,4,2,5,0,11.94945908,3.610100031,0.0,9,7,188.0,3.7
1083,0,female,42.0,15.0,yes,3,18,1,4,1,2,0,3.992740393,15.2343998,,0,41,178.0,4.1
1084,0,male,32.0,15.0,yes,1,16,5,5,3,2,1,22.93948174,8.318900108,0.25,2,27,182.0,3.0
1086,0,male,27.0,4.0,yes,3,18,5,5,0,6,1,2.485630035,2.516700029,0.25,1,30,183.0,3.2
1087,0,female,32.0,15.0,yes,4,12,3,4,3,1,0,9.871495247,5.373799801,,0,17,180.0,2.8
1089,0,male,22.0,0.75,yes,3,14,2,4,0,5,0,0.540540576,6.504099846,0.0,2,14,174.0,4.7
1096,0,female,22.0,1.5,no,3,16,5,3,1,6,0,8.95663166,3.530499935,0.0,0,16,188.0,4.2
1102,0,female,42.0,15.0,yes,4,14,3,5,1,2,0,6.47481966,0.7193999887,0.25,0,7,178.0,3.2
1103,0,female,52.0,15.0,yes,3,16,5,4,0,2,1,20.72543144,9.015800476,0.25,1,5,174.0,3.1
1107,0,male,37.0,15.0,yes,5,20,6,4,1,5,1,0.1872659177,12.82769966,0.0,0,8,175.0,4.0
1109,0,female,47.0,15.0,yes,4,12,2,3,0,2,1,13.98692894,4.039500237,,0,24,175.0,4.2
1115,0,male,57.0,15.0,yes,2,20,6,4,0,6,1,8.741721153,10.25979996,1.0,1,25,178.0,4.3
1119,0,male,32.0,7.0,yes,4,17,5,5,0,2,1,20.03454208,1.5,0.25,1,0,183.0,3.3
1124,0,female,27.0,7.0,yes,4,17,1,4,3,1,0,1.383399248,10.4847002,0.25,4,0,182.0,4.1
1126,0,male,22.0,1.5,no,1,18,6,5,1,2,1,2.062706232,18.29719925,,1,0,188.0,3.7
1128,0,female,22.0,4.0,yes,3,9,1,4,0,4,0,28.57143021,4.0,,1,0,183.0,3.3
1129,0,female,22.0,1.5,no,2,14,1,5,1,4,0,0.1694915295,7.796599865,0.0,0,0,186.0,3.8
1130,0,male,42.0,15.0,yes,2,20,6,4,0,5,0,13.73626423,13.91940022,0.25,3,0,185.0,3.4
1133,0,male,57.0,15.0,yes,4,9,2,4,1,1,0,0.0,7.46269989,,2,0,183.0,4.2
1140,0,female,27.0,7.0,yes,2,18,1,5,1,4,1,0.21691975,14.4708004,0.0,3,0,186.0,3.8
1143,0,female,22.0,4.0,yes,3,14,1,5,1,5,1,3.121039391,9.837900162,0.25,1,3,185.0,3.5
1146,0,male,37.0,15.0,yes,4,14,5,3,7,6,1,47.36842346,7.241399765,0.25,5,0,175.0,3.3
1153,0,male,32.0,7.0,yes,1,18,6,4,1,2,1,22.70967865,2.881700039,0.25,1,0,190.0,4.3
1156,0,female,22.0,1.5,no,2,14,5,5,1,5,0,29.12074089,10.19769955,0.25,2,58,187.0,4.1
1157,0,female,22.0,1.5,yes,3,12,1,3,0,5,0,4.43262434,6.89659977,0.75,0,4,171.0,4.5
1158,0,male,52.0,15.0,yes,2,14,5,5,1,2,1,4.814216614,12.29520035,,2,21,174.0,4.5
1160,0,female,37.0,15.0,yes,2,14,1,1,0,2,0,5.249204636,3.371999979,,2,9,175.0,4.6
1161,0,female,32.0,10.0,yes,2,14,5,5,6,2,0,1.899441361,17.55319977,0.0,3,2,171.0,4.4
1166,0,male,42.0,15.0,yes,4,20,4,5,0,2,1,8.66293335,10.53429985,,1,30,180.0,4.1
1177,0,female,27.0,4.0,yes,3,18,4,5,0,5,1,10.47619057,0.0,0.0,7,19,185.0,4.5
1178,0,male,37.0,15.0,yes,4,20,6,5,0,5,0,1.242236018,16.5279007,1.0,1,13,180.0,4.3
1180,0,male,27.0,1.5,no,3,18,5,5,5,3,1,0.0,20.39220047,0.0,6,6,170.0,4.4
1187,0,female,22.0,0.125,no,2,16,6,3,4,4,1,9.375,11.25,0.25,1,11,173.0,4.9
1191,0,male,32.0,10.0,yes,2,20,6,3,0,4,1,1.385681391,9.336099625,1.0,1,1,184.0,4.7
1195,0,female,27.0,4.0,no,4,18,5,4,0,6,1,35.34212112,5.45389986,0.25,1,2,195.0,4.6
1207,0,female,27.0,7.0,yes,2,12,5,1,0,5,0,9.64071846,5.298900127,0.0,0,0,191.0,4.8
1208,0,male,32.0,4.0,yes,5,18,6,3,0,2,1,2.231520176,8.888899803,0.0,1,1,170.0,4.2
1209,0,female,37.0,15.0,yes,2,17,5,5,0,2,0,0.3664036095,3.25999999,,0,0,188.0,4.6
1211,0,male,47.0,15.0,no,4,20,6,4,0,4,0,0.5760368705,16.58989906,0.25,2,0,170.0,4.7
1215,0,male,27.0,1.5,no,1,18,5,5,3,4,1,0.0,13.20390034,0.25,0,0,183.0,4.6
1221,0,male,37.0,15.0,yes,4,20,6,4,1,6,0,0.8515815139,8.073800087,,0,0,172.0,3.6
1226,0,female,32.0,15.0,yes,4,18,1,4,0,2,1,5.524553776,3.125,1.0,1,0,190.0,3.9
1229,0,female,32.0,7.0,yes,4,17,5,4,0,2,1,0.0,12.07689953,,1,4,190.0,4.0
1231,0,female,42.0,15.0,yes,3,14,1,3,1,6,0,0.0,16.11650085,0.25,0,0,185.0,4.4
1234,0,female,27.0,7.0,yes,3,16,1,4,2,5,0,2.437223196,12.0383997,0.5,3,0,180.0,4.5
1235,0,male,27.0,1.5,no,3,16,4,2,1,6,1,20.76677322,9.451199532,1.0,0,8,180.0,4.4
1242,0,male,22.0,1.5,no,3,16,3,5,0,3,1,2.187120438,13.85179996,0.25,0,10,167.0,3.0
1245,0,male,27.0,4.0,yes,3,16,4,2,2,4,1,13.62617588,2.916100025,0.0,5,11,184.0,3.7
1260,0,female,27.0,7.0,yes,3,12,1,2,0,3,1,13.28413296,4.467400074,,0,1,181.0,3.6
1266,0,female,37.0,15.0,yes,2,18,5,4,1,3,1,1.941747546,4.207099915,0.0,0,4,185.0,3.1
1271,0,female,37.0,7.0,yes,3,14,4,4,1,1,1,23.0615654,8.619000435,0.25,0,2,190.0,3.8
1273,0,male,22.0,1.5,no,2,16,5,5,0,1,1,0.6211180091,20.95809937,0.0,1,1,182.0,4.7
1276,0,male,37.0,15.0,yes,5,20,5,4,1,5,0,3.255512238,4.472199917,0.0,0,0,184.0,3.8
1280,0,female,22.0,1.5,no,4,16,5,3,0,6,1,0.0,10.8107996,,1,0,175.0,3.8
1282,0,female,32.0,10.0,yes,4,16,1,5,0,2,1,2.224824429,8.489500046,0.0,0,36,178.0,2.8
1285,0,male,27.0,4.0,no,2,17,5,3,0,2,1,18.55837631,3.335000038,0.0,2,4,188.0,4.0
1295,0,female,22.0,0.417,no,4,14,5,5,3,2,1,6.201550484,9.302300453,0.0,6,16,184.0,4.0
1298,0,female,27.0,4.0,no,2,18,5,5,0,6,1,18.45748138,2.538399935,0.25,0,77,164.0,3.5
1299,0,male,37.0,15.0,yes,4,18,5,3,0,5,1,32.07255173,3.705199957,0.25,3,41,186.0,3.4
1304,0,male,37.0,10.0,yes,5,20,7,4,0,2,1,3.965517044,11.89659977,0.5,2,22,183.0,4.0
1305,0,female,27.0,7.0,yes,2,14,4,2,2,2,1,15.33670712,5.486400127,0.0,0,49,178.0,3.5
1311,0,male,32.0,4.0,yes,2,16,5,5,1,6,1,27.66522789,6.394999981,0.25,0,37,176.0,3.8
1314,0,male,32.0,4.0,yes,2,16,6,4,0,1,1,12.53731441,0.4160999954,0.0,1,31,190.0,4.7
1319,0,male,22.0,1.5,no,3,18,4,5,0,5,1,12.68017483,13.53009987,0.5,1,11,181.0,3.9
1322,0,female,22.0,4.0,yes,4,14,3,4,1,6,1,6.908044338,1.196799994,0.25,0,5,189.0,4.5
1324,0,female,17.5,0.75,no,2,18,5,4,2,2,1,14.96296215,0.0,0.25,3,8,188.0,4.2
1327,0,male,32.0,10.0,yes,4,20,4,5,1,2,1,11.26932526,6.018700123,1.0,0,0,187.0,4.7
1328,0,female,32.0,0.75,no,5,14,3,3,2,5,1,9.722222328,4.166699886,0.25,5,1,183.0,4.0
1330,0,male,37.0,15.0,yes,4,17,5,3,0,2,1,3.315881252,6.993000031,,0,0,192.0,4.8
1332,0,male,32.0,4.0,no,3,14,4,5,1,6,1,0.6934812665,1.849400043,0.0,1,30,186.0,4.8
1333,0,female,27.0,1.5,no,2,17,3,2,1,2,1,5.141129017,3.729799986,0.0,0,13,191.0,4.4
1336,0,female,22.0,7.0,yes,4,14,1,5,1,1,1,4.969165325,6.392300129,0.5,1,15,184.0,4.7
1341,0,male,47.0,15.0,yes,5,14,6,5,5,2,1,6.967213154,15.57380009,0.25,7,0,168.0,4.5
1344,0,male,27.0,4.0,yes,1,16,4,4,0,4,1,7.99606514,2.598999977,0.25,2,4,184.0,4.2
1352,0,female,37.0,15.0,yes,5,14,1,3,2,4,1,0.4819277227,10.41189957,0.0,3,10,173.0,4.4
1358,0,male,42.0,4.0,yes,4,18,5,5,0,5,1,2.5,13.37580013,1.0,1,5,180.0,4.1
1359,0,female,32.0,4.0,yes,2,14,1,5,0,1,1,3.841310024,6.798500061,0.25,1,51,180.0,4.2
1361,0,male,52.0,15.0,yes,2,14,7,4,0,4,1,1.32042253,4.049300194,,1,3,180.0,4.8
1364,0,female,22.0,1.5,no,2,16,1,4,1,5,1,4.91228056,5.092599869,,0,4,174.0,4.4
1368,0,male,52.0,15.0,yes,4,12,2,4,0,6,1,0.0,8.979599953,0.25,0,50,189.0,4.7
1384,0,female,22.0,0.417,no,3,17,1,5,1,2,1,0.2223869562,2.001499891,0.25,0,36,188.0,4.2
1390,0,female,22.0,1.5,no,2,16,5,5,0,5,0,0.0,13.80090046,0.0,1,6,193.0,4.5
1393,0,male,27.0,4.0,yes,4,20,6,4,4,5,0,17.85405922,7.037000179,0.0,1,3,185.0,3.4
1394,0,female,32.0,15.0,yes,4,14,1,5,1,2,0,4.464285851,5.35710001,0.0,1,4,172.0,3.7
1402,0,female,27.0,1.5,no,2,16,3,5,1,2,0,9.548611641,3.993099928,,0,7,181.0,3.6
1407,0,male,32.0,4.0,no,1,20,6,5,0,2,1,3.991130829,8.647500038,0.25,2,41,177.0,3.9
1408,0,male,37.0,15.0,yes,3,20,6,4,5,2,1,20.66666603,2.101799965,0.25,1,27,189.0,3.9
1412,0,female,32.0,10.0,no,2,16,6,5,1,5,0,7.627118587,8.333299637,0.5,3,30,192.0,3.7
1413,0,female,32.0,10.0,yes,5,14,5,5,1,5,0,27.45367241,5.982299805,0.5,7,17,175.0,3.0
1416,0,male,37.0,1.5,yes,4,18,5,3,0,3,1,10.85762596,2.607800007,0.25,2,14,185.0,3.6
1417,0,male,32.0,1.5,no,2,18,4,4,2,4,1,5.025733948,4.662399769,0.0,4,16,186.0,3.6
1418,0,female,32.0,10.0,yes,4,14,1,4,0,4,0,14.23616886,5.613399982,0.0,2,7,193.0,4.3
1419,0,female,47.0,15.0,yes,4,18,5,4,1,6,1,0.2358490527,3.537699938,,0,5,176.0,4.5
1420,0,female,27.0,10.0,yes,5,12,1,5,0,5,1,2.070688963,5.033899784,0.0,1,8,191.0,3.9
1423,0,male,27.0,4.0,yes,3,16,4,5,1,2,0,8.556149483,17.55319977,0.0,1,24,183.0,4.6
1424,0,female,37.0,15.0,yes,4,12,4,2,2,2,0,0.0,13.95349979,0.0,0,25,183.0,4.1
1432,0,female,27.0,0.75,no,4,16,5,5,0,4,1,4.787234306,6.382999897,0.5,1,0,175.0,4.2
1433,0,female,37.0,15.0,yes,4,16,1,5,0,4,1,3.960396051,22.19470024,0.25,0,0,188.0,4.1
1437,0,female,32.0,15.0,yes,3,16,1,5,0,6,0,1.579352856,3.004600048,0.0,1,0,180.0,3.1
1438,0,female,27.0,10.0,yes,2,16,1,5,1,2,0,3.593908548,3.821099997,0.25,0,0,190.0,3.6
1439,0,male,27.0,7.0,no,2,20,6,5,3,2,0,8.726226807,2.163500071,0.0,3,0,183.0,4.2
1446,0,female,37.0,15.0,yes,2,14,1,3,1,6,0,0.0,4.723499775,0.25,0,0,178.0,3.0
1450,0,male,27.0,1.5,yes,2,17,4,4,4,5,1,0.2640612721,3.247999907,0.25,2,0,178.0,4.2
1451,0,female,22.0,0.75,yes,2,14,1,5,0,6,1,1.447921515,2.929899931,0.25,1,0,180.0,3.4
1452,0,male,22.0,4.0,yes,4,14,2,4,0,3,1,0.1474926174,2.507400036,0.25,1,3,194.0,3.1
1453,0,male,42.0,0.125,no,4,17,6,4,0,4,1,0.0,16.95910072,1.0,1,0,172.0,2.7
1456,0,male,27.0,1.5,yes,4,18,6,5,2,3,1,3.705006361,2.192500114,0.25,1,0,170.0,3.9
1464,0,male,27.0,7.0,yes,3,16,6,3,1,3,0,0.2685284615,2.829699993,0.0,0,58,186.0,3.9
1469,0,female,52.0,15.0,yes,4,14,1,3,0,1,1,0.0,2.426000118,0.0,0,4,194.0,3.6
1473,0,male,27.0,1.5,no,5,20,5,2,2,1,0,4.516129017,0.6452000141,,5,21,185.0,3.7
1481,0,female,27.0,1.5,no,2,16,5,5,5,5,0,2.444794893,2.032799959,0.0,0,9,178.0,3.6
1482,0,female,27.0,1.5,no,3,17,5,5,0,6,0,0.0,4.895100117,0.5,1,2,183.0,4.4
1496,0,male,22.0,0.125,no,5,16,4,4,2,2,0,0.0,7.98759985,0.0,0,30,196.0,4.3
1497,0,female,27.0,4.0,yes,4,16,1,5,0,2,1,5.405405521,5.592100143,0.25,1,19,181.0,4.1
1504,0,female,27.0,4.0,yes,4,12,1,5,1,2,1,0.0,2.450999975,0.25,1,13,182.0,3.7
1513,0,female,47.0,15.0,yes,2,14,5,5,3,6,1,6.422018051,2.242199898,1.0,3,6,181.0,3.6
1515,0,female,32.0,15.0,yes,3,14,5,3,2,5,1,6.539509296,2.024300098,0.0,2,11,175.0,2.8
1534,0,male,42.0,7.0,yes,2,16,5,5,0,2,0,14.2857151,2.07249999,0.25,0,1,183.0,4.0
1535,0,male,22.0,0.75,no,4,16,6,4,1,2,0,3.678797483,1.342100024,0.0,1,2,192.0,4.4
1536,0,male,27.0,0.125,no,3,20,6,5,1,6,1,0.502176106,2.042200089,0.0,2,0,189.0,3.6
1540,0,male,32.0,10.0,yes,3,20,6,5,1,1,0,0.0,9.389699936,,0,1,,3.7
1551,0,female,22.0,0.417,no,5,14,4,5,0,5,0,22.69129372,2.902400017,0.25,0,0,178.0,2.9
1555,0,female,47.0,15.0,yes,5,14,1,4,0,6,1,0.0,6.20690012,0.75,0,0,190.0,2.6
1557,0,female,32.0,10.0,yes,3,14,1,5,0,2,1,0.1416430622,2.593699932,0.25,9,0,169.0,4.8
1566,0,male,57.0,15.0,yes,4,17,5,5,2,2,0,2.733485222,1.375,0.25,5,0,171.0,4.9
1567,0,male,27.0,4.0,yes,3,20,6,5,1,5,1,1.68350172,12.26889992,0.0,2,0,194.0,4.3
1576,0,female,32.0,7.0,yes,4,17,1,5,2,2,1,0.0,20.86330032,0.25,2,4,177.0,4.4
1584,0,female,37.0,10.0,yes,4,16,1,5,1,6,1,0.1436093748,2.51850009,1.0,0,0,172.0,4.3
1585,0,female,32.0,10.0,yes,1,18,1,4,7,2,1,0.0,4.294499874,0.75,10,0,198.0,4.7
1590,0,female,22.0,4.0,no,3,14,1,4,1,1,0,11.04651165,0.9689999819,0.25,9,8,189.0,4.3
1594,0,female,27.0,7.0,yes,4,14,3,2,0,2,1,0.0,12.72729969,0.75,0,10,180.0,4.6
1595,0,male,57.0,15.0,yes,5,18,5,2,0,4,0,0.0,2.356899977,0.25,0,11,186.0,4.9
1603,0,male,32.0,7.0,yes,2,18,5,5,1,4,0,0.06333122402,5.555600166,,0,1,178.0,4.8
1608,0,female,27.0,1.5,no,4,17,1,3,1,5,1,0.0,6.005199909,0.25,0,4,178.0,4.7
1609,0,male,22.0,1.5,no,4,14,5,5,1,1,0,0.0,3.614500046,0.0,1,2,183.0,4.8
1615,0,female,22.0,1.5,yes,4,14,5,4,0,4,1,15.05989742,2.395900011,,1,1,180.0,4.9
1616,0,female,32.0,7.0,yes,3,16,1,5,1,5,1,1.479591846,1.941699982,0.25,1,0,182.0,4.8
1617,0,female,47.0,15.0,yes,3,16,5,4,2,6,0,2.649006605,2.648999929,0.25,4,0,181.0,4.8
1620,0,female,22.0,0.75,no,3,16,1,5,0,2,0,1.47991538,2.17840004,0.25,1,36,185.0,5.0
1621,0,female,22.0,1.5,yes,2,14,5,5,3,5,1,4.469892979,5.1395998,0.0,3,4,188.0,4.5
1637,0,female,27.0,4.0,yes,1,16,5,5,2,5,1,0.3264417946,1.049299955,1.0,1,16,180.0,3.8
1638,0,male,52.0,15.0,yes,4,16,5,5,2,2,1,2.539682627,4.239900112,0.25,3,77,186.0,3.8
1650,0,male,32.0,10.0,yes,4,20,6,5,0,2,1,0.5420054197,0.0,0.0,1,41,185.0,3.8
1654,0,male,47.0,15.0,yes,4,16,6,4,5,2,1,11.58536625,2.352900028,0.75,3,22,179.0,4.0
1665,0,female,27.0,7.0,yes,2,14,1,2,1,2,1,11.37724495,0.5207999945,,0,49,177.0,4.2
1670,0,female,22.0,1.5,no,4,14,4,5,0,5,1,0.0,4.0,0.25,1,37,178.0,4.5
1671,0,female,32.0,10.0,yes,2,16,5,4,1,5,0,1.37488544,0.5367000103,1.0,3,31,191.0,4.5
1675,0,female,22.0,0.75,no,2,16,5,4,6,3,1,2.238806009,0.7462999821,0.25,7,11,187.0,4.6
1688,0,female,22.0,1.5,no,2,16,5,5,3,4,1,5.333333492,2.694099903,0.5,0,5,181.0,4.7
1691,0,female,42.0,15.0,yes,3,18,6,4,1,4,1,2.773155928,1.924200058,0.5,1,8,178.0,4.1
1695,0,female,27.0,7.0,yes,5,14,4,5,0,6,1,0.0,13.75,0.25,1,0,190.0,3.6
1698,0,male,42.0,15.0,yes,4,16,4,4,0,5,1,17.72575188,1.421399951,,1,1,189.0,4.0
1704,0,female,57.0,15.0,yes,3,18,5,2,1,2,1,0.0,3.992399931,0.25,0,0,175.0,3.4
1705,0,male,42.0,15.0,yes,3,18,6,2,1,2,1,0.0,10.07190037,0.25,0,30,183.0,2.8
1711,0,female,32.0,7.0,yes,2,14,1,2,1,4,1,0.425531894,4.660999775,0.0,0,13,185.0,4.1
1719,0,male,22.0,4.0,no,5,12,4,5,1,4,1,6.067073345,2.752300024,0.25,1,15,173.0,3.5
1723,0,female,22.0,1.5,no,1,16,6,5,1,6,1,10.12759113,1.582299948,0.0,0,0,182.0,3.4
1726,0,female,22.0,0.75,no,1,14,4,5,0,2,1,3.375527382,1.793200016,0.25,0,4,189.0,4.1
1749,0,female,32.0,15.0,yes,4,12,1,5,0,2,1,8.648542404,1.715399981,0.75,1,10,172.0,4.2
1752,0,male,22.0,1.5,no,2,18,5,3,0,6,1,12.34567928,13.25300026,0.0,1,5,178.0,4.3
1754,0,male,27.0,4.0,yes,5,17,2,5,0,5,1,1.589595318,0.4481000006,0.0,1,51,193.0,4.1
1758,0,female,27.0,4.0,yes,4,12,1,5,3,6,1,1.495327115,0.07999999821,1.0,0,3,188.0,3.4
1761,0,male,42.0,15.0,yes,5,18,5,4,1,3,1,10.38552284,0.8260999918,0.0,0,4,177.0,3.5
1773,0,male,32.0,1.5,no,2,20,7,3,0,4,1,6.134020329,0.4124000072,,1,50,179.0,3.6
1775,0,male,57.0,15.0,no,4,9,3,1,0,3,1,2.266288996,0.8499000072,,0,36,178.0,3.7
1786,0,male,37.0,7.0,no,4,18,5,5,0,3,1,2.47863245,1.581200004,0.25,5,6,178.0,3.0
1793,0,male,52.0,15.0,yes,2,17,5,4,1,1,1,0.8936292529,0.0,0.25,2,3,177.0,4.6
1799,0,male,47.0,15.0,yes,4,17,6,5,0,1,1,2.421652317,1.709400058,0.0,1,4,185.0,4.0
1803,0,female,27.0,7.0,no,2,17,5,4,1,5,1,3.765690327,0.0,0.5,0,7,182.0,4.8
1806,0,female,27.0,7.0,yes,4,14,5,5,0,6,1,1.962864757,0.05059999973,0.0,2,41,190.0,4.6
1807,0,female,22.0,4.0,no,2,14,3,3,0,2,1,0.5780346394,0.0,0.25,1,27,168.0,3.4
1808,0,male,37.0,7.0,yes,2,20,6,5,1,2,1,2.807283878,0.1517000049,0.5,0,30,175.0,4.4
1814,0,male,27.0,7.0,no,4,12,4,3,3,2,1,1.363636374,0.4544999897,0.25,5,17,171.0,3.6
1815,0,male,42.0,10.0,yes,4,18,6,4,1,6,1,1.164483309,0.3048999906,,1,14,188.0,3.8
1818,0,female,22.0,1.5,no,3,14,1,5,0,5,1,2.050405741,0.1709000021,0.25,1,16,186.0,3.7
1827,0,female,22.0,4.0,yes,2,14,1,3,1,2,0,5.995934963,0.1015999988,0.0,0,7,188.0,4.7
1834,0,female,57.0,15.0,no,4,20,6,5,1,2,0,4.726100922,1.074100018,0.25,0,5,185.0,4.5
1835,0,male,37.0,15.0,yes,4,14,4,3,1,6,0,24.26303864,3.563499928,0.75,1,8,186.0,5.0
1843,0,female,27.0,7.0,yes,3,18,5,5,0,1,0,2.970297098,11.88119984,0.25,0,24,190.0,3.8
1846,0,female,17.5,10.0,no,4,14,4,5,0,5,1,5.005624294,6.923500061,0.0,1,25,185.0,4.1
1850,0,male,22.0,4.0,yes,4,16,5,5,0,6,1,0.0,0.5102000237,,1,0,178.0,4.3
1851,0,female,27.0,4.0,yes,2,16,1,4,0,2,0,4.583333492,15.41670036,1.0,0,0,178.0,4.4
1854,0,female,37.0,15.0,yes,2,14,5,1,2,2,0,30.00000191,55.03229904,0.25,2,0,192.0,4.7
1859,0,female,22.0,1.5,no,5,14,1,4,1,5,1,0.0,36.47539902,0.25,0,0,191.0,3.9
1861,0,male,27.0,7.0,yes,2,20,5,4,1,2,1,13.85767746,33.10860062,0.25,1,0,178.0,4.8
1866,0,male,27.0,4.0,yes,4,14,5,5,0,6,0,12.40875912,12.31879997,1.0,0,0,187.0,4.3
1873,0,male,22.0,0.125,no,1,16,3,5,1,2,1,68.71794891,12.90320015,0.5,0,0,187.0,4.6
1875,0,female,27.0,7.0,yes,4,14,1,4,1,1,1,46.95946121,18.80629921,0.0,1,0,183.0,3.8
1885,0,female,32.0,15.0,yes,5,16,5,3,0,2,0,30.07915688,32.18999863,0.0,1,3,180.0,5.0
1892,0,male,32.0,10.0,yes,4,18,5,4,1,4,0,40.27592087,78.99420166,0.5,3,0,189.0,4.9
1895,0,female,32.0,15.0,yes,2,14,3,4,0,4,1,52.91479874,18.60989952,,1,0,172.0,4.6
1896,0,female,22.0,1.5,no,3,17,5,5,0,5,1,54.60993195,71.71309662,0.75,1,58,179.0,4.6
1897,0,male,27.0,4.0,yes,4,17,4,4,2,1,0,42.71844482,22.42989922,0.25,2,4,190.0,5.0
1899,0,female,52.0,15.0,yes,5,14,1,5,0,4,0,20.53388023,24.6093998,0.25,1,21,180.0,4.6
1904,0,female,27.0,7.0,yes,2,12,1,2,0,5,0,80.1232605,14.63790035,0.25,1,9,182.0,4.9
1905,0,female,27.0,7.0,yes,3,12,1,4,0,6,0,49.41314316,24.21419907,0.0,2,2,177.0,4.0
1908,0,female,42.0,15.0,yes,2,14,1,4,0,2,1,85.53971863,11.20160007,,0,30,186.0,3.9
1916,0,female,42.0,15.0,yes,4,14,5,4,0,5,1,58.90736389,8.551099777,0.25,1,19,183.0,4.1
1918,0,male,27.0,7.0,yes,4,14,3,3,0,5,1,77.0058136,21.28240013,0.0,1,13,186.0,2.9
1920,0,male,27.0,7.0,yes,2,20,6,2,1,2,1,49.81398773,23.4375,0.25,1,6,184.0,2.8
1930,0,female,42.0,15.0,yes,3,12,3,3,0,2,1,40.68181992,34.77270126,1.0,1,11,183.0,2.8
1940,0,male,27.0,4.0,yes,3,16,3,5,0,2,0,16.21052551,21.64949989,0.0,2,1,184.0,4.0
1947,0,female,27.0,7.0,yes,3,14,1,4,1,2,1,45.07486343,18.91110039,0.0,0,2,188.0,3.3
1949,0,female,22.0,1.5,no,2,14,4,5,0,5,0,39.07563019,43.85589981,,2,0,191.0,3.0
1951,0,female,27.0,4.0,yes,4,14,1,4,0,5,0,76.66525269,16.8010006,,1,1,180.0,3.6
1952,0,female,22.0,4.0,no,4,14,5,5,0,3,0,40.49118423,22.40719986,0.0,0,0,189.0,3.8
1960,0,female,22.0,1.5,no,2,16,4,5,3,4,0,73.7202301,17.00149918,0.5,3,0,175.0,3.9
9001,0,male,47.0,15.0,no,4,14,5,4,0,4,1,70.01153564,15.07110023,0.0,1,0,186.0,4.7
9012,0,male,37.0,10.0,yes,2,18,6,2,1,6,1,55.96221542,16.2928009,0.25,1,0,170.0,4.7
9023,0,male,37.0,15.0,yes,3,17,5,4,0,5,1,11.06194687,14.49890041,0.25,1,0,184.0,3.9
9029,0,female,27.0,4.0,yes,2,16,1,4,1,2,1,80.42008972,35.5625,0.25,0,4,168.0,4.4
6,3,male,27.0,1.5,no,3,18,4,4,4,2,0,63.13035583,15.31989956,0.0,2,0,178.0,3.6
12,3,female,27.0,4.0,yes,3,17,1,5,0,4,0,65.12185669,29.76390076,0.25,0,0,197.0,4.2
43,7,male,37.0,15.0,yes,5,18,6,2,0,4,1,53.41640091,12.69200039,0.75,1,8,186.0,3.4
53,12,female,32.0,10.0,yes,3,17,5,2,2,6,0,49.82307053,17.44260025,,2,10,183.0,4.0
67,1,male,22.0,0.125,no,4,16,5,5,1,2,0,35.46537018,19.15169907,0.0,1,11,191.0,4.2
79,1,female,22.0,1.5,yes,2,14,1,5,1,2,1,56.12552643,28.84729958,0.25,2,1,175.0,4.4
122,12,male,37.0,15.0,yes,4,14,5,2,1,6,1,32.39436722,14.52700043,0.25,0,4,180.0,4.5
126,7,female,22.0,1.5,no,2,14,3,4,1,5,0,65.51210022,19.57169914,0.75,2,2,179.0,3.2
133,2,male,37.0,15.0,yes,2,18,6,4,0,6,1,53.05544281,23.79599953,0.75,1,1,178.0,4.3
138,3,female,32.0,15.0,yes,4,12,3,2,1,3,1,49.64253235,12.50640011,0.5,6,0,186.0,3.3
154,1,female,37.0,15.0,yes,4,14,4,2,0,4,1,45.10869598,22.2826004,,2,0,185.0,3.2
159,7,female,42.0,15.0,yes,3,17,1,4,2,3,1,30.32045937,33.90800095,0.25,1,36,188.0,4.1
174,12,female,42.0,15.0,yes,5,9,4,1,1,3,0,52.24312592,21.49860001,0.0,0,4,181.0,4.3
176,12,male,37.0,10.0,yes,2,20,6,2,0,1,1,36.80131531,24.65950012,0.0,0,16,182.0,4.5
181,12,female,32.0,15.0,yes,3,14,1,2,1,1,0,30.28339958,8.218299866,0.25,0,77,186.0,3.7
182,3,male,27.0,4.0,no,1,18,6,5,0,5,0,49.8645668,17.4531002,0.25,1,41,177.0,4.3
186,7,male,37.0,10.0,yes,2,18,7,3,0,6,1,13.75921345,19.77890015,0.5,1,22,180.0,4.4
189,7,female,27.0,4.0,no,3,17,5,5,0,2,0,28.86370468,39.21839905,0.5,0,49,184.0,4.2
204,1,male,42.0,15.0,yes,4,16,5,5,1,2,1,52.80478668,22.15780067,0.25,1,37,187.0,4.0
215,1,female,47.0,15.0,yes,5,14,4,5,0,2,1,44.08506012,36.94509888,0.0,1,31,192.0,3.4
232,7,female,27.0,4.0,yes,3,18,5,4,1,6,0,35.25,27.26140022,,0,11,180.0,4.5
233,1,female,27.0,7.0,yes,5,14,1,4,1,5,0,37.49446106,13.98849964,,1,5,172.0,3.9
252,12,male,27.0,1.5,yes,3,17,5,4,1,2,1,50.39059067,7.497499943,,1,8,178.0,3.1
