y,gender,age,majority_first,culture,m_focal,num_words,district,refCountry,redCards,n_focal,allstudents,dyad,deny
3,1,27.0,1,4,4,166,72041,52,0,5,292,5,0
1,1,32.0,0,4,4,106,72058,44,0,13,20,3,0
1,2,27.0,0,6,3,383,69542,8,0,5,40,7,0
3,1,27.0,1,1,3,145,71035,8,0,10,19,6,0
2,1,27.0,1,5,2,106,62356,7,0,5,15,5,0
3,1,47.0,0,1,4,120,68916,8,0,10,15,1,0
1,1,27.0,1,5,2,120,72561,8,0,5,25,5,0
3,1,22.0,1,6,2,106,61846,64,0,13,151,6,1
2,1,22.0,1,3,2,324,64857,34,0,6,34,8,1
1,1,32.0,1,3,4,106,65169,44,0,6,37,4,0
1,2,42.0,1,3,2,166,68056,7,0,5,23,6,0
3,2,27.0,0,6,3,120,69765,7,0,10,17,4,0
2,2,42.0,0,8,4,106,69690,31,0,5,34,8,1
1,2,27.0,1,1,2,324,61945,3,0,10,272,6,1
1,1,32.0,0,5,2,120,63321,16,0,5,15,4,0
3,2,32.0,1,3,2,120,69195,7,0,13,13,5,0
2,1,42.0,1,6,4,120,65359,32,0,6,27,5,0
2,2,27.0,1,3,2,106,64592,77,0,10,199,5,0
2,2,37.0,0,4,3,383,64766,32,0,5,26,5,0
2,2,22.0,0,3,2,324,64113,7,0,13,27,3,1
1,2,52.0,1,3,2,324,68957,7,0,10,23,4,0
2,1,32.0,0,4,3,166,64816,8,0,13,14,8,0
3,1,32.0,1,8,2,120,72207,44,0,13,26,4,0
2,1,57.0,1,3,3,145,69203,32,0,5,42,4,0
3,1,22.0,0,4,4,324,63339,4,0,6,17,1,0
1,1,32.0,0,3,2,383,65151,32,0,5,60,6,0
1,1,32.0,0,1,2,166,68379,27,0,10,16,6,0
2,2,27.0,0,3,3,120,67157,122,0,5,67,4,0
3,1,27.0,0,7,2,120,72215,48,0,5,21,5,0
2,1,27.0,1,5,2,383,69161,15,0,13,15,6,0
2,1,37.0,0,5,4,145,64477,71,0,5,25,1,0
1,2,22.0,1,3,4,166,69013,15,0,5,25,5,0
3,2,37.0,0,3,4,324,69526,8,0,13,38,5,0
2,2,27.0,1,1,4,324,70680,48,0,10,35,4,0
2,1,32.0,1,6,2,120,67405,102,0,5,18,4,0
3,2,22.0,0,8,3,324,68627,8,0,13,40,5,0
3,2,27.0,0,2,2,145,61507,64,0,13,41,4,0
1,2,32.0,0,6,3,324,64188,44,0,5,17,3,0
3,1,47.0,1,1,4,166,65870,8,0,5,28,5,0
2,2,27.0,1,2,2,166,69450,139,0,10,44,1,0
2,1,22.0,0,5,2,106,70839,3,0,10,17,4,0
2,2,27.0,0,6,4,106,71019,8,0,5,26,3,0
2,2,32.0,0,4,2,106,65110,3,0,13,44,3,0
2,2,22.0,0,3,2,383,68536,22,0,5,10,6,0
2,2,27.0,0,3,4,166,70482,48,0,13,248,1,0
3,2,32.0,1,1,2,145,61747,44,0,5,44,5,1
3,2,27.0,1,4,2,383,71381,49,0,5,36,4,0
2,1,32.0,0,2,3,166,68221,8,0,10,20,1,0
2,2,27.0,1,5,2,106,64063,101,0,6,135,8,0
3,2,27.0,1,3,2,145,71522,8,0,10,51,7,0
3,1,27.0,0,3,2,166,72231,3,0,5,96,6,0
2,1,47.0,1,3,2,106,69872,69,0,5,149,3,0
2,2,37.0,0,1,2,106,71795,8,0,10,63,1,1
3,2,27.0,0,4,3,383,75119,112,0,10,49,5,0
3,2,32.0,1,2,2,145,69617,7,0,10,28,4,0
3,1,37.0,0,1,2,383,63479,8,0,13,10,7,0
1,1,57.0,0,3,3,383,65151,8,0,13,25,4,0
2,2,42.0,0,3,4,324,62174,87,0,10,48,5,0
1,2,42.0,0,4,3,145,68437,102,0,10,15,6,0
2,2,27.0,0,6,2,166,68098,8,0,5,47,5,0
1,1,27.0,0,3,2,145,68379,7,0,13,30,1,0
3,1,57.0,1,4,3,324,62240,7,0,10,17,7,0
2,1,27.0,1,3,2,383,67918,40,0,10,11,1,0
1,1,42.0,1,3,2,145,71548,8,0,6,51,1,0
2,1,37.0,1,4,2,120,61713,28,0,6,574,4,0
3,1,32.0,1,6,3,324,65961,44,0,10,84,5,0
1,1,32.0,1,3,2,145,63966,7,0,5,114,4,0
2,2,57.0,1,2,2,383,64857,101,0,13,20,6,0
2,1,57.0,1,2,4,120,67587,44,0,13,285,4,0
2,1,32.0,1,2,4,106,67694,44,0,5,24,5,0
3,2,37.0,1,6,4,324,70045,8,0,5,22,8,0
3,1,27.0,1,5,2,166,71001,76,0,10,29,1,0
2,1,37.0,1,2,2,106,65557,44,0,10,15,7,1
3,1,22.0,1,5,2,106,70854,8,0,5,48,5,0
2,2,32.0,1,4,2,145,72181,8,0,10,34,1,0
2,1,27.0,0,1,2,324,66423,44,0,6,292,4,0
3,1,27.0,0,3,3,166,75119,48,0,5,29,5,0
2,1,37.0,0,1,2,166,66167,72,0,5,13,3,0
2,1,52.0,1,1,3,383,67405,7,0,10,80,3,0
3,1,22.0,1,1,2,120,68791,3,0,5,88,4,1
3,1,37.0,1,3,4,145,68544,44,0,13,14,5,0
3,2,32.0,0,5,3,106,65862,65,0,10,15,1,0
2,1,32.0,1,6,4,324,69211,45,0,10,37,6,0
3,1,37.0,1,3,3,324,63172,8,0,5,20,3,1
1,1,57.0,0,3,4,106,63032,58,0,5,45,3,0
3,1,52.0,1,3,3,106,63594,3,1,5,18,1,0
3,2,27.0,1,6,3,145,65631,44,0,10,21,4,0
1,2,27.0,1,5,3,324,63842,8,0,10,103,5,1
1,1,27.0,1,8,3,120,69724,3,0,5,157,7,0
3,1,42.0,0,3,2,383,72298,3,0,5,537,7,0
2,2,22.0,1,8,4,106,66761,44,0,13,21,8,1
2,1,47.0,1,6,3,383,67280,44,0,5,254,3,0
2,1,27.0,1,8,4,145,69880,44,0,10,77,5,0
2,1,52.0,0,8,4,120,70979,44,0,5,11,5,0
2,1,27.0,0,3,2,145,66886,3,0,5,26,1,0
3,1,27.0,0,6,3,166,64758,7,0,10,52,5,1
1,1,32.0,0,3,2,106,64550,7,0,13,78,3,0
3,1,22.0,0,5,3,324,66456,8,0,5,28,6,0
2,2,22.0,1,7,3,324,67280,3,0,6,21,5,0
3,2,27.0,0,2,2,166,65177,70,0,5,17,5,1
3,2,42.0,1,5,3,166,68932,51,0,5,34,8,0
3,1,27.0,1,4,3,145,72199,52,0,13,16,1,0
3,2,32.0,0,5,2,383,67645,44,0,5,67,6,1
2,1,37.0,1,3,2,106,67397,8,0,5,18,4,1
1,2,32.0,0,4,2,324,71001,65,0,10,45,8,0
3,2,32.0,1,8,3,383,66423,3,0,13,30,5,0
2,1,22.0,0,3,3,166,66787,7,0,5,14,4,0
3,1,17.5,0,3,2,106,66373,30,0,5,15,6,0
2,2,22.0,0,5,2,120,63461,44,0,13,16,5,0
2,2,47.0,0,7,2,145,66506,3,0,10,27,6,0
2,1,27.0,1,1,2,383,66746,3,0,10,88,4,0
1,1,42.0,1,6,3,106,63875,102,0,10,23,4,0
3,2,22.0,1,1,2,106,67421,44,0,10,73,5,0
3,2,42.0,0,3,2,383,67819,58,0,13,18,1,1
2,1,37.0,1,4,2,106,65680,44,0,13,24,4,0
2,2,37.0,0,3,3,324,70813,3,0,5,15,8,0
2,2,27.0,0,3,3,383,61846,7,0,5,302,4,0
3,1,22.0,1,4,3,145,63438,32,0,10,16,1,0
2,2,22.0,1,6,2,106,72538,8,0,5,79,4,0
3,2,37.0,1,4,2,166,63990,64,0,10,159,5,0
3,2,22.0,1,3,2,383,66696,114,0,5,27,6,0
3,1,47.0,0,3,3,120,63073,34,0,10,13,5,0
3,2,32.0,0,1,2,324,68551,101,0,10,68,1,0
2,1,37.0,0,4,2,106,66589,8,0,13,21,3,0
2,2,37.0,0,3,2,145,71282,3,0,5,33,7,0
2,2,22.0,1,6,4,145,62737,57,0,6,24,3,1
2,1,27.0,1,8,2,145,61770,52,0,5,38,4,0
1,1,37.0,0,1,4,145,61911,57,0,5,12,4,1
1,2,27.0,0,1,3,383,63198,7,0,13,40,5,0
2,2,42.0,1,3,2,383,68437,52,0,5,55,1,0
3,2,37.0,1,3,4,120,75002,99,0,6,79,5,0
3,2,37.0,0,4,2,383,61549,44,0,5,140,6,1
3,2,27.0,1,2,3,145,64196,44,0,5,14,1,0
3,2,27.0,0,3,4,324,69450,8,0,10,8,5,0
2,2,32.0,1,7,3,324,66191,60,0,10,84,3,0
3,2,32.0,1,6,4,106,69849,49,0,13,65,5,0
1,1,52.0,1,2,2,383,71431,31,0,10,15,8,0
1,2,17.5,1,3,2,120,72017,45,0,10,14,3,0
3,1,47.0,0,5,2,145,65649,44,0,6,49,1,0
2,2,37.0,0,6,4,324,68916,7,0,5,34,5,0
2,2,37.0,0,5,3,145,63016,7,0,10,48,3,0
3,1,27.0,1,1,3,383,66845,7,0,5,82,8,0
2,1,22.0,0,1,2,324,64105,64,0,5,19,1,0
2,1,32.0,1,4,2,383,62638,7,0,5,25,3,0
2,2,27.0,0,3,2,145,72157,7,0,5,22,4,0
2,2,22.0,0,1,2,106,65037,32,0,10,45,5,0
2,1,47.0,1,5,3,383,71852,57,0,10,25,6,0
1,2,27.0,1,1,2,383,69757,8,0,10,64,4,0
2,2,32.0,0,6,2,383,63560,7,0,5,35,5,0
3,2,27.0,0,3,2,120,62513,8,0,10,27,4,0
2,2,32.0,0,5,2,324,69393,7,0,5,282,5,0
2,2,32.0,0,5,4,145,71266,49,0,10,14,7,1
2,2,32.0,0,3,2,120,65763,52,0,13,98,5,0
2,2,27.0,0,3,4,166,69385,7,0,5,316,5,0
3,2,22.0,0,3,2,166,68155,7,0,5,23,4,0
2,2,27.0,0,2,2,106,70847,49,0,10,39,7,0
3,2,42.0,0,1,2,166,70805,44,0,5,68,5,0
3,1,22.0,0,1,3,324,65102,7,0,10,44,7,0
2,2,32.0,1,3,3,166,71563,41,0,5,41,3,0
3,2,37.0,1,5,3,166,63784,45,0,6,86,4,0
3,1,27.0,1,1,3,120,71811,50,0,13,21,4,0
3,2,27.0,1,1,4,145,62380,3,0,10,16,4,0
3,2,27.0,1,3,2,145,66506,48,0,10,30,6,0
1,2,27.0,0,5,2,383,67967,8,0,10,31,6,0
2,1,27.0,0,3,2,106,62596,111,0,10,14,4,0
2,2,42.0,0,3,2,383,67975,40,0,10,68,6,0
3,1,37.0,0,3,2,166,70409,7,0,5,98,5,0
3,2,37.0,0,3,2,120,72090,112,0,5,28,4,0
2,2,27.0,1,4,3,383,69781,8,0,10,55,5,0
1,1,22.0,1,4,2,383,72611,7,0,5,39,1,1
1,2,27.0,1,1,2,106,70300,3,0,13,22,3,1
2,1,42.0,1,3,3,166,69773,45,0,6,31,1,0
3,2,27.0,0,3,2,145,63974,44,0,10,19,8,0
2,2,22.0,0,1,2,166,67504,3,0,5,190,7,0
1,2,22.0,1,5,2,120,71498,7,0,5,18,5,0
1,1,27.0,0,6,2,166,72405,8,0,13,19,5,0
3,1,22.0,0,5,2,166,66050,21,0,5,27,4,0
2,1,57.0,0,5,3,383,70128,7,0,10,13,5,0
2,1,17.5,1,4,3,120,62539,71,0,5,20,4,0
1,1,42.0,1,3,3,383,61523,44,0,10,10,4,0
1,1,17.5,0,3,2,145,68536,52,0,5,24,3,0
