feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
1885,-1.38218151537704,female,32.0,15.0,yes,5,16,5,3
1892,0.39282746825991893,male,32.0,10.0,yes,4,18,5,4
1895,-1.0405439391575344,female,32.0,15.0,yes,2,14,3,4
1896,0.47469708846320197,female,22.0,1.5,no,3,17,5,5
1897,-0.1310866506877266,male,27.0,4.0,yes,4,17,4,4
1899,-1.8309058258475304,female,52.0,15.0,yes,5,14,1,5
1904,0.9282969915684843,female,27.0,7.0,yes,2,12,1,2
1905,-0.605000712808731,female,27.0,7.0,yes,3,12,1,4
1908,-0.5339002383735546,female,42.0,15.0,yes,2,14,1,4
1916,-1.06975241128969,female,42.0,15.0,yes,4,14,5,4
1918,-0.6542832766875555,male,27.0,7.0,yes,4,14,3,3
1920,0.4278904406949172,male,27.0,7.0,yes,2,20,6,2
1930,-0.18924434093640552,female,42.0,15.0,yes,3,12,3,3
1940,0.32866200228248105,male,27.0,4.0,yes,3,16,3,5
1947,0.3619218539288437,female,27.0,7.0,yes,3,14,1,4
1949,1.320661655528167,female,22.0,1.5,no,2,14,4,5
1951,-0.3427861508643793,female,27.0,4.0,yes,4,14,1,4
1952,-1.4768578168457318,female,22.0,4.0,no,4,14,5,5
1960,1.067222416571983,female,22.0,1.5,no,2,16,4,5
9001,-0.3314881720972547,male,47.0,15.0,no,4,14,5,4
9012,1.114592444577377,male,37.0,10.0,yes,2,18,6,2
9023,0.3833771131824704,male,37.0,15.0,yes,3,17,5,4
9029,-0.13113753020334493,female,27.0,4.0,yes,2,16,1,4
6,0.3487758940462951,male,27.0,1.5,no,3,18,4,4
12,1.9510125601262995,female,27.0,4.0,yes,3,17,1,5
43,2.076980529053753,male,37.0,15.0,yes,5,18,6,2
53,0.0693811351327787,female,32.0,10.0,yes,3,17,5,2
67,0.1601905933170753,male,22.0,0.125,no,4,16,5,5
79,1.0762401574663856,female,22.0,1.5,yes,2,14,1,5
122,-0.8456610327673472,male,37.0,15.0,yes,4,14,5,2
126,0.3330703726182551,female,22.0,1.5,no,2,14,3,4
133,-0.0258628479538564,male,37.0,15.0,yes,2,18,6,4
138,0.3139082114575536,female,32.0,15.0,yes,4,12,3,2
154,-0.8333688059494058,female,37.0,15.0,yes,4,14,4,2
159,-1.589567493308969,female,42.0,15.0,yes,3,17,1,4
174,-2.0729834359912918,female,42.0,15.0,yes,5,9,4,1
176,-1.1173841129896078,male,37.0,10.0,yes,2,20,6,2
181,-0.458675284939333,female,32.0,15.0,yes,3,14,1,2
182,-0.2931915866487618,male,27.0,4.0,no,1,18,6,5
186,1.9372311624295169,male,37.0,10.0,yes,2,18,7,3
189,1.1059933699072981,female,27.0,4.0,no,3,17,5,5
204,-0.9620911163416273,male,42.0,15.0,yes,4,16,5,5
215,0.34770845245095694,female,47.0,15.0,yes,5,14,4,5
232,-0.4070782363503251,female,27.0,4.0,yes,3,18,5,4
233,-0.28436383804009513,female,27.0,7.0,yes,5,14,1,4
252,0.18532564941538202,male,27.0,1.5,yes,3,17,5,4
253,0.6191711169753933,female,27.0,7.0,yes,4,14,6,2
274,-0.33925848388401536,female,42.0,15.0,yes,4,16,5,4
275,1.0638515327343585,female,27.0,10.0,yes,4,12,7,3
287,-1.141938226142404,male,27.0,1.5,no,2,18,5,2
288,0.006339062362268442,male,32.0,4.0,no,4,20,6,4
325,2.5976737265958323,female,27.0,7.0,yes,3,14,1,3
328,0.2230797426252751,female,32.0,10.0,yes,4,14,1,4
344,1.4332145066061728,male,27.0,4.0,yes,2,18,7,2
353,0.09152017817320818,female,17.5,0.75,no,5,14,4,5
354,0.5807770953297967,female,32.0,10.0,yes,4,18,1,5
367,-0.056783194392691534,female,32.0,7.0,yes,2,17,6,4
369,-0.17040758116420443,male,37.0,15.0,yes,2,20,6,4
390,-0.7794823967254196,female,37.0,10.0,no,1,20,5,3
392,0.4303013589575532,female,32.0,10.0,yes,2,16,5,5
423,-0.8515371891857679,male,52.0,15.0,yes,2,20,6,4
432,0.6655852363134291,female,42.0,15.0,yes,1,12,1,3
436,1.08528700444591,male,52.0,15.0,yes,2,20,6,3
483,0.36653140723722993,male,37.0,15.0,yes,3,18,6,5
513,-0.28624873355569186,female,22.0,4.0,no,3,12,3,4
516,0.4539655793086961,male,27.0,7.0,yes,1,18,6,2
518,-0.3086730555464126,male,27.0,4.0,yes,3,18,5,5
520,0.9355471254651493,male,47.0,15.0,yes,4,17,6,5
526,-1.8314060842151236,female,42.0,15.0,yes,4,12,1,1
528,-0.3356073681186462,male,27.0,4.0,no,3,14,3,4
553,-1.9908119951239978,female,32.0,7.0,yes,4,18,4,5
576,-1.495060830227205,male,32.0,0.417,yes,3,12,3,4
611,1.3638622298139094,male,47.0,15.0,yes,5,16,5,4
625,0.895184981971686,male,37.0,15.0,yes,2,20,5,4
635,-0.7194802332847904,male,22.0,4.0,yes,2,17,6,4
646,-1.502503456040897,male,27.0,4.0,no,2,14,4,5
657,-2.964528837841651,female,52.0,15.0,yes,5,16,1,3
659,-0.5434955079326346,male,27.0,4.0,no,3,14,3,3
666,2.4204150122474024,female,27.0,10.0,yes,4,16,1,4
679,0.4348842714636474,male,32.0,7.0,yes,3,14,7,4
729,-0.5595722860494895,male,32.0,7.0,yes,2,18,4,1
755,0.46508020950030626,male,22.0,1.5,no,1,14,3,2
758,-1.5609583529944429,male,22.0,4.0,yes,3,18,6,4
770,-0.29732336269763543,male,42.0,15.0,yes,4,20,6,4
786,0.09947747301573849,female,57.0,15.0,yes,1,18,5,4
797,-0.08610065182104851,female,32.0,4.0,yes,3,18,5,2
811,0.7908061216900806,male,27.0,4.0,yes,1,16,4,4
834,0.34464522623605237,male,32.0,7.0,yes,4,16,1,4
858,0.668326018107997,male,57.0,15.0,yes,1,17,4,4
885,-0.6883722822307594,female,42.0,15.0,yes,4,14,5,2
893,0.8978154084105481,male,37.0,10.0,yes,1,18,5,3
927,1.6289369476239914,male,42.0,15.0,yes,3,17,6,1
928,-0.9701495196514126,female,52.0,15.0,yes,3,14,4,4
933,-0.8876956557145598,female,27.0,7.0,yes,3,17,5,3
951,1.3357843363202329,male,32.0,7.0,yes,2,12,4,2
968,-0.19134398669506028,male,22.0,4.0,no,4,14,2,5
972,1.403821392066557,male,27.0,7.0,yes,3,18,6,4
975,-0.4425357118921839,female,37.0,15.0,yes,1,18,5,5
977,1.4550455762707113,female,32.0,15.0,yes,3,17,1,3
981,0.13148581680545218,female,27.0,7.0,no,2,17,5,5
986,0.2582288233226952,female,32.0,7.0,yes,3,17,5,3
1002,1.5647180216699044,male,32.0,1.5,yes,2,14,2,4
1007,-0.36177047744417123,female,42.0,15.0,yes,4,14,1,2
1011,-0.9411220959249583,male,32.0,10.0,yes,3,14,5,4
1035,-0.44856420802835434,male,37.0,4.0,yes,1,20,6,3
1050,0.4523339506431387,female,27.0,4.0,yes,2,16,5,3
1056,-1.5657590721805144,female,42.0,15.0,yes,3,14,4,3
1057,0.6374709026511215,male,27.0,10.0,yes,5,20,6,5
1075,-0.5387713176177432,male,37.0,10.0,yes,2,20,6,2
1080,1.1478126607335635,female,27.0,7.0,yes,1,14,3,3
1125,-2.3942603049004716,female,27.0,7.0,yes,4,12,1,2
1131,-0.7865657751041687,male,32.0,10.0,yes,2,14,4,4
1138,-1.686468151234102,female,17.5,0.75,yes,2,12,1,3
1150,-0.8262294663639526,female,32.0,15.0,yes,3,18,5,4
1163,0.24766590110894313,female,22.0,7.0,no,4,14,4,3
1169,-0.1792266254497549,male,32.0,7.0,yes,4,20,6,5
1198,-0.25337756894801494,male,27.0,4.0,yes,2,18,6,2
1204,-0.1591848713800608,female,22.0,1.5,yes,5,14,5,3
1218,0.20338824061994343,female,32.0,15.0,no,3,17,5,1
1230,-1.0085360419431078,female,42.0,15.0,yes,2,12,1,2
1236,0.7068496408990508,male,42.0,15.0,yes,3,20,5,4
1247,0.6626659703854839,male,32.0,10.0,no,2,18,4,2
1259,0.385037937656101,female,32.0,15.0,yes,3,9,1,1
1294,0.5565334427512632,male,57.0,15.0,yes,5,20,4,5
1353,0.2964180008086595,male,47.0,15.0,yes,4,20,6,4
1370,2.0350733027310675,female,42.0,15.0,yes,2,17,6,3
1427,-0.0870941710525099,male,37.0,15.0,yes,3,17,6,3
1445,-0.30708321833457675,male,37.0,15.0,yes,5,17,5,2
1460,-0.7535275803573779,male,27.0,10.0,yes,2,20,6,4
1480,-1.0322626705778368,male,37.0,15.0,yes,2,16,5,4
1505,-1.2444717876010754,female,32.0,15.0,yes,1,14,5,2
1543,-0.8887973132309185,male,32.0,10.0,yes,3,17,6,3
1548,-0.07068038165207131,male,37.0,15.0,yes,4,18,5,1
1550,0.3342951284977145,female,27.0,1.5,no,2,17,5,5
1561,0.051142058552161786,female,47.0,15.0,yes,2,17,5,2
1564,-0.765535277429713,male,37.0,15.0,yes,2,17,5,4
1573,0.9001845640199633,female,27.0,4.0,no,2,14,5,5
1575,0.7394126723009475,female,27.0,10.0,yes,4,14,1,5
1599,-0.159648307422017,female,22.0,4.0,yes,3,16,1,3
1622,-0.652916144664712,male,52.0,7.0,no,4,16,5,5
1629,0.5484279208297995,female,27.0,4.0,yes,1,16,3,5
1664,0.18797358748610446,female,37.0,15.0,yes,2,17,6,4
1669,-1.4481272594150476,female,27.0,4.0,no,1,17,3,1
1674,-0.0679802559844049,female,17.5,0.75,yes,2,12,3,5
1682,0.26203581207438104,female,32.0,15.0,yes,5,18,5,4
1685,-0.8996947864877538,female,22.0,4.0,no,1,16,3,5
1697,0.189843392837443,male,32.0,4.0,yes,4,18,6,4
1716,-1.4548224852577891,female,22.0,1.5,yes,3,18,5,2
1730,1.3361861000121709,female,42.0,15.0,yes,2,17,5,4
1731,1.2479499850594318,male,32.0,7.0,yes,4,16,4,4
1732,-0.25251733430296475,male,37.0,15.0,no,3,14,6,2
1743,0.36345433783907316,male,42.0,15.0,yes,3,16,6,3
1751,-2.409921965799875,male,27.0,4.0,yes,1,18,5,4
1757,-1.1563476602653329,male,37.0,15.0,yes,4,20,7,3
1763,-0.2937789201521298,male,37.0,15.0,yes,3,20,6,4
1766,-1.0721330214268592,male,22.0,1.5,no,2,12,3,3
1772,0.7143964826306588,male,32.0,4.0,yes,3,20,6,2
1776,1.997296530747994,male,32.0,15.0,yes,5,20,6,5
1782,-1.176614719429302,female,52.0,15.0,yes,1,18,5,5
1784,-0.8374634040851927,male,47.0,15.0,no,1,18,6,5
1791,0.23544836830993032,female,32.0,15.0,yes,4,16,4,4
1831,1.6111161484996208,female,32.0,15.0,yes,3,14,3,2
1840,-1.2223743125399031,female,27.0,7.0,yes,4,16,1,2
1844,0.24903612230694197,male,42.0,15.0,yes,3,18,6,2
1856,1.8212988508131087,female,42.0,15.0,yes,2,14,3,2
1876,-1.6517591481792673,male,27.0,7.0,yes,2,17,5,4
1929,-1.281069206845832,male,32.0,10.0,yes,4,14,4,3
1935,-0.42360660646083825,male,47.0,15.0,yes,3,16,4,2
1938,-0.520588412855411,male,22.0,1.5,yes,1,12,2,5
1941,0.8126012877536446,female,32.0,10.0,yes,2,18,5,4
1954,0.24165971982083806,male,32.0,10.0,yes,2,17,6,5
1959,-1.7749620596421283,male,22.0,7.0,yes,3,18,6,2
9010,0.5154104029008109,female,32.0,15.0,yes,3,14,1,5
