rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
362,no,51,female,single,-0.126001,4.1,upper,yes,yes,53,88,8,1,N,191.0,20,70d89d2f-00f4-4b1d-808e-ed50b71c3e5f,1.0,0.0,Chula Vista Elementary,1985
424,no,40,male,more,-0.6563948,3.9,upper,yes,yes,22,14,1,5,N,186.0,14,b69f0c92-ffd3-41e4-bba0-8c129a93d2fe,1.0,0.0,Placer Hills Union Elementary,1989
240,no,64,male,more,1.509794,4.4,lower,yes,no,16,27,58,2,N,195.0,16,3979e883-9ca7-4771-a299-0d6a366f1a60,1.0,0.0,Orange Center Elementary,1995
343,no,38,female,more,1.774334,4.0,upper,yes,no,12,85,74,5,N,186.0,12,4eab4ba9-b923-43e9-94b2-b50f8ae543ad,1.0,1.0,Junction Elementary,1966
353,no,60,female,more,0.4081676,4.0,lower,yes,no,30,103,58,2,y,182.0,20,3208209a-6dbd-4582-ba9a-63a144f479f2,1.0,0.0,Fullerton Elementary,1993
383,yes,50,female,more,-0.2581899,3.5,lower,yes,yes,46,20,72,3,N,183.0,18,c94dde40-5c1a-4071-8a82-d9c9e525ddbc,1.0,1.0,Galt Joint Union Elementary,1989
378,no,45,female,more,-0.7668921,3.8,upper,yes,yes,34,14,77,5,N,183.0,20,5b87a566-30eb-4ee6-abdd-aa5677afd103,1.0,0.0,Soledad Unified,2005
182,yes,35,male,single,-0.126001,4.4,upper,yes,no,41,20,39,1,N,181.0,17,b1a27fa0-3a9b-4b77-9c22-2f7ffd839812,0.0,0.0,Elverta Joint Elementary,2004
415,no,40,female,more,-0.0836015,4.0,upper,yes,no,44,16,93,2,N,180.0,17,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1.0,0.0,Lemoore Union Elementary,1954
142,no,44,male,more,-0.5583452,3.4,upper,no,yes,30,19,54,5,y,174.0,16,9ad793c8-00ee-4105-85c4-5e9513b219b5,0.0,1.0,Del Paso Heights Elementary,1965
339,no,70,male,more,-0.2586962,4.1,lower,yes,yes,16,155,65,1,N,176.0,18,4f60135c-1cb1-4fe2-9178-b628b4c417e3,0.0,0.0,Kenwood Elementary,2005
245,no,43,female,more,-0.0836015,3.7,lower,yes,yes,49,132,37,1,N,183.0,18,52655f97-f8e7-48eb-9269-d5ee71ad6db4,1.0,1.0,Winton Elementary,1992
382,no,64,male,more,-0.1111221,4.4,upper,yes,yes,59,16,20,5,N,179.0,16,78dae403-7187-4be7-86de-8a1543649957,0.0,0.0,Pioneer Union Elementary,1993
322,no,33,male,more,-0.7330914,3.3,lower,yes,yes,15,12,81,1,N,182.0,14,af2dd336-540d-4ded-ae2e-6d21383207fc,0.0,1.0,Westside Union Elementary,2005
110,no,52,female,more,-0.0666737,3.9,upper,yes,yes,34,13,21,1,N,175.0,18,92549cea-1034-4ed8-8c3f-b94bbdd55d0e,0.0,0.0,Lowell Joint Elementary,1974
209,no,52,male,more,-0.0566766,4.6,lower,yes,yes,24,41,50,6,N,181.0,16,a75e076f-3028-44a1-af60-ca3b3bcaeed0,1.0,0.0,Taft City Elementary,2008
146,no,50,female,more,-0.0836015,3.9,lower,yes,yes,12,15,42,3,N,179.0,20,45b56b87-c43f-4c6f-baae-661bbb6e40c7,1.0,1.0,Mountain View Elementary,2005
357,no,38,male,more,1.040902,3.6,upper,yes,yes,155,11,80,1,N,190.0,18,2a4a5564-46af-455d-ac9d-673d538c2e7f,1.0,0.0,Campbell Union Elementary,1971
153,no,64,male,single,0.540917,3.8,upper,yes,yes,20,27,76,2,N,188.0,16,cea04555-57d4-4edf-9198-e8aa302bc070,0.0,0.0,Saugus Union Elementary,1995
407,no,52,male,more,-1.422919,4.4,upper,yes,no,14,57,32,1,N,181.0,17,8cc63a40-be0d-4ffe-bf7f-45d515c40b6c,0.0,1.0,Wilsona Elementary,1964
194,no,61,male,more,-0.3415543,2.8,upper,yes,yes,16,50,60,1,N,184.0,16,f9557d5c-0a28-4f14-b9bf-1a0308ed9546,0.0,0.0,Lagunitas Elementary,1970
84,no,52,female,more,1.040902,3.8,upper,yes,yes,40,67,6,2,N,184.0,20,65856aa0-65ac-4bbe-835c-61ccafe631be,0.0,1.0,North Cow Creek Elementary,1993
397,yes,73,female,more,-0.6563948,4.3,lower,yes,yes,25,21,9,1,N,186.0,14,4be26ab5-1d7e-44bf-bd62-0a66c914394a,1.0,0.0,Washington Union Elementary,1980
166,no,39,female,more,-0.2577254,4.3,lower,yes,yes,93,15,13,4,N,186.0,12,0e77b20c-c1e1-467c-a359-0a2942538fcb,0.0,0.0,Trinidad Union Elementary,1979
282,no,64,female,more,0.7566829,4.9,upper,yes,yes,37,89,48,2,N,186.0,16,347a69b8-232d-4315-8829-4c6a7374bf6b,1.0,0.0,San Mateo-Foster City Elementary,1964
438,no,32,male,more,0.3394037,4.5,lower,yes,yes,76,17,10,2,N,178.0,20,c82105bb-8520-4727-b430-daec6fdef0dc,0.0,0.0,Pleasant Ridge Union Elementary,2004
75,yes,47,female,more,-0.054344,4.4,upper,yes,no,86,40,41,1,N,186.0,18,5b4774fe-d450-46f1-bbcc-c33bfa496261,0.0,1.0,Sunnyside Union Elementary,1985
432,no,42,male,more,-0.0102077,3.5,lower,yes,yes,12,30,51,2,N,172.0,17,44593a98-060d-47ea-9a57-97e0c70027d0,1.0,0.0,Le Grand Union Elementary,1960
319,yes,47,female,more,0.7244775,4.6,upper,yes,yes,55,45,50,5,N,190.0,14,dd12faee-44a2-40b4-b2aa-276cd7e690dd,1.0,0.0,Lassen View Union Elementary,1998
211,no,36,male,more,-0.0836015,3.5,upper,yes,no,174,32,20,1,N,178.0,14,934b7cd1-b84f-4fae-8981-c0231b37dc5b,1.0,,Valle Lindo Elementary,2012
120,yes,39,female,more,-0.4899626,4.7,upper,yes,yes,18,17,42,1,N,180.0,14,e7ea4b52-7611-4c90-905a-fd388cea9c0a,1.0,0.0,South Fork Union Elementary,2005
443,no,60,female,more,0.540917,4.0,upper,yes,no,33,91,76,5,N,175.0,17,45e73d9d-cc89-4ee6-a6e2-ab4582ed166d,0.0,0.0,Magnolia Elementary,1972
275,no,50,male,more,1.774334,4.3,upper,yes,no,13,15,19,1,N,181.0,14,026078fb-bbd3-403e-9003-57ef39309521,1.0,0.0,Washington Colony Elementary,1971
377,no,43,male,more,-1.052108,3.6,upper,yes,yes,49,14,58,6,N,188.0,9,023c99b1-f32a-4d79-b5d7-197ac75591e2,0.0,0.0,San Antonio Union Elementary,1987
341,no,58,female,more,0.773524,4.9,upper,yes,no,9,123,8,2,y,185.0,18,93ae865d-c378-43e3-ac66-f429add5f358,0.0,0.0,Lafayette Elementary,1971
457,no,42,male,more,-0.717645,3.7,lower,yes,yes,22,59,15,6,N,188.0,14,f33ac1f3-83dc-471c-9b3d-dacdf51395f3,0.0,0.0,Brisbane Elementary,1968
336,no,47,female,more,-0.3953965,4.4,upper,yes,yes,111,38,70,1,N,183.0,18,ce41ecb5-d3d6-467d-8d90-0da4db858b7c,1.0,1.0,Livingston Union Elementary,1989
437,no,57,male,more,0.7566829,3.4,lower,yes,yes,18,41,34,2,N,188.0,17,52655f97-f8e7-48eb-9269-d5ee71ad6db4,1.0,0.0,Ophir Elementary,2008
356,no,47,male,more,-0.5835869,3.3,lower,yes,yes,20,21,20,1,N,186.0,16,5a48e48b-30ca-48ad-a397-3ecf853bb5c9,0.0,0.0,Lamont Elementary,1966
246,no,54,male,more,-0.7668921,3.1,upper,yes,yes,21,21,52,1,N,170.0,12,5013da82-22c7-47fd-a245-d7131d2fab50,1.0,0.0,Santa Maria-Bonita Elementary,1989
37,no,56,male,more,-1.181626,4.0,upper,yes,yes,43,19,2,6,N,171.0,20,b8fe046e-0564-4ca6-909e-6177a1343917,1.0,0.0,Roseland Elementary,1979
140,no,57,female,more,-1.052108,4.0,lower,yes,yes,94,18,91,1,N,173.0,17,b856a7a0-694d-44df-84e5-7df262774187,1.0,1.0,Kingsburg Joint Union Elementary,2004
370,no,61,male,more,0.773524,3.1,lower,yes,yes,58,40,50,1,N,198.0,14,4a348423-fe96-4fcb-9b2d-f32161971b4d,1.0,0.0,Lucerne Elementary,1964
205,no,52,female,more,1.349395,4.4,upper,yes,yes,10,22,16,3,N,179.0,16,f3976e86-1195-43c9-a4d9-901ec02d365d,1.0,1.0,Hughes-Elizabeth Lakes Union Elementary,2004
347,no,52,female,more,0.5885687,4.8,upper,yes,yes,10,22,39,1,N,172.0,20,c7962751-a043-444e-807b-543a4b17b012,0.0,0.0,Huntington Beach City Elementary,1960
262,no,56,female,more,1.232602,4.6,upper,yes,no,13,44,66,1,y,178.0,17,934b7cd1-b84f-4fae-8981-c0231b37dc5b,1.0,1.0,Black Butte Union Elementary,1971
60,no,62,male,more,-0.054344,3.2,upper,yes,yes,37,36,17,1,N,180.0,12,ac03d866-ecd8-41e4-9938-c4b098048187,0.0,1.0,Rio Elementary,1986
112,yes,57,male,more,1.05095,4.3,upper,yes,yes,48,65,12,1,N,189.0,16,a75e076f-3028-44a1-af60-ca3b3bcaeed0,0.0,0.0,Happy Valley Union Elementary,1983
249,no,43,female,more,-0.2577254,4.3,lower,yes,yes,67,43,19,1,y,184.0,20,840a40d4-fee9-48cc-a027-58628a5ca9e6,0.0,,Brittan Elementary,1979
348,no,43,female,more,-0.6563948,4.0,upper,yes,no,23,33,70,1,N,191.0,18,295fe5fe-cf5a-4c14-a7db-ab1d21f1348b,0.0,1.0,Woodlake Union Elementary,1979
7,yes,38,female,more,-0.3218485,4.9,lower,yes,yes,14,137,49,1,N,188.0,14,eba4f35d-64b0-4b8d-a3cb-fe43c8fc6e77,0.0,0.0,Menlo Park City Elementary,1952
334,no,52,male,more,1.231394,4.1,lower,yes,yes,30,78,85,2,N,182.0,17,3657cc44-95b2-45ff-9e4f-a4cd22079a32,1.0,0.0,South Bay Union Elementary,1963
419,no,59,male,more,1.970023,2.8,lower,yes,yes,36,16,71,1,N,190.0,16,6487b006-6591-4302-b387-45b630b259e6,1.0,0.0,Mother Lode Union Elementary,1985
159,no,62,male,more,1.970023,3.2,upper,yes,yes,32,27,20,1,N,172.0,17,2e174514-6907-4570-ab73-1d42a3521a95,0.0,0.0,Pacific Union Elementary,2004
151,no,52,male,more,-0.7377322,4.2,upper,yes,no,13,44,63,3,N,189.0,14,cc5900ac-23f3-4768-99c4-faf9c29e9382,0.0,0.0,Nevada City Elementary,1956
178,no,43,male,single,-0.2581899,4.2,upper,yes,yes,22,17,13,1,N,186.0,16,f67e5c09-d2e4-47d1-9df5-bbf2a9c7765a,0.0,0.0,Las Lomitas Elementary,1971
185,yes,34,male,single,-1.450494,3.9,upper,yes,yes,26,45,10,1,N,191.0,9,7169ffc5-813b-4e4f-8e7f-9c59e92ec66b,1.0,0.0,Ocean View Elementary,1961
11,no,37,male,more,1.070944,3.9,lower,yes,yes,48,23,1,2,N,196.0,16,2a29612d-37ba-41fa-b45f-004677aa5908,0.0,0.0,Raisin City Elementary,1977
324,no,43,female,more,-1.090389,4.2,lower,yes,yes,35,184,71,1,N,185.0,14,9ac5e209-cf05-47a5-a394-9c733e12d8f6,1.0,1.0,Oxnard Elementary,1991
104,no,31,male,more,1.774334,3.9,lower,yes,yes,58,43,50,1,N,190.0,18,cea04555-57d4-4edf-9198-e8aa302bc070,1.0,0.0,Mark West Union Elementary,1967
82,no,43,male,more,-1.450494,3.5,lower,yes,yes,15,37,90,1,N,168.0,18,a75e076f-3028-44a1-af60-ca3b3bcaeed0,1.0,1.0,Lemon Grove Elementary,2005
39,no,56,female,more,-0.5324199,4.3,upper,yes,yes,20,45,66,1,N,192.0,20,769bc77b-f052-4fc6-8516-94a46941667c,0.0,0.0,Holt Union Elementary,1995
290,no,45,female,more,-0.9823852,4.7,upper,yes,yes,18,22,72,4,N,170.0,16,76d25023-7920-4e91-a62e-db630eb472c5,0.0,0.0,Loleta Union Elementary,1972
168,no,57,female,more,-0.3953965,3.3,upper,yes,yes,10,16,53,6,y,185.0,17,ff86ae10-c0aa-47ec-8b3d-4d48cafa9039,1.0,1.0,Portola Valley Elementary,1953
462,no,42,female,more,-0.0666737,4.4,upper,yes,no,19,161,34,5,N,190.0,20,58489ac6-e6ac-479a-a4bd-f2c8e6575a10,1.0,0.0,Westminster Elementary,1996
269,no,52,female,more,0.1496926,4.1,upper,yes,no,14,18,4,5,N,168.0,14,63cdd570-1369-4f2b-9090-d5b6255c51d2,1.0,0.0,Fruitvale Elementary,1972
199,no,62,male,more,1.774334,3.9,lower,yes,yes,27,63,90,6,N,168.0,17,44e64898-8cc7-4234-86f8-f68036f35eac,0.0,1.0,Allensworth Elementary,1969
273,no,33,female,more,-0.5665014,4.1,upper,yes,yes,13,62,19,1,N,175.0,16,b8fe046e-0564-4ca6-909e-6177a1343917,0.0,0.0,Etiwanda Elementary,1971
313,no,46,male,more,-0.3415543,4.4,lower,yes,yes,12,30,21,3,N,183.0,12,6b68642b-ac9e-40c0-90d9-91bd6ffd92a9,0.0,1.0,Palermo Union Elementary,1986
219,no,51,female,more,0.2899157,4.5,lower,no,yes,15,32,18,4,N,177.0,18,a75e076f-3028-44a1-af60-ca3b3bcaeed0,1.0,0.0,Los Altos Elementary,1953
195,no,47,male,more,0.3394037,4.2,upper,yes,yes,78,26,94,1,N,184.0,14,fc081f63-4e8c-43e7-ba36-428995498f3e,0.0,,Gold Oak Union Elementary,1964
90,no,64,male,more,-0.5583452,2.9,lower,no,no,18,80,59,1,y,191.0,20,a28afe06-386d-4288-994d-28b51c745e3b,0.0,0.0,Cambrian Elementary,1950
254,no,60,male,more,-0.7467875,4.0,lower,yes,yes,54,60,8,6,N,183.0,17,9bd7345e-fc32-41f1-a8c6-ee371715652e,0.0,1.0,Buttonwillow Union Elementary,1956
164,no,52,female,more,-0.5835869,3.8,lower,yes,yes,35,92,11,2,N,185.0,17,7c73f8eb-7012-45e2-b6ad-2197ba40b925,0.0,0.0,Mountain View Elementary,1964
330,no,62,female,more,-0.6779634,4.2,upper,yes,no,348,13,53,1,N,191.0,14,7426e023-5833-4949-b5c7-457d0e2a29d3,1.0,0.0,Roseville City Elementary,1986
148,yes,44,female,more,1.232602,4.0,upper,yes,yes,11,37,19,2,y,187.0,14,94001a0c-b948-4223-a92a-eebe14c48d2f,1.0,0.0,Weed Union Elementary,2005
3,yes,39,female,more,0.1496926,3.6,upper,yes,no,20,20,30,1,N,187.0,16,4ba34db8-9baa-42a5-bed2-a6381f36d03e,1.0,0.0,Nuestro Elementary,1966
93,no,60,female,more,-0.054344,4.5,upper,yes,yes,31,24,57,1,y,184.0,18,de7bdd42-441a-4961-a547-2ccd7ccec379,0.0,0.0,Hillsborough City Elementary,1999
372,no,62,male,more,-0.5583452,4.7,upper,yes,no,14,247,83,2,N,171.0,14,dfeed816-4de9-4be7-9ea0-775157c7bd76,1.0,0.0,Reed Union Elementary,1985
70,no,52,male,more,1.769452,3.4,lower,yes,yes,9,44,82,5,N,187.0,17,9841a311-d989-42d7-9ea6-f5d4e981c98a,1.0,0.0,Del Mar Union Elementary,1979
263,no,47,female,more,0.274908,2.9,lower,no,no,14,15,16,6,N,175.0,14,949a9e93-0ca1-4643-b4d5-9852ceeeec03,1.0,0.0,Wilmar Union Elementary,1958
124,no,64,female,more,0.9889485,5.0,upper,yes,no,19,48,93,1,N,190.0,12,71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,1.0,0.0,Wright Elementary,1977
342,no,50,female,more,0.540917,3.1,upper,yes,no,13,78,43,5,N,181.0,20,f3976e86-1195-43c9-a4d9-901ec02d365d,1.0,1.0,Petaluma City Elementary,2012
97,no,48,male,more,-1.079558,4.6,lower,yes,yes,40,12,65,1,N,187.0,16,433026dd-691b-4cc9-84a9-07dbfdd8a56b,1.0,0.0,Anaheim Elementary,1987
144,no,62,male,more,-0.7668921,4.2,lower,yes,yes,33,69,18,3,N,196.0,16,63bc2403-a08b-4c51-8b2c-01e6cbfd54d3,1.0,1.0,Little Lake City Elementary,1968
380,no,57,female,more,0.0294137,4.4,lower,yes,yes,23,28,73,1,N,178.0,9,8d488770-dca3-4c48-bac8-af2e74d1dc4c,0.0,1.0,Mt. Shasta Union Elementary,1985
332,yes,43,female,more,-0.1111221,4.9,upper,yes,yes,17,35,31,2,N,186.0,12,934b7cd1-b84f-4fae-8981-c0231b37dc5b,1.0,0.0,Oak Grove Elementary,1985
247,yes,35,female,single,-0.7330914,3.7,upper,yes,yes,10,55,25,2,N,185.0,14,fecaf7b1-1db6-46d4-92ab-aa1864c179ac,0.0,1.0,Placerville Union Elementary,2008
98,no,59,female,more,0.0294137,5.0,upper,yes,yes,13,51,26,1,N,170.0,17,11db0111-539a-45d2-8e6f-8e0a3bb6cf36,1.0,0.0,Plainsburg Union Elementary,1986
295,no,70,female,more,1.15588,4.3,upper,yes,yes,31,16,92,6,N,183.0,14,92549cea-1034-4ed8-8c3f-b94bbdd55d0e,1.0,0.0,Burrel Union Elementary,1985
69,no,57,male,more,0.6430142,4.8,lower,yes,yes,44,86,44,2,N,193.0,17,9294f017-a752-4e3f-9266-06922b940943,1.0,0.0,Rio Linda Union Elementary,2004
24,no,42,male,more,-0.3260148,4.7,upper,yes,yes,61,69,50,1,N,177.0,16,0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,0.0,0.0,Ready Springs Union Elementary,1952
38,no,52,male,more,0.7245926,3.4,upper,yes,yes,36,16,36,1,N,183.0,16,323a09e0-4da8-499c-b80f-5802dbf08cb5,0.0,0.0,Mark Twain Union Elementary,1976
145,no,31,male,more,0.2116939,4.5,upper,yes,no,25,80,81,1,N,173.0,17,e260bb95-bce4-410d-b0de-baf551b2b5a5,1.0,0.0,Two Rock Union Elementary,1980
123,yes,43,male,single,-0.5665014,3.5,upper,no,yes,53,20,60,1,y,183.0,14,44593a98-060d-47ea-9a57-97e0c70027d0,1.0,0.0,Thermalito Union Elementary,2004
184,no,50,female,more,-0.2581899,3.9,upper,yes,yes,5,17,92,1,N,183.0,14,03f385b7-6b1b-4549-95f3-1d999b1df64a,0.0,0.0,Millbrae Elementary,1967
203,no,44,male,more,-0.054344,3.7,upper,yes,yes,28,23,40,2,N,177.0,20,2a29612d-37ba-41fa-b45f-004677aa5908,1.0,1.0,Rocklin Unified,1956
183,no,34,male,more,0.540917,4.1,upper,yes,yes,322,84,8,1,N,180.0,14,512ef0df-48a3-4796-9919-471f50f25df1,1.0,0.0,Hydesville Elementary,1976
68,no,50,male,more,-0.2377786,4.3,lower,yes,yes,66,20,27,2,N,183.0,20,71a4495b-b507-4fbb-b247-6be543b98550,0.0,1.0,Strathmore Union Elementary,1954
248,no,47,male,more,-0.0836015,4.9,upper,yes,yes,24,12,37,2,N,193.0,16,6fd65cf5-962a-4227-b24b-b2ef6f590a96,0.0,0.0,Laguna Salada Union Elementary,1998
281,no,33,female,more,0.8808186,3.5,upper,yes,yes,7,29,16,2,N,191.0,12,4aa80c95-24fc-45e5-b3c4-102653f15325,1.0,0.0,Rio Bravo-Greeley Union Elementary,1986
412,no,38,female,more,-0.5324199,3.0,lower,yes,yes,343,90,70,2,N,189.0,14,24c1cc74-742c-4c92-860a-7a2fa7659727,1.0,0.0,Loma Prieta Joint Union Elemen,2004
325,no,40,female,more,-0.3953965,4.3,lower,yes,yes,25,24,85,1,N,194.0,14,471fa2d8-87bd-4cea-8ef6-6c24af87fbc7,0.0,0.0,Johnstonville Elementary,1996
276,no,49,male,more,-0.2377786,3.2,lower,yes,no,86,151,74,4,N,178.0,18,2e1d768a-de6d-4d56-ba2d-acc494ec8687,0.0,0.0,College Elementary,1985
368,no,49,male,single,0.274908,3.1,lower,yes,yes,19,18,82,1,N,189.0,14,ce47cbea-65c1-46b1-9520-f23d669514e8,0.0,0.0,Gravenstein Union Elementary,1985
393,no,47,male,more,1.231394,4.3,lower,yes,yes,46,29,83,2,y,177.0,16,fb6a141a-25cb-4495-9b22-48bc79dbd24e,0.0,0.0,Di Giorgio Elementary,1953
126,no,40,female,more,1.231394,4.0,upper,yes,yes,39,37,57,1,N,175.0,18,b4649c6a-01ed-4f21-be3f-a0f29b97fc1b,1.0,0.0,Pollock Pines Elementary,1966
147,no,56,female,more,1.070944,3.8,upper,yes,yes,16,23,9,1,N,184.0,12,9e9c021a-b55a-4aeb-af94-847d6d457b62,0.0,0.0,Beardsley Elementary,1971
354,no,31,male,more,1.154256,3.7,upper,yes,no,11,10,82,1,N,169.0,9,e3e994b5-c070-4cf7-941a-e2cf1f64f510,1.0,0.0,Buckeye Union Elementary,1971
278,no,64,female,more,-0.0252444,4.0,upper,yes,yes,12,30,2,1,y,172.0,18,fc06986a-ae94-4241-b930-3b90075bbcfb,1.0,0.0,Burlingame Elementary,1960
224,no,57,female,more,0.6318343,4.0,upper,yes,yes,23,19,68,6,N,178.0,18,c16c936c-e99b-447f-b617-9453bbff6d31,1.0,0.0,Grass Valley Elementary,1967
391,no,47,male,more,-0.7330914,4.5,lower,yes,yes,20,157,80,1,N,188.0,14,95165b45-dc58-4a62-bb78-afd606f1e34a,0.0,0.0,Keppel Union Elementary,2004
220,no,50,female,more,-0.7668921,4.0,upper,yes,yes,24,15,33,1,N,190.0,18,7a5fe584-0426-4d55-b8b9-782fdd635a86,1.0,0.0,Chatom Union Elementary,1999
130,no,62,female,more,-0.0566766,3.5,upper,yes,yes,27,13,27,1,N,175.0,20,9ac5e209-cf05-47a5-a394-9c733e12d8f6,1.0,0.0,Meadows Union Elementary,1999
392,no,70,female,more,-0.0836015,5.0,upper,yes,yes,36,17,82,6,N,184.0,14,790f5896-c569-4e73-b88b-b931b27dc799,1.0,0.0,Fairfax Elementary,1998
406,yes,36,female,more,1.774334,4.3,lower,yes,yes,98,199,34,5,N,180.0,17,c000581c-20de-42c2-9978-3278cb1cc4fa,0.0,0.0,Oak Valley Union Elementary,2005
379,no,64,female,more,1.063938,4.8,lower,yes,yes,72,26,88,2,N,164.0,18,a8d07b3c-a7d4-49c9-b2b9-07c268f706fc,0.0,0.0,Montecito Union Elementary,2003
350,no,50,female,more,-0.0252444,3.0,upper,yes,no,13,13,14,1,N,185.0,12,bafce4bd-e4e4-4d73-8424-2a9343c52f7f,0.0,0.0,Berryessa Union Elementary,1957
267,no,47,male,more,1.509794,3.4,upper,yes,yes,19,23,8,1,N,180.0,20,9d234aec-32d0-48e3-8160-e228d2816978,1.0,0.0,Bellevue Union Elementary,1999
441,yes,37,male,more,0.2899157,4.6,upper,yes,yes,60,17,89,3,N,177.0,16,8dbae56a-69d6-470e-837f-17b3df9f2ca8,1.0,0.0,General Shafter Elementary,2004
381,yes,47,female,more,-1.052108,4.2,lower,yes,yes,166,26,66,1,N,188.0,14,86fc00ec-2ecf-4b13-b031-7de5b98c4716,1.0,,Clear Creek Elementary,2008
402,no,57,female,more,-0.0836015,4.0,upper,yes,yes,11,57,78,1,N,185.0,16,fa08b044-8623-4659-959e-63953534e08d,0.0,1.0,Soquel Elementary,1988
315,no,37,male,more,-0.0620358,4.4,lower,yes,yes,15,17,19,2,N,193.0,16,0662696f-dad0-4850-8d7a-6a843036c294,1.0,0.0,Castaic Union Elementary,1999
113,no,57,male,more,-0.1513687,3.2,lower,yes,yes,34,21,49,2,N,183.0,16,fa08b044-8623-4659-959e-63953534e08d,1.0,0.0,Cardiff Elementary,1958
180,no,43,female,more,0.2394859,4.7,lower,yes,yes,19,15,34,5,N,179.0,18,a1f22d02-0b2f-4c57-8736-0957dd153f8d,1.0,0.0,Cypress Elementary,1989
291,no,57,male,more,0.1115635,4.3,lower,yes,yes,17,25,23,3,N,186.0,18,c47a9043-7826-4044-9b51-d59a6b6c53e3,0.0,1.0,Alta Vista Elementary,1989
435,no,35,male,more,-1.450494,4.9,upper,yes,yes,28,60,62,5,N,176.0,17,bca2bb1f-e075-4290-bb59-fdd14fd7f870,1.0,0.0,Westmorland Union Elementary,1985
305,no,37,female,more,-0.7377322,3.9,lower,yes,yes,14,16,4,1,N,189.0,18,347a69b8-232d-4315-8829-4c6a7374bf6b,0.0,0.0,La Mesa-Spring Valley,1953
447,no,35,female,single,0.0294137,3.2,upper,yes,no,67,17,92,1,N,183.0,14,314782d8-515f-44b4-ba28-8365f8811ae1,1.0,,Pixley Union Elementary,1969
333,yes,32,male,more,-0.7377322,3.4,upper,no,yes,39,26,58,1,N,185.0,16,023c99b1-f32a-4d79-b5d7-197ac75591e2,1.0,0.0,Auburn Union Elementary,1985
234,no,33,female,more,1.509794,3.2,lower,yes,yes,23,21,65,1,N,178.0,18,f21d665c-a1a5-47e4-a82b-fd8cf0b24f43,0.0,0.0,Alta-Dutch Flat Union Elementary,1952
287,no,49,female,more,-1.422919,2.9,upper,yes,yes,30,20,15,1,N,178.0,17,828fc4a0-e2fb-4de1-93f7-f828fbdaf97e,0.0,1.0,Jacoby Creek Elementary,1985
165,no,40,female,more,-0.0102077,3.6,lower,yes,yes,13,44,12,1,N,181.0,17,c5f16c37-1a33-4562-9996-0f8262566ab2,1.0,0.0,Ross Valley Elementary,2008
137,no,42,female,more,-0.923957,3.4,lower,yes,yes,24,10,7,1,N,,14,db397e5a-8fad-4c15-bf93-e25495e0584e,0.0,0.0,Piner-Olivet Union Elementary,1974
198,no,57,female,single,1.070944,4.6,lower,yes,no,24,248,86,1,N,190.0,14,b69f0c92-ffd3-41e4-bba0-8c129a93d2fe,1.0,1.0,Union Hill Elementary,1959
259,no,60,male,more,-1.181626,4.7,upper,no,yes,10,65,87,1,N,183.0,14,65856aa0-65ac-4bbe-835c-61ccafe631be,1.0,1.0,Live Oak Elementary,1979
233,no,42,female,more,-0.0102077,3.7,upper,yes,yes,23,20,70,1,N,177.0,18,e6086759-35ed-4d89-9e47-271e43001fe6,1.0,0.0,Woodville Elementary,1985
116,no,47,male,more,0.4203998,3.2,upper,yes,yes,20,67,24,1,N,175.0,12,984a4027-117c-4a02-894d-deab7ced44c4,1.0,0.0,Arvin Union Elementary,1966
121,no,48,female,more,-0.6563948,3.7,upper,yes,yes,10,22,23,1,N,178.0,18,c16c936c-e99b-447f-b617-9453bbff6d31,1.0,0.0,Luther Burbank Elementary,1966
323,no,42,female,more,1.232602,4.4,upper,yes,yes,52,96,37,5,N,182.0,20,485838c8-c7f2-4591-a8d8-7896e1327b7d,1.0,0.0,Hope Elementary,1963
225,no,42,female,more,-0.7467875,2.5,lower,no,yes,18,149,84,1,N,191.0,14,123cbcaa-5ea4-4b59-85fb-394a9549a516,0.0,1.0,Ontario-Montclair Elementary,1979
375,no,57,male,more,-0.3953965,4.0,upper,yes,no,10,49,11,1,N,186.0,18,0e77b20c-c1e1-467c-a359-0a2942538fcb,1.0,0.0,Foresthill Union Elementary,1985
312,no,38,female,more,-0.6563948,3.9,upper,yes,yes,11,25,52,1,N,186.0,18,9294f017-a752-4e3f-9266-06922b940943,0.0,0.0,Peninsula Union Elementary,1968
128,no,43,male,more,0.8808186,3.0,upper,yes,no,21,48,11,2,N,175.0,18,fd573d43-4bb4-408c-a8c5-790b562841e6,1.0,0.0,Lennox Elementary,1971
286,no,62,female,more,0.2116939,4.4,lower,yes,yes,182,47,4,1,N,194.0,16,44b8d6dc-2654-4d3e-8ae8-d34908f2fe54,1.0,1.0,Panama Buena Vista Union Elementary,2003
384,yes,62,female,more,0.0294137,4.3,upper,yes,yes,14,19,71,6,N,179.0,14,026078fb-bbd3-403e-9003-57ef39309521,1.0,0.0,Garvey Elementary,2003
108,no,33,male,more,-0.6563948,3.6,upper,yes,no,94,51,14,6,N,189.0,17,a28afe06-386d-4288-994d-28b51c745e3b,1.0,0.0,Fairfax Elementary,1970
