lunch,read,calworks,teachers,math,english,students,school,computer,county,grades,income,rownames,district,expenditure
391,61549,Placer Hills Union Elementary,Sacramento,KK-08,243,76.98999786,47.2621994,54.76190186,38,5078.5,25.62199974,33.48770905,638.5999756,650.9000244
366,69617,Ross Valley Elementary,Riverside,KK-08,1313,267.0,22.92770004,73.59760284,717,5621.687988,14.17700005,2.970297098,687.2999878,674.0999756
168,70243,Freshwater Elementary,Marin,KK-06,7761,115.3000031,7.796599865,55.0929985,496,5367.090332,11.4659996,11.94945908,657.4000244,661.5
395,71365,Gold Oak Union Elementary,San Mateo,KK-08,575,356.8200073,5.592100143,1.503800035,31,5671.657227,14.60162544,0.0,633.5,653.7999878
238,69039,South Fork Union Elementary,Fresno,KK-08,208,19.79999924,18.60989952,12.82050037,500,5002.838867,16.29299927,0.0,656.0999756,654.4000244
245,65045,Livingston Union Elementary,Kern,KK-08,551,99.75,4.723499775,0.0,897,5685.63916,14.12766743,11.06194687,691.5999756,655.7999878
397,67421,Loleta Union Elementary,San Diego,KK-08,347,1051.579956,9.336099625,61.41939926,35,4905.221191,18.67099953,3.913894176,655.2000122,632.9000244
415,64931,Atwater Elementary,Kings,KK-06,2247,24.0,17.55319977,15.08860016,163,5371.172852,30.84000015,23.0615654,671.4000244,636.2000122
90,72272,Valle Lindo Elementary,El Dorado,KK-08,8735,21.0,4.472199917,77.52559662,1333,4542.10498,9.664999962,3.262233257,671.2000122,665.7999878
224,69120,Arcata Elementary,Sonoma,KK-08,516,35.95000076,12.12709999,33.91809845,30,4797.503418,13.27299976,13.62617588,633.0,668.0
164,63545,Brittan Elementary,Imperial,KK-08,2538,903.7600098,34.1894989,37.88399887,37,6455.136719,17.9008007,30.32045937,684.2000122,663.4000244
196,62323,Buena Park Elementary,Imperial,KK-08,12567,13.25,8.073800087,33.06230164,81,6026.359863,7.385000229,17.65935326,633.0,695.7000122
148,71019,Three Rivers Union Elementary,Placer,KK-08,7151,18.04999924,3.530499935,2.032799959,272,5085.40625,22.75799942,8.842000008,665.4000244,676.5999756
3,69690,Knights Ferry Elementary,Ventura,KK-08,5138,391.4200134,3.571399927,98.13079834,31,5784.625,9.781000137,0.0,663.0999756,670.7000122
93,72405,Palmdale Elementary,Orange,KK-08,762,22.0,7.46269989,40.1629982,269,4357.826172,35.81000137,0.5780346394,660.5,645.2000122
70,70961,Edison Elementary,Fresno,KK-08,6601,186.1999969,2.042200089,11.7517004,46,5367.988281,16.06399918,52.24312592,657.5999756,654.5999756
228,66613,Monroe Elementary,Orange,KK-08,7306,25.0,8.619000435,42.9640007,2232,5349.367676,18.36899948,8.648542404,656.2000122,643.0
124,63503,Maple Elementary,Sonoma,KK-06,2536,28.5,12.0383997,29.02099991,67,5284.164063,16.75780106,8.556149483,627.5,679.5
97,62331,Santa Barbara Elementary,Lake,KK-08,418,107.1949997,12.39900017,82.06749725,701,5374.050293,15.0298748,11.04651165,669.2000122,651.7999878
144,71498,Plainsburg Union Elementary,San Diego,KK-08,2326,6.0,5.54129982,25.60549927,44,4747.295898,13.39000034,2.421652317,668.0999756,636.7000122
322,65102,Standard Elementary,Tuolumne,KK-08,806,45.0,28.1753006,11.70129967,50,5993.392578,18.33799934,8.741721153,672.2999878,695.2999878
390,62638,Armona Union Elementary,Fresno,KK-08,777,304.730011,8.524600029,44.47660065,35,4593.196777,23.7329998,16.09561729,683.0999756,628.7000122
98,73726,Panama Buena Vista Union Elementary,Nevada,KK-08,8529,59.72999954,6.329100132,17.54389954,1762,5190.310059,13.7305994,5.141129017,636.5999756,691.7000122
353,65169,Columbia Union Elementary,Tulare,KK-08,139,8.699999809,15.31989956,84.92060089,10,5433.51416,41.73410797,4.278074741,680.0999756,663.4000244
69,69377,Mesa Union Elementary,Ventura,KK-08,3669,38.0,78.99420166,28.37660027,374,4741.957031,9.854000092,0.2358490527,656.7999878,643.5999756
24,65177,McCloud Union Elementary,Santa Barbara,KK-08,5205,26.0,11.89659977,47.15029907,50,5036.458984,8.977999687,28.69198227,611.7000122,630.0999756
38,71423,Whisman Elementary,Santa Barbara,KK-06,457,521.4699707,10.19769955,30.37319946,258,5081.455566,8.864999771,0.0,669.2000122,656.2000122
145,69542,Merced City Elementary,Los Angeles,KK-08,220,23.0,4.0,65.85369873,13,4826.666016,7.983181477,13.05732441,701.2999878,647.7999878
123,64667,Berryessa Union Elementary,Orange,KK-08,2231,13.98999977,18.54809952,23.3010006,52,5221.460938,8.279000282,34.70020676,644.9000244,675.5
230,65110,Gravenstein Union Elementary,Placer,KK-08,4458,44.59000015,17.97509956,81.11730194,14,4963.060059,18.1186657,15.48769474,660.5,668.2999878
203,68437,Oak Valley Union Elementary,Merced,KK-08,3182,140.1100006,8.695699692,59.13040161,34,4273.993164,9.708999634,1.363636374,682.9000244,633.0999756
183,65037,Oakley Union Elementary,San Joaquin,KK-08,594,7.659999847,24.6093998,100.0,171,4504.294922,10.63899994,36.48936081,688.5,640.7999878
68,71837,Alta Vista Elementary,Lassen,KK-08,4523,262.230011,10.25979996,21.37929916,32,5718.55127,11.28299999,13.51351261,671.2000122,650.0999756
343,66860,Bakersfield City Elementary,Monterey,KK-08,309,20.0,2.17840004,48.81209946,406,5351.522949,14.01000023,44.08506012,667.9000244,633.0
401,69880,Burrel Union Elementary,Los Angeles,KK-08,3469,208.4799957,13.54170036,36.78160095,95,4802.152832,15.41317654,49.82307053,629.4000244,636.0
246,69682,Buckeye Union Elementary,Imperial,KK-06,1600,35.72999954,6.005199909,23.4409008,55,7070.633301,13.56700039,9.46601963,638.5999756,668.4000244
251,68932,Richland-Lerdo Union Elementary,Los Angeles,KK-08,314,4.849999905,0.07999999821,12.5,540,6462.12793,11.97200012,37.49446106,645.5,657.2999878
336,68916,Southside Elementary,Los Angeles,KK-08,353,102.7799988,3.247999907,50.76340103,47,5805.636719,11.29100037,4.969165325,666.7000122,701.7000122
254,66761,Golden Feather Union Elementary,Santa Clara,KK-08,706,115.3000031,6.89659977,44.25970078,277,6516.533203,34.30099869,13.06739998,631.9000244,636.5999756
126,63719,Dixie Elementary,Los Angeles,KK-08,452,5.599999905,6.49119997,36.0007019,15,4907.392578,16.40699959,1.589595318,660.4000244,655.7999878
147,61887,Happy Valley Elementary,Los Angeles,KK-08,25151,47.0,1.421399951,56.52170181,273,5159.21875,9.972000122,1.479591846,693.5999756,634.2000122
325,72108,Mountain View Elementary,Siskiyou,KK-08,2106,215.0,2.593699932,55.10079956,742,5615.441895,11.80300045,3.965517044,668.0,670.0999756
87,61994,Sylvan Union Elementary,Kern,KK-08,1803,484.5,20.52370071,5.932199955,15,5358.326172,16.3560009,3.061224461,676.0999756,666.5999756
355,70722,West Fresno Elementary,Kern,KK-08,370,12.5,7.589300156,44.68090057,383,5252.810547,9.951999664,16.66666794,651.4000244,649.5
220,68551,Mark Twain Union Elementary,Siskiyou,KK-06,426,108.0,11.28979969,14.39999962,155,5329.782227,8.977999687,10.71428585,695.9000244,671.5
235,63560,Ocean View Elementary,Sonoma,KK-08,579,154.1699982,8.218299866,11.45829964,35,5387.458984,35.48099899,45.03795242,669.4000244,640.5
356,63842,Galt Joint Union Elementary,Los Angeles,KK-06,460,153.1999969,6.993000031,64.74739838,56,5741.462891,15.4090004,10.38552284,660.0999756,613.4000244
361,72355,Salida Union Elementary,Orange,KK-08,590,172.3399963,39.21839905,37.29109955,48,5100.202148,15.36499977,0.0,648.2000122,664.0999756
276,66415,Hollister School District,Lassen,KK-08,240,9.0,33.90800095,9.352499962,680,4965.290039,14.03425026,8.95663166,655.4000244,631.2000122
321,70623,Meadows Union Elementary,San Mateo,KK-08,280,96.0,8.672100067,71.43309784,0,5478.845703,15.75199986,0.502176106,625.4000244,641.7000122
184,65151,Grant Elementary,Contra Costa,KK-08,8787,10.10000038,18.93190002,27.1317997,19,5097.343262,12.17399979,0.0,655.2000122,663.5
275,67280,Rio Bravo-Greeley Union Elementary,Tulare,KK-08,953,85.0,2.352900028,52.25230026,45,5774.970215,10.97099972,47.36842346,641.7999878,645.0999756
328,69393,Cinnabar Elementary,Santa Barbara,KK-08,170,508.75,28.34250069,13.8696003,22,5208.226074,8.258000374,14.2857151,662.0,660.4000244
288,72173,Plaza Elementary,Santa Barbara,KK-08,16244,11.0,4.294499874,88.09519958,51,5556.041016,50.67699814,16.71460533,647.7999878,675.7000122
300,65219,Sebastopol Union Elementary,Nevada,KK-08,946,34.33000183,2.752300024,15.3302002,192,6168.229492,11.56920052,8.786610603,611.9000244,655.5999756
130,64188,Santa Rita Union Elementary,San Mateo,KK-08,532,14.19999981,55.03229904,37.19380188,315,5489.588867,17.70899963,2.269861221,631.9000244,664.0999756
39,64113,Saucelito Elementary,Humboldt,KK-08,717,15.35000038,14.15439987,30.76919937,412,5399.383301,7.40500021,32.98949051,658.2999878,644.2999878
12,67306,Eastside Union Elementary,Tulare,KK-08,500,28.92000008,12.82769966,24.72220039,22,5592.765137,11.72222519,13.46153927,648.0,664.0
287,63784,Sunnyvale Elementary,Trinity,KK-06,237,121.8600006,25.25799942,25.10370064,21,4881.899414,22.52899933,3.442623138,655.9000244,659.5
186,63578,Stanislaus Union Elementary,Kings,KK-06,332,108.75,1.375,0.1238999963,489,5644.286133,10.26399994,0.6666666865,669.4000244,639.9000244
256,69005,Lamont Elementary,Tulare,KK-08,419,18.71999931,13.53009987,22.16360092,220,4136.250977,10.64299965,0.9708737731,653.5,633.0999756
113,63024,Woodside Elementary,Humboldt,KK-08,146,26.61000061,14.49890041,19.23080063,53,4962.736816,13.71199989,0.0,682.4000244,667.4000244
180,72157,Black Butte Union Elementary,San Mateo,KK-08,3760,5.0,13.80090046,63.43280029,78,6604.063965,18.79683304,7.99606514,634.4000244,653.7000122
259,62794,Etiwanda Elementary,Santa Barbara,KK-08,13668,135.3500061,7.496600151,23.22579956,529,4830.326172,5.335000038,15.18723965,620.7999878,647.4000244
308,64592,Castaic Union Elementary,San Mateo,KK-08,5079,62.09999847,3.610100031,56.67509842,49,5161.202148,17.50799942,16.65221214,670.0999756,661.5
286,66456,Rosemead Elementary,Los Angeles,KK-06,649,8.0,19.1303997,40.3995018,78,7667.571777,9.630000114,8.66293335,644.0,626.7999878
396,67702,Cayucos Elementary,Shasta,KK-08,329,9.25,34.77270126,66.19490051,195,5182.428223,8.019000053,1.383285284,653.0999756,679.7999878
118,67504,Solana Beach Elementary,Humboldt,KK-08,1708,127.2200012,13.95349979,6.270899773,721,5838.171875,19.11700058,0.0,652.7000122,637.5999756
388,68023,Ballico-Cressey Elementary,Sonoma,KK-08,2102,34.84000015,2.192500114,84.43379974,129,7203.246582,19.82312584,30.63328552,639.2999878,667.9000244
399,75440,Sunnyside Union Elementary,Monterey,KK-08,285,11.5,52.21989822,0.0,834,6089.910645,11.83399963,24.26303864,659.7999878,619.9000244
405,63198,Bass Lake Joint Elementary,Santa Cruz,KK-08,14708,30.0,13.95349979,63.69049835,8,5318.240723,10.26399994,0.0,659.7999878,639.5
305,65367,Los Altos Elementary,Los Angeles,KK-06,1254,39.79999924,4.413599968,42.60089874,65,5338.185547,10.55666733,45.07486343,634.7000122,674.0
234,66233,College Elementary,Sonoma,KK-06,775,121.2399979,8.541999817,16.06509972,474,5011.840332,13.76200008,53.05544281,685.5999756,672.5
382,67918,Arena Union Elementary,San Diego,KK-06,948,288.6300049,16.40239906,35.82089996,141,4842.60791,11.82600021,0.0,650.0,657.7000122
262,71522,Kingsburg Joint Union Elementary,Ventura,KK-08,987,183.75,29.76390076,0.0,1099,4920.777344,19.3465004,34.65346527,629.5,682.5
165,71282,Dunsmuir Elementary,Santa Barbara,KK-08,3772,7.199999809,1.581200004,32.76549911,155,4023.531738,13.63000011,52.91479874,641.5999756,629.4000244
365,61952,Lassen View Union Elementary,Santa Cruz,KK-08,164,135.0,13.85179996,15.92920017,60,5131.119141,15.51900005,3.169135332,673.2999878,663.9000244
137,61507,Jacoby Creek Elementary,Placer,KK-08,379,278.8399963,12.90320015,91.54640198,145,5653.453613,15.29699993,0.0,672.7000122,645.0999756
198,72587,Hillsborough City Elementary,Merced,KK-08,5370,31.0,31.33049965,61.73820114,785,5228.650879,8.920332909,0.0,682.7999878,639.2999878
233,63404,Lawndale Elementary,Sutter,KK-08,12380,12.32999992,6.684500217,36.31439972,55,5302.62793,8.829999924,11.34983635,667.5,658.4000244
116,70078,Loma Prieta Joint Union Elemen,Monterey,KK-08,162,23.10000038,26.84140015,0.0,141,5450.103516,9.781000137,1.579352856,640.4000244,645.7999878
121,63123,Buttonwillow Union Elementary,Riverside,KK-08,175,540.0499878,0.0,31.5,1150,4402.831543,13.33500004,44.97186661,633.2000122,652.7999878
225,68486,Strathmore Union Elementary,Tulare,KK-08,516,11.60000038,1.342100024,51.66669846,0,6315.3125,9.080332756,10.43555164,673.0999756,660.9000244
341,69625,Fort Ross Elementary,Kern,KK-08,510,542.6500244,22.42989922,52.12020111,1790,4566.27002,13.22500038,0.0,670.5,674.7000122
284,62240,Piner-Olivet Union Elementary,Humboldt,KK-08,6880,29.95000076,11.92850018,30.08510017,8,6716.692871,31.05200005,27.66522789,652.5999756,642.5999756
128,72447,Newhall Elementary,El Dorado,KK-08,519,245.1799927,2.395900011,24.81480026,2889,6735.775391,8.17800045,10.12759113,651.2999878,637.7999878
419,64998,Raisin City Elementary,Stanislaus,KK-08,284,648.4099731,71.71309662,90.20069885,29,5580.146973,12.64000034,29.12074089,620.0999756,605.4000244
108,72017,Millbrae Elementary,Yuba,KK-08,2770,55.0,4.166699886,51.85189819,1719,5094.958984,23.66737556,16.66321182,704.0,668.5999756
315,70672,Jefferson Elementary,Kings,KK-08,1318,1429.0,10.8107996,51.5625,37,6056.49707,11.48294449,6.649565697,636.2000122,664.0
134,75002,Waugh Elementary,San Mateo,KK-08,1129,8.25,10.25259972,47.57120132,896,5923.45166,13.43700027,0.0,658.2999878,709.5
402,72090,Coarsegold Union Elementary,Humboldt,KK-08,5112,30.5,20.55050087,16.25,3324,5650.0,22.84140015,0.0,662.4000244,656.0
45,69757,Ocean View Elementary,Tulare,KK-08,19402,371.1000061,40.36700058,36.70209885,169,5368.50293,9.630000114,41.13329315,631.0999756,635.2000122
387,72363,Arvin Union Elementary,Shasta,KK-08,101,36.0,16.11650085,12.74510002,50,4845.680176,28.71699905,49.41314316,657.0,666.5999756
66,68635,Big Springs Union Elementary,San Diego,KK-08,868,82.90000153,16.58989906,13.06120014,283,4906.030273,16.3560009,40.49118423,697.9000244,628.2000122
86,75135,Two Rock Union Elementary,Santa Clara,KK-08,2325,141.0200043,25.0,54.76190186,107,4547.692383,12.4090004,22.93948174,680.4000244,643.5
243,63172,Twin Hills Union Elementary,Fresno,KK-08,6195,360.3500061,10.50660038,0.5367000103,96,5533.149414,10.26399994,18.43624496,662.0,663.2000122
187,63008,Lakeside Union Elementary,Nevada,KK-08,235,140.1199951,21.04330063,69.94249725,241,4877.086426,14.76000023,30.28339958,655.5,633.7000122
160,66910,Rosedale Union Elementary,Merced,KK-06,19294,7.079999924,2.426000118,2.445600033,786,4392.679688,13.19200039,17.97378349,657.7000122,657.5999756
13,71472,Dehesa Elementary,Tuolumne,KK-08,565,36.84999847,21.26250076,63.9054985,16,5112.390137,11.5539999,1.795332193,658.7000122,669.5
36,69369,Fruitvale Elementary,San Bernardino,KK-08,271,98.0,0.5102000237,0.0,789,4969.51123,16.47331238,1.242236018,667.4000244,627.0
29,69849,Di Giorgio Elementary,Sacramento,KK-08,7116,28.27000046,24.4151001,71.91210175,209,4825.722656,15.42800045,8.768656731,668.5,653.0999756
171,69724,West Side Union Elementary,Santa Barbara,KK-08,600,65.12000275,1.709400058,22.88310051,571,5100.975586,25.02961922,64.24632263,619.5,663.5999756
143,70409,Alisal Union Elementary,El Dorado,KK-06,300,32.86999893,19.68910027,75.50430298,1048,5139.164551,14.55799961,9.548611641,637.5,635.7999878
337,72553,Arcohe Union Elementary,San Joaquin,KK-08,1678,24.0,25.82979965,77.14839935,150,4757.025391,10.47200012,0.1436093748,621.2999878,665.7999878
319,71381,Corning Union Elementary,Marin,KK-08,196,8.5,7.037000179,35.75910187,92,5065.911133,22.52899933,22.70967865,655.0999756,638.2999878
222,65763,Oak Grove Elementary,Tulare,KK-08,2214,242.5,10.59319973,46.05039978,721,5729.904297,43.22999954,0.0,637.7999878,701.0999756
96,71811,Cascade Union Elementary,San Diego,KK-08,6272,297.0400085,29.93630028,19.37249947,34,5742.73291,15.96800041,0.854700923,645.7000122,656.2999878
52,65185,Alpine Union Elementary,Tulare,KK-08,285,339.1000061,0.7193999887,3.556900024,70,6567.149414,11.10299969,40.68181992,674.0,630.5
241,70680,Mill Valley Elementary,Tehama,KK-08,7710,239.3999939,3.084199905,21.78030014,50,4359.520996,10.52099991,0.0,642.5999756,647.5
317,68981,Goleta Union Elementary,Santa Cruz,KK-08,129,295.0499878,27.26140022,25.55960083,445,5267.831055,19.58963585,2.395209789,628.4000244,661.9000244
323,67975,Garvey Elementary,Monterey,KK-08,297,6.400000095,3.669699907,72.8628006,435,5210.724609,49.93899918,16.61744499,642.5,636.7000122
179,70797,Alvina Elementary,Madera,KK-06,4258,30.0,19.90410042,52.39640045,560,6485.166016,10.23966694,18.55837631,654.0999756,655.5
42,72512,Petaluma City Elementary,Marin,KK-08,895,22.39999962,11.20160007,82.13169861,624,6049.495117,11.93799973,2.238806009,623.5999756,629.5
408,72231,Westside Union Elementary,Kern,KK-08,823,10.0,22.22220039,47.12469864,47,5125.433105,13.38599968,0.8515815139,678.5,647.5999756
207,68361,Central Elementary,Humboldt,KK-08,81,13.39000034,35.5625,84.55390167,226,5064.615723,7.40500021,5.485232353,667.0999756,627.0999756
283,66050,Los Gatos Union Elementary,Sonoma,KK-06,1059,9.760000229,6.20690012,15.92990017,95,5700.402344,8.553999901,2.062706232,660.2999878,651.5
255,62539,San Pasqual Union Elementary,Tulare,KK-08,8416,71.5,18.91110039,49.42689896,116,4922.939941,14.46780014,4.727272511,662.7999878,689.2999878
350,63958,Santa Paula Elementary,Marin,KK-08,830,90.40000153,5.482699871,81.50650024,62,4709.054199,20.77000046,28.24791336,635.7000122,671.5999756
5,69815,Pioneer Union Elementary,Kern,KK-08,573,33.18000031,4.207099915,25.37820053,1268,6118.710449,22.05999947,38.78333664,651.7999878,681.0999756
257,63461,Washington Colony Elementary,Butte,KK-08,734,80.23999786,16.76300049,12.25809956,290,5627.527832,11.08100033,73.7202301,660.2000122,671.5
377,65193,Nuestro Elementary,Tulare,KK-08,139,8.399999619,25.36689949,70.80639648,216,4720.086426,15.59285736,13.75921345,693.5,666.7999878
101,70300,Palo Verde Union Elementary,Marin,KK-08,181,51.66999817,7.14289999,76.27120209,40,5811.689941,14.07600021,4.629629612,612.7999878,671.2999878
227,67231,Pleasant Valley Elementary,Humboldt,KK-08,140,103.3700027,19.15169907,74.85099792,254,4882.236816,17.62000084,0.0,649.7999878,648.9000244
406,70995,Alview-Dairyland Union Elementary,San Bernardino,KK-08,7661,125.0,34.59420013,12.94120026,1962,4929.393066,19.11700058,0.0,644.2000122,690.0999756
214,68155,Pleasant Valley Elementary,Humboldt,KK-08,1252,30.07999992,10.30949974,81.11650085,113,5201.515625,10.47200012,18.2857132,666.9000244,656.5
172,70839,San Mateo-Foster City Elementary,El Dorado,KK-08,5068,10.88000011,2.507400036,30.6779995,167,4954.019531,10.65600014,0.8936292529,659.7000122,646.5
99,63552,Bella Vista Elementary,Shasta,KK-08,146,50.0,2.607800007,0.0,223,5933.154297,35.34199905,5.92532444,674.5999756,649.5
293,61945,Brisbane Elementary,Kern,KK-06,235,25.5,3.371999979,0.0,25,5181.57959,18.32600021,9.887005806,665.9000244,658.4000244
216,66167,Sunol Glen Unified,Glenn,KK-08,945,146.3000031,16.2928009,14.8508997,85,4600.606445,10.09799957,28.86370468,619.0999756,643.7999878
62,68726,Rockford  Elementary,Sonoma,KK-06,104,138.0,7.508500099,58.03570175,302,5599.60791,17.82299995,22.69129372,637.7000122,671.7999878
48,69492,Live Oak Elementary,El Dorado,KK-08,108,138.3099976,9.389699936,3.917500019,268,5655.133301,18.63059998,2.444794893,614.9000244,657.5
33,69591,Santa Rosa Elementary,Orange,KK-08,2295,62.06000137,58.75220108,46.12210083,122,5960.464355,16.98662567,12.5,683.0,677.2999878
268,64048,Tipton Elementary,Orange,KK-08,4925,89.0,1.074100018,100.0,37,5016.692383,9.612000465,1.47991538,668.7000122,666.5999756
201,64485,Bellevue Union Elementary,Butte,KK-06,793,407.7000122,28.91570091,55.09389877,169,4862.790527,20.87574959,15.45893669,630.2000122,625.2999878
375,68627,Summerville Elementary,Humboldt,KK-08,1885,138.5,10.91139984,42.44680023,241,5490.654785,8.383999825,56.12552643,675.0,654.5999756
28,66746,Vallecitos Elementary,Humboldt,KK-08,374,277.6700134,11.12639999,66.90650177,25,5532.582031,8.423000336,12.80091667,651.5999756,659.7999878
410,66399,Cucamonga Elementary,Los Angeles,KK-08,3981,93.40000153,10.27779961,20.48189926,145,5482.677246,12.5815773,4.91228056,636.0999756,643.5999756
231,67553,Peninsula Union Elementary,Butte,KK-08,474,98.41999817,13.99110031,77.90969849,59,4704.043945,33.45500183,31.19815636,605.7000122,649.4000244
261,70870,Little Lake City Elementary,Kern,KK-08,3835,105.0,3.793100119,31.08279991,36,5388.17041,8.895999908,3.960396051,620.7000122,682.2000122
289,64501,Cottonwood Union Elementary,San Diego,KK-08,337,65.0,7.98759985,56.29940033,112,4614.251953,7.5,2.437223196,646.0999756,660.0999756
163,69971,Magnolia Union Elementary,Los Angeles,KK-08,878,61.59999847,0.1015999988,100.0,27,5028.561523,38.62857056,4.469892979,658.5,657.0
358,72611,Tulare City Elementary,San Bernardino,KK-08,6373,846.3800049,3.821099997,45.72340012,1338,7593.405762,8.126615524,0.0,648.7999878,630.2000122
139,70482,Cajon Valley Union Elementary,Tulare,KK-08,4142,306.75,13.04300022,40.16389847,1423,4944.092285,7.385000229,2.224824429,656.0999756,651.9000244
63,61523,Kernville Union Elementary,San Mateo,KK-08,354,175.3000031,27.16819954,0.1733999997,40,5724.441895,11.55300045,8.860759735,647.7999878,670.5
136,68965,Pleasant Grove Joint Union Elementary,Siskiyou,KK-08,15228,22.5,43.49760056,86.95649719,71,5157.784668,14.18400002,6.260787487,644.5,649.5999756
129,69021,Douglas City Elementary,Siskiyou,KK-08,184,22.0,36.94509888,59.0603981,72,6489.928711,23.80609894,0.4819277227,666.0999756,663.4000244
9,69278,San Carlos Elementary,Marin,KK-08,383,620.3800049,17.44260025,32.12440109,51,5144.549316,25.4873333,0.0,640.2000122,649.5999756
65,70730,Lake Elementary,Kern,KK-08,189,13.0,10.42940044,24.60350037,70,6107.106445,18.79899979,24.25728989,654.5999756,630.5
301,71084,Sonora Elementary,Los Angeles,KK-08,244,43.5,22.2826004,92.19529724,25,4776.336426,18.54422188,2.050405741,655.4000244,642.2000122
15,62042,Palermo Union Elementary,San Luis Obispo,KK-06,433,46.97000122,13.22719955,47.30540085,0,5225.719238,8.279000282,41.46341324,659.4000244,646.0
157,71829,Columbine Elementary,Santa Clara,KK-08,157,10.92000008,11.39599991,51.77090073,284,5324.228027,16.27199936,43.4949379,611.9000244,650.0
41,70847,Jamul-Dulzura Union Elementary,Orange,KK-06,5620,73.30000305,25.4144001,19.53000069,103,5158.791992,17.33200073,2.469135761,638.0,636.9000244
398,63974,Ophir Elementary,Santa Clara,KK-08,222,103.0,8.333299637,55.28549957,934,5621.456055,16.32099915,49.81398773,627.7999878,630.7000122
342,70045,Oak View Union Elementary,Sacramento,KK-08,1789,232.9700012,21.49860001,36.6371994,170,6196.694824,9.597999573,17.00364685,658.0,640.2000122
217,63792,Merced River Union Elementary,Kern,KK-08,474,139.4700012,3.125,21.08919907,39,5146.78418,9.630000114,4.814216614,630.4000244,676.2000122
280,71852,Wasco Union Elementary,Sonoma,KK-08,847,186.1000061,19.77890015,11.18179989,345,4733.746582,16.32299995,31.20415497,649.7000122,641.0999756
381,62703,Pleasant Valley Joint Union Elementary,Los Angeles,KK-08,1354,95.0,37.22689819,78.42700195,419,4565.746094,14.19699955,16.9911499,669.4000244,644.0999756
237,69765,Soledad Unified,Santa Clara,KK-08,5804,103.6800003,32.38100052,66.25509644,107,5329.002441,14.86699963,13.98692894,652.0999756,690.2999878
208,69450,Exeter Union Elementary,Placer,KK-08,2617,6.75,12.50640011,18.49410057,38,7614.379395,10.6024704,32.39436722,651.9000244,670.2000122
213,69195,Richmond Elementary,Sacramento,KK-06,5714,37.74000168,4.895100117,24.74710083,24,5486.382324,7.763999939,0.1164144352,619.9000244,632.5
296,66407,Richfield Elementary,Stanislaus,KK-08,4153,766.6500244,8.151499748,23.05480003,144,4789.309082,14.59766674,5.005624294,656.2999878,660.5999756
384,69252,Turlock Joint Elementary,Tulare,KK-08,239,136.8300018,26.43479919,15.51280022,36,5034.290039,18.72599983,2.773155928,637.7000122,665.2999878
252,72538,Fairfax Elementary,Los Angeles,KK-08,2458,5.0,12.31879997,32.48300171,85,5156.437012,17.43519974,12.34567928,693.2999878,656.4000244
411,75051,Kentfield Elementary,Fresno,KK-08,223,22.0,2.516700029,29.86429977,122,6870.346191,21.09575081,55.96221542,651.4000244,659.2999878
385,65862,Alta-Dutch Flat Union Elementary,Inyo,KK-08,133,41.15000153,15.57380009,15.6559,286,4543.305176,14.57800007,8.726226807,654.0999756,661.9000244
304,72298,Woodlake Union Elementary,Fresno,KK-08,3129,29.64999962,5.537499905,67.71299744,82,5205.941895,10.67599964,13.25301266,645.0,627.5999756
270,61879,Taft City Elementary,Kern,KK-06,1940,142.5500031,10.69120026,25.3071003,96,6306.487305,11.83399963,7.321537495,676.7999878,649.2000122
202,69732,Anaheim Elementary,San Diego,KK-08,1862,20.45000076,12.27910042,67.44470215,296,6087.608887,10.33300018,0.0,650.7999878,661.2999878
162,68056,Menlo Park City Elementary,Santa Clara,KK-08,9328,17.5,0.6452000141,27.35449982,48,5566.467773,14.09766674,1.369193196,680.0,650.5999756
44,71621,Ready Springs Union Elementary,Siskiyou,KK-08,21338,14.0,3.225800037,25.42959976,165,5331.920898,21.11050034,6.422018051,636.2999878,658.7999878
218,68973,Guadalupe Union Elementary,Humboldt,KK-08,2019,55.0,19.46310043,14.26599979,48,6538.417969,25.06299973,0.2685284615,679.7999878,660.4000244
191,70979,Oxnard Elementary,Santa Clara,KK-08,499,90.5,10.53429985,65.38279724,190,5433.339844,9.428894997,2.266288996,693.7999878,661.2999878
310,70425,Pollock Pines Elementary,Shasta,KK-08,198,11.11999989,3.729799986,15.20979977,100,4838.175293,14.18000031,58.08103561,672.7000122,642.2999878
260,63420,Adelanto Elementary,Santa Cruz,KK-06,3272,52.63999939,18.79999924,43.21649933,496,7542.038086,22.47299957,0.3264417946,695.0999756,639.4000244
106,66795,Kit Carson Union Elementary,Kings,KK-08,141,449.9200134,2.694099903,31.01889992,622,5211.485352,9.664999962,0.06333122402,680.5,624.4000244
54,64063,Alexander Valley Union Elementary,San Benito,KK-08,324,19.0,8.275899887,50.0,28,5105.179688,15.02700043,0.7518796921,644.2999878,694.9000244
2,66142,Campbell Union Elementary,Sonoma,KK-08,2528,11.14999962,16.5279007,41.05459976,65,5392.638672,14.07400036,16.17171478,638.4000244,627.7999878
50,64857,San Antonio Union Elementary,Orange,KK-08,4734,6.909999847,22.15780067,62.13019943,105,4138.305664,12.66989994,2.187120438,679.0,645.7999878
81,69161,Buena Vista Elementary,Sonoma,KK-08,2601,20.0,3.335000038,32.6086998,313,5036.211426,7.105000019,16.21052551,659.0999756,675.7000122
206,71787,Fort Jones Union Elementary,Marin,KK-08,220,114.5,26.62680054,47.70249939,24,5132.788574,12.74914265,0.21691975,662.0999756,680.7999878
