feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
1908,-4.112955444532531,female,42.0,15.0,yes,2,14,1,4
1916,-9.919153998279217,female,42.0,15.0,yes,4,14,5,4
1918,-5.417359640843922,male,27.0,7.0,yes,4,14,3,3
1920,6.30847780155117,male,27.0,7.0,yes,2,20,6,2
1930,-0.37845426233235324,female,42.0,15.0,yes,3,12,3,3
1940,5.23329318026757,male,27.0,4.0,yes,3,16,3,5
1947,5.593678585585622,female,27.0,7.0,yes,3,14,1,4
1949,15.222241884866818,female,22.0,1.5,no,2,14,4,5
1951,-2.0421486164895684,female,27.0,4.0,yes,4,14,1,4
1952,-15.090135922953815,female,22.0,4.0,no,4,14,5,5
1960,12.476114096148569,female,22.0,1.5,no,2,16,4,5
9001,-2.6795422723710547,male,47.0,15.0,no,4,14,5,4
9012,13.749201910402181,male,37.0,10.0,yes,2,18,6,2
9023,5.8261559394997295,male,37.0,15.0,yes,3,17,5,4
9029,0.2511590853286094,female,27.0,4.0,yes,2,16,1,4
6,4.691423894498783,male,27.0,1.5,no,3,18,4,4
12,22.812188888314196,female,27.0,4.0,yes,3,17,1,5
43,24.17710831193937,male,37.0,15.0,yes,5,18,6,2
53,2.4238687308599536,female,32.0,10.0,yes,3,17,5,2
67,2.648017605049529,male,22.0,0.125,no,4,16,5,5
79,13.333637683528053,female,22.0,1.5,yes,2,14,1,5
122,-7.4910234360706704,male,37.0,15.0,yes,4,14,5,2
126,4.521247527936591,female,22.0,1.5,no,2,14,3,4
133,1.391857469542844,male,37.0,15.0,yes,2,18,6,4
138,5.07342924151784,female,32.0,15.0,yes,4,12,3,2
154,-7.357831647028829,female,37.0,15.0,yes,4,14,4,2
159,-15.551583481603185,female,42.0,15.0,yes,3,17,1,4
174,-20.789611969918152,female,42.0,15.0,yes,5,9,4,1
176,-10.435264842838283,male,37.0,10.0,yes,2,20,6,2
181,-3.2978593454376846,female,32.0,15.0,yes,3,14,1,2
182,-2.2645815979850688,male,27.0,4.0,no,1,18,6,5
186,22.662861265100116,male,37.0,10.0,yes,2,18,7,3
189,12.896214759280747,female,27.0,4.0,no,3,17,5,5
204,-8.752595595389678,male,42.0,15.0,yes,4,16,5,5
215,5.439670007705613,female,47.0,15.0,yes,5,14,4,5
232,-2.7387821893915483,female,27.0,4.0,yes,3,18,5,4
233,-1.4091166622084303,female,27.0,7.0,yes,5,14,1,4
252,3.6801795291887935,male,27.0,1.5,yes,3,17,5,4
253,8.381089693624634,female,27.0,7.0,yes,4,14,6,2
274,-2.003924763056217,female,42.0,15.0,yes,4,16,5,4
275,13.199401379865133,female,27.0,10.0,yes,4,12,7,3
287,-11.461131989685379,male,27.0,1.5,no,2,18,5,2
288,0.9809672846968672,male,32.0,4.0,no,4,20,6,4
325,29.8190525706738,female,27.0,7.0,yes,3,14,1,3
328,4.089262056932142,female,32.0,10.0,yes,4,14,1,4
344,17.20161481315422,male,27.0,4.0,yes,2,18,7,2
353,1.9039428671909824,female,17.5,0.75,no,5,14,4,5
354,7.9650732543555325,female,32.0,10.0,yes,4,18,1,5
367,1.0568216521130083,female,32.0,7.0,yes,2,17,6,4
369,-0.17434952435689488,male,37.0,15.0,yes,2,20,6,4
390,-7.533760563522815,female,37.0,10.0,no,1,20,5,3
392,6.33460118191098,female,32.0,10.0,yes,2,16,5,5
423,-7.554694225558284,male,52.0,15.0,yes,2,20,6,4
432,8.884007487364936,female,42.0,15.0,yes,1,12,1,3
436,13.431664326888708,male,52.0,15.0,yes,2,20,6,3
483,5.643625162468794,male,37.0,15.0,yes,3,18,6,5
513,-2.1893526717525207,female,22.0,4.0,no,3,12,3,4
516,6.591013619749228,male,27.0,7.0,yes,1,18,6,2
518,-1.6725179334205644,male,27.0,4.0,yes,3,18,5,5
520,11.809165599217472,male,47.0,15.0,yes,4,17,6,5
526,-18.172013047313303,female,42.0,15.0,yes,4,12,1,1
528,-2.7241756081879944,male,27.0,4.0,no,3,14,3,4
553,-19.8992475648873,female,32.0,7.0,yes,4,18,4,5
576,-14.527561413131249,male,32.0,0.417,yes,3,12,3,4
611,16.450151798608786,male,47.0,15.0,yes,5,16,5,4
625,11.371823677279348,male,37.0,15.0,yes,2,20,5,4
635,-6.123797897954052,male,22.0,4.0,yes,2,17,6,4
646,-15.368017922376412,male,27.0,4.0,no,2,14,4,5
657,-30.449906141447475,female,52.0,15.0,yes,5,16,1,3
659,-4.976736813940496,male,27.0,4.0,no,3,14,3,3
666,27.898374923165356,female,27.0,10.0,yes,4,16,1,4
679,6.384259093756373,male,32.0,7.0,yes,3,14,7,4
729,-4.3911235916850435,male,32.0,7.0,yes,2,18,4,1
755,5.951633299843987,male,22.0,1.5,no,1,14,3,2
758,-15.241590618806423,male,22.0,4.0,yes,3,18,6,4
770,-1.5495389225388583,male,42.0,15.0,yes,4,20,6,4
786,2.7499760461259153,female,57.0,15.0,yes,1,18,5,4
797,0.7391538557995325,female,32.0,4.0,yes,3,18,5,2
811,10.240831925747095,male,27.0,4.0,yes,1,16,4,4
834,5.40647857820746,male,32.0,7.0,yes,4,16,1,4
858,8.91370508699424,male,57.0,15.0,yes,1,17,4,4
885,-5.786729300402231,female,42.0,15.0,yes,4,14,5,2
893,11.400325527149516,male,37.0,10.0,yes,1,18,5,3
927,19.322355217712186,male,42.0,15.0,yes,3,17,6,1
928,-8.839912008399924,female,52.0,15.0,yes,3,14,4,4
933,-7.946487422780286,female,27.0,7.0,yes,3,17,5,3
951,16.14591523331123,male,32.0,7.0,yes,2,12,4,2
968,-1.1610171870476083,male,22.0,4.0,no,4,14,2,5
972,16.883127238117854,male,27.0,7.0,yes,3,18,6,4
975,-3.122979834966589,female,37.0,15.0,yes,1,18,5,5
977,17.438164241372785,female,32.0,15.0,yes,3,17,1,3
981,2.3369884811767916,female,27.0,7.0,no,2,17,5,5
986,4.470118106092601,female,32.0,7.0,yes,3,17,5,3
1002,18.626514361140458,male,32.0,1.5,yes,2,14,2,4
1007,-2.2478523069898473,female,42.0,15.0,yes,4,14,1,2
1011,-8.52538685728906,male,32.0,10.0,yes,3,14,5,4
1035,-3.1883012936006265,male,37.0,4.0,yes,1,20,6,3
1050,6.573334191584077,female,27.0,4.0,yes,2,16,5,3
1056,-15.293608563687418,female,42.0,15.0,yes,3,14,4,3
1057,8.579376076501571,male,27.0,10.0,yes,5,20,6,5
1075,-4.165735772190584,male,37.0,10.0,yes,2,20,6,2
1080,14.1091578474128,female,27.0,7.0,yes,1,14,3,3
1125,-24.27079089555571,female,27.0,7.0,yes,4,12,1,2
1131,-6.850699822731632,male,32.0,10.0,yes,2,14,4,4
1138,-16.601545557599216,female,17.5,0.75,yes,2,12,1,3
1150,-7.280473701552601,female,32.0,15.0,yes,3,18,5,4
1163,3.5958517863045505,female,22.0,7.0,no,4,14,4,3
1169,-0.26990782338838004,male,32.0,7.0,yes,4,20,6,5
1198,-1.0733665432729245,male,27.0,4.0,yes,2,18,6,2
1204,-0.052746431915928316,female,22.0,1.5,yes,5,14,5,3
1218,3.116083482118253,female,32.0,15.0,no,3,17,5,1
1230,-9.255847188807017,female,42.0,15.0,yes,2,12,1,2
1236,9.331125812783675,male,42.0,15.0,yes,3,20,5,4
1247,8.092563610622078,male,32.0,10.0,no,2,18,4,2
1259,5.844151717335887,female,32.0,15.0,yes,3,9,1,1
1294,7.702382408533304,male,57.0,15.0,yes,5,20,4,5
1353,4.883914967046049,male,47.0,15.0,yes,4,20,6,4
1370,23.723024724777368,female,42.0,15.0,yes,2,17,6,3
1427,0.728388629462131,male,37.0,15.0,yes,3,17,6,3
1445,-1.6552913343945326,male,37.0,15.0,yes,5,17,5,2
1460,-6.4927161693048125,male,27.0,10.0,yes,2,20,6,4
1480,-9.512935848379943,male,37.0,15.0,yes,2,16,5,4
1505,-11.812316779592525,female,32.0,15.0,yes,1,14,5,2
1543,-7.958424375920544,male,32.0,10.0,yes,3,17,6,3
1548,0.9062393970715862,male,37.0,15.0,yes,4,18,5,1
1550,4.534518307034696,female,27.0,1.5,no,2,17,5,5
1561,2.226240158248703,female,47.0,15.0,yes,2,17,5,2
1564,-6.622824950978319,male,37.0,15.0,yes,2,17,5,4
1573,10.666184068935115,female,27.0,4.0,no,2,14,5,5
1575,9.683960858319438,female,27.0,10.0,yes,4,14,1,5
1599,-0.05776796922148164,female,22.0,4.0,yes,3,16,1,3
1622,-6.162358473896445,male,52.0,7.0,no,4,16,5,5
1629,7.614555444238937,female,27.0,4.0,yes,1,16,3,5
1664,3.7088711254418625,female,37.0,15.0,yes,2,17,6,4
1669,-14.778827451263654,female,27.0,4.0,no,1,17,3,1
1674,0.9354964693369117,female,17.5,0.75,yes,2,12,3,5
1682,4.5113685361578115,female,32.0,15.0,yes,5,18,5,4
1685,-8.836315706263155,female,22.0,4.0,no,1,16,3,5
1697,3.7291313047888046,male,32.0,4.0,yes,4,18,6,4
1716,-14.09156090370876,female,22.0,1.5,yes,3,18,5,2
1730,16.150268523052286,female,42.0,15.0,yes,2,17,5,4
1731,15.194190655085887,male,32.0,7.0,yes,4,16,4,4
1732,-1.8238578366915674,male,37.0,15.0,no,3,14,6,2
1743,5.610283735873232,male,42.0,15.0,yes,3,16,6,3
1751,-24.440492013624365,male,27.0,4.0,yes,1,18,5,4
1757,-10.857452347668207,male,37.0,15.0,yes,4,20,7,3
1763,-1.511133298335532,male,37.0,15.0,yes,3,20,6,4
1766,-10.70476129801176,male,22.0,1.5,no,2,12,3,3
1772,9.41289922672535,male,32.0,4.0,yes,3,20,6,2
1776,23.31369646235812,male,32.0,15.0,yes,5,20,6,5
1782,-11.077055020857241,female,52.0,15.0,yes,1,18,5,5
1784,-8.162010775227712,male,47.0,15.0,no,1,18,6,5
1791,4.22328166194981,female,32.0,15.0,yes,4,16,4,4
1831,19.129258868882555,female,32.0,15.0,yes,3,14,3,2
1840,-11.572880729453168,female,27.0,7.0,yes,4,16,1,2
1844,4.370511068852789,male,42.0,15.0,yes,3,18,6,2
1856,21.406682688130815,female,42.0,15.0,yes,2,14,3,2
1876,-16.225457947013915,male,27.0,7.0,yes,2,17,5,4
1929,-12.208866226305364,male,32.0,10.0,yes,4,14,4,3
1935,-2.9178744903692486,male,47.0,15.0,yes,3,16,4,2
1938,-3.9687158464162238,male,22.0,1.5,yes,1,12,2,5
1941,10.476992322350991,female,32.0,10.0,yes,2,18,5,4
1954,4.290584440556046,male,32.0,10.0,yes,2,17,6,5
1959,-17.56041673324058,male,22.0,7.0,yes,3,18,6,2
9010,7.256795833403875,female,32.0,15.0,yes,3,14,1,5
