rownames,minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,consumer_credit,help,height,education,uuid,married,female,school,year
148,no,37,male,more,-0.0666737,4.3,upper,yes,no,24,25,12,1,N,182.0,18,bca2bb1f-e075-4290-bb59-fdd14fd7f870,0.0,0.0,Peninsula Union Elementary,1987
149,no,37,female,more,-0.0666737,3.5,upper,yes,no,25,35,12,1,N,185.0,14,d6ab955d-3293-4ce7-9390-bc93ff535cbc,0.0,0.0,Ocean View Elementary,1988
150,no,42,male,more,0.2168924,3.8,upper,yes,yes,18,30,13,1,N,184.0,18,7426e023-5833-4949-b5c7-457d0e2a29d3,1.0,0.0,Reeds Creek Elementary,1989
151,no,42,male,more,0.2168924,3.9,upper,yes,yes,28,42,13,1,N,190.0,14,0e77b20c-c1e1-467c-a359-0a2942538fcb,0.0,0.0,Arcohe Union Elementary,1989
152,no,42,male,more,0.2168924,3.7,upper,yes,yes,25,57,13,4,N,188.0,14,93ae865d-c378-43e3-ac66-f429add5f358,0.0,1.0,New Jerusalem Elementary,1989
153,no,42,female,more,0.2168924,3.3,upper,yes,yes,40,57,13,1,N,187.0,16,9bd7345e-fc32-41f1-a8c6-ee371715652e,0.0,0.0,Dunsmuir Elementary,1991
154,no,42,female,more,0.2168924,4.0,upper,yes,yes,40,51,13,1,N,172.0,18,8cc63a40-be0d-4ffe-bf7f-45d515c40b6c,0.0,0.0,Stanislaus Union Elementary,1992
155,no,42,female,more,0.2168924,3.8,upper,yes,yes,18,30,13,1,N,183.0,14,7ddcdb33-a18f-47fd-8476-4e5b117b5f09,1.0,,Kingsburg Joint Union Elementary,1993
156,no,49,female,more,-0.2586962,4.2,upper,no,yes,31,37,14,2,N,186.0,12,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1.0,0.0,Buena Park Elementary,1995
157,no,49,female,more,-0.2586962,3.1,upper,no,yes,15,29,14,1,N,194.0,16,2969f3fa-0544-46ff-b5ad-5f14fa846a7f,0.0,1.0,Westminster Elementary,1995
158,no,49,female,more,-0.2586962,3.6,upper,no,yes,23,27,14,1,N,190.0,12,8daf6eaf-3757-49a1-9fb7-77fce259e6fc,0.0,1.0,Island Union Elementary,1996
159,no,37,male,more,0.5502878,3.3,upper,yes,yes,34,52,15,1,N,183.0,14,f3976e86-1195-43c9-a4d9-901ec02d365d,0.0,1.0,Tulare City Elementary,1996
160,no,37,female,more,0.5502878,2.9,upper,yes,yes,21,26,15,2,N,179.0,14,621bf4fc-6499-4c5d-af7b-25ab04eeb70e,1.0,0.0,Chula Vista Elementary,1997
161,no,37,male,more,0.5502878,3.1,upper,yes,yes,29,30,15,5,N,195.0,20,2f391d00-fce2-4b0b-9e09-e98753d78adb,0.0,0.0,Black Butte Union Elementary,1998
162,no,45,male,more,-0.0620358,4.0,lower,yes,yes,45,177,16,5,N,183.0,18,0e77b20c-c1e1-467c-a359-0a2942538fcb,1.0,0.0,McSwain Union Elementary,1998
163,no,45,female,more,-0.0620358,4.0,lower,yes,yes,90,199,16,1,N,175.0,16,5507df65-d963-43c6-9e0d-a8c375c02b6c,1.0,0.0,Franklin Elementary,1998
164,no,45,male,more,-0.0620358,4.2,upper,yes,yes,27,32,16,1,N,189.0,17,b502be75-8bea-4412-9b7d-813e7bba3685,1.0,1.0,Escondido Union Elementary,1999
165,no,45,female,more,-0.0620358,3.8,upper,yes,yes,35,37,16,1,N,187.0,17,11db0111-539a-45d2-8e6f-8e0a3bb6cf36,0.0,0.0,East Whittier City Elementary,1999
166,no,45,male,more,-0.0620358,4.3,lower,yes,yes,120,161,16,2,N,196.0,20,8ee203f2-ee28-4529-bce3-eac1a57be7f8,1.0,0.0,Rio Bravo-Greeley Union Elementary,1999
167,no,56,female,more,-0.9823852,4.6,upper,yes,no,39,44,17,3,N,173.0,18,fff115a4-7e00-4376-888b-03c5bdee5f3a,1.0,0.0,Marcum-Illinois Union Elementary,2002
168,no,56,female,more,-0.9823852,4.3,upper,yes,no,35,53,17,6,N,184.0,18,606ec9ab-33fe-4f7e-9330-c0c5d30928c1,1.0,0.0,Vallecitos Elementary,2003
169,no,56,female,more,-0.9823852,3.6,upper,yes,no,34,49,17,1,N,183.0,18,5b4774fe-d450-46f1-bbcc-c33bfa496261,1.0,1.0,Victor Elementary,2003
170,no,56,male,more,-0.9823852,4.2,upper,yes,no,27,32,17,1,N,172.0,20,c16c936c-e99b-447f-b617-9453bbff6d31,0.0,1.0,Savanna Elementary,2004
171,no,48,female,more,-0.054344,3.9,upper,yes,no,20,33,18,2,N,191.0,12,fecaf7b1-1db6-46d4-92ab-aa1864c179ac,1.0,0.0,West Side Union Elementary,2004
172,no,48,male,more,-0.054344,4.1,upper,yes,no,14,19,18,1,y,181.0,16,d0480270-621b-4343-80db-a5252e9d0a29,1.0,0.0,Enterprise Elementary,2004
173,no,48,female,more,-0.054344,4.0,lower,yes,no,65,111,18,1,N,170.0,17,71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,1.0,0.0,Red Bluff Union Elementary,2004
174,no,48,male,more,-0.054344,4.3,lower,yes,no,95,149,18,2,N,185.0,17,9e875d92-b04c-452d-870f-c6d62912ff13,0.0,0.0,Jamestown Elementary,2004
175,no,48,female,more,-0.054344,3.9,upper,yes,no,18,27,18,1,N,185.0,14,643a52f5-884d-44a3-8591-97c7af7f8357,1.0,0.0,Weed Union Elementary,2004
176,no,48,male,more,-0.054344,4.2,lower,yes,no,85,136,18,5,N,176.0,18,7169ffc5-813b-4e4f-8e7f-9c59e92ec66b,1.0,0.0,South Bay Union Elementary,2005
177,no,48,male,more,-0.054344,4.2,lower,yes,no,113,140,18,1,N,187.0,18,475f8bb1-e661-4dea-af87-86ca2a261e7f,0.0,1.0,Brentwood Union Elementary,2005
178,no,46,female,more,-0.0680143,4.9,lower,yes,yes,14,15,19,2,N,182.0,18,6fcb6412-d8d2-42f2-b80d-d820f1f57684,0.0,1.0,Summerville Elementary,2005
179,no,46,male,more,-0.0680143,4.0,upper,yes,yes,23,29,19,1,N,189.0,20,b60fd095-b0c5-4946-ab0a-4901ce69f617,1.0,0.0,Ophir Elementary,2005
180,no,46,female,more,-0.0680143,4.3,upper,yes,yes,23,25,19,3,N,176.0,12,9d234aec-32d0-48e3-8160-e228d2816978,0.0,0.0,Montgomery Elementary,2005
181,no,46,male,more,-0.0680143,4.9,upper,yes,yes,9,18,19,1,N,173.0,14,2e1d768a-de6d-4d56-ba2d-acc494ec8687,0.0,0.0,Santa Rosa Elementary,2005
182,no,46,female,more,-0.0680143,3.9,upper,yes,yes,30,45,19,1,N,188.0,16,f67e5c09-d2e4-47d1-9df5-bbf2a9c7765a,0.0,1.0,Salida Union Elementary,2007
183,no,46,female,more,-0.0680143,4.9,lower,yes,yes,15,15,19,4,N,185.0,14,0e77b20c-c1e1-467c-a359-0a2942538fcb,1.0,0.0,Shasta Union Elementary,2008
184,no,46,female,more,-0.0680143,3.9,upper,yes,yes,31,38,19,5,N,190.0,14,7a5fe584-0426-4d55-b8b9-782fdd635a86,1.0,0.0,Fortuna Union Elementary,2008
185,no,46,female,more,-0.0680143,4.0,lower,yes,yes,12,15,19,2,N,173.0,14,5d94e05b-6915-4406-9c52-0e12b11f5c0b,1.0,0.0,Rockford  Elementary,2008
186,no,57,male,more,0.0294137,3.5,upper,yes,no,10,23,20,1,N,189.0,16,63bc2403-a08b-4c51-8b2c-01e6cbfd54d3,1.0,0.0,Plaza Elementary,2011
187,no,57,female,more,0.0294137,3.9,upper,yes,no,15,19,20,3,N,185.0,16,c16c936c-e99b-447f-b617-9453bbff6d31,1.0,0.0,Monte Rio Union Elementary,2012
188,no,57,female,more,0.0294137,4.0,upper,yes,no,7,23,20,6,N,183.0,17,a8d07b3c-a7d4-49c9-b2b9-07c268f706fc,0.0,0.0,Janesville Union Elementary,2012
189,no,57,female,more,0.0294137,3.6,upper,yes,no,7,22,20,1,N,175.0,14,c47a9043-7826-4044-9b51-d59a6b6c53e3,1.0,0.0,Magnolia Union Elementary,1950
190,no,57,male,more,0.0294137,3.0,upper,yes,no,14,20,20,6,y,191.0,14,dfeed816-4de9-4be7-9ea0-775157c7bd76,1.0,0.0,Shaffer Union Elementary,1950
191,no,57,female,more,0.0294137,3.0,upper,yes,no,8,19,20,1,N,181.0,14,345600be-501f-47c7-b3fc-124fccea4b69,1.0,0.0,Fullerton Elementary,1952
192,no,57,female,more,0.0294137,3.6,upper,yes,no,17,23,20,1,N,175.0,14,e260bb95-bce4-410d-b0de-baf551b2b5a5,1.0,0.0,Cinnabar Elementary,1953
193,no,57,female,more,0.0294137,3.6,upper,yes,no,10,22,20,6,N,183.0,16,f9557d5c-0a28-4f14-b9bf-1a0308ed9546,1.0,1.0,Santa Barbara Elementary,1953
194,no,57,female,more,0.0294137,3.2,upper,yes,no,12,15,20,1,N,189.0,17,606ec9ab-33fe-4f7e-9330-c0c5d30928c1,1.0,0.0,Rohnerville Elementary,1954
195,no,52,male,more,0.2394859,3.9,upper,yes,no,27,31,21,1,N,185.0,20,b1829797-b60f-46cb-803a-c68dd04440b3,1.0,0.0,Pleasant Grove Joint Union Elementary,1954
196,no,52,male,more,0.2394859,3.5,upper,yes,no,20,21,21,1,y,171.0,20,984a4027-117c-4a02-894d-deab7ced44c4,0.0,1.0,Mountain Union Elementary,1954
197,no,52,female,more,0.2394859,3.5,upper,yes,no,31,36,21,6,y,177.0,14,087aef1b-10d8-4753-a39d-25591695d5fa,0.0,0.0,South Fork Union Elementary,1955
198,no,52,female,single,0.2394859,3.1,upper,yes,no,17,19,21,1,N,183.0,16,45e73d9d-cc89-4ee6-a6e2-ab4582ed166d,1.0,0.0,Jamul-Dulzura Union Elementary,1955
199,no,52,male,more,0.2394859,4.2,upper,yes,no,23,37,21,1,N,180.0,14,84e4310e-79bb-469f-a212-a280f0defc2f,0.0,0.0,Live Oak Elementary,1955
200,no,62,male,more,-0.7330914,3.6,lower,yes,yes,94,184,23,5,N,186.0,16,58489ac6-e6ac-479a-a4bd-f2c8e6575a10,0.0,0.0,Menifee Union Elementary,1956
201,no,62,female,more,-0.7330914,4.5,upper,yes,yes,46,50,23,3,N,180.0,16,30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1.0,0.0,Lakeside Union Elementary,1957
202,no,62,female,more,-0.7330914,3.7,lower,yes,yes,80,157,23,2,N,187.0,16,cc6bb97b-148a-434d-86be-1a4b7c05363f,1.0,0.0,Whisman Elementary,1958
203,no,62,female,more,-0.7330914,3.4,lower,yes,yes,61,164,23,1,N,179.0,14,4ba34db8-9baa-42a5-bed2-a6381f36d03e,1.0,0.0,McCabe Union Elementary,1959
204,no,64,female,more,-0.1111221,4.5,upper,yes,yes,51,68,24,1,N,176.0,14,336708c2-b201-4f59-803b-092eea309d6b,1.0,0.0,Lammersville Elementary,1959
205,no,64,male,more,-0.1111221,4.6,upper,yes,yes,22,47,24,2,N,168.0,16,d6ab955d-3293-4ce7-9390-bc93ff535cbc,1.0,0.0,Lassen View Union Elementary,1960
206,no,64,male,more,-0.1111221,4.8,upper,yes,yes,10,14,24,5,N,188.0,16,5d7f8090-1b2b-425d-acdf-31cf8ff2f527,1.0,0.0,Loleta Union Elementary,1960
207,no,64,female,more,-0.1111221,4.5,upper,yes,yes,11,15,24,1,N,178.0,14,a7961f82-b7d1-4a3c-a0e2-6f03d8424b4a,1.0,0.0,Junction Elementary,1961
208,no,64,female,more,-0.1111221,4.4,upper,yes,yes,15,24,24,2,N,168.0,14,9d234aec-32d0-48e3-8160-e228d2816978,0.0,1.0,Rosemead Elementary,1963
209,no,64,male,more,-0.1111221,4.1,upper,yes,yes,21,39,24,1,N,188.0,20,276e0af6-a9e3-4de0-8f77-6dbf7f9e3c15,0.0,1.0,Grass Valley Elementary,1964
210,no,34,female,more,1.775517,3.9,upper,yes,yes,33,40,25,1,N,188.0,14,44593a98-060d-47ea-9a57-97e0c70027d0,1.0,0.0,Buena Vista Elementary,1964
211,no,58,male,more,-0.3218485,4.3,upper,yes,yes,71,151,26,1,N,173.0,20,52655f97-f8e7-48eb-9269-d5ee71ad6db4,1.0,0.0,Kernville Union Elementary,1964
212,no,58,male,more,-0.3218485,3.5,lower,yes,yes,36,47,26,1,y,185.0,20,e726e53d-6183-4ec0-b300-896df7bca3c2,1.0,1.0,Galt Joint Union Elementary,1964
213,no,58,female,more,-0.3218485,4.0,upper,yes,yes,73,122,26,1,N,175.0,9,d02dae2a-18e0-4019-84a0-e1f2d1b6360f,0.0,0.0,Southside Elementary,1965
214,no,58,female,more,-0.3218485,4.0,lower,yes,yes,31,45,26,1,N,180.0,16,e726e53d-6183-4ec0-b300-896df7bca3c2,1.0,0.0,Lakeside Union Elementary,1966
215,yes,52,male,more,0.2116939,4.6,upper,no,yes,23,23,27,1,N,181.0,18,55ceb008-47a1-41ef-82f8-5527e474f4bb,1.0,0.0,Nuestro Elementary,1966
216,yes,52,female,more,0.2116939,4.6,upper,no,yes,12,16,27,2,N,187.0,18,11db0111-539a-45d2-8e6f-8e0a3bb6cf36,0.0,0.0,Alvina Elementary,1967
217,yes,52,female,more,0.2116939,3.7,upper,no,yes,15,18,27,1,N,192.0,16,a77a0634-aabe-420d-8348-0a7372b161d2,1.0,0.0,Oakley Union Elementary,1968
218,yes,52,male,more,0.2116939,3.5,upper,no,yes,11,16,27,1,N,176.0,14,373083c9-9167-4342-aeef-ada22adbfb20,1.0,0.0,Etna Union Elementary,1969
219,yes,52,female,more,0.2116939,3.6,upper,no,yes,12,15,27,1,y,183.0,17,92549cea-1034-4ed8-8c3f-b94bbdd55d0e,0.0,0.0,Jefferson Elementary,1970
220,yes,52,female,more,0.2116939,3.9,upper,no,yes,18,28,27,1,N,180.0,14,c7962751-a043-444e-807b-543a4b17b012,0.0,1.0,Berryessa Union Elementary,1971
221,no,73,female,more,-0.717645,4.2,upper,yes,yes,10,13,28,2,N,184.0,14,c82105bb-8520-4727-b430-daec6fdef0dc,1.0,0.0,Kit Carson Union Elementary,1971
222,no,73,male,more,-0.717645,3.2,upper,yes,yes,16,21,28,5,y,174.0,18,2f391d00-fce2-4b0b-9e09-e98753d78adb,0.0,1.0,Sylvan Union Elementary,1971
223,no,73,male,more,-0.717645,4.9,upper,yes,yes,13,17,28,5,N,183.0,16,fc06986a-ae94-4241-b930-3b90075bbcfb,1.0,0.0,Oak View Union Elementary,1972
224,no,70,male,more,-0.7326927,4.0,upper,yes,yes,5,48,29,4,N,191.0,16,c5f16c37-1a33-4562-9996-0f8262566ab2,0.0,0.0,Auburn Union Elementary,1974
225,no,70,female,more,-0.7326927,3.5,upper,yes,yes,34,64,29,2,N,194.0,16,b1829797-b60f-46cb-803a-c68dd04440b3,1.0,,North County Joint Union Elementary,1975
226,no,70,female,more,-0.7326927,3.4,upper,yes,yes,24,69,29,3,N,170.0,16,95165b45-dc58-4a62-bb78-afd606f1e34a,0.0,1.0,Pioneer Union Elementary,1976
227,no,63,male,more,-0.0102077,4.2,upper,yes,no,11,14,31,5,N,182.0,20,b1a27fa0-3a9b-4b77-9c22-2f7ffd839812,0.0,1.0,Central Elementary,1977
228,no,63,female,more,-0.0102077,3.5,upper,yes,no,10,15,31,1,N,191.0,17,123cbcaa-5ea4-4b59-85fb-394a9549a516,1.0,0.0,Pacheco Union Elementary,1979
229,no,63,male,more,-0.0102077,4.4,upper,yes,no,14,18,31,5,N,172.0,20,2ee3c271-be10-41d8-b778-9c5d7d5b6e52,1.0,0.0,Chicago Park Elementary,1979
230,no,63,male,more,-0.0102077,3.7,upper,yes,no,12,16,31,1,N,190.0,14,6e1bdd21-d51f-4497-a684-654edc44a6c9,0.0,0.0,Brisbane Elementary,1979
231,no,63,female,more,-0.0102077,3.4,upper,yes,no,8,10,31,1,N,175.0,18,786e8403-6cca-47f4-810f-b94ae3880816,1.0,0.0,Central Union Elementary,1980
232,no,63,female,more,-0.0102077,3.0,upper,yes,no,23,47,31,2,N,180.0,14,347a69b8-232d-4315-8829-4c6a7374bf6b,1.0,0.0,Happy Valley Union Elementary,1983
233,no,47,female,more,-0.923957,3.9,upper,yes,yes,10,14,32,1,N,168.0,16,f21d665c-a1a5-47e4-a82b-fd8cf0b24f43,1.0,0.0,Mark Twain Union Elementary,1984
234,no,47,female,more,-0.923957,2.8,upper,yes,yes,10,12,32,1,N,193.0,18,7426e023-5833-4949-b5c7-457d0e2a29d3,1.0,0.0,San Rafael City Elementary,1985
235,no,39,female,more,0.5766805,3.7,lower,yes,yes,154,316,33,2,N,186.0,12,5b87a566-30eb-4ee6-abdd-aa5677afd103,1.0,1.0,Cajon Valley Union Elementary,1985
236,no,39,female,more,0.5766805,4.6,upper,yes,yes,12,15,33,1,N,171.0,14,4be26ab5-1d7e-44bf-bd62-0a66c914394a,1.0,0.0,Campbell Union Elementary,1985
237,no,39,female,more,0.5766805,4.2,upper,yes,yes,14,15,33,1,N,177.0,20,4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1.0,0.0,Browns Elementary,1985
238,no,39,male,more,0.5766805,4.4,upper,yes,yes,27,29,33,1,N,189.0,14,433026dd-691b-4cc9-84a9-07dbfdd8a56b,0.0,0.0,Clear Creek Elementary,1985
239,yes,47,female,more,-0.0836015,3.8,upper,yes,yes,8,8,34,1,N,187.0,17,e5afeeab-aaf4-4200-a67a-5ea0b861dee3,1.0,0.0,Trinidad Union Elementary,1985
240,yes,47,female,single,-0.0836015,4.1,lower,yes,yes,16,16,34,1,N,181.0,17,fa246754-e497-43c2-b08f-7b8daea1b410,1.0,0.0,Guerneville Elementary,1986
241,yes,47,female,more,-0.0836015,3.7,lower,yes,yes,24,26,34,1,N,188.0,17,b0d76a60-3231-40e1-8fbe-d4d020b33e22,1.0,0.0,San Bruno Park Elementary,1986
242,yes,47,male,more,-0.0836015,4.1,upper,yes,yes,7,10,34,6,N,178.0,16,70d89d2f-00f4-4b1d-808e-ed50b71c3e5f,1.0,0.0,Antelope Elementary,1987
243,yes,47,male,more,-0.0836015,3.0,lower,yes,yes,25,26,34,2,N,182.0,20,6965965e-87b6-46cf-97e0-3b7960e277c1,1.0,0.0,Centralia Elementary,1988
244,yes,47,male,more,-0.0836015,3.2,lower,yes,yes,24,26,34,1,N,183.0,14,e8229c81-5d49-4981-abd0-3f3478f9567f,0.0,0.0,Etiwanda Elementary,1989
245,yes,47,female,more,-0.0836015,2.8,lower,yes,yes,24,26,34,1,N,180.0,14,ee53e6ab-48ea-4636-8141-e636a103cbb5,1.0,0.0,Wiseburn Elementary,1989
246,yes,47,male,single,-0.0836015,4.7,lower,yes,yes,20,21,34,2,N,174.0,14,94001a0c-b948-4223-a92a-eebe14c48d2f,0.0,0.0,Scotia Union Elementary,1989
247,yes,47,male,more,-0.0836015,4.2,lower,yes,yes,12,12,34,4,N,188.0,17,6965965e-87b6-46cf-97e0-3b7960e277c1,1.0,1.0,Mountain View Elementary,1991
248,yes,47,female,more,-0.0836015,3.2,lower,yes,yes,25,27,34,1,N,178.0,14,4eab4ba9-b923-43e9-94b2-b50f8ae543ad,1.0,0.0,Pleasant Valley Joint Union Elementary,1992
249,yes,47,female,more,-0.0836015,3.1,lower,yes,yes,26,27,34,2,N,174.0,18,204f52c9-ca1f-4474-a4c9-ec189e17161e,0.0,0.0,Oak Grove Elementary,1993
250,yes,47,female,more,-0.0836015,4.0,lower,yes,yes,24,25,34,1,N,175.0,16,15a5a588-84f1-47b6-8ff7-3b5dd3065df8,1.0,0.0,Pollock Pines Elementary,1995
251,no,54,male,more,-1.079558,4.2,upper,yes,yes,10,15,35,1,N,175.0,20,5013da82-22c7-47fd-a245-d7131d2fab50,1.0,0.0,Castaic Union Elementary,1995
252,no,54,female,more,-1.079558,4.3,upper,yes,yes,16,17,35,1,N,178.0,14,fc081f63-4e8c-43e7-ba36-428995498f3e,0.0,0.0,Bishop Union Elementary,1996
253,yes,44,female,more,1.040902,3.3,upper,yes,yes,35,48,36,2,N,183.0,18,347a69b8-232d-4315-8829-4c6a7374bf6b,0.0,0.0,Buellton Union Elementary,1996
254,yes,44,male,more,1.040902,4.1,upper,yes,yes,21,21,36,2,N,182.0,16,025562fd-3b78-416d-b71d-1bab3f5fe6b6,1.0,0.0,Chawanakee Jt. Elementary,1997
255,yes,44,male,more,1.040902,3.7,upper,yes,yes,35,39,36,1,N,188.0,20,dd12faee-44a2-40b4-b2aa-276cd7e690dd,0.0,1.0,Yreka Union Elementary,1998
256,yes,47,female,more,-1.052108,3.3,upper,yes,yes,9,14,37,3,y,183.0,17,790f5896-c569-4e73-b88b-b931b27dc799,1.0,0.0,Alexander Valley Union Elementary,1998
257,yes,47,female,more,-1.052108,3.8,upper,yes,yes,21,26,37,1,N,186.0,16,3979e883-9ca7-4771-a299-0d6a366f1a60,1.0,0.0,Twin Ridges Elementary,1998
258,yes,47,female,more,-1.052108,3.4,upper,yes,yes,13,16,37,1,N,185.0,17,fc8fca36-1e38-4e4c-9112-621a6a9471e9,0.0,0.0,Sundale Union Elementary,1999
259,yes,47,female,more,-1.052108,4.2,upper,yes,yes,13,16,37,3,N,183.0,16,52655f97-f8e7-48eb-9269-d5ee71ad6db4,1.0,0.0,Three Rivers Union Elementary,1999
260,yes,47,male,more,-1.052108,3.8,upper,yes,yes,12,13,37,2,N,186.0,20,16d05f08-7a7f-4b5e-ac3f-b7a64a5ec349,1.0,0.0,Columbia Union Elementary,1999
261,yes,47,female,more,-1.052108,3.5,upper,yes,yes,14,14,37,6,N,185.0,9,0662696f-dad0-4850-8d7a-6a843036c294,1.0,1.0,Westside Union Elementary,2002
262,yes,47,female,more,-1.052108,3.3,upper,yes,yes,15,17,37,1,N,175.0,18,1566f86d-93ed-408b-a7b8-90d409419736,1.0,0.0,Ballico-Cressey Elementary,2003
263,no,62,male,more,-0.7277681,4.3,upper,yes,yes,13,15,38,1,N,190.0,18,cc6bb97b-148a-434d-86be-1a4b7c05363f,0.0,0.0,Millbrae Elementary,2003
264,no,62,male,more,-0.7277681,4.1,upper,yes,yes,7,10,38,2,N,187.0,17,2de720d4-ef3b-4064-9437-2886a4fb5d23,0.0,0.0,Evergreen Elementary,2004
265,no,60,female,more,-0.3953965,4.5,upper,yes,yes,12,16,39,5,N,171.0,16,cc5900ac-23f3-4768-99c4-faf9c29e9382,1.0,1.0,Harmony Union Elementary,2004
266,no,60,female,more,-0.3953965,4.5,upper,yes,yes,11,14,39,2,N,174.0,17,f651fa11-f278-4210-a9d1-b266fc9ea9b1,1.0,0.0,Panama Buena Vista Union Elementary,2004
267,no,60,male,more,-0.3953965,4.6,upper,yes,yes,8,12,39,1,N,175.0,18,4658ea30-8a5e-4e6b-8d67-2fce1d6f7ef1,1.0,0.0,Laguna Salada Union Elementary,2004
268,no,60,male,more,-0.3953965,4.4,upper,yes,yes,24,39,39,2,N,171.0,16,c82105bb-8520-4727-b430-daec6fdef0dc,1.0,0.0,Sonora Elementary,2004
269,no,60,female,more,-0.3953965,4.1,upper,yes,yes,15,35,39,2,N,180.0,17,c0112282-2a3d-4efe-af95-387d581e0a98,1.0,0.0,Roseville City Elementary,2004
270,no,60,female,more,-0.3953965,4.5,upper,yes,yes,31,45,39,5,N,185.0,14,b4649c6a-01ed-4f21-be3f-a0f29b97fc1b,1.0,0.0,Gratton Elementary,2005
271,no,60,female,more,-0.3953965,4.3,lower,yes,yes,36,45,39,2,N,180.0,14,adec7fbd-3153-4612-846d-2a4183f03202,0.0,1.0,Susanville Elementary,2005
272,no,42,female,more,-0.2377786,4.4,upper,yes,yes,14,14,41,1,N,170.0,14,9294f017-a752-4e3f-9266-06922b940943,1.0,1.0,Bella Vista Elementary,2005
273,no,42,female,more,-0.2377786,4.9,upper,yes,yes,13,14,41,1,N,173.0,17,c0112282-2a3d-4efe-af95-387d581e0a98,0.0,0.0,Columbine Elementary,2005
274,no,42,male,more,-0.2377786,4.7,upper,yes,yes,12,12,41,1,y,184.0,16,24c1cc74-742c-4c92-860a-7a2fa7659727,1.0,0.0,Hughes-Elizabeth Lakes Union Elementary,2005
275,no,42,female,more,-0.2377786,4.6,upper,yes,yes,13,15,41,2,N,195.0,12,ff3d06e6-c5ec-4c24-87dd-0dfc42864aa2,1.0,0.0,Mountain View Elementary,2005
276,no,35,male,more,0.274908,4.8,lower,yes,yes,21,23,42,1,N,191.0,16,ac03d866-ecd8-41e4-9938-c4b098048187,1.0,0.0,Sulphur Springs Union Elementary,2007
277,no,35,female,more,0.274908,4.2,upper,yes,yes,49,57,42,1,N,170.0,17,24c1cc74-742c-4c92-860a-7a2fa7659727,1.0,0.0,Forestville Union Elementary,2008
278,no,35,female,more,0.274908,4.6,lower,yes,yes,44,50,42,2,N,188.0,18,e260bb95-bce4-410d-b0de-baf551b2b5a5,0.0,0.0,Rosedale Union Elementary,2008
279,no,39,male,more,1.970023,4.7,upper,yes,no,18,23,43,5,N,170.0,16,5940aa1c-da60-4873-b97f-e4d89f2d1a85,1.0,0.0,Columbia Elementary,2008
280,no,39,male,more,1.970023,4.6,upper,yes,no,20,23,43,1,y,183.0,18,cea04555-57d4-4edf-9198-e8aa302bc070,0.0,0.0,Colfax Elementary,2011
281,no,39,female,more,1.970023,3.6,lower,yes,no,27,28,43,1,y,172.0,16,d02dae2a-18e0-4019-84a0-e1f2d1b6360f,1.0,0.0,Mt. Shasta Union Elementary,2012
282,no,49,male,more,1.05095,3.9,upper,yes,yes,27,42,44,1,N,190.0,18,28836691-af28-443e-9b0f-aa6a75dd4f43,1.0,0.0,Piner-Olivet Union Elementary,2012
283,no,49,female,more,1.05095,4.0,upper,yes,yes,49,57,44,6,N,190.0,20,638f2a54-a63f-43cb-bb8d-57d901598260,1.0,0.0,Bass Lake Joint Elementary,1950
284,no,61,male,more,0.2418185,4.4,upper,yes,yes,31,38,45,1,N,185.0,14,b8fe046e-0564-4ca6-909e-6177a1343917,1.0,0.0,Cutten Elementary,1950
285,no,61,female,more,0.2418185,4.5,lower,yes,yes,19,22,45,2,N,180.0,14,01793098-f0e2-4ef8-a0eb-706a0584332d,1.0,0.0,Placerville Union Elementary,1952
286,no,61,female,more,0.2418185,4.4,upper,yes,yes,27,43,45,1,N,180.0,14,1ab057fb-ac2e-4650-88bc-ede767006043,1.0,0.0,Wright Elementary,1953
287,no,33,male,more,1.349395,3.0,upper,yes,yes,12,13,46,1,N,167.0,16,a28afe06-386d-4288-994d-28b51c745e3b,1.0,0.0,Evergreen Union Elementary,1953
288,no,33,female,more,1.349395,3.7,upper,yes,yes,13,15,46,1,N,184.0,14,8dbae56a-69d6-470e-837f-17b3df9f2ca8,0.0,0.0,Old Adobe Union Elementary,1954
289,no,56,female,more,-0.2577254,3.6,upper,yes,yes,16,20,48,1,N,181.0,16,84e4310e-79bb-469f-a212-a280f0defc2f,0.0,0.0,Wilmar Union Elementary,1954
290,no,56,male,more,-0.2577254,3.1,upper,yes,yes,17,23,48,2,N,185.0,20,24a6f167-5017-43b5-9dfd-891537602f94,1.0,0.0,Ackerman Elementary,1954
291,no,50,female,single,-0.6562689,3.8,lower,yes,no,24,32,49,1,N,190.0,14,6fd65cf5-962a-4227-b24b-b2ef6f590a96,1.0,0.0,Santa Cruz City Elementary,1955
292,no,50,female,single,-0.6562689,4.7,lower,yes,no,14,21,49,1,N,182.0,14,b1203ed6-31a9-42e9-b3a1-61384a0d18a2,0.0,0.0,Arcata Elementary,1955
293,no,50,male,more,-0.6562689,3.8,upper,yes,no,23,24,49,1,N,184.0,14,2a29612d-37ba-41fa-b45f-004677aa5908,0.0,0.0,Alta Loma Elementary,1955
294,no,50,female,more,-0.6562689,3.8,upper,yes,no,19,21,49,1,N,175.0,17,cc6bb97b-148a-434d-86be-1a4b7c05363f,1.0,0.0,Foresthill Union Elementary,1956
