y,gender,age,majority_first,culture,ndam,eval,language,female,category,dist_focal,name,sockets
2,male,45.0,0,4,24000.0,4.8,English,0.0,1,404,Isaac,6
1,female,19.0,1,4,75000.0,4.9,English,0.0,2,186,Sandy,4
3,female,,1,4,1590.0,4.8,,0.0,3,528,Easy,12
1,female,21.0,0,4,5350.0,4.8,English,0.0,3,469,King,8
3,female,,0,4,150.0,5.0,,0.0,1,264,Able,12
3,female,,0,4,58.0,4.5,,0.0,1,324,Barbara,9
3,female,52.0,0,4,15.0,3.8,English,1.0,1,205,Florence,12
2,male,17.0,1,4,19321.0,3.8,Chinese,0.0,3,174,Carol,8
2,male,72.0,1,4,3230.0,3.8,English,1.0,3,258,Edna,6
3,male,17.0,0,4,24260.0,4.0,English,0.0,4,72,Hazel,12
2,female,19.0,1,4,2030.0,4.2,English,0.0,3,497,Connie,8
3,female,40.0,0,4,14730.0,4.5,English,1.0,1,239,Diane,6
2,female,27.0,1,4,6200.0,4.5,English,1.0,3,290,Ione,8
1,female,45.0,0,4,1540.0,4.6,English,0.0,2,584,Flossy,13
3,female,21.0,1,4,,4.7,English,0.0,4,262,Audrey,12
3,female,34.0,0,4,540.0,4.1,Spanish,1.0,3,303,Helene,8
3,female,34.0,1,4,430.0,3.6,English,0.0,1,343,Debra,12
1,male,25.0,1,4,510.0,4.0,English,0.0,3,591,Gracie,12
2,female,47.0,1,4,53270.0,3.4,English,0.0,4,579,Donna,8
1,male,30.0,0,4,35.0,2.8,English,1.0,1,242,Ethel,8
1,female,31.0,0,4,15850.0,4.1,English,0.0,4,335,Carla,12
3,male,19.0,1,4,300.0,3.5,English,1.0,1,308,Cindy,9
2,female,27.0,1,4,6450.0,3.4,English,0.0,2,390,Cleo,4
2,female,31.0,1,5,16260.0,4.1,English,0.0,2,88,Dora,12
3,female,19.0,0,5,2770.0,4.2,English,1.0,3,373,Hilda,8
2,male,50.0,1,5,800.0,4.3,English,0.0,2,328,Isbell,9
1,male,64.0,0,5,20000.0,4.1,English,0.0,3,259,Betsy,4
2,female,14.0,0,5,730.0,3.4,Finnish,0.0,2,259,Alma,6
3,male,24.0,1,5,99.0,3.5,English,0.0,1,388,Inez,4
2,male,23.0,1,5,5060.0,3.6,Chinese,1.0,3,252,Beulah,12
3,male,24.0,0,5,800.0,3.7,Russian,0.0,2,578,Gladys,11
2,male,25.0,0,5,23040.0,3.0,English,1.0,5,535,Camille,4
2,male,20.0,1,5,6870.0,4.6,English,1.0,3,538,Celia,9
2,male,20.0,0,5,300.0,4.0,English,0.0,2,749,Edith,6
1,female,59.0,0,5,500.0,4.8,English,0.0,1,403,Fern,6
1,female,30.0,0,5,200.0,4.6,English,0.0,1,241,Ginger,9
3,female,26.0,1,5,20430.0,3.4,English,0.0,1,256,Agnes,12
2,male,25.0,1,5,1180.0,4.4,English,0.0,3,441,Carmen,8
1,male,17.0,0,5,6190.0,3.6,English,0.0,3,185,Eloise,12
3,male,34.0,1,5,570.0,3.8,English,,1,411,Belle,12
3,female,24.0,0,5,66.0,3.7,English,0.0,1,426,Babe,6
3,female,32.0,0,5,70.0,4.7,English,1.0,1,256,Bob,12
3,female,23.0,1,5,2700.0,4.5,English,0.0,2,411,David,12
3,male,32.0,1,5,12770.0,5.0,English,0.0,3,299,Frederic,8
1,female,21.0,0,5,2130.0,3.8,English,1.0,3,461,Allen,12
3,female,24.0,1,5,10400.0,4.1,English,0.0,3,410,Alicia,12
2,male,25.0,0,5,410.0,4.3,Portuguese,0.0,2,228,Diana,12
2,female,40.0,1,5,130.0,4.4,English,0.0,1,257,Bob,4
2,female,26.0,1,5,160.0,4.7,English,0.0,1,516,Danny,12
2,female,21.0,0,5,4180.0,3.9,English,1.0,3,511,Elena,8
2,male,24.0,1,5,3020.0,4.8,English,0.0,3,500,Gloria,12
3,male,42.0,0,5,4730.0,4.3,English,0.0,1,616,Juan,11
2,male,19.0,1,5,1310.0,4.6,Chinese,0.0,2,229,Kate,12
1,female,57.0,0,5,6.0,3.8,French,0.0,1,181,Bonnie,8
2,female,59.0,1,5,58.0,5.0,English,1.0,1,185,Charley,12
2,male,42.0,0,5,1.0,4.9,English,0.0,1,207,Floyd,12
3,female,38.0,1,5,4.0,4.6,English,0.0,1,126,Florence,8
3,female,52.0,0,5,290.0,4.6,English,0.0,1,501,Chantal,12
2,male,19.0,1,5,20020.0,5.0,English,1.0,4,404,Hugo,12
3,female,23.0,0,5,230.0,4.6,Danish,0.0,1,186,Jerry,12
2,female,21.0,0,5,3620.0,4.9,English,1.0,2,528,Bob,11
1,female,22.0,0,5,66730.0,4.0,Dutch,0.0,5,469,Andrew,6
1,female,31.0,1,5,96.0,3.9,English,0.0,3,264,Emily,12
3,female,33.0,0,5,1650.0,4.1,English,0.0,2,324,Erin,8
2,male,27.0,0,5,7550.0,2.9,English,0.0,3,205,Opal,12
3,male,28.0,1,5,700.0,2.8,English,,2,174,Bertha,12
2,female,20.0,0,5,8260.0,2.8,English,1.0,3,258,Fran,8
2,male,22.0,1,5,200.0,4.0,English,0.0,1,72,Danny,2
1,female,33.0,1,5,1650.0,3.3,German,0.0,2,497,Bonnie,12
3,female,19.0,1,5,160.0,3.0,English,0.0,1,239,Earl,8
3,female,21.0,1,5,3870.0,3.6,Dutch,0.0,2,290,Georges,12
1,female,22.0,1,5,94.0,3.8,English,1.0,3,584,Bret,6
2,female,30.0,1,5,8130.0,3.9,English,0.0,2,262,Floyd,12
2,male,58.0,0,5,1430.0,4.7,English,0.0,1,303,Irene,8
1,male,31.0,1,5,1260.0,4.7,English,1.0,1,343,Lili,7
2,male,,0,5,250.0,3.9,,1.0,1,591,Claudette,8
2,female,26.0,1,5,4980.0,4.4,English,0.0,2,579,Isabel,6
3,male,22.0,0,5,5.0,3.6,Dutch,0.0,1,242,Alex,12
2,female,29.0,1,5,20510.0,4.2,English,0.0,4,335,Charley,12
2,male,18.0,0,5,12620.0,3.4,Portuguese,0.0,2,308,Frances,8
1,female,,0,5,170.0,4.0,,1.0,1,390,Gaston,12
2,male,19.0,0,5,18590.0,4.2,English,0.0,3,88,Ivan,12
3,female,52.0,1,5,10210.0,4.4,English,1.0,3,373,Jeanne,12
3,male,13.0,0,5,350.0,4.5,English,0.0,1,328,Cindy,8
1,female,34.0,1,5,2650.0,3.2,English,0.0,3,259,Dennis,8
3,male,19.0,1,5,,4.3,English,0.0,3,259,Katrina,8
3,female,48.0,0,5,91.0,3.3,English,0.0,1,388,Ophelia,6
2,female,35.0,1,5,10690.0,3.2,English,0.0,3,252,Rita,8
2,female,27.0,0,5,25960.0,4.1,English,1.0,3,578,Wilma,12
3,female,28.0,0,5,51.0,4.3,English,0.0,1,535,Humberto,12
3,male,14.0,1,7,1110.0,4.5,English,0.0,1,538,Dolly,12
3,female,12.0,0,7,4360.0,3.7,English,0.0,2,749,Gustav,12
3,male,24.0,0,7,20370.0,4.3,English,1.0,2,403,Ike,5
2,male,20.0,1,7,7110.0,4.4,English,0.0,1,241,Irene,12
2,female,21.0,1,7,24000.0,4.2,English,1.0,1,256,Isaac,8
3,male,28.0,0,7,75000.0,4.0,English,1.0,2,441,Sandy,6
3,female,49.0,0,7,1590.0,3.4,English,1.0,3,185,Easy,12
2,female,22.0,1,7,5350.0,4.5,Korean,0.0,3,411,King,12
2,female,24.0,1,7,150.0,3.9,English,0.0,1,426,Able,8
3,male,51.0,0,7,58.0,3.1,Italian,0.0,1,256,Barbara,12
2,female,26.0,0,7,15.0,4.0,English,0.0,1,411,Florence,12
2,female,29.0,1,7,19321.0,3.8,English,0.0,3,299,Carol,12
2,female,28.0,1,7,3230.0,3.4,English,0.0,3,461,Edna,6
2,male,28.0,1,7,24260.0,2.9,English,0.0,4,410,Hazel,12
3,male,45.0,0,7,2030.0,4.5,English,0.0,3,228,Connie,8
1,female,52.0,0,7,14730.0,4.0,English,0.0,1,257,Diane,4
2,female,23.0,1,7,6200.0,3.8,Finnish,1.0,3,516,Ione,8
3,male,36.0,1,7,1540.0,4.3,French,0.0,2,511,Flossy,8
2,female,,0,7,,3.4,,0.0,4,500,Audrey,8
3,female,54.0,0,7,540.0,3.4,English,0.0,3,616,Helene,4
3,female,32.0,1,7,430.0,3.3,,0.0,1,229,Debra,13
1,male,21.0,0,7,510.0,4.3,Chinese,0.0,3,181,Gracie,6
1,female,36.0,1,7,53270.0,4.4,French,0.0,4,185,Donna,8
2,female,22.0,0,7,35.0,4.6,English,0.0,1,207,Ethel,8
2,male,46.0,1,8,15850.0,4.2,English,0.0,4,126,Carla,6
1,female,18.0,0,8,300.0,4.0,Chinese,0.0,1,501,Cindy,12
2,male,,0,8,6450.0,3.3,,0.0,2,404,Cleo,12
3,male,23.0,0,8,16260.0,4.4,German,0.0,2,186,Dora,12
3,female,24.0,0,8,2770.0,2.3,English,0.0,3,528,Hilda,12
3,male,48.0,1,8,800.0,3.5,English,0.0,2,469,Isbell,12
2,male,27.0,0,8,20000.0,4.7,Romanian,0.0,3,264,Betsy,4
2,male,16.0,0,8,730.0,3.9,English,0.0,2,324,Alma,8
2,female,23.0,0,8,99.0,4.0,German,0.0,1,205,Inez,12
3,male,32.0,0,8,5060.0,4.3,English,0.0,3,174,Beulah,12
3,female,35.0,0,8,800.0,3.8,English,0.0,2,258,Gladys,12
2,male,11.0,1,8,23040.0,3.8,English,0.0,5,72,Camille,12
2,male,50.0,1,8,6870.0,4.0,English,0.0,3,497,Celia,12
1,male,51.0,0,8,300.0,4.6,,0.0,2,239,Edith,8
3,male,16.0,1,8,500.0,3.5,English,0.0,1,290,Fern,6
3,male,25.0,0,8,200.0,4.7,English,1.0,1,584,Ginger,4
2,female,13.0,1,8,20430.0,4.2,English,1.0,1,262,Agnes,8
2,male,21.0,1,8,1180.0,3.4,English,1.0,3,303,Carmen,12
3,female,27.0,1,8,6190.0,3.9,English,1.0,3,343,Eloise,12
3,male,16.0,0,8,570.0,4.5,English,0.0,1,591,Belle,4
2,male,25.0,0,8,66.0,4.7,English,1.0,1,579,Babe,12
3,male,,1,8,70.0,3.5,,0.0,1,242,Bob,12
3,male,45.0,1,8,2700.0,3.7,English,0.0,2,335,David,12
2,male,60.0,0,8,12770.0,4.0,Spanish,1.0,3,308,Frederic,8
1,female,70.0,1,8,2130.0,4.1,English,0.0,3,390,Allen,12
2,female,11.0,1,8,10400.0,4.4,English,0.0,3,88,Alicia,4
1,male,48.0,0,8,410.0,4.2,English,1.0,2,373,Diana,12
3,male,25.0,0,8,130.0,4.5,English,0.0,1,328,Bob,12
3,male,54.0,0,8,160.0,3.8,English,1.0,1,259,Danny,12
1,female,41.0,1,8,4180.0,3.1,English,0.0,3,259,Elena,12
3,male,27.0,0,8,3020.0,3.7,English,0.0,3,388,Gloria,6
2,male,28.0,0,8,4730.0,3.9,English,0.0,1,252,Juan,8
3,female,15.0,0,8,1310.0,4.0,English,0.0,2,578,Kate,4
1,female,22.0,0,8,6.0,3.3,English,0.0,1,535,Bonnie,8
2,male,50.0,0,8,58.0,3.1,English,0.0,1,538,Charley,8
2,male,33.0,1,8,1.0,4.0,English,1.0,1,749,Floyd,12
3,male,20.0,0,8,4.0,4.3,English,1.0,1,403,Florence,12
3,female,21.0,0,8,290.0,3.7,English,0.0,1,241,Chantal,6
1,female,40.0,0,8,20020.0,3.4,English,0.0,4,256,Hugo,4
3,female,50.0,1,8,230.0,4.3,English,0.0,1,441,Jerry,12
2,female,21.0,0,3,3620.0,3.7,German,1.0,2,185,Bob,13
3,male,25.0,1,3,66730.0,4.2,English,1.0,5,411,Andrew,12
1,female,12.0,0,3,96.0,2.2,English,0.0,3,426,Emily,6
1,male,24.0,1,3,1650.0,3.0,English,0.0,2,256,Erin,12
3,male,35.0,0,3,7550.0,4.3,English,0.0,3,411,Opal,12
2,female,45.0,1,3,700.0,4.6,English,0.0,2,299,Bertha,12
1,female,24.0,0,3,8260.0,3.5,English,0.0,3,461,Fran,8
1,male,19.0,1,3,200.0,4.6,English,0.0,1,410,Danny,12
2,male,18.0,1,3,1650.0,3.7,English,0.0,2,228,Bonnie,8
1,female,24.0,0,3,160.0,3.8,English,0.0,1,257,Earl,12
2,female,46.0,1,3,3870.0,3.6,English,1.0,2,516,Georges,12
2,male,16.0,1,3,94.0,4.4,English,0.0,3,511,Bret,12
2,female,,0,3,8130.0,4.1,,0.0,2,500,Floyd,4
2,female,12.0,1,3,1430.0,4.3,Vietnamese,0.0,1,616,Irene,12
2,female,,1,3,1260.0,4.0,,0.0,1,229,Lili,12
2,male,,0,3,250.0,4.8,Spanish,0.0,1,181,Claudette,12
3,male,18.0,1,3,4980.0,3.5,Swedish,1.0,2,185,Isabel,8
1,female,25.0,0,3,5.0,3.6,English,0.0,1,207,Alex,8
2,female,27.0,1,3,20510.0,3.8,English,0.0,4,126,Charley,12
2,female,24.0,0,3,12620.0,4.7,English,1.0,2,501,Frances,11
1,male,,0,3,170.0,4.9,,0.0,1,404,Gaston,12
2,male,30.0,1,3,18590.0,4.3,English,0.0,3,186,Ivan,8
2,female,51.0,0,3,10210.0,3.3,,0.0,3,528,Jeanne,8
1,male,24.0,0,3,350.0,3.4,English,0.0,1,469,Cindy,4
2,male,32.0,1,3,2650.0,3.6,English,0.0,3,264,Dennis,12
1,female,,0,3,,4.0,,0.0,3,324,Katrina,12
2,male,46.0,0,3,91.0,3.9,English,0.0,1,205,Ophelia,8
2,male,22.0,1,3,10690.0,4.3,Dutch,0.0,3,174,Rita,11
3,male,21.0,0,3,25960.0,3.3,Other,0.0,3,258,Wilma,8
2,male,20.0,1,3,51.0,3.7,Chinese,0.0,1,72,Humberto,6
1,female,52.0,0,3,1110.0,3.6,English,0.0,1,497,Dolly,9
3,male,41.0,1,3,4360.0,4.4,English,0.0,2,239,Gustav,7
2,male,37.0,1,3,20370.0,4.0,English,0.0,2,290,Ike,8
3,female,16.0,0,3,7110.0,2.1,German,0.0,1,584,Irene,12
2,female,26.0,1,3,24000.0,3.2,English,0.0,1,262,Isaac,6
2,male,21.0,1,3,75000.0,3.5,English,0.0,2,303,Sandy,8
3,female,20.0,0,3,1590.0,4.1,English,1.0,3,343,Easy,12
2,female,50.0,1,3,5350.0,4.6,English,0.0,3,591,King,12
2,female,21.0,0,3,150.0,3.8,Russian,0.0,1,579,Able,6
2,male,47.0,1,3,58.0,3.8,Romanian,0.0,1,242,Barbara,12
1,female,33.0,0,3,15.0,3.8,Standard_Hindi,0.0,1,335,Florence,8
1,female,49.0,1,3,19321.0,4.2,English,0.0,3,308,Carol,12
1,female,57.0,0,3,3230.0,3.9,French,0.0,3,390,Edna,8
1,female,30.0,0,3,24260.0,4.5,English,0.0,4,88,Hazel,12
2,female,14.0,1,3,2030.0,4.5,English,0.0,3,373,Connie,10
3,female,21.0,0,3,14730.0,4.4,English,0.0,1,328,Diane,6
2,male,,0,3,6200.0,4.4,,0.0,3,259,Ione,8
2,female,19.0,1,3,1540.0,4.4,English,0.0,2,259,Flossy,6
3,female,19.0,0,3,,4.5,English,0.0,4,388,Audrey,8
1,male,33.0,0,3,540.0,4.3,English,1.0,3,252,Helene,8
2,male,19.0,0,3,430.0,4.6,English,0.0,1,578,Debra,12
2,male,13.0,0,3,510.0,4.8,English,0.0,3,535,Gracie,8
2,male,,0,3,53270.0,4.3,,1.0,4,538,Donna,5
3,male,26.0,1,3,35.0,4.0,Dutch,,1,749,Ethel,12
2,male,55.0,1,3,15850.0,4.0,English,0.0,4,403,Carla,8
2,male,42.0,1,3,300.0,3.9,English,1.0,1,241,Cindy,6
1,male,22.0,1,3,6450.0,3.3,English,0.0,2,256,Cleo,11
3,male,57.0,0,3,16260.0,4.5,English,1.0,2,441,Dora,11
3,female,33.0,0,3,2770.0,4.5,German,0.0,3,185,Hilda,8
1,male,20.0,0,3,800.0,4.5,English,0.0,2,411,Isbell,12
3,female,33.0,0,3,20000.0,2.5,English,1.0,3,426,Betsy,8
1,female,22.0,1,3,730.0,4.3,English,0.0,2,256,Alma,8
2,female,,1,3,99.0,4.5,,0.0,1,411,Inez,8
1,male,19.0,1,3,5060.0,4.7,English,1.0,3,299,Beulah,12
2,female,21.0,1,3,800.0,3.5,Swedish,0.0,2,461,Gladys,8
3,male,17.0,1,3,23040.0,4.5,,0.0,5,410,Camille,12
2,male,26.0,1,3,6870.0,3.8,Dutch,0.0,3,228,Celia,12
1,male,17.0,1,3,300.0,4.5,English,0.0,2,257,Edith,6
3,male,27.0,0,3,500.0,4.3,English,1.0,1,516,Fern,12
3,female,20.0,0,3,200.0,3.9,English,0.0,1,511,Ginger,8
3,male,34.0,0,3,20430.0,4.3,Spanish,0.0,1,500,Agnes,6
3,male,24.0,0,3,1180.0,4.2,English,0.0,3,616,Carmen,12
1,female,21.0,0,3,6190.0,5.0,Dutch,0.0,3,229,Eloise,6
1,male,58.0,0,3,570.0,5.0,English,1.0,1,181,Belle,12
3,female,38.0,0,3,66.0,4.6,Spanish,0.0,1,185,Babe,9
3,female,22.0,0,3,70.0,5.0,English,0.0,1,207,Bob,8
1,male,47.0,1,3,2700.0,4.7,Romanian,0.0,2,126,David,12
3,male,24.0,1,3,12770.0,5.0,English,1.0,3,501,Frederic,11
2,female,21.0,1,3,2130.0,2.7,Swedish,1.0,3,404,Allen,4
2,female,31.0,1,3,10400.0,4.0,Norwegian,0.0,3,186,Alicia,12
3,male,58.0,0,3,410.0,4.4,English,1.0,2,528,Diana,7
3,female,37.0,0,3,130.0,4.4,English,1.0,1,469,Bob,8
2,male,,0,3,160.0,4.3,,0.0,1,264,Danny,6
2,male,16.0,0,3,4180.0,3.5,English,0.0,3,324,Elena,12
2,male,48.0,1,3,3020.0,3.8,English,0.0,3,205,Gloria,12
2,male,41.0,1,3,4730.0,3.9,English,0.0,1,174,Juan,4
1,female,37.0,1,3,1310.0,3.7,English,1.0,2,258,Kate,12
1,female,37.0,1,3,6.0,3.3,Standard_Hindi,0.0,1,72,Bonnie,12
1,female,24.0,0,3,58.0,4.0,English,0.0,1,497,Charley,4
3,female,27.0,0,3,1.0,3.8,English,0.0,1,239,Floyd,8
2,female,26.0,0,3,4.0,4.2,English,0.0,1,290,Florence,12
1,female,21.0,0,3,290.0,3.1,English,0.0,1,584,Chantal,8
2,female,20.0,1,3,20020.0,3.6,,0.0,4,262,Hugo,12
1,female,21.0,1,3,230.0,3.3,English,0.0,1,303,Jerry,6
1,female,28.0,1,3,3620.0,2.9,English,0.0,2,343,Bob,12
2,female,50.0,1,3,66730.0,3.1,English,0.0,5,591,Andrew,4
1,female,43.0,0,3,96.0,4.0,English,0.0,3,579,Emily,8
2,male,29.0,0,3,1650.0,4.0,Other,0.0,2,242,Erin,12
2,female,38.0,1,3,7550.0,4.2,English,0.0,3,335,Opal,9
2,female,18.0,1,3,700.0,3.8,English,0.0,2,308,Bertha,8
2,male,23.0,1,3,8260.0,4.3,Romanian,0.0,3,390,Fran,4
