rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,m_focal,num_words,income,county,nExp,leagueCountry,n_focal,dyad,help
877,0,female,12,4.0,yes,2,16,1,5,2,120,11.56920052,Los Angeles,5212.0,Germany,13,7,N
1364,2,female,5,15.0,no,4,12,5,5,4,145,16.34700012,Kern,3011.0,Germany,13,6,N
981,0,female,5,7.0,no,2,20,3,4,4,120,13.27299976,Imperial,1897.0,Spain,5,5,N
1180,0,male,12,7.0,yes,1,17,5,4,2,145,22.52899933,Humboldt,321.0,England,5,1,N
489,0,male,5,15.0,yes,3,18,4,4,3,166,12.89999962,Santa Clara,7974.0,Spain,5,4,N
856,0,male,7,15.0,yes,2,18,6,5,2,120,19.58963585,Siskiyou,44.0,Germany,5,3,N
1418,0,female,5,7.0,yes,2,12,6,5,3,120,11.5539999,Orange,1365.0,England,5,5,N
1413,0,female,9,15.0,no,4,17,1,5,2,324,15.36499977,Sonoma,1897.0,Germany,5,6,N
1336,0,male,7,0.417,no,5,14,1,4,3,120,14.57800007,Tuolumne,7974.0,France,6,3,N
29,0,male,5,15.0,yes,5,18,4,5,3,145,13.52233315,San Diego,1897.0,England,10,5,N
228,0,female,7,15.0,yes,4,20,1,4,3,383,16.66900063,Madera,3351.0,England,6,1,N
1749,0,female,7,7.0,no,2,14,1,5,2,145,14.19699955,Santa Barbara,5621.0,England,5,4,N
1731,0,male,9,15.0,yes,3,20,5,4,3,145,9.597999573,Fresno,46916.0,France,10,4,N
189,0,male,5,4.0,yes,4,20,6,4,4,145,9.824000359,Nevada,960.0,England,13,4,N
108,7,female,5,4.0,no,2,12,6,3,3,120,22.69000053,Los Angeles,1897.0,England,5,1,N
245,0,female,8,15.0,yes,2,14,1,4,3,324,18.33799934,Marin,46916.0,Germany,10,5,N
1751,0,female,7,15.0,yes,2,18,5,5,2,145,14.06200027,Ventura,3011.0,England,10,3,N
392,2,male,8,15.0,yes,2,14,5,5,2,324,8.383999825,Ventura,550.0,England,10,6,N
16,0,female,8,0.125,no,2,18,5,4,2,324,10.41499996,Sonoma,6121.0,Spain,10,4,N
390,0,male,10,7.0,yes,2,17,5,2,2,383,13.63000011,Orange,7974.0,Spain,6,1,N
1918,1,male,5,10.0,no,4,18,2,5,2,106,11.78499985,El Dorado,7974.0,Germany,5,6,N
1555,0,male,7,15.0,yes,4,16,1,5,2,166,18.63059998,Tuolumne,136.0,France,13,3,N
1899,0,female,5,7.0,yes,4,14,5,4,3,120,7.5,Ventura,3011.0,England,10,6,N
1314,0,female,5,7.0,yes,2,18,5,3,3,383,11.08100033,San Diego,7974.0,Germany,10,4,N
1031,0,female,10,4.0,yes,4,16,6,4,4,120,9.080332756,Yuba,46916.0,England,13,8,N
147,0,female,11,1.5,yes,2,18,6,4,2,145,16.29299927,Kings,5212.0,Germany,13,5,N
1861,0,female,7,4.0,yes,3,14,4,2,2,324,7.105000019,Los Angeles,1938.0,England,13,4,y
1156,7,male,13,10.0,no,2,17,1,4,4,324,7.983181477,Butte,1897.0,England,10,8,N
262,0,male,6,15.0,no,4,16,6,5,2,145,13.76200008,Shasta,1897.0,France,5,1,y
1039,7,female,11,10.0,yes,4,18,5,5,2,324,10.26799965,San Mateo,1895.0,France,13,1,N
187,0,female,5,4.0,no,2,14,4,3,2,106,12.43133259,Orange,46916.0,Germany,5,1,N
752,0,male,8,15.0,no,3,18,1,4,2,106,11.10299969,Lassen,1897.0,France,10,6,N
1072,1,female,5,15.0,yes,4,12,6,5,4,383,23.80609894,Ventura,3351.0,England,5,6,N
1716,0,male,8,7.0,yes,1,12,1,4,4,383,13.7305994,Orange,598.0,Germany,5,5,N
830,0,male,7,15.0,yes,1,14,5,4,2,324,19.02599907,Merced,46916.0,England,5,5,N
811,0,male,7,15.0,yes,2,14,5,4,3,106,9.630000114,Placer,1897.0,Germany,5,5,N
1534,0,male,12,1.5,no,5,20,5,5,4,383,14.59766674,Sacramento,7974.0,Spain,6,4,N
905,3,female,4,4.0,yes,2,20,5,3,2,383,15.40407085,Tulare,550.0,France,10,5,N
646,0,female,10,0.125,yes,4,16,3,5,4,145,10.03499985,San Diego,1897.0,Germany,13,8,N
1743,0,male,10,15.0,no,2,14,5,5,3,166,25.23971558,Fresno,46916.0,Spain,5,5,N
770,0,male,9,4.0,yes,4,18,5,5,3,145,11.11600018,Tulare,7974.0,Germany,5,2,N
361,0,female,8,4.0,yes,2,14,5,4,2,383,7.385000229,Santa Clara,2884.0,Germany,13,3,y
1368,7,male,5,0.417,yes,3,18,6,5,4,106,14.90600014,Glenn,7974.0,Germany,10,8,y
798,0,female,5,10.0,yes,2,18,4,4,2,324,20.46999931,San Joaquin,7974.0,Germany,13,7,y
1584,0,female,8,4.0,no,3,17,5,3,2,120,11.78499985,San Bernardino,1897.0,Germany,10,1,N
776,7,female,10,15.0,yes,4,14,5,1,2,145,41.73410797,Kern,3011.0,Spain,13,4,N
904,0,female,8,0.125,no,2,17,3,4,2,324,12.34300041,Siskiyou,7974.0,Spain,5,1,N
739,0,female,5,0.417,yes,5,14,6,3,2,106,12.99699974,Kings,46916.0,England,10,1,N
625,0,male,7,15.0,yes,5,17,6,5,3,166,14.46780014,Santa Clara,6121.0,England,10,7,N
1456,0,male,9,7.0,no,3,20,5,5,2,383,10.67599964,Sonoma,692.0,Germany,5,5,N
369,0,female,13,1.5,no,4,16,6,4,2,324,7.331999779,Santa Clara,550.0,England,5,5,N
1420,0,female,10,0.125,yes,5,18,3,5,3,166,14.06599998,Sonoma,234.0,Germany,10,7,N
517,0,female,5,7.0,no,3,18,6,4,3,120,18.02955437,Kern,598.0,Germany,10,5,N
1695,0,female,11,1.5,yes,1,14,1,4,3,383,13.57900047,Santa Clara,46916.0,France,5,4,N
382,0,male,10,7.0,yes,2,17,7,4,4,120,14.03425026,Los Angeles,46916.0,Spain,6,4,N
1854,0,male,13,4.0,no,4,20,6,5,2,120,9.972000122,Monterey,294.0,Germany,13,6,N
1732,0,male,12,15.0,yes,2,14,5,3,3,166,10.63899994,Riverside,1365.0,England,5,7,N
602,0,female,5,0.75,yes,3,17,6,5,2,120,10.63899994,Shasta,2306.0,England,5,3,N
1723,0,male,6,1.5,no,3,18,6,5,3,145,15.38099957,Merced,46916.0,England,5,1,N
1806,0,male,7,1.5,yes,2,14,1,1,2,120,13.19200039,Santa Barbara,7974.0,England,5,4,N
344,0,female,11,15.0,yes,4,12,5,4,3,120,22.52899933,Kern,46916.0,Germany,5,7,N
931,12,female,7,4.0,no,5,14,6,3,3,324,9.630000114,Kern,7974.0,England,13,5,N
1423,0,female,9,7.0,yes,2,14,4,5,3,106,7.385000229,Kern,46916.0,Spain,10,1,N
1496,0,male,7,15.0,no,3,16,1,5,2,166,34.15950012,Nevada,1897.0,Spain,10,4,y
1446,0,female,5,15.0,no,4,20,4,5,2,166,8.258000374,Orange,13.0,France,5,3,N
1775,0,male,8,4.0,yes,4,16,1,4,3,383,10.47200012,Sonoma,3011.0,Spain,13,5,N
47,0,male,10,15.0,yes,2,18,3,1,2,383,10.26399994,Tulare,7974.0,Spain,13,4,N
1617,0,female,8,0.75,no,4,14,5,4,4,324,8.17800045,Los Angeles,16969.0,England,5,4,N
184,0,female,12,0.75,no,3,17,1,5,4,106,17.70899963,Humboldt,1895.0,Germany,6,4,N
701,0,female,9,7.0,no,3,17,4,5,3,120,11.97200012,Monterey,1897.0,Germany,10,4,N
1124,1,female,5,10.0,yes,1,17,6,4,2,145,12.54988289,Monterey,1895.0,France,13,5,N
1319,0,female,6,15.0,yes,4,14,6,5,4,120,14.18000031,Orange,46916.0,Germany,5,4,N
1163,0,male,7,7.0,no,2,14,6,5,2,145,14.19699955,Humboldt,46916.0,England,5,4,N
295,0,male,5,0.75,no,3,12,1,3,2,145,8.258000374,Tulare,46916.0,Germany,5,1,N
550,0,male,9,1.5,yes,4,14,1,3,3,383,18.82723045,San Diego,7974.0,England,10,6,N
1557,0,male,8,10.0,no,2,18,5,5,3,106,11.55300045,Shasta,1895.0,Spain,10,1,N
1504,0,male,6,4.0,yes,2,14,5,4,2,120,22.75799942,Madera,1897.0,France,5,7,N
1153,0,male,5,10.0,yes,2,20,5,4,2,383,13.52225018,Stanislaus,1897.0,Spain,13,4,N
975,0,female,10,15.0,yes,2,16,1,3,2,383,10.26399994,Sonoma,204.0,Spain,5,3,y
1298,1,female,6,4.0,yes,2,14,1,4,2,120,49.93899918,San Diego,7974.0,Spain,5,5,N
736,7,male,8,1.5,no,4,17,5,5,3,166,13.40062523,Santa Clara,46916.0,England,5,1,N
1160,7,male,7,15.0,no,5,17,5,5,2,383,12.66989994,San Diego,46916.0,Germany,5,7,N
893,0,female,7,15.0,yes,2,14,5,4,3,324,13.72500038,Santa Barbara,3011.0,Germany,5,4,N
1007,7,male,11,0.75,yes,3,16,5,4,3,324,18.29838943,Tehama,46916.0,Germany,5,5,N
192,0,female,13,7.0,no,2,18,7,4,3,106,41.0929985,San Luis Obispo,1365.0,Spain,5,8,N
1896,0,male,13,7.0,yes,1,16,5,4,4,120,10.64299965,Kern,46916.0,England,13,5,N
1328,0,female,13,4.0,no,3,17,1,5,2,383,8.934000015,Siskiyou,1897.0,England,5,6,N
912,0,male,12,1.5,no,4,18,5,5,3,145,8.829999924,Kings,46916.0,England,13,4,N
1513,0,female,6,15.0,yes,3,12,5,4,2,106,10.3113327,San Bernardino,1365.0,Germany,10,1,N
724,0,male,9,15.0,yes,4,12,6,3,3,324,22.09600067,San Bernardino,46916.0,Spain,5,4,N
215,0,male,7,7.0,yes,2,16,6,5,2,106,10.52099991,Ventura,7974.0,England,5,5,N
1035,0,female,4,0.417,yes,4,17,5,5,4,166,13.38599968,Los Angeles,3011.0,England,10,5,N
726,7,female,9,7.0,yes,5,20,6,5,2,324,11.17599964,Tehama,1897.0,Germany,5,5,N
1850,0,female,11,15.0,yes,4,18,6,5,2,324,7.304999828,Ventura,7974.0,England,6,7,N
1469,12,female,5,4.0,no,3,17,3,4,3,324,12.99699974,Monterey,46916.0,Germany,6,5,N
1407,0,female,14,0.75,no,2,14,3,5,3,106,8.934000015,Marin,46916.0,Spain,5,5,N
797,0,female,6,15.0,yes,3,17,5,2,4,166,8.553999901,Sacramento,2306.0,France,10,4,N
613,0,male,8,1.5,yes,4,18,6,5,4,383,9.972000122,Tuolumne,46916.0,France,13,4,N
635,0,male,9,15.0,no,2,20,5,5,3,120,13.46700001,Kings,3011.0,France,13,5,N
491,12,male,8,15.0,yes,5,12,4,4,3,106,8.173999786,Sutter,3011.0,England,6,3,N
717,0,male,8,10.0,yes,5,18,5,5,3,383,9.081999779,Merced,5621.0,Spain,6,1,N
1077,1,male,10,15.0,no,2,16,3,4,2,106,8.423000336,San Bernardino,1897.0,England,10,5,N
1866,0,female,8,1.5,yes,3,16,6,4,3,106,11.29100037,Orange,1897.0,Germany,10,6,y
492,1,male,11,7.0,yes,4,18,6,5,2,166,15.50599957,Los Angeles,46916.0,Spain,10,4,N
1402,0,male,6,7.0,no,3,16,5,2,2,383,15.29699993,Tulare,7974.0,France,6,5,N
1215,0,female,5,15.0,yes,4,17,1,2,2,324,8.173999786,Santa Clara,1897.0,France,10,3,y
1280,0,female,8,1.5,yes,4,16,6,3,4,383,7.940999985,Los Angeles,7974.0,England,13,5,N
287,0,male,5,7.0,yes,2,17,4,4,3,120,22.13899994,Sonoma,376.0,Spain,5,4,N
612,0,female,7,1.5,no,4,14,5,5,4,106,14.57800007,Sutter,46916.0,France,6,5,N
863,12,female,8,0.75,yes,4,18,4,4,3,120,15.18000031,Tuolumne,2435.0,England,6,1,N
920,7,male,10,15.0,yes,3,14,5,2,4,166,8.553999901,Fresno,606.0,Germany,10,3,N
1394,0,female,5,10.0,yes,2,16,6,2,3,120,33.45500183,Kern,3011.0,Germany,5,6,N
1096,1,male,9,15.0,yes,3,20,1,4,3,383,15.4090004,Placer,1938.0,France,5,8,N
786,0,male,9,0.75,no,5,14,6,4,2,145,15.57199955,Merced,550.0,Spain,5,5,N
122,0,female,11,15.0,yes,4,17,5,4,2,120,11.18299961,Butte,750.0,Germany,5,3,N
288,0,male,11,15.0,yes,4,16,6,5,2,145,9.484999657,Los Angeles,46916.0,England,10,4,N
576,0,male,10,4.0,yes,2,12,1,5,2,383,7.385000229,Merced,7974.0,Spain,10,4,N
1002,0,female,5,7.0,no,3,14,5,4,2,120,14.18400002,Santa Clara,7974.0,Germany,10,3,N
1688,0,female,7,1.5,yes,4,16,6,5,3,324,15.02700043,Sacramento,7974.0,Germany,13,6,N
627,3,male,9,1.5,yes,4,20,4,1,2,166,9.664999962,Sonoma,3011.0,Germany,6,4,N
1763,0,female,10,0.417,yes,5,9,5,4,2,324,13.39000034,Los Angeles,294.0,Germany,10,6,N
1027,0,male,9,15.0,yes,4,18,1,3,4,383,16.32299995,Marin,1897.0,England,13,5,N
1450,0,female,6,4.0,yes,5,16,5,4,3,383,23.48374939,Contra Costa,7974.0,Spain,10,5,N
269,0,female,9,15.0,no,3,12,6,5,4,120,8.776000023,Kern,46916.0,England,5,6,N
995,0,male,7,1.5,no,2,20,1,3,2,383,12.17399979,Madera,1121.0,England,5,6,N
639,0,female,8,1.5,yes,1,17,1,3,2,145,8.920332909,Ventura,1895.0,England,13,3,N
1169,0,male,8,10.0,no,4,17,5,5,2,166,17.9008007,San Benito,297.0,Spain,10,4,N
1705,0,female,13,7.0,yes,3,18,6,3,2,120,9.972000122,Monterey,7974.0,Germany,10,5,N
9001,7,female,10,10.0,no,2,16,1,4,2,106,14.76000023,San Bernardino,7974.0,Germany,13,5,N
1204,7,male,10,15.0,no,2,16,5,4,2,383,18.32600021,Santa Clara,1938.0,Spain,10,8,N
1719,0,female,7,7.0,no,4,16,1,3,2,106,11.93799973,Merced,1897.0,Spain,6,1,y
1622,2,female,10,10.0,yes,4,18,7,5,4,106,16.62299919,Kern,1897.0,England,10,5,N
1761,0,female,5,10.0,no,4,20,6,3,2,106,22.52899933,Sonoma,95.0,Germany,5,4,N
1671,0,female,9,10.0,yes,4,16,4,5,3,106,9.664999962,Tuolumne,46916.0,Spain,13,4,N
1757,7,male,10,4.0,yes,5,20,1,5,2,383,20.4802227,Butte,46916.0,England,13,5,N
1282,1,male,11,1.5,no,2,18,5,5,2,145,11.08100033,Santa Clara,606.0,England,10,5,N
611,0,female,6,15.0,yes,4,17,1,2,2,383,10.23966694,El Dorado,46916.0,Spain,5,6,N
353,0,female,5,4.0,yes,2,16,6,5,3,166,14.25857162,San Bernardino,321.0,France,10,4,N
1827,0,female,12,10.0,yes,2,12,5,2,3,383,7.021999836,Contra Costa,46916.0,France,10,5,N
558,7,male,12,15.0,yes,4,17,5,4,2,106,21.95700073,El Dorado,46916.0,Germany,13,5,N
854,12,female,8,7.0,yes,3,14,6,3,2,383,25.4873333,Fresno,3351.0,Germany,13,3,N
1851,0,male,5,4.0,yes,5,12,3,4,2,383,9.925999641,Tulare,6121.0,England,5,5,N
186,0,female,7,0.75,yes,2,16,3,2,4,120,7.763999939,Tuolumne,3351.0,Germany,5,5,N
9023,0,male,6,15.0,yes,4,14,5,5,2,166,16.29299927,Siskiyou,6121.0,England,5,8,N
1608,0,female,7,7.0,yes,2,18,1,5,2,120,13.43700027,Santa Clara,46916.0,England,5,6,N
1352,0,female,8,0.75,no,2,12,1,4,2,324,11.80300045,Tulare,3011.0,Germany,13,5,N
737,12,female,8,1.5,no,5,14,1,1,2,383,19.06800079,Butte,7974.0,Germany,5,5,N
1766,1,female,13,1.5,yes,2,14,6,5,3,324,10.90564251,Santa Cruz,1895.0,England,10,3,N
1059,12,female,9,1.5,no,2,17,4,4,4,166,8.258000374,Ventura,1897.0,Germany,5,5,N
1327,0,female,9,10.0,yes,4,14,6,2,3,383,11.28299999,San Diego,46916.0,Spain,5,7,N
1247,0,male,8,15.0,no,2,17,5,5,4,120,11.55300045,Kern,3011.0,Spain,13,4,y
784,0,female,5,1.5,yes,4,16,4,2,3,120,10.05049992,Humboldt,2475.0,Germany,5,7,y
1361,0,female,12,10.0,yes,2,16,5,5,3,166,30.84000015,Ventura,7974.0,England,5,7,N
670,0,female,10,7.0,yes,3,14,6,5,2,120,9.597999573,Tehama,46916.0,Germany,5,1,N
1807,0,female,7,4.0,yes,1,17,5,4,4,324,10.09799957,Santa Clara,3011.0,Germany,5,1,N
910,1,female,6,1.5,yes,2,20,1,5,3,383,12.82699966,San Mateo,1897.0,France,5,4,y
1664,0,male,12,4.0,yes,4,18,5,5,3,145,40.26399994,Lake,46916.0,England,5,1,N
1133,12,male,7,15.0,yes,4,18,5,3,2,106,10.52299976,Los Angeles,1158.0,England,5,4,N
1054,0,male,6,4.0,yes,4,12,5,2,3,106,13.19200039,Santa Barbara,3011.0,Germany,10,8,N
583,0,male,6,7.0,yes,4,17,2,5,2,120,12.06200027,Tulare,3011.0,England,10,4,N
603,0,female,9,1.5,yes,2,16,5,3,2,145,5.698999882,Shasta,321.0,France,5,6,N
423,0,male,8,15.0,yes,3,16,1,5,2,145,13.90600014,Tehama,294.0,Spain,5,5,y
1616,0,female,4,10.0,yes,2,14,5,4,2,166,7.40500021,Santa Cruz,960.0,Germany,13,7,y
1665,0,female,7,1.5,yes,5,16,1,5,2,120,20.87574959,Sonoma,,England,13,1,N
1030,3,male,7,7.0,yes,2,18,2,2,2,120,11.4659996,Marin,1121.0,France,10,3,N
1629,0,male,10,10.0,no,4,18,4,5,2,106,9.972000122,San Mateo,1938.0,England,10,8,N
79,0,female,5,7.0,yes,2,17,5,5,4,166,8.930999756,Sacramento,46916.0,Germany,10,6,N
1464,3,male,10,7.0,no,2,18,5,2,3,383,11.59200001,Kern,204.0,Spain,10,3,N
631,0,female,8,15.0,yes,1,14,5,3,4,106,11.97200012,Siskiyou,7974.0,Germany,5,5,N
1844,0,female,5,15.0,yes,3,14,4,5,4,120,24.60300064,Alameda,5621.0,Germany,13,3,N
1235,0,male,10,15.0,yes,4,9,1,4,4,166,12.07699966,San Bernardino,321.0,Germany,13,4,N
1370,0,male,6,7.0,yes,4,14,5,3,4,106,10.33300018,Contra Costa,46916.0,England,10,5,N
224,0,female,8,0.75,yes,3,18,6,3,2,324,12.66600037,Humboldt,1897.0,Germany,10,7,N
537,0,male,7,10.0,yes,4,16,1,4,2,383,15.41317654,Los Angeles,598.0,England,5,6,N
1573,0,female,9,7.0,no,2,17,3,3,2,166,14.05799961,Sacramento,1897.0,Germany,5,5,N
1951,7,female,5,15.0,yes,4,17,6,2,2,324,7.304999828,Tehama,46916.0,France,5,6,N
651,7,female,7,7.0,yes,5,12,5,5,2,324,12.06200027,Imperial,1897.0,Germany,5,1,N
520,0,female,12,10.0,no,5,20,5,4,3,145,15.02700043,Tulare,3011.0,Germany,5,5,N
227,0,female,12,4.0,yes,4,17,6,5,4,106,6.612999916,Tulare,46916.0,France,6,4,N
800,1,female,10,15.0,yes,3,18,5,4,2,145,11.23799992,Kern,3011.0,Spain,13,5,N
351,0,female,10,1.5,yes,4,20,2,1,4,166,8.930999756,Los Angeles,136.0,Spain,10,6,N
1231,0,male,9,1.5,no,3,18,5,3,4,383,15.2937994,Santa Clara,46916.0,Spain,5,1,N
435,0,female,10,15.0,no,3,20,3,5,3,324,21.95700073,Siskiyou,46916.0,France,5,2,N
1084,0,male,10,1.5,yes,3,14,5,5,2,324,16.47331238,Imperial,46916.0,Germany,13,5,N
870,0,male,5,7.0,yes,3,16,6,4,2,166,15.68465424,San Diego,3011.0,England,10,1,N
1408,0,female,7,15.0,yes,4,12,4,5,3,383,18.62599945,Kings,46916.0,Germany,10,4,N
760,1,male,6,15.0,yes,3,12,5,3,2,383,6.577000141,Siskiyou,46916.0,Spain,13,1,N
64,0,female,5,1.5,yes,1,18,4,4,2,120,7.40500021,Mendocino,7974.0,Germany,5,6,N
172,1,female,7,0.417,yes,2,14,6,5,3,324,10.55099964,Santa Clara,1897.0,Spain,5,4,N
153,0,male,7,15.0,yes,5,18,6,4,3,145,13.40511703,Merced,2475.0,France,10,1,N
803,2,male,12,15.0,no,4,16,3,5,3,324,15.33100033,Nevada,3011.0,France,6,3,N
709,0,female,5,15.0,yes,4,14,5,4,4,120,15.05137539,Humboldt,1938.0,Spain,13,3,N
1070,0,female,6,15.0,yes,2,16,6,3,4,106,10.47200012,Fresno,636.0,France,10,4,N
174,7,male,9,15.0,no,1,14,1,5,3,145,14.90600014,San Diego,46916.0,Spain,5,5,N
526,0,male,7,4.0,no,3,18,5,4,2,383,16.3560009,Monterey,1158.0,England,10,5,N
1021,1,female,4,1.5,yes,2,17,1,2,3,166,10.6024704,Tehama,1897.0,Germany,5,1,y
1198,1,male,6,1.5,yes,5,16,5,5,2,383,17.50799942,Santa Cruz,46916.0,England,10,7,N
490,0,male,5,4.0,yes,2,20,2,4,3,106,20.93642807,Tulare,1897.0,Germany,5,1,y
265,0,female,11,4.0,yes,4,16,5,5,2,166,7.453999996,Tulare,7974.0,Spain,5,4,N
1081,0,male,8,15.0,yes,1,12,6,5,3,145,8.522999763,Sonoma,7974.0,England,13,7,N
679,12,male,10,1.5,yes,3,18,5,5,3,145,36.17399979,Tulare,1897.0,Germany,10,4,N
1482,0,female,10,4.0,yes,2,14,1,5,4,324,15.74991703,Kings,1897.0,England,5,5,N
858,1,male,5,10.0,yes,1,20,6,4,4,120,14.12766743,Imperial,46916.0,England,13,4,N
851,0,male,8,7.0,yes,2,14,6,2,3,106,17.70899963,Los Angeles,7974.0,Spain,10,6,y
138,0,male,9,0.75,yes,4,14,5,1,3,383,7.331999779,Kern,376.0,England,5,5,y
977,0,female,10,4.0,yes,3,17,6,4,2,324,8.383999825,Shasta,3011.0,England,13,1,N
217,0,female,7,15.0,yes,4,16,4,1,4,383,55.32799911,San Diego,46916.0,Spain,10,4,N
1427,0,female,9,15.0,no,2,17,6,5,3,120,8.895999908,Orange,1897.0,Germany,13,5,N
951,0,male,10,10.0,yes,2,16,6,5,2,145,12.64000034,Santa Barbara,7974.0,Germany,13,3,N
929,0,male,5,15.0,yes,4,12,1,4,2,106,15.59285736,Los Angeles,1897.0,England,10,5,y
1704,0,female,8,1.5,yes,2,9,5,5,3,106,10.26399994,Kern,167.0,Germany,10,6,N
1229,0,male,9,10.0,yes,4,18,6,2,2,383,9.080332756,Sonoma,7974.0,England,5,4,N
1535,0,male,9,15.0,yes,1,12,6,4,3,166,7.453999996,Kern,1897.0,France,6,1,N
1726,0,female,11,0.125,no,1,20,5,4,2,120,6.982999802,Sonoma,7974.0,England,5,6,N
1126,12,female,6,4.0,yes,5,12,5,2,4,166,10.26799965,El Dorado,7974.0,France,13,6,N
990,0,male,9,4.0,yes,4,12,6,3,3,145,12.07699966,Tehama,7974.0,France,10,8,N
23,0,female,8,15.0,no,2,16,6,4,4,120,11.9119997,Siskiyou,7974.0,France,5,5,N
1129,3,male,4,15.0,yes,4,14,5,3,2,120,21.11050034,Santa Barbara,5212.0,France,6,7,N
1564,0,male,8,1.5,yes,4,20,3,5,4,383,15.27400017,Fresno,1897.0,England,10,5,N
1050,0,male,8,10.0,no,4,20,5,4,2,145,16.3560009,San Mateo,46916.0,Germany,5,1,N
1895,0,male,12,7.0,no,4,14,6,5,2,106,7.940999985,Fresno,5621.0,England,5,5,N
509,0,female,4,1.5,yes,2,14,5,4,4,106,12.66989994,Tulare,7974.0,England,5,3,y
1034,12,female,13,4.0,yes,4,14,6,4,2,145,13.56700039,Orange,46916.0,England,10,6,N
9012,0,female,12,15.0,yes,4,18,1,4,3,324,8.829999924,Placer,1897.0,England,6,5,N
1230,0,male,5,15.0,yes,2,18,4,2,3,145,11.11600018,Merced,46916.0,England,5,4,N
1682,0,male,5,15.0,yes,2,17,5,4,3,106,10.62899971,Tulare,1897.0,Spain,5,5,N
965,7,female,6,15.0,yes,1,17,5,4,3,166,19.3465004,Merced,46916.0,Germany,10,4,N
1536,1,male,10,1.5,yes,4,16,4,5,2,166,11.08100033,Sutter,7974.0,France,10,7,N
807,12,male,7,10.0,yes,2,14,4,4,2,106,35.34199905,Trinity,2306.0,England,5,2,N
503,12,female,5,15.0,yes,4,16,1,4,4,120,16.75780106,Kern,7974.0,Spain,10,4,N
1276,0,male,7,15.0,yes,3,16,5,2,3,120,14.16300011,Tulare,7974.0,Germany,5,4,N
967,0,female,11,1.5,no,4,20,5,5,3,166,7.304999828,Los Angeles,3011.0,England,10,7,N
320,0,male,11,4.0,yes,2,14,4,2,2,120,12.51799965,Los Angeles,376.0,Germany,6,2,N
1793,0,female,7,10.0,yes,4,14,5,5,3,383,12.50199986,Shasta,3011.0,England,5,5,N
241,0,female,4,15.0,yes,3,18,4,4,2,166,14.57800007,Kern,7974.0,England,10,3,N
165,0,female,9,7.0,yes,2,20,4,5,2,166,20.77000046,Kern,3011.0,Germany,10,5,N
1835,0,male,9,4.0,no,4,16,3,4,2,383,10.36442852,Orange,478.0,Germany,10,6,N
1161,12,female,9,10.0,yes,4,16,5,5,3,166,25.73699951,Santa Cruz,7974.0,England,10,6,N
1412,0,male,7,15.0,yes,5,14,6,2,2,145,7.983181477,San Bernardino,136.0,Spain,5,5,N
915,0,female,8,7.0,no,5,14,6,4,3,120,12.109128,San Mateo,7974.0,England,10,2,N
655,0,male,13,15.0,yes,5,14,5,5,2,120,15.17700005,Stanislaus,6121.0,Germany,10,5,N
151,0,male,10,0.75,yes,4,16,6,3,4,106,13.39000034,Lake,7974.0,France,6,5,N
972,0,female,11,1.5,no,3,18,5,4,3,324,9.664999962,Kern,1938.0,Germany,5,7,N
659,0,male,9,0.125,no,4,16,5,5,3,106,9.781000137,Riverside,7974.0,France,5,5,N
1045,0,male,5,15.0,no,3,20,4,5,4,383,14.47500038,Butte,550.0,France,10,8,N
432,3,female,10,4.0,yes,5,12,5,5,2,120,18.79683304,Los Angeles,3011.0,Germany,5,4,N
1143,0,male,8,4.0,no,4,16,6,5,2,166,10.3380003,Tulare,1897.0,France,5,5,N
1620,7,male,11,15.0,yes,2,14,6,2,2,324,11.42599964,Shasta,3011.0,England,10,6,N
1260,0,male,6,15.0,yes,2,12,5,3,2,166,14.46780014,Merced,2435.0,France,5,6,N
1843,0,female,6,0.417,no,2,18,6,5,3,383,15.16699982,San Joaquin,3011.0,England,10,1,N
1698,1,female,8,7.0,yes,4,20,1,2,2,145,14.62300014,Marin,1049.0,Spain,6,5,N
553,12,male,11,15.0,yes,4,18,5,4,2,383,10.09799957,Tehama,46916.0,Spain,10,5,N
673,0,female,9,4.0,no,3,16,5,3,4,166,12.109128,Merced,46916.0,Germany,5,6,y
321,12,female,13,15.0,yes,4,14,5,4,4,383,27.81599998,Shasta,1938.0,France,10,5,N
232,12,female,6,4.0,no,4,16,5,4,3,324,18.31987572,San Benito,1897.0,England,13,5,N
632,0,female,12,4.0,yes,3,16,6,4,2,106,10.05599976,San Mateo,1121.0,Spain,10,4,N
1772,1,male,9,1.5,yes,1,20,5,4,2,120,13.33500004,Los Angeles,1895.0,Germany,5,6,N
928,0,female,10,15.0,yes,4,20,6,3,3,145,11.72222519,Kern,636.0,England,10,5,N
334,0,male,9,7.0,no,4,18,1,4,4,106,11.88574982,Lassen,3034.0,England,5,4,N
86,0,male,11,4.0,yes,3,14,3,4,2,166,15.16699982,Sonoma,3011.0,Spain,6,1,y
751,0,male,4,10.0,no,3,16,5,4,2,383,14.60162544,Sutter,3011.0,England,5,8,N
210,0,male,13,7.0,yes,2,17,1,5,2,145,14.55799961,Tulare,7974.0,Spain,5,4,N
513,0,male,8,15.0,yes,2,20,1,3,2,120,11.80300045,Tulare,606.0,Spain,10,4,N
1621,7,female,5,15.0,no,1,17,6,3,4,106,11.64900017,Kern,1158.0,Spain,6,4,N
873,0,female,9,10.0,yes,4,16,5,2,4,120,14.18000031,Fresno,3351.0,England,5,5,N
