tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Posterior,MH19777,0,8,39.4,8.38792417,1.0,Homo sapiens,East Africa,Kevin Nolan,4,4659.661621,Alta Vista Elementary,4,1,3,wood,10,-0.923957
Posterior,AMNH99.1/89-A,0,12,48.8,2.92732743,0.75,Homo sapiens,Native Californian,Louis Saha,5,5533.149414,Burton Elementary,1,2,9,G,6,-0.7326927
Anterior,MH5330,0,12,23.6198193,3.71761878,0.0,Homo sapiens,Australian aboriginie,Piotr Trochowski,5,5156.437012,Summerville Elementary,4,1,7,G,6,-0.5665014
Premolar,BRK126260,0,12,11.2611071,2.86641,0.25,Homo sapiens,Australian aboriginie,Michael Owen,3,5450.103516,Gratton Elementary,3,2,4,G,6,1.509794
Anterior,AMNH99.1/102,0,6,51.7415106,5.00397466,0.25,Homo sapiens,Native Californian,Klaas-Jan Huntelaar,2,6653.030762,Beardsley Elementary,3,1,9,G,5,1.509794
Premolar,HTB1903,0,12,24.9556316,6.99594743,0.75,Homo sapiens,Australian aboriginie, Ricardo Vaz Tê,3,6462.12793,Arcata Elementary,2,7,4,G,6,1.15588
Anterior,NMNH344713,0,12,28.0919362,12.6,0.75,Homo sapiens,Alaska,Sebastián Coates,4,6087.608887,Weaver Union Elementary,4,1,4,G,10,0.0294137
Anterior,BM1931.4.1.1,0,12,15.567015,2.52520843,0.0,Homo sapiens,Khoi-San,Bănel Nicoliţă,2,5630.194824,Freshwater Elementary,2,1,4,G,5,-1.450494
Anterior,HTB1212,0,7,46.1069672,1.26803942,0.5,Homo sapiens,Native Californian,Anthony Modeste,2,5157.784668,Lakeside Union Elementary,3,3,7,G,5,-0.054344
Anterior,HTB2032,2,6,32.9941687,4.00197497,0.5,Homo sapiens,Alaska,Tomáš Pekhart,3,6485.166016,Buena Park Elementary,1,4,3,G,5,-0.9823852
Anterior,BM1939.1005,0,8,46.1073874,2.35865298,0.75,Pan,East Africa, Ángel,2,4566.27002,San Rafael City Elementary,3,1,3,G,10,-0.0566766
Premolar,MH10285,0,12,25.9695385,2.43523526,0.75,Homo sapiens,Afalou,Héctor Moreno,4,5923.45166,Salinas City Elementary,3,1,7,G,6,1.970023
Premolar,BM1900.3.18.1,0,4,21.7815281,3.03626772,0.75,Papio,Ebolwa, Cuéllar,5,6089.910645,McCabe Union Elementary,3,1,4,G,5,0.2418185
Anterior,HTB1151,0,6,17.6369048,10.0,0.0,Pongo,Borneo, Agirretxe,4,5098.626953,Del Paso Heights Elementary,3,2,4,G,10,0.7244775
Posterior,HTB3413,0,6,24.2470287,4.27445115,0.75,Homo sapiens,Khoi-San or bushman half-caste,Jan Polák,4,6735.775391,Reeds Creek Elementary,4,2,4,G,10,-0.3260148
Anterior,HTB3538,0,8,28.5301928,1.99807578,0.25,Homo sapiens,Australian aboriginie,Hugo Lloris,2,4777.769043,Santa Maria-Bonita Elementary,1,7,7,G,5,1.040902
Anterior,BM1976.1419,0,4,39.0880437,5.06666429,0.25,Pongo,Khoi-San,Simon Jentzsch,4,4993.867676,Twin Ridges Elementary,2,13,3,G,5,-0.3260148
Anterior,BM1899.7.8.1,0,9,26.1068916,2.03288089,0.0,Homo sapiens,Buriat,Tobias Steffen,4,6306.487305,Hanford Elementary,4,1,3,G,10,0.5885687
Anterior,BM1939.1021,0,8,43.749247,2.81636112,0.25,Papio,Alaska, Xavi,3,5306.132813,Santee Elementary,3,1,7,wood,10,1.154256
Anterior,NMNH278716,0,4,15.567015,6.99594743,1.0,Pongo,Australian aboriginie,Karim Rekik,2,6315.3125,Lemon Grove Elementary,4,1,9,G,10,-0.6779634
Anterior,BRK126087,0,12,39.1284043,2.00186723,0.0,Homo sapiens,Khoi-San,Wayne Rooney,1,5652.878906,Rio Elementary,3,4,7,G,5,-0.5324199
Anterior,BM1904.8.2.3,0,12,28.5870355,4.35428022,0.0,Pan,Buriat, Barragán,5,4746.572266,Taft City Elementary,2,1,7,G,10,-0.9823852
Posterior,HTB3537,0,6,19.8012926,5.3679133,1.0,Papio,Chucki,Peguy Luyindula,5,5589.885254,Mark West Union Elementary,3,1,7,wood,5,-0.7326927
Posterior,HTB2034,0,12,21.8163251,6.96111299,0.75,Papio,East Africa,Rickie Lambert,3,5284.164063,Whisman Elementary,1,5,7,G,10,-0.0836015
Posterior,HTB1220,0,12,17.9009442,3.09538823,0.0,Homo sapiens,East Africa,Roman Weidenfeller,4,6567.149414,San Bruno Park Elementary,4,2,9,G,5,0.7244775
Premolar,NMNH350098,5,12,28.5757213,3.48559185,1.0,Homo sapiens,East Africa,Darron Gibson,2,4432.478027,Dehesa Elementary,4,1,9,G,10,-0.6562689
Anterior,IPHA.9,0,12,44.0440145,5.83722718,0.75,Homo sapiens,Khoi-San or bushman half-caste,Nolan Roux,4,5467.673828,North Sacramento Elementary,4,6,3,G,5,-0.5719836
Premolar,BM1939.1021,0,12,28.5757213,6.70718105,0.25,Homo sapiens,Buriat,Gustavo Munúa,4,4700.432129,Mark West Union Elementary,2,17,7,G,10,-0.2377786
Anterior,NMNH226090,4,8,18.7076986,3.02477635,1.0,Homo sapiens,Borneo,David Rozehnal,1,5864.366211,Moreland Elementary,2,4,4,G,6,-1.422919
Premolar,MH1701,2,8,27.3390559,3.37708808,0.75,Homo sapiens,French Cameroons, Ryan Mendes,3,5599.60791,Cold Spring Elementary,2,1,4,G,10,-0.5040575
Posterior,BM1925.5.12.1,0,13,48.8,4.1148462,0.5,Homo sapiens,West Africa,Daniel Van Buyten,3,4451.256836,Tipton Elementary,3,7,7,G,10,-0.9005804
Anterior,IPHA.2,0,12,21.7815281,2.81576611,0.75,Pongo,Afalou,Mitchell Langerak,2,5132.788574,Kentfield Elementary,4,1,7,G,6,1.774334
Anterior,BM1939.1005,0,12,14.0305714,3.58600079,0.5,Homo sapiens,Ebolwa,Jermaine Jenas,1,4145.835938,Peninsula Union Elementary,2,5,7,G,10,-0.2586962
Premolar,MH1503,0,12,21.5589303,4.74312763,0.0,Homo sapiens,Arabia,Jean-Baptiste Pierazzi,4,5429.473633,Island Union Elementary,4,3,3,G,6,-0.9823852
Posterior,BM1976.1429,0,8,8.59322651,4.43727895,0.5,Homo sapiens,Buriat,Kenwyne Jones,3,5718.55127,Buena Park Elementary,3,1,7,G,10,0.274908
Posterior,HTB1768,0,12,36.7566627,1.89297439,0.0,Homo sapiens,Australian aboriginie,Mapou Yanga-Mbiwa,5,5442.143066,Bella Vista Elementary,2,15,7,G,10,-1.450494
Premolar,NMNH278710,0,12,24.4086161,3.44508735,0.25,Homo sapiens,Native Californian,Bakary Koné,2,7290.338867,Placerville Union Elementary,1,1,3,G,10,0.8808186
Anterior,IPHA.7,0,6,11.2611071,2.81576611,0.75,Papio,French Cameroons,Kalilou Traoré,2,5650.0,Lakeside Union Elementary,2,1,7,G,5,-0.3218485
Premolar,HTB1043,0,12,17.3783748,3.58600079,0.75,Homo sapiens,Afalou,Fabrice Ehret,3,4436.152832,Cutten Elementary,1,1,3,G,6,0.4203998
Posterior,HTB1890,0,12,36.0500389,2.50774612,0.75,Papio,Native Californian,James Collins,1,5360.51709,Roseland Elementary,1,7,3,G,5,-0.923957
Anterior,HTB1739,0,8,18.5922731,2.06875973,0.75,Papio,Khoi-San,Hedwiges Maduro,2,5490.654785,Monte Rio Union Elementary,3,2,9,G,5,-0.2581899
Premolar,NMNH226087,0,8,9.80589949,8.82500633,0.75,Papio,Fuegian, Raúl García,1,4542.10498,Alum Rock Union Elementary,2,2,7,wood,13,0.8808186
Posterior,NMNH226089,0,12,29.9331566,9.1,0.25,Homo sapiens,Alaska,Dejan Lovren,4,4920.777344,West Park Elementary,1,9,7,G,6,0.0294137
Posterior,MH12323,1,12,18.1892666,10.5,1.0,Homo sapiens,East Africa,Leighton Baines,4,5131.119141,Placer Hills Union Elementary,4,1,3,G,6,-0.0680143
Premolar,HTB1723,0,12,8.83576111,3.03626772,0.5,Pongo,Australian aboriginie,Jérémy Pied,2,5408.781738,Oak Valley Union Elementary,2,1,7,G,5,0.2418185
Premolar,NMNH226086,8,8,14.1715222,4.03507241,0.25,Homo sapiens,Central Africa,Alex Pearce,4,4600.606445,Alview-Dairyland Union Elementary,1,1,4,G,10,-0.0566766
Posterior,IPHA.30,0,8,37.1392892,3.68843519,0.0,Homo sapiens,Afalou,Marco Estrada,1,4845.680176,Rocklin Unified,4,1,3,G,10,-1.090389
Anterior,UVS52,0,12,19.3982861,2.77440906,1.0,Homo sapiens,Khoi-San,Benoît Assou-Ekotto,5,5693.883301,Bennett Valley Union Elementary,2,3,7,G,5,-1.079558
Premolar,UVS10,1,6,26.8510328,2.392161,1.0,Pan,Khoi-San or bushman half-caste,Robbie Kruse,2,5119.123047,Plainsburg Union Elementary,1,1,3,G,5,0.4203998
Posterior,UCD2(L-23-1)b,0,6,41.1,3.49014071,0.5,Pan,Chucki,Thomas Müller,3,4793.370117,Weed Union Elementary,2,1,4,G,10,-1.090389
Premolar,MH10291,0,8,32.3564578,1.83988868,0.0,Homo sapiens,Australian aboriginie,Andy Carroll,2,5078.5,Moraga Elementary,4,8,3,G,5,-0.2577254
Posterior,BM1976.1408,6,12,20.6073056,3.56943631,1.0,Homo sapiens,Afalou,Louis Saha,2,5139.164551,Los Nietos Elementary,3,1,4,G,6,-1.052108
Premolar,IPHA.2,0,12,31.9585448,3.29146087,0.25,Pongo,East Africa, Manuel Pablo,4,5923.45166,Columbine Elementary,4,2,7,L,5,-0.0680143
Posterior,HTB1889,0,12,41.1,15.0,0.0,Papio,Tasmanien,Antonio Rüdiger,4,4843.427246,El Nido Elementary,3,1,9,G,10,-0.5835869
Premolar,UVS45,0,4,23.5294041,2.429595478,0.5,Papio,Afalou,Emre Belözoğlu,4,6107.106445,Hawthorne Elementary,2,4,7,G,6,0.540917
Posterior,BM1976.1430,0,12,28.5870355,3.42374303,0.25,Pongo,West Africa,Antoine Griezmann,3,5228.650879,Lancaster Elementary,3,1,3,G,5,-0.0102077
Posterior,IPHA.22,0,8,21.0363609,4.35423659,0.5,Homo sapiens,Buriat,Ragnar Klavan,3,5205.941895,Santa Barbara Elementary,3,1,7,G,5,-1.052108
Premolar,BRK126292,0,6,31.6139178,5.22500246,0.25,Homo sapiens,East Africa,John Terry,2,4944.092285,Orinda Union Elementary,4,1,7,G,10,-0.3218485
Posterior,MH1525,0,8,22.6223381,2.87155209,1.0,Homo sapiens,East Africa,Adam Hloušek,4,5621.687988,General Shafter Elementary,1,1,7,G,5,0.9889485
Posterior,BRK126773,0,12,29.9331566,4.08156052,0.25,Homo sapiens,Australian aboriginie,Cata Díaz,3,5100.975586,Lake Elementary,1,8,7,G,10,0.2168924
Anterior,NMNH283615,0,12,33.137615,5.39328887,0.25,Homo sapiens,East Africa,Benjamin Köhler,2,5724.441895,Petaluma City Elementary,1,3,4,G,5,0.540917
Posterior,BM1976.1437,6,12,26.6524031,2.26582834,1.0,Homo sapiens,Alaska,Kevin Pannewitz,3,5518.702148,Etiwanda Elementary,4,1,4,G,10,1.415695
Anterior,MH19777,0,12,28.5757213,4.74312763,0.25,Pan,East Africa, Peña,4,4906.030273,Lemoore Union Elementary,3,1,3,L,6,-1.181626
Premolar,HTB1719,0,12,17.8945,2.24541074,0.25,Homo sapiens,West Africa,Alou Diarra,4,5655.133301,Kit Carson Union Elementary,2,3,9,G,5,1.970023
Posterior,HTB1768,2,12,55.0,3.05433283,0.0,Pan,French Cameroons,Yassine Benzia,3,5119.123047,Ready Springs Union Elementary,2,15,7,wood,5,0.0294137
Anterior,HTB3552,0,8,39.6263614,3.4773143,0.75,Papio,East Africa,Mamadou Sakho,1,5485.496094,Julian Union Elementary,1,10,9,G,10,0.5766805
Anterior,MH24934B,0,6,39.6263614,7.36905252,0.5,Papio,Native Californian,Etienne Didot,2,5090.587891,El Monte City Elementary,2,1,3,G,6,0.1115635
Anterior,HTB1708,0,12,20.2042991,10.0,0.0,Homo sapiens,Khoi-San, Toni Doblas,3,5485.496094,Oak Grove Union Elementary,1,1,9,G,6,-0.0102077
Posterior,BRK126761,0,12,32.1651446,4.43727895,0.0,Homo sapiens,Fuegian,Jake Livermore,2,5373.206543,Santa Rosa Elementary,1,15,7,G,6,0.7245926
Premolar,BM1868.4.16.2,0,12,11.6610089,4.01057301,0.25,Homo sapiens,Alaska,Maxim Choupo-Moting,4,5367.090332,Rocklin Unified,1,1,7,G,10,-1.069162
Anterior,BM1976.1434,3,12,10.7760379,4.40412318,0.25,Homo sapiens,Khoi-San,Leon Balogun,4,5254.631836,Exeter Union Elementary,2,2,7,wood,10,0.5885687
Posterior,BM1976.1420,0,7,29.3007972,3.06608828,0.75,Homo sapiens,Alaska,Marvin Plattenhardt,1,5213.089355,Alexander Valley Union Elementary,1,1,4,G,10,-1.052108
Anterior,HTB3537,0,12,11.2611071,7.47240717,0.75,Homo sapiens,Borneo,Daniel Didavi,2,4451.256836,Pleasant Valley Joint Union Elementary,2,4,7,G,6,0.2168924
Premolar,UVS105,0,12,27.4110024,15.6187914,0.5,Homo sapiens,Australian aboriginie, Álvaro Negredo,4,4709.054199,Antelope Elementary,4,3,7,G,10,0.1115635
Posterior,BRK126266,0,12,18.6777832,4.94131337,0.5,Homo sapiens,Sami,Carl Medjani,2,5933.154297,Brawley Elementary,1,5,3,wood,5,-1.079558
Premolar,UVS42,1,12,11.9887109,4.81608016,0.0,Papio,Khoi-San,Fabian Delph,5,4663.811035,Bangor Union Elementary,4,1,7,G,5,-0.0680143
Anterior,BM1976.1435,0,12,19.3982861,4.97264041,0.0,Homo sapiens,Native Californian,Martin Amedick,2,4613.1875,Burlingame Elementary,1,1,7,G,10,-0.6563948
Posterior,BRK125661,0,12,16.6065238,3.45465859,0.0,Papio,Khoi-San or bushman half-caste,Slobodan Rajković,1,5139.164551,Jefferson Elementary,4,2,9,G,10,-0.6563948
Posterior,BRK126768,0,12,16.0913333,15.0,0.5,Homo sapiens,East Africa,Jason Puncheon,3,7217.263184,Alta Vista Elementary,1,2,7,G,5,1.349395
Premolar,UVS38,0,5,26.2982048,3.39106649,0.75,Homo sapiens,Buriat,Mesut Özil,3,3926.06958,La Mesa-Spring Valley,3,12,3,G,5,0.7566829
Anterior,MH19777,0,8,37.603459,4.29484575,1.0,Homo sapiens,Native Californian,Lars Stindl,2,6306.487305,Westmorland Union Elementary,3,1,7,G,6,1.070944
Anterior,BM1910.10.3.1,0,12,20.9916644,4.778975048,0.75,Homo sapiens,Native Californian, Agirretxe,3,5621.456055,Montgomery Elementary,3,3,3,G,10,-1.052108
Premolar,BRK125811,0,7,24.9556316,2.59401611,0.75,Papio,East Africa,Eljero Elia,2,5594.196289,Vineland Elementary,1,1,3,G,5,0.8846435
Anterior,IPHA.1,0,12,28.9121956,2.9625106,0.0,Homo sapiens,Khoi-San or bushman half-caste, José Callejón,4,6002.071777,Gravenstein Union Elementary,3,1,7,G,5,0.7566829
Posterior,HTB1703,2,12,31.3690097,3.92661051,1.0,Pan,Khoi-San or bushman half-caste,Robin Knoche,4,4818.612793,Black Butte Union Elementary,4,2,7,G,10,0.5885687
Posterior,HTB1719,0,12,34.3166852,3.54750963,0.75,Homo sapiens,Khoi-San or bushman half-caste,Alexander Madlung,2,7070.633301,Latrobe Elementary,2,2,7,G,5,-0.0680143
Posterior,HTB1212,0,6,11.454619,3.33164782,0.0,Homo sapiens,Ebolwa,Ashkan Dejagah,4,5382.088867,Merced City Elementary,4,22,4,G,5,-0.4899626
Anterior,MH19776,0,12,12.2312454,3.87558812,0.25,Homo sapiens,Australian aboriginie,Ismaël Traoré,2,4895.439453,El Nido Elementary,1,2,3,G,10,-0.6779634
Posterior,MH19826,0,8,26.8510328,4.97264041,0.75,Homo sapiens,Borneo,Oguchi Onyewu,2,5652.878906,Enterprise Elementary,1,1,7,G,5,-0.0666737
Premolar,HTB1959,8,12,37.7132289,4.47291497,0.75,Pan,Ebolwa,Sébastien Puygrenier,2,4432.478027,Wilsona Elementary,1,1,3,G,10,0.0294137
Posterior,IPHA.47,0,12,19.991222,4.29484575,0.5,Homo sapiens,Central Africa,Yoan Gouffran,2,5486.382324,Kings River-Hardwick Union Elementary,1,6,3,G,10,-0.0836015
Posterior,MH1507,0,8,23.5217914,2.67736152,0.5,Homo sapiens,Australian aboriginie,Daniel Caligiuri,2,5475.172852,Cypress Elementary,4,2,3,G,5,-0.6563948
Premolar,MH11150,0,8,31.1639853,3.16442127,1.0,Pan,Australian aboriginie,Zdravko Kuzmanović,3,5501.95459,Solvang Elementary,1,13,7,L,5,-0.717645
Premolar,BM1971.2353,0,6,41.1374939,3.52464829,1.0,Homo sapiens,Khoi-San or bushman half-caste,Rickie Lambert,4,5671.657227,Westmorland Union Elementary,2,1,7,G,10,0.7566829
Posterior,AMNH99.1/84-D,1,6,28.0348116,10.4,0.75,Homo sapiens,Australian aboriginie,Landry Bonnefoi,3,5700.402344,Raisin City Elementary,2,2,4,G,6,-0.0836015
Premolar,UVS62,1,12,40.3916145,18.0781611,0.25,Pan,Chucki,Gonzalo Castro,5,5002.838867,Richland-Lerdo Union Elementary,2,1,4,G,13,-1.181626
Posterior,BRK126250,0,8,15.567015,3.39774848,0.25,Homo sapiens,Chucki,Alex Smith,4,6313.373535,Southside Elementary,2,6,7,G,5,-0.0666737
Posterior,BM1939.1006,1,8,21.5589303,4.94131337,0.25,Papio,West Africa, Pinto,2,6107.106445,Ballico-Cressey Elementary,1,1,7,G,10,-0.4899626
Posterior,BM1913.10.18.3,1,8,36.1827229,2.63528098,0.75,Papio,Native Californian,Christian Träsch,2,5211.485352,Los Altos Elementary,3,13,4,G,10,0.0294137
Premolar,AMNH99.1/98,0,6,26.8510328,5.56908606,0.5,Papio,Australian aboriginie,Sebastian Rudy,2,5650.0,Mark West Union Elementary,2,2,4,G,5,0.8808186
Anterior,MH24934C,0,9,28.9121956,2.53199324,0.5,Homo sapiens,East Africa,Alassane Pléa,4,5973.925293,Lagunitas Elementary,3,2,3,G,13,0.274908
Premolar,PMN1497,0,10,19.4686525,8.74186019,1.0,Papio,French Cameroons,Anton Putsila,1,4792.211426,East Whittier City Elementary,3,1,7,L,10,0.2394859
Posterior,HTB2771,0,8,28.2644291,2.00186723,0.75,Papio,Alaska,Brede Hangeland,2,5342.233398,Rescue Union Elementary,3,1,4,G,5,-0.6563948
Anterior,NMNH278707,2,6,10.7760379,3.60361662,0.75,Homo sapiens,Buriat,Frank Lampard,2,5011.840332,Ready Springs Union Elementary,3,1,3,G,10,0.540917
Anterior,BRK126243,0,8,12.47378,3.2920468,0.25,Homo sapiens,Native Californian, Granero,2,6087.608887,Scotia Union Elementary,4,2,3,G,6,-0.0836015
Premolar,NMNH380447,0,12,25.3058219,3.92661051,0.25,Papio,Native Californian,Faouzi Ghoulam,2,4905.221191,Shasta Union Elementary,2,4,3,G,6,0.540917
Anterior,AMNH99.1/75-A,1,12,40.0,2.35589319,0.25,Homo sapiens,Ebolwa,Ryad Boudebouz,3,6231.601563,Mt. Shasta Union Elementary,1,6,7,G,10,1.063938
Posterior,NMNH278702,0,6,25.9830314,3.35840919,0.0,Papio,Afalou,Javier Mascherano,4,5741.462891,Liberty Elementary,3,1,3,G,5,-0.0666737
Anterior,UVS104,1,7,39.0329661,15.0,0.0,Homo sapiens,Afalou,Jérémie Aliadiére,4,5235.774902,Whittier City Elementary,2,1,7,G,5,1.774334
Premolar,MH24893,0,12,14.0305714,14.6850608,0.0,Homo sapiens,Ebolwa, De la Bella,2,5695.466797,Greenfield Union Elementary,2,3,3,G,10,-0.6562689
Premolar,NMNH380464,0,12,36.9479759,3.02477635,0.5,Homo sapiens,Afalou,James Shea,4,6516.533203,Jacoby Creek Elementary,1,1,7,G,13,0.9333959
Premolar,MH1526,4,8,34.6630451,5.39328887,0.25,Pan,Australian aboriginie,Sven Schipplock,3,5392.638672,Forestville Union Elementary,4,1,7,G,10,0.5502878
Anterior,BRK126125,0,8,11.9698095,3.86877709,0.25,Homo sapiens,Alaska, Samuel,1,4884.862305,Chula Vista Elementary,4,1,7,G,5,-0.0836015
Premolar,MH24934A,0,12,28.4213341,15.0,1.0,Homo sapiens,Ebolwa,Ryan Dickson,2,5011.840332,Upper Lake Union Elementary,4,16,3,G,10,-1.052108
Posterior,BM1932.7.6.1,0,12,45.2,3.48066219,0.25,Papio,East Africa,Philipp Wollscheid,2,4777.512695,Vallecitos Elementary,1,1,4,G,13,-0.5719836
Anterior,IPHA.12,0,12,29.2954458,3.32794049,0.5,Pan,East Africa,Gerrit Wegkamp,4,5349.367676,Monroe Elementary,2,1,7,G,10,1.040902
Anterior,MH20914,0,6,35.8000964,3.4773143,0.75,Pan,Australian aboriginie,Sebastian Prödl,3,4402.831543,Alta Vista Elementary,4,1,3,G,5,-0.5872612
Anterior,BM1971.2353,6,4,13.686453,3.10683206,0.0,Homo sapiens,Native Californian, Fernando Torres,3,5645.495605,Julian Union Elementary,3,3,7,G,10,0.3394037
Posterior,BM1899.11.6.1,0,7,30.5,2.19399907,0.75,Homo sapiens,Sami, Guaita,3,4941.787598,Jamestown Elementary,3,1,3,G,13,0.7244775
Anterior,IPHA.7,0,6,34.7480369,3.05433283,0.5,Homo sapiens,Alaska,Daniel Williams,5,5081.169922,Cayucos Elementary,4,2,4,G,5,-1.069162
Premolar,BRK126121,0,12,20.6879812,15.0,0.0,Homo sapiens,Yaghan,Julian Korb,4,5504.025391,Oak Grove Elementary,4,5,7,G,5,-1.450494
Posterior,BM1908.7.17.1,0,8,18.7076986,5.00397466,1.0,Papio,Borneo,Gael Bigirimana,3,4529.283691,Garvey Elementary,3,2,7,G,5,1.970023
Posterior,HTB3552,0,8,29.1041325,3.85801676,0.25,Homo sapiens,Native Californian,Mickaël Landreau,2,5329.782227,Brentwood Union Elementary,3,4,9,G,10,1.774334
Anterior,MH1670,0,8,21.0103121,3.63455838,0.0,Pan,Native Californian,Joleon Lescott,1,5281.708984,Gold Oak Union Elementary,3,1,7,L,10,1.070944
Premolar,BRK126089,0,12,17.9009442,4.06776118,0.75,Papio,Afalou,Jonas Hofmann,5,5630.194824,Arcata Elementary,4,1,4,G,6,0.8846435
Posterior,IPHA.45,0,8,37.1392892,3.45465859,0.75,Homo sapiens,Khoi-San,Antonio Valencia,4,5634.730957,Bakersfield City Elementary,1,3,4,G,5,1.774334
Posterior,BM1905.5.10.1,0,12,21.7815281,16.8483619,1.0,Homo sapiens,French Cameroons,Jean-Armel Kana-Biyik,5,4882.236816,Delano Union Elementary,4,1,3,Q,6,-1.069162
Anterior,BRK126760,0,12,18.6777832,4.01057301,0.0,Homo sapiens,Australian aboriginie,Daniel Wass,4,5371.172852,Salida Union Elementary,4,1,3,G,6,-0.3953965
Anterior,BRK126768,0,8,25.6734266,3.35840919,0.75,Homo sapiens,Afalou,Pavel Pogrebnyak,3,5161.202148,Whittier City Elementary,2,1,9,G,13,-0.0680143
Posterior,BM1925.5.12.1,0,12,44.680913,8.23260632,0.5,Pongo,Australian aboriginie,Wesley Hoolahan,3,6415.35498,South Whittier Elementary,4,1,7,G,6,-0.6779634
Premolar,BRK126104,0,4,51.5,2.38690817,0.5,Homo sapiens,Native Californian,Shola Ameobi,1,5036.458984,Standard Elementary,3,7,7,wood,13,0.1496926
Premolar,BRK126113,0,6,32.6684551,3.60361662,0.75,Homo sapiens,Borneo,Jon Walters,2,5215.943848,Fountain Valley Elementary,4,2,3,G,6,-1.069162
Premolar,MH4763,0,6,24.6943469,4.42495725,0.5,Homo sapiens,Afalou,Nicolai Müller,2,5190.310059,Arvin Union Elementary,3,10,4,G,10,1.775517
Premolar,HTB1708,0,12,55.0,3.29146087,0.5,Pan,Ebolwa, Javi García,5,4819.903809,Lakeside Union Elementary,2,2,7,G,10,-0.5835869
Premolar,BM1908.7.17.1,0,4,24.0333178,2.95130863,1.0,Homo sapiens,Australian aboriginie,Ibrahima Traoré,2,5094.958984,Harmony Union Elementary,3,1,7,G,6,-0.5835869
Premolar,MH12316,0,12,24.0333178,4.59386268,1.0,Homo sapiens,Australian aboriginie,Robert Tesche,3,4789.309082,Fort Ross Elementary,2,1,7,G,5,-0.6563948
Posterior,NMNH331243,0,8,22.0770253,2.87155209,1.0,Pan,East Africa, Nando Rafael,4,5235.987793,Placer Hills Union Elementary,2,1,7,G,13,-0.6562689
Anterior,UVS58,0,12,48.8,14.6850608,0.25,Homo sapiens,Native Californian,James Perch,2,6500.449707,Savanna Elementary,4,1,4,G,5,-0.5583452
Premolar,MH5329,1,12,32.5328885,4.32538295,0.25,Homo sapiens,Native Californian,Nicolai Müller,5,4969.180664,McCabe Union Elementary,2,4,9,G,10,1.970023
Premolar,MH12318,0,8,11.5036417,11.5228136,0.75,Homo sapiens,Native Californian,Kevin Olimpa,3,4862.790527,Escondido Union Elementary,2,1,4,G,5,-0.5324199
Posterior,HTB2034,0,12,20.1761807,3.79588028,0.25,Homo sapiens,Central Africa,Brian Murphy,4,4842.60791,Los Gatos Union Elementary,2,1,7,wood,10,-0.6779634
Posterior,IPHA.28,0,8,18.4235137,2.74721254,1.0,Papio,Native Californian, Juan Carlos,3,5034.290039,Mesa Union Elementary,4,1,3,G,5,-0.5324199
Posterior,PMN1390,6,12,17.3783748,6.89761633,0.0,Homo sapiens,Native Californian, Roderick Miranda,2,5125.433105,El Monte City Elementary,4,2,9,G,6,-0.0566766
Posterior,HTB1701,0,6,19.8012926,5.39328887,1.0,Papio,Borneo,Ashkan Dejagah,2,5112.390137,Encinitas Union Elementary,2,1,4,G,13,1.509794
Posterior,BRK126087,0,12,34.7,5.83722718,0.0,Homo sapiens,Alaska,Joe Hart,5,5279.354004,Sunol Glen Unified,1,1,3,wood,10,-1.090389
Posterior,UCD2(16)b,0,6,26.2982048,1.83988868,0.5,Homo sapiens,Alaska,Samuel Bouhours,3,5245.439941,Oak Valley Union Elementary,3,1,4,G,5,0.8808186
Premolar,IPHA.30,0,12,17.1217143,4.90999368,0.25,Homo sapiens,Khoi-San, Capdevila,2,4945.031738,Robla Elementary,2,1,4,G,6,0.2394859
Premolar,BRK126761,2,12,17.9009442,3.77992193,1.0,Homo sapiens,Ebolwa,Patrice Evra,2,4715.445801,Solana Beach Elementary,1,1,4,G,6,-0.4899626
Posterior,BM1939.1006,2,12,37.1392892,4.16980327,0.0,Homo sapiens,Fuegian,Oguchi Onyewu,3,5519.677246,West Fresno Elementary,3,2,7,G,5,-0.7467875
Anterior,NMNH380466,0,12,29.8890376,4.00197497,0.0,Homo sapiens,Native Californian,Michael Harriman,3,6905.869141,Clay Joint Elementary,2,1,3,G,5,-0.9005804
Anterior,BM1899.7.8.1,0,12,11.9887109,3.60361662,0.25,Homo sapiens,Afalou,Souleymane Diawara,2,5346.15625,Hillsborough City Elementary,1,2,3,G,5,-1.181626
Anterior,UVS29,0,8,17.3030178,2.64926405,0.75,Homo sapiens,Australian aboriginie, Xavi,4,4960.515625,Monte Rio Union Elementary,1,22,7,Q,5,-0.717645
Anterior,HTB3413,5,6,17.3783748,3.92661051,0.0,Homo sapiens,Afalou,Thomas Kahlenberg,3,4674.298828,Del Paso Heights Elementary,3,1,4,G,5,-0.7277681
Premolar,HTB3412,0,12,16.8558054,1.80774282,0.75,Homo sapiens,Yaghan,Guillermo Ochoa,4,5920.253418,Evergreen Elementary,2,1,3,G,5,1.775517
Anterior,IPHA.45,0,12,17.3452797,3.92661051,0.75,Homo sapiens,Buriat,Bryan Ruiz,4,4547.692383,Lafayette Elementary,2,3,4,G,6,-0.7668921
Premolar,IPHA.49,3,12,20.5137914,3.97369678,0.25,Pongo,Native Californian,Filip Oršula,3,5811.689941,Central Elementary,2,3,7,G,6,1.231394
