sockets,prob_male,genus,age,pop,num_amtl,stdev_age,tooth_class,specimen
Anterior,BM1936.12.28.2,-0.13382296451604114,12,18.5922731,3.4773143,1.0,Papio,East Africa
Posterior,BM1936.12.28.2,-1.3748958083699818,12,18.5922731,3.4773143,1.0,Papio,East Africa
Premolar,BM1936.12.28.2,-0.23817374397466523,8,18.5922731,3.4773143,1.0,Papio,East Africa
Anterior,BM1938.7.17.1,-0.2663874900089551,12,32.6684551,6.16831052,1.0,Papio,Central Africa
Posterior,BM1938.7.17.1,0.23216988962625595,12,32.6684551,6.16831052,1.0,Papio,Central Africa
Premolar,BM1938.7.17.1,-0.555327218819016,8,32.6684551,6.16831052,1.0,Papio,Central Africa
Anterior,BM1939.1005,0.471538522545139,6,14.1715222,3.88831042,1.0,Pongo,Borneo
Posterior,BM1939.1005,1.0127158178198286,6,14.1715222,3.88831042,1.0,Pongo,Borneo
Premolar,BM1939.1005,0.15542932766846604,4,14.1715222,3.88831042,1.0,Pongo,Borneo
Anterior,BM1939.1006,0.35175640839920347,6,11.2611071,2.86641,1.0,Pongo,Borneo
Posterior,BM1939.1006,0.053155347577867364,6,11.2611071,2.86641,1.0,Pongo,Borneo
Premolar,BM1939.1006,8.439309141418043e-05,4,11.2611071,2.86641,1.0,Pongo,Borneo
Anterior,BM1939.1007,-0.7215580335428474,12,9.80589949,2.35865298,0.0,Pongo,Borneo
Posterior,BM1939.1007,0.316494261673308,12,9.80589949,2.35865298,0.0,Pongo,Borneo
Premolar,BM1939.1007,-0.09728659841348947,8,9.80589949,2.35865298,0.0,Pongo,Borneo
Anterior,BM1939.1008,2.093168308930595,12,11.2611071,2.86641,0.0,Pongo,Borneo
Posterior,BM1939.1008,1.5733549024752425,12,11.2611071,2.86641,0.0,Pongo,Borneo
Premolar,BM1939.1008,0.3858465525565008,8,11.2611071,2.86641,0.0,Pongo,Borneo
Anterior,BM1939.1021,-0.7630572096947675,12,20.6073056,3.87558812,1.0,Papio,West Africa
Posterior,BM1939.1021,-1.112411471983418,12,20.6073056,3.87558812,1.0,Papio,West Africa
Premolar,BM1939.1021,1.191142953088865,8,20.6073056,3.87558812,1.0,Papio,West Africa
Anterior,BM1962.25,0.2627492251471385,12,19.8012926,3.71619727,0.0,Papio,East Africa
Posterior,BM1962.25,0.4801434033916108,12,19.8012926,3.71619727,0.0,Papio,East Africa
Premolar,BM1962.25,-1.7445859869741926,8,19.8012926,3.71619727,0.0,Papio,East Africa
Anterior,BM1964.2174,0.9274384815581808,12,19.3982861,3.63654073,0.0,Papio,East Africa
Posterior,BM1964.2174,0.45442033821436295,12,19.3982861,3.63654073,0.0,Papio,East Africa
Premolar,BM1964.2174,-1.110430684414478,8,19.3982861,3.63654073,0.0,Papio,East Africa
Anterior,BM1971.2353,-0.47152480744994896,6,22.6223381,4.27445115,1.0,Papio,West Africa
Posterior,BM1971.2353,0.2637172043565196,6,22.6223381,4.27445115,1.0,Papio,West Africa
Premolar,BM1971.2353,0.05246679835624363,4,22.6223381,4.27445115,1.0,Papio,West Africa
Anterior,BM1971.2354,-0.292171185803555,7,21.0103121,3.95531929,1.0,Papio,West Africa
Posterior,BM1971.2354,-0.10348826806596086,6,21.0103121,3.95531929,1.0,Papio,West Africa
Premolar,BM1971.2354,-0.25197737820688537,4,21.0103121,3.95531929,1.0,Papio,West Africa
Anterior,BM1976.1408,0.15256251210246857,12,16.3543336,4.65756455,0.0,Pongo,Borneo
Posterior,BM1976.1408,1.471491972993157,13,16.3543336,4.65756455,0.0,Pongo,Borneo
Premolar,BM1976.1408,-2.5666584409312976,8,16.3543336,4.65756455,0.0,Pongo,Borneo
Anterior,BM1976.1409,-0.23685026450968424,12,13.9289876,3.80295048,0.0,Pongo,Borneo
Posterior,BM1976.1409,0.17651242137244696,12,13.9289876,3.80295048,0.0,Pongo,Borneo
Premolar,BM1976.1409,0.2959939896870995,8,13.9289876,3.80295048,0.0,Pongo,Borneo
Anterior,BM1976.1415,-0.37191458132128985,12,12.2312454,3.20634803,0.0,Pongo,Borneo
Posterior,BM1976.1415,-1.7567217824785826,12,12.2312454,3.20634803,0.0,Pongo,Borneo
Premolar,BM1976.1415,0.32799548371410964,8,12.2312454,3.20634803,0.0,Pongo,Borneo
Anterior,BM1976.1416,1.727350214164185,12,11.5036417,2.95130863,0.0,Pongo,Borneo
Posterior,BM1976.1416,-1.5338614049161376,11,11.5036417,2.95130863,0.0,Pongo,Borneo
Premolar,BM1976.1416,0.8638280136981883,8,11.5036417,2.95130863,0.0,Pongo,Borneo
Anterior,BM1976.1417,-0.3285252231228939,6,11.2611071,2.86641,0.0,Pongo,Borneo
Posterior,BM1976.1417,-0.0613243458288473,7,11.2611071,2.86641,0.0,Pongo,Borneo
Premolar,BM1976.1417,-1.052898510703949,3,11.2611071,2.86641,0.0,Pongo,Borneo
Anterior,BM1976.1418,-0.33445617235587666,12,11.2611071,2.86641,0.0,Pongo,Borneo
Posterior,BM1976.1418,1.3000445946989585,12,11.2611071,2.86641,0.0,Pongo,Borneo
Premolar,BM1976.1418,0.582655241987707,8,11.2611071,2.86641,0.0,Pongo,Borneo
Anterior,BM1976.1419,1.732311605409944,12,11.2611071,2.86641,0.0,Pongo,Borneo
Posterior,BM1976.1419,1.1774118889776937,12,11.2611071,2.86641,0.0,Pongo,Borneo
Premolar,BM1976.1419,0.4390866789295762,8,11.2611071,2.86641,0.0,Pongo,Borneo
Anterior,BM1976.1420,1.743934526167792,10,11.0185725,2.78157736,0.0,Pongo,Borneo
Posterior,BM1976.1420,0.43899315873829875,12,11.0185725,2.78157736,0.0,Pongo,Borneo
Premolar,BM1976.1420,0.8279881767970589,8,11.0185725,2.78157736,0.0,Pongo,Borneo
Anterior,BM1976.1421,-0.29657095353470836,12,10.7760379,2.69681693,0.0,Pongo,Borneo
Posterior,BM1976.1421,0.06654581585920483,12,10.7760379,2.69681693,0.0,Pongo,Borneo
Premolar,BM1976.1421,-0.6974238233002769,8,10.7760379,2.69681693,0.0,Pongo,Borneo
Anterior,BM1976.1422,0.989583934594853,12,11.7461763,3.03626772,0.0,Pongo,Borneo
Posterior,BM1976.1422,-1.1783036231148656,12,11.7461763,3.03626772,0.0,Pongo,Borneo
Premolar,BM1976.1422,0.7823503424176613,8,11.7461763,3.03626772,0.0,Pongo,Borneo
Anterior,BM1976.1423,-0.19065105750515945,12,11.2611071,2.86641,0.0,Pongo,Borneo
Posterior,BM1976.1423,1.1712470934673194,12,11.2611071,2.86641,0.0,Pongo,Borneo
Premolar,BM1976.1423,0.7508689887312598,8,11.2611071,2.86641,0.0,Pongo,Borneo
Anterior,BM1976.1424,1.8206461576468016,12,13.686453,3.71761878,1.0,Pongo,Borneo
Posterior,BM1976.1424,0.7307746911386448,12,13.686453,3.71761878,1.0,Pongo,Borneo
Premolar,BM1976.1424,-1.5720402556532407,8,13.686453,3.71761878,1.0,Pongo,Borneo
Anterior,BM1976.1425,-0.06695317289820084,12,11.5036417,2.95130863,1.0,Pongo,Borneo
Posterior,BM1976.1425,-1.172007192594816,13,11.5036417,2.95130863,1.0,Pongo,Borneo
Premolar,BM1976.1425,-0.5182798423662747,8,11.5036417,2.95130863,1.0,Pongo,Borneo
Anterior,BM1976.1426,1.5112284332767216,12,11.9887109,3.12128232,1.0,Pongo,Borneo
Posterior,BM1976.1426,0.637533810897696,12,11.9887109,3.12128232,1.0,Pongo,Borneo
Premolar,BM1976.1426,-0.6989304285787463,8,11.9887109,3.12128232,1.0,Pongo,Borneo
Anterior,BM1976.1427,-1.013717366440399,12,14.4140568,3.97369678,0.0,Pongo,Borneo
Posterior,BM1976.1427,0.03278209287626079,12,14.4140568,3.97369678,0.0,Pongo,Borneo
Premolar,BM1976.1427,-1.2165601493811278,8,14.4140568,3.97369678,0.0,Pongo,Borneo
Anterior,BM1976.1428,-0.6711402773965811,12,12.7163146,3.37661729,1.0,Pongo,Borneo
Posterior,BM1976.1428,0.31200947155124387,12,12.7163146,3.37661729,1.0,Pongo,Borneo
Premolar,BM1976.1428,1.1553120361066962,8,12.7163146,3.37661729,1.0,Pongo,Borneo
Anterior,BM1976.1429,0.6087614722244398,12,9.80589949,2.35865298,0.5,Pongo,Borneo
Posterior,BM1976.1429,-2.2912895085981,12,9.80589949,2.35865298,0.5,Pongo,Borneo
Premolar,BM1976.1429,0.3043667290302598,8,9.80589949,2.35865298,0.5,Pongo,Borneo
Anterior,BM1976.1430,0.07203357323257792,12,10.5335033,2.61213574,0.0,Pongo,Borneo
Posterior,BM1976.1430,0.41389028537269307,12,10.5335033,2.61213574,0.0,Pongo,Borneo
Premolar,BM1976.1430,1.6162096816512073,8,10.5335033,2.61213574,0.0,Pongo,Borneo
Anterior,BM1976.1431,-2.063238276804743,12,12.47378,3.29146087,1.0,Pongo,Borneo
Posterior,BM1976.1431,-0.5911034251911056,12,12.47378,3.29146087,1.0,Pongo,Borneo
Premolar,BM1976.1431,0.5909063227933546,8,12.47378,3.29146087,1.0,Pongo,Borneo
Anterior,BM1976.1434,-1.5815943994539423,12,11.5036417,2.95130863,1.0,Pongo,Borneo
Posterior,BM1976.1434,1.475949048053509,12,11.5036417,2.95130863,1.0,Pongo,Borneo
Premolar,BM1976.1434,0.3683566127006584,8,11.5036417,2.95130863,1.0,Pongo,Borneo
Anterior,BM1976.1435,0.846583985843404,12,9.0782957,2.10624751,1.0,Pongo,Borneo
Posterior,BM1976.1435,-0.5709436615217945,12,9.0782957,2.10624751,1.0,Pongo,Borneo
Premolar,BM1976.1435,0.8137636899662105,8,9.0782957,2.10624751,1.0,Pongo,Borneo
Anterior,BM1976.1436,1.0684715559890383,12,10.7760379,2.69681693,1.0,Pongo,Borneo
Posterior,BM1976.1436,0.23287802013716835,12,10.7760379,2.69681693,1.0,Pongo,Borneo
Premolar,BM1976.1436,0.23440089269869593,8,10.7760379,2.69681693,1.0,Pongo,Borneo
Anterior,BM1976.1437,0.2703432392817259,6,11.2611071,2.86641,1.0,Pongo,Borneo
Posterior,BM1976.1437,-0.8633452647393817,6,11.2611071,2.86641,1.0,Pongo,Borneo
Premolar,BM1976.1437,-0.14752868024035293,4,11.2611071,2.86641,1.0,Pongo,Borneo
Anterior,BM1976.1438,-0.1525225324523588,6,8.83576111,2.02242151,1.0,Pongo,Borneo
Posterior,BM1976.1438,0.3833938643534951,6,8.83576111,2.02242151,1.0,Pongo,Borneo
Premolar,BM1976.1438,0.9998242469102946,4,8.83576111,2.02242151,1.0,Pongo,Borneo
Anterior,BM1976.1439,-1.0585360819784093,12,8.59322651,1.93878354,1.0,Pongo,Borneo
Posterior,BM1976.1439,-0.12500903031957764,12,8.59322651,1.93878354,1.0,Pongo,Borneo
Premolar,BM1976.1439,1.4814555476589732,8,8.59322651,1.93878354,1.0,Pongo,Borneo
Anterior,BM1976.1440,-0.7435882288125641,12,12.2312454,3.20634803,1.0,Pongo,Borneo
Posterior,BM1976.1440,-0.8222500172903203,12,12.2312454,3.20634803,1.0,Pongo,Borneo
Premolar,BM1976.1440,0.20230619183119358,8,12.2312454,3.20634803,1.0,Pongo,Borneo
Anterior,BM1976.1442,0.8443851904853201,12,10.7760379,2.69681693,1.0,Pongo,Borneo
Posterior,BM1976.1442,0.01142605556065933,12,10.7760379,2.69681693,1.0,Pongo,Borneo
Premolar,BM1976.1442,1.3289605904369892,8,10.7760379,2.69681693,1.0,Pongo,Borneo
Anterior,BM1976.1443,0.8567939825665268,12,11.7461763,3.03626772,1.0,Pongo,Borneo
Posterior,BM1976.1443,0.8418200668900618,14,11.7461763,3.03626772,1.0,Pongo,Borneo
Premolar,BM1976.1443,0.5541165013240933,8,11.7461763,3.03626772,1.0,Pongo,Borneo
Anterior,BM50a,2.327653100346085,12,13.0001905,2.29036872,1.0,Papio,East Africa
Posterior,BM50a,-0.2051616888660442,12,13.0001905,2.29036872,1.0,Papio,East Africa
Premolar,BM50a,-2.003522292066514,8,13.0001905,2.29036872,1.0,Papio,East Africa
Anterior,BRK125458,1.604254361517141,6,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian
Posterior,BRK125458,-0.45769943095682564,12,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian
Premolar,BRK125458,0.10788044434303304,6,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian
Anterior,BRK125462,1.309550684860527,12,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian
Posterior,BRK125462,-1.6022595410589253,12,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian
Premolar,BRK125462,-1.2516472141061394,8,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian
Anterior,BRK125598,-1.6012779371188537,11,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian
Posterior,BRK125598,-0.7941362900254239,9,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian
Premolar,BRK125598,0.43963660601699356,5,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian
Anterior,BRK125610,0.524187842812771,12,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian
Posterior,BRK125610,0.27627417932855375,11,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian
Premolar,BRK125610,-1.4127658838923665,8,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian
Anterior,BRK125660,-2.310103436632644,12,51.5,12.6,0.75,Homo sapiens,Native Californian
Posterior,BRK125660,0.054353585390382264,11,51.5,12.6,0.75,Homo sapiens,Native Californian
Premolar,BRK125660,-0.47177603363833576,8,51.5,12.6,0.75,Homo sapiens,Native Californian
Anterior,BRK125661,0.45938577171661177,12,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian
Posterior,BRK125661,0.7019536262212701,12,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian
Premolar,BRK125661,0.13824143205868192,8,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian
Anterior,BRK125666,0.7601330853758538,6,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Posterior,BRK125666,0.22921137411506842,6,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Premolar,BRK125666,0.5300647056014667,4,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Anterior,BRK125670,-0.7046732628698824,10,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Posterior,BRK125670,-0.17961141383145854,7,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Premolar,BRK125670,0.19677609665695725,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Anterior,BRK125675,0.8205284754174188,12,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian
Posterior,BRK125675,-0.3937411722245721,12,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian
Premolar,BRK125675,0.5211672557321126,9,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian
Anterior,BRK125676,-0.265838791915379,9,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Posterior,BRK125676,-0.11754216732813036,12,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Premolar,BRK125676,0.829519042024073,8,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Anterior,BRK125678,-1.993060371054156,12,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Posterior,BRK125678,-1.296472328074761,11,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Premolar,BRK125678,-1.4821853974428207,8,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian
Anterior,BRK125679,-2.3336161198483047,12,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian
Posterior,BRK125679,-0.6782644401551767,12,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian
Premolar,BRK125679,0.7494338997277404,8,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian
Anterior,BRK125800,-0.28488406638257474,10,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian
Posterior,BRK125800,0.19779008194185213,12,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian
Premolar,BRK125800,1.0892174967107926,7,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian
Anterior,BRK125802,1.3276861322676916,7,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Posterior,BRK125802,-0.06913793472613955,11,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Premolar,BRK125802,1.3535858895693973,8,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian
Anterior,BRK125810,0.09212665843410921,12,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian
Posterior,BRK125810,-0.8373982238274621,12,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian
Premolar,BRK125810,-0.5944003521987352,8,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian
Anterior,BRK125811,-1.4805365125650163,10,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian
Posterior,BRK125811,-0.8881338537336524,11,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian
Premolar,BRK125811,-0.35801668807442916,7,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian
Anterior,BRK125821,0.8035850193786016,12,37.1392892,5.035316,0.75,Homo sapiens,Native Californian
Posterior,BRK125821,1.7207698311659838,12,37.1392892,5.035316,0.75,Homo sapiens,Native Californian
Premolar,BRK125821,-1.38218151537704,8,37.1392892,5.035316,0.75,Homo sapiens,Native Californian
Anterior,BRK125822,0.39282746825991893,12,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian
Posterior,BRK125822,-1.0405439391575344,12,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian
Premolar,BRK125822,0.47469708846320197,8,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian
Anterior,BRK125827,-0.1310866506877266,12,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian
Posterior,BRK125827,-1.8309058258475304,12,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian
Premolar,BRK125827,0.9282969915684843,8,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian
Anterior,BRK125832,-0.605000712808731,6,45.6,10.4,0.75,Homo sapiens,Native Californian
Posterior,BRK125832,-0.5339002383735546,6,45.6,10.4,0.75,Homo sapiens,Native Californian
Premolar,BRK125832,-1.06975241128969,4,45.6,10.4,0.75,Homo sapiens,Native Californian
Anterior,BRK126049,-0.6542832766875555,12,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian
Posterior,BRK126049,0.4278904406949172,11,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian
Premolar,BRK126049,-0.18924434093640552,8,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian
Anterior,BRK126054,0.32866200228248105,6,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Posterior,BRK126054,0.3619218539288437,5,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Premolar,BRK126054,1.320661655528167,4,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Anterior,BRK126076,-0.3427861508643793,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Posterior,BRK126076,-1.4768578168457318,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Premolar,BRK126076,1.067222416571983,4,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian
Anterior,BRK126087,-0.3314881720972547,12,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian
Posterior,BRK126087,1.114592444577377,12,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian
Premolar,BRK126087,0.3833771131824704,8,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian
Anterior,BRK126089,-0.13113753020334493,12,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Posterior,BRK126089,0.3487758940462951,12,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Premolar,BRK126089,1.9510125601262995,8,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian
Anterior,BRK126092,2.076980529053753,12,37.5219157,5.09801939,0.75,Homo sapiens,Native Californian
Posterior,BRK126092,0.0693811351327787,12,37.5219157,5.09801939,0.75,Homo sapiens,Native Californian
Premolar,BRK126092,0.1601905933170753,8,37.5219157,5.09801939,0.75,Homo sapiens,Native Californian
Anterior,BRK126094,1.0762401574663856,12,25.9155783,3.42374303,0.75,Homo sapiens,Native Californian
Posterior,BRK126094,-0.8456610327673472,12,25.9155783,3.42374303,0.75,Homo sapiens,Native Californian
Premolar,BRK126094,0.3330703726182551,8,25.9155783,3.42374303,0.75,Homo sapiens,Native Californian
Anterior,BRK126100,-0.0258628479538564,12,25.0865542,3.08319431,0.25,Homo sapiens,Native Californian
Posterior,BRK126100,0.3139082114575536,12,25.0865542,3.08319431,0.25,Homo sapiens,Native Californian
Premolar,BRK126100,-0.8333688059494058,8,25.0865542,3.08319431,0.25,Homo sapiens,Native Californian
Anterior,BRK126104,-1.589567493308969,12,23.6198193,3.05433283,0.75,Homo sapiens,Native Californian
Posterior,BRK126104,-2.0729834359912918,12,23.6198193,3.05433283,0.75,Homo sapiens,Native Californian
Premolar,BRK126104,-1.1173841129896078,8,23.6198193,3.05433283,0.75,Homo sapiens,Native Californian
Anterior,BRK126107,-0.458675284939333,12,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Posterior,BRK126107,-0.2931915866487618,12,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Premolar,BRK126107,1.9372311624295169,8,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian
Anterior,BRK126113,1.1059933699072981,12,32.9941687,4.35806278,0.75,Homo sapiens,Native Californian
Posterior,BRK126113,-0.9620911163416273,12,32.9941687,4.35806278,0.75,Homo sapiens,Native Californian
Premolar,BRK126113,0.34770845245095694,8,32.9941687,4.35806278,0.75,Homo sapiens,Native Californian
Anterior,BRK126117,-0.4070782363503251,12,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Posterior,BRK126117,-0.28436383804009513,12,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Premolar,BRK126117,0.18532564941538202,8,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Anterior,BRK126118,0.6191711169753933,12,26.6808313,3.54750963,0.25,Homo sapiens,Native Californian
Posterior,BRK126118,-0.33925848388401536,12,26.6808313,3.54750963,0.25,Homo sapiens,Native Californian
Premolar,BRK126118,1.0638515327343585,8,26.6808313,3.54750963,0.25,Homo sapiens,Native Californian
Anterior,BRK126121,-1.141938226142404,12,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Posterior,BRK126121,0.006339062362268442,12,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Premolar,BRK126121,2.5976737265958323,8,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian
Anterior,BRK126124,0.2230797426252751,12,22.0893133,2.81004779,0.75,Homo sapiens,Native Californian
Posterior,BRK126124,1.4332145066061728,12,22.0893133,2.81004779,0.75,Homo sapiens,Native Californian
Premolar,BRK126124,0.09152017817320818,8,22.0893133,2.81004779,0.75,Homo sapiens,Native Californian
Anterior,BRK126125,0.5807770953297967,5,41.1,10.0,0.25,Homo sapiens,Native Californian
Posterior,BRK126125,-0.056783194392691534,6,41.1,10.0,0.25,Homo sapiens,Native Californian
Premolar,BRK126125,-0.17040758116420443,4,41.1,10.0,0.25,Homo sapiens,Native Californian
Anterior,BRK126243,-0.7794823967254196,10,25.5967229,3.16436617,0.75,Homo sapiens,Native Californian
Posterior,BRK126243,0.4303013589575532,12,25.5967229,3.16436617,0.75,Homo sapiens,Native Californian
Premolar,BRK126243,-0.8515371891857679,8,25.5967229,3.16436617,0.75,Homo sapiens,Native Californian
Anterior,BRK126244,0.6655852363134291,11,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Posterior,BRK126244,1.08528700444591,12,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Premolar,BRK126244,0.36653140723722993,8,26.1068916,3.45465859,0.75,Homo sapiens,Native Californian
Anterior,BRK126247,-0.28624873355569186,12,39.6263614,5.44334199,0.25,Homo sapiens,Native Californian
Posterior,BRK126247,0.4539655793086961,12,39.6263614,5.44334199,0.25,Homo sapiens,Native Californian
Premolar,BRK126247,-0.3086730555464126,8,39.6263614,5.44334199,0.25,Homo sapiens,Native Californian
Anterior,BRK126248,0.9355471254651493,12,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Posterior,BRK126248,-1.8314060842151236,12,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Premolar,BRK126248,-0.3356073681186462,8,28.5939639,3.85801676,0.25,Homo sapiens,Native Californian
Anterior,BRK126250,-1.9908119951239978,12,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Posterior,BRK126250,-1.495060830227205,11,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Premolar,BRK126250,1.3638622298139094,7,26.2982048,3.48559185,0.25,Homo sapiens,Native Californian
Anterior,BRK126251,0.895184981971686,12,29.9331566,4.07615043,0.75,Homo sapiens,Native Californian
Posterior,BRK126251,-0.7194802332847904,12,29.9331566,4.07615043,0.75,Homo sapiens,Native Californian
Premolar,BRK126251,-1.502503456040897,8,29.9331566,4.07615043,0.75,Homo sapiens,Native Californian
Anterior,BRK126252,-2.964528837841651,12,22.4719398,2.87094128,0.25,Homo sapiens,Native Californian
Posterior,BRK126252,-0.5434955079326346,12,22.4719398,2.87094128,0.25,Homo sapiens,Native Californian
Premolar,BRK126252,2.4204150122474024,8,22.4719398,2.87094128,0.25,Homo sapiens,Native Californian
Anterior,BRK126256,0.4348842714636474,12,32.0376024,4.41997173,0.25,Homo sapiens,Native Californian
Posterior,BRK126256,-0.5595722860494895,12,32.0376024,4.41997173,0.25,Homo sapiens,Native Californian
Premolar,BRK126256,0.46508020950030626,8,32.0376024,4.41997173,0.25,Homo sapiens,Native Californian
Anterior,BRK126259,-1.5609583529944429,12,32.1651446,4.22315152,0.25,Homo sapiens,Native Californian
Posterior,BRK126259,-0.29732336269763543,11,32.1651446,4.22315152,0.25,Homo sapiens,Native Californian
Premolar,BRK126259,0.09947747301573849,8,32.1651446,4.22315152,0.25,Homo sapiens,Native Californian
Anterior,BRK126260,-0.08610065182104851,12,36.3740361,4.90999368,0.25,Homo sapiens,Native Californian
Posterior,BRK126260,0.7908061216900806,12,36.3740361,4.90999368,0.25,Homo sapiens,Native Californian
Premolar,BRK126260,0.34464522623605237,8,36.3740361,4.90999368,0.25,Homo sapiens,Native Californian
Anterior,BRK126261,0.668326018107997,12,32.3564578,4.25426601,0.25,Homo sapiens,Native Californian
Posterior,BRK126261,-0.6883722822307594,12,32.3564578,4.25426601,0.25,Homo sapiens,Native Californian
Premolar,BRK126261,0.8978154084105481,8,32.3564578,4.25426601,0.25,Homo sapiens,Native Californian
Anterior,BRK126264,1.6289369476239914,12,37.1392892,5.035316,0.25,Homo sapiens,Native Californian
Posterior,BRK126264,-0.9701495196514126,9,37.1392892,5.035316,0.25,Homo sapiens,Native Californian
Premolar,BRK126264,-0.8876956557145598,8,37.1392892,5.035316,0.25,Homo sapiens,Native Californian
Anterior,BRK126266,1.3357843363202329,12,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
Posterior,BRK126266,-0.19134398669506028,12,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
Premolar,BRK126266,1.403821392066557,8,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
Anterior,BRK126271,-0.4425357118921839,11,25.8518072,3.20502776,0.5,Homo sapiens,Native Californian
Posterior,BRK126271,1.4550455762707113,12,25.8518072,3.20502776,0.5,Homo sapiens,Native Californian
Premolar,BRK126271,0.13148581680545218,8,25.8518072,3.20502776,0.5,Homo sapiens,Native Californian
Posterior,BRK126291,0.2582288233226952,7,22.0893133,2.81004779,0.5,Homo sapiens,Native Californian
Anterior,BRK126292,1.5647180216699044,12,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
Posterior,BRK126292,-0.36177047744417123,11,36.5653494,4.94131337,0.5,Homo sapiens,Native Californian
