rownames,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,m_focal,num_words,income,county,nExp,leagueCountry,n_focal,dyad,help
1158,0,male,9,15.0,yes,2,14,5,5,3,324,16.65411186,Kern,46916.0,England,10,4,N
1160,0,female,10,15.0,yes,2,14,1,1,2,166,18.54422188,San Mateo,46916.0,England,6,5,N
1161,0,female,5,10.0,yes,2,14,5,5,3,145,14.18000031,Tuolumne,7974.0,Germany,10,4,N
1166,0,male,7,15.0,yes,4,20,4,5,2,383,18.02955437,Placer,46916.0,England,6,5,N
1177,0,female,7,4.0,yes,3,18,4,5,3,145,13.58600044,Stanislaus,46916.0,England,10,8,N
1178,0,male,7,15.0,yes,4,20,6,5,2,106,12.64000034,Lassen,1897.0,France,5,5,N
1180,0,male,11,1.5,no,3,18,5,5,3,120,11.10299969,Shasta,1897.0,Spain,10,7,N
1187,0,female,9,0.125,no,2,16,6,3,2,324,7.5,Tulare,1897.0,England,5,4,N
1191,0,male,13,10.0,yes,2,20,6,3,2,106,15.50599957,Los Angeles,1121.0,France,5,4,y
1195,0,female,7,4.0,no,4,18,5,4,4,120,22.84140015,Santa Clara,46916.0,England,13,3,N
1207,0,female,9,7.0,yes,2,12,5,1,2,106,19.82312584,Los Angeles,46916.0,England,5,5,N
1208,0,male,9,4.0,yes,5,18,6,3,4,324,16.34700012,Sonoma,1895.0,Spain,13,1,N
1209,0,female,7,15.0,yes,2,17,5,5,2,324,16.29299927,Kern,960.0,England,6,5,N
1211,0,male,5,15.0,no,4,20,6,4,2,145,13.24800014,Shasta,1897.0,Spain,5,4,N
1215,0,male,5,1.5,no,1,18,5,5,2,145,14.01000023,Placer,1897.0,France,5,4,y
1221,0,male,8,15.0,yes,4,20,6,4,4,106,14.16300011,Siskiyou,1897.0,Spain,13,3,y
1226,0,female,7,15.0,yes,4,18,1,4,3,120,15.77099991,Sonoma,7974.0,Germany,10,4,N
1229,0,female,5,7.0,yes,4,17,5,4,2,106,14.48333263,Madera,46916.0,England,6,5,N
1231,0,female,9,15.0,yes,3,14,1,3,4,145,14.20899963,Humboldt,7974.0,Germany,13,3,N
1234,0,female,9,7.0,yes,3,16,1,4,2,145,15.16699982,El Dorado,46916.0,England,5,5,N
1235,0,male,9,1.5,no,3,16,4,2,4,324,12.58425045,Sonoma,7974.0,England,13,3,N
1242,0,male,8,1.5,no,3,16,3,5,3,166,10.55099964,Tehama,294.0,Spain,10,7,N
1245,0,male,9,4.0,yes,3,16,4,2,2,383,16.95599937,Sonoma,46916.0,England,5,4,N
1260,0,female,12,7.0,yes,3,12,1,2,3,120,17.70899963,Sonoma,468.0,France,10,7,N
1266,0,female,8,15.0,yes,2,18,5,4,3,120,16.27199936,Placer,5212.0,England,10,7,N
1271,0,female,9,7.0,yes,3,14,4,4,2,120,17.9008007,Santa Cruz,294.0,Germany,5,1,N
1273,0,male,10,1.5,no,2,16,5,5,2,383,11.83399963,Humboldt,960.0,England,5,1,N
1276,0,male,11,15.0,yes,5,20,5,4,2,383,18.6201992,San Bernardino,46916.0,Germany,5,5,N
1280,0,female,5,1.5,no,4,16,5,3,2,120,12.43099976,Placer,1897.0,Spain,5,6,N
1282,0,female,9,10.0,yes,4,16,1,5,3,383,15.16699982,El Dorado,1121.0,Spain,10,6,N
1285,0,male,12,4.0,no,2,17,5,3,3,120,20.87574959,Orange,119.0,England,10,6,y
1295,0,female,7,0.417,no,4,14,5,5,3,383,10.63899994,Glenn,46916.0,England,10,6,N
1298,0,female,5,4.0,no,2,18,5,5,2,120,25.02961922,San Mateo,7974.0,France,5,6,N
1299,0,male,10,15.0,yes,4,18,5,3,2,106,16.75780106,Santa Barbara,1897.0,France,5,5,N
1304,0,male,7,10.0,yes,5,20,7,4,2,145,15.29699993,San Bernardino,6121.0,England,6,5,N
1305,0,female,8,7.0,yes,2,14,4,2,3,106,17.3694458,Sonoma,46916.0,England,10,6,N
1311,0,male,9,4.0,yes,2,16,5,5,4,166,22.09600067,Santa Clara,321.0,Spain,13,3,N
1314,0,male,6,4.0,yes,2,16,6,4,3,120,22.84199905,Santa Barbara,7974.0,Germany,10,3,y
1319,0,male,10,1.5,no,3,18,4,5,2,166,18.31987572,San Diego,598.0,England,5,5,N
1322,0,female,9,4.0,yes,4,14,3,4,4,106,25.03000069,Orange,6121.0,Germany,13,3,N
1324,0,female,5,0.75,no,2,18,5,4,4,324,21.95700073,Santa Barbara,1897.0,Spain,13,1,y
1327,0,male,13,10.0,yes,4,20,4,5,4,120,18.79683304,Santa Cruz,1895.0,England,13,1,N
1328,0,female,11,0.75,no,5,14,3,3,2,106,10.63899994,Glenn,7974.0,Spain,5,5,N
1330,0,male,6,15.0,yes,4,17,5,3,4,383,17.50799942,Sonoma,1897.0,France,13,1,N
1332,0,male,9,4.0,no,3,14,4,5,2,145,18.59300041,Nevada,321.0,Germany,5,6,N
1333,0,female,8,1.5,no,2,17,3,2,3,106,11.11600018,Kings,7974.0,Germany,10,4,N
1336,0,female,5,7.0,yes,4,14,1,5,2,120,14.09766674,San Diego,13.0,France,5,1,N
1341,0,male,7,15.0,yes,5,14,6,5,3,324,12.64000034,Lassen,1897.0,England,10,4,N
1344,0,male,6,4.0,yes,1,16,4,4,2,324,20.93642807,Ventura,1897.0,Spain,5,4,N
1352,0,female,9,15.0,yes,5,14,1,3,2,120,14.18000031,Tuolumne,7974.0,Germany,5,4,N
1358,0,male,5,4.0,yes,4,18,5,5,3,166,11.82600021,Siskiyou,3011.0,England,10,8,N
1359,0,female,9,4.0,yes,2,14,1,5,3,106,18.67099953,Sonoma,46916.0,England,10,2,N
1361,0,male,5,15.0,yes,2,14,7,4,2,324,17.33200073,San Diego,3011.0,France,5,4,N
1364,0,female,12,1.5,no,2,16,1,4,2,120,17.50799942,Sonoma,3011.0,France,5,5,N
1368,0,male,6,15.0,yes,4,12,2,4,3,120,15.57199955,Humboldt,7974.0,Germany,10,7,N
1384,0,female,6,0.417,no,3,17,1,5,2,383,15.56725025,Kern,46916.0,England,6,5,N
1390,0,female,8,1.5,no,2,16,5,5,2,324,15.75199986,Tulare,2435.0,England,5,5,N
1393,0,male,8,4.0,yes,4,20,6,4,3,166,20.46999931,Santa Clara,1897.0,Spain,10,8,N
1394,0,female,8,15.0,yes,4,14,1,5,3,166,9.708999634,Kern,1897.0,England,10,4,N
1402,0,female,13,1.5,no,2,16,3,5,2,120,11.11600018,Kings,562.0,France,6,5,N
1407,0,male,8,4.0,no,1,20,6,5,3,166,16.32099915,San Diego,382.0,Spain,10,4,N
1408,0,male,10,15.0,yes,3,20,6,4,2,166,21.96699905,San Diego,1897.0,Spain,6,5,N
1412,0,female,9,10.0,no,2,16,6,5,3,145,8.934000015,Tulare,3011.0,France,10,8,N
1413,0,female,8,10.0,yes,5,14,5,5,2,383,19.99699974,San Diego,46916.0,England,5,5,N
1416,0,male,10,1.5,yes,4,18,5,3,3,120,18.82723045,Orange,7974.0,Germany,10,7,N
1417,0,male,9,1.5,no,2,18,4,4,2,106,18.1186657,Los Angeles,1895.0,Spain,5,4,N
1418,0,female,13,10.0,yes,4,14,1,4,2,383,23.66737556,Los Angeles,1938.0,Germany,5,4,N
1419,0,female,10,15.0,yes,4,18,5,4,4,120,22.13899994,Marin,1897.0,England,13,3,N
1420,0,female,11,10.0,yes,5,12,1,5,2,145,20.54599953,Santa Clara,636.0,France,5,5,N
1423,0,male,7,4.0,yes,3,16,4,5,4,324,9.484999657,Tehama,7974.0,Germany,13,1,N
1424,0,female,5,15.0,yes,4,12,4,2,2,166,11.83399963,Humboldt,1049.0,Germany,6,5,N
1432,0,female,9,0.75,no,4,16,5,5,2,324,18.79899979,San Diego,5212.0,England,5,4,N
1433,0,female,4,15.0,yes,4,16,1,5,2,120,10.55099964,Shasta,2306.0,France,5,4,N
1437,0,female,12,15.0,yes,3,16,1,5,4,383,15.51900005,Kern,4238.0,Germany,13,3,N
1438,0,female,6,10.0,yes,2,16,1,5,3,383,21.63172722,Santa Clara,46916.0,England,10,4,y
1439,0,male,9,7.0,no,2,20,6,5,2,383,21.09575081,Orange,46916.0,England,6,5,N
1446,0,female,6,15.0,yes,2,14,1,3,4,106,15.16699982,El Dorado,3034.0,Spain,13,3,N
1450,0,male,5,1.5,yes,2,17,4,4,2,145,19.11700058,El Dorado,1897.0,Spain,5,5,N
1451,0,female,5,0.75,yes,2,14,1,5,4,383,17.62000084,Placer,2306.0,Spain,13,3,N
1452,0,male,5,4.0,yes,4,14,2,4,3,324,15.16699982,El Dorado,1158.0,England,10,7,N
1453,0,male,5,0.125,no,4,17,6,4,2,106,10.64299965,Humboldt,7974.0,Germany,5,4,N
1456,0,male,5,1.5,yes,4,18,6,5,3,145,20.73905563,Los Angeles,145.0,Spain,10,7,N
1464,0,male,5,7.0,yes,3,16,6,3,3,166,21.56599998,Placer,550.0,Germany,10,7,N
1469,0,female,7,15.0,yes,4,14,1,3,2,166,17.65600014,Placer,7974.0,Germany,5,1,N
1473,0,male,4,1.5,no,5,20,5,2,2,106,17.70899963,Sonoma,46916.0,England,5,1,N
1481,0,female,12,1.5,no,2,16,5,5,2,166,27.81599998,San Mateo,6121.0,Germany,5,5,N
1482,0,female,12,1.5,no,3,17,5,5,2,120,18.59300041,Nevada,1121.0,England,5,6,N
1496,0,male,10,0.125,no,5,16,4,4,3,120,14.26299953,Madera,7974.0,Germany,10,6,N
1497,0,female,11,4.0,yes,4,16,1,5,3,106,22.75799942,San Luis Obispo,136.0,Spain,10,6,N
1504,0,female,5,4.0,yes,4,12,1,5,3,324,12.64000034,Lassen,1897.0,Spain,10,6,N
1513,0,female,12,15.0,yes,2,14,5,5,2,145,11.23799992,Fresno,3011.0,Spain,5,6,N
1515,0,female,6,15.0,yes,3,14,5,3,2,145,16.95599937,Sonoma,46916.0,England,5,5,N
1534,0,male,12,7.0,yes,2,16,5,5,2,383,17.70899963,Sonoma,3351.0,England,6,5,y
1535,0,male,7,0.75,no,4,16,6,4,3,324,25.62199974,San Mateo,16969.0,Germany,10,6,N
1536,0,male,9,0.125,no,3,20,6,5,4,145,18.72599983,El Dorado,7974.0,Germany,13,3,N
1540,0,male,7,10.0,yes,3,20,6,5,3,324,13.44299984,Placer,3011.0,France,10,3,N
1551,0,female,8,0.417,no,5,14,4,5,2,145,15.18000031,San Diego,7974.0,England,5,5,N
1555,0,female,8,15.0,yes,5,14,1,4,4,106,19.11700058,El Dorado,7974.0,Germany,13,3,N
1557,0,female,8,10.0,yes,3,14,1,5,4,324,13.71199989,Nevada,1897.0,Spain,13,1,y
1566,0,male,7,15.0,yes,4,17,5,5,4,120,17.50799942,Sonoma,3011.0,France,13,1,y
1567,0,male,7,4.0,yes,3,20,6,5,2,383,11.83399963,Humboldt,7974.0,Germany,5,5,N
1576,0,female,5,7.0,yes,4,17,1,5,4,106,13.27299976,Trinity,7974.0,Germany,13,1,N
1584,0,female,9,10.0,yes,4,16,1,5,2,166,16.3560009,Nevada,205.0,Germany,5,6,N
1585,0,female,5,10.0,yes,1,18,1,4,3,324,18.62599945,Placer,7974.0,Germany,10,4,N
1590,0,female,11,4.0,no,3,14,1,4,2,166,23.7329998,Ventura,6121.0,England,5,1,N
1594,0,female,6,7.0,yes,4,14,3,2,3,383,12.93400002,Trinity,562.0,England,10,4,N
1595,0,male,11,15.0,yes,5,18,5,2,2,166,13.90600014,Shasta,1938.0,England,5,4,N
1603,0,male,8,7.0,yes,2,18,5,5,2,106,15.42800045,Nevada,46916.0,England,5,4,N
1608,0,female,7,1.5,no,4,17,1,3,3,120,15.38099957,Humboldt,562.0,England,10,8,N
1609,0,male,5,1.5,no,4,14,5,5,3,324,22.52899933,Sonoma,1938.0,Spain,10,2,N
1615,0,female,4,1.5,yes,4,14,5,4,2,106,23.80609894,San Diego,3011.0,France,5,4,N
1616,0,female,11,7.0,yes,3,16,1,5,2,145,24.60300064,Marin,2475.0,England,5,5,N
1617,0,female,8,15.0,yes,3,16,5,4,3,120,36.17399979,Santa Clara,3011.0,France,10,7,N
1620,0,female,6,0.75,no,3,16,1,5,2,145,33.45500183,Los Angeles,2884.0,Germany,6,5,N
1621,0,female,10,1.5,yes,2,14,5,5,2,324,20.4802227,Sonoma,1897.0,Spain,5,5,y
1637,0,female,7,4.0,yes,1,16,5,5,3,383,20.13400078,Monterey,2475.0,England,10,8,N
1638,0,male,11,15.0,yes,4,16,5,5,3,324,19.3465004,Sonoma,3011.0,France,10,4,N
1650,0,male,7,10.0,yes,4,20,6,5,2,120,36.17399979,Santa Clara,46916.0,England,6,5,N
1654,0,male,6,15.0,yes,4,16,6,4,3,324,22.86333466,Sonoma,46916.0,France,10,4,N
1665,0,female,10,7.0,yes,2,14,1,2,2,145,17.70899963,Sonoma,1895.0,England,6,5,N
1670,0,female,9,1.5,no,4,14,4,5,3,166,14.17700005,Stanislaus,1365.0,England,10,8,N
1671,0,female,5,10.0,yes,2,16,5,4,2,383,41.0929985,Marin,46916.0,England,5,5,y
1675,0,female,10,0.75,no,2,16,5,4,3,324,21.95700073,Santa Barbara,3011.0,France,10,7,N
1688,0,female,6,1.5,no,2,16,5,5,2,166,16.06399918,Sonoma,46916.0,England,5,4,N
1691,0,female,12,15.0,yes,3,18,6,4,2,145,25.73699951,Marin,7974.0,Germany,5,4,y
1695,0,female,13,7.0,yes,5,14,4,5,4,120,20.47400093,Santa Cruz,7974.0,Germany,13,3,N
1698,0,male,6,15.0,yes,4,16,4,4,2,145,35.81000137,San Mateo,46916.0,England,5,5,N
1704,0,female,6,15.0,yes,3,18,5,2,4,324,13.56700039,Shasta,7974.0,Germany,13,1,N
1705,0,male,7,15.0,yes,3,18,6,2,2,324,20.0890007,Santa Cruz,4238.0,Spain,6,5,N
1711,0,female,5,7.0,yes,2,14,1,2,2,166,18.28300095,Santa Cruz,1938.0,Germany,5,4,N
1719,0,male,7,4.0,no,5,12,4,5,2,145,25.23971558,Contra Costa,1895.0,Spain,5,4,N
1723,0,female,5,1.5,no,1,16,6,5,4,106,25.06299973,Santa Barbara,136.0,England,13,3,N
1726,0,female,9,0.75,no,1,14,4,5,3,383,30.62849998,Marin,46916.0,Spain,10,4,N
1749,0,female,5,15.0,yes,4,12,1,5,2,145,27.47521591,Santa Clara,46916.0,France,6,5,N
1752,0,male,6,1.5,no,2,18,5,3,4,145,30.84000015,Santa Cruz,112.0,England,13,3,N
1754,0,male,9,4.0,yes,5,17,2,5,2,383,34.15950012,Santa Clara,598.0,Germany,5,5,N
1758,0,female,5,4.0,yes,4,12,1,5,4,120,43.22999954,Santa Barbara,3011.0,France,13,3,N
1761,0,male,10,15.0,yes,5,18,5,4,3,120,27.94775009,San Diego,46916.0,England,10,7,N
1773,0,male,9,1.5,no,2,20,7,3,2,145,49.93899918,San Mateo,3011.0,France,5,4,N
1775,0,male,7,15.0,no,4,9,3,1,3,120,55.32799911,Marin,173.0,England,10,7,N
1786,0,male,10,7.0,no,4,18,5,5,3,106,35.48099899,Marin,46916.0,England,10,7,N
1793,0,male,5,15.0,yes,2,17,5,4,2,145,34.30099869,Contra Costa,7974.0,Germany,5,1,N
1799,0,male,8,15.0,yes,4,17,6,5,2,166,38.62857056,San Diego,7974.0,England,5,1,N
1803,0,female,9,7.0,no,2,17,5,4,2,324,35.34199905,San Mateo,1897.0,Spain,5,5,N
1806,0,female,8,7.0,yes,4,14,5,5,2,145,31.05200005,Contra Costa,46916.0,England,5,6,N
1807,0,female,6,4.0,no,2,14,3,3,3,106,40.26399994,Contra Costa,1121.0,France,10,6,N
1808,0,male,7,7.0,yes,2,20,6,5,3,324,35.81000137,San Mateo,46916.0,England,10,6,N
1814,0,male,4,7.0,no,4,12,4,3,3,383,43.22999954,Santa Barbara,3011.0,France,10,6,N
1815,0,male,5,10.0,yes,4,18,6,4,2,383,50.67699814,San Mateo,46916.0,England,5,6,N
1818,0,female,7,1.5,no,3,14,1,5,2,166,40.40200043,Santa Clara,1158.0,Spain,5,5,N
1827,0,female,11,4.0,yes,2,14,1,3,2,106,28.71699905,San Mateo,119.0,England,6,5,N
1834,0,female,7,15.0,no,4,20,6,5,3,120,41.73410797,Santa Clara,550.0,Germany,10,6,N
1835,0,male,13,15.0,yes,4,14,4,3,4,145,23.7329998,Ventura,1897.0,Spain,13,3,N
1843,0,female,10,7.0,yes,3,18,5,5,3,166,9.951999664,Yuba,3011.0,Germany,10,3,N
1846,0,female,11,10.0,no,4,14,4,5,2,106,12.50199986,Yuba,7974.0,Germany,5,5,N
1850,0,male,9,4.0,yes,4,16,5,5,4,324,22.69000053,Alameda,3011.0,France,13,3,N
1851,0,female,8,4.0,yes,2,16,1,4,4,145,9.824000359,Butte,5621.0,France,13,1,N
1854,0,female,9,15.0,yes,2,14,5,1,4,106,8.977999687,Butte,750.0,Germany,13,1,N
1859,0,female,10,1.5,no,5,14,1,4,2,383,8.977999687,Butte,7974.0,Germany,5,5,y
1861,0,male,6,7.0,yes,2,20,5,4,4,106,9.080332756,Butte,1121.0,Spain,13,1,N
1866,0,male,5,4.0,yes,4,14,5,5,2,145,10.41499996,Fresno,3351.0,Germany,5,6,N
1873,0,male,9,0.125,no,1,16,3,5,3,106,6.577000141,San Joaquin,46916.0,Germany,10,4,N
1875,0,female,5,7.0,yes,4,14,1,4,2,166,8.173999786,Kern,7974.0,Germany,5,1,N
1885,0,female,5,15.0,yes,5,16,5,3,3,383,7.385000229,Fresno,6121.0,Germany,10,4,N
1892,0,male,6,10.0,yes,4,18,5,4,2,106,11.61333275,Sacramento,1897.0,Spain,5,4,N
1895,0,female,11,15.0,yes,2,14,3,4,2,166,8.930999756,Merced,1897.0,Spain,5,4,N
1896,0,female,7,1.5,no,3,17,5,5,3,383,7.385000229,Fresno,46916.0,England,10,8,N
1897,0,male,14,4.0,yes,4,17,4,4,3,383,5.335000038,Tulare,1897.0,Spain,10,2,N
1899,0,female,11,15.0,yes,5,14,1,5,2,120,8.279000282,Tulare,1895.0,France,5,4,N
1904,0,female,9,7.0,yes,2,12,1,2,2,145,9.630000114,Tulare,46916.0,England,5,5,N
1905,0,female,5,7.0,yes,3,12,1,4,3,120,7.453999996,Tulare,3011.0,France,10,7,N
1908,0,female,7,15.0,yes,2,14,1,4,2,106,6.21600008,Kern,7974.0,France,6,5,N
1916,0,female,9,15.0,yes,4,14,5,4,2,106,7.763999939,Kern,7974.0,Germany,5,5,N
1918,0,male,12,7.0,yes,4,14,3,3,3,383,7.021999836,Los Angeles,550.0,France,10,8,N
1920,0,male,10,7.0,yes,2,20,6,2,3,166,5.698999882,Kern,3011.0,France,10,4,N
1930,0,female,5,15.0,yes,3,12,3,3,2,166,7.940999985,Imperial,1895.0,England,6,5,N
1940,0,male,11,4.0,yes,3,16,3,5,3,106,9.630000114,Tulare,7974.0,Germany,10,4,y
1947,0,female,8,7.0,yes,3,14,1,4,2,324,7.40500021,Kern,1365.0,England,6,5,N
1949,0,female,8,1.5,no,2,14,4,5,3,324,9.630000114,Tulare,7974.0,Germany,10,8,N
1951,0,female,9,4.0,yes,4,14,1,4,2,120,8.019000053,Merced,1897.0,Spain,5,5,N
1952,0,female,7,4.0,no,4,14,5,5,3,145,8.522999763,Tulare,1897.0,Spain,10,7,N
1960,0,female,7,1.5,no,2,16,4,5,2,145,7.983181477,Monterey,3011.0,France,5,4,N
9001,0,male,5,15.0,no,4,14,5,4,2,106,7.304999828,Kern,1365.0,Germany,5,4,y
9012,0,male,9,10.0,yes,2,18,6,2,4,383,8.934000015,Tulare,1895.0,Spain,13,3,y
9023,0,male,9,15.0,yes,3,17,5,4,2,120,8.553999901,Tulare,4238.0,Germany,5,5,N
9029,0,female,5,4.0,yes,2,16,1,4,4,324,6.612999916,San Diego,3011.0,Germany,13,1,N
6,3,male,4,1.5,no,3,18,4,4,2,324,12.4090004,Monterey,1897.0,Spain,6,5,N
12,3,female,5,4.0,yes,3,17,1,5,2,383,8.126615524,Los Angeles,3011.0,Germany,5,4,N
43,7,male,8,15.0,yes,5,18,6,2,2,120,11.43099976,Monterey,6121.0,Spain,5,4,N
53,12,female,10,10.0,yes,3,17,5,2,4,166,11.72222519,San Bernardino,3011.0,France,13,3,N
67,1,male,12,0.125,no,4,16,5,5,3,383,11.33250046,Los Angeles,2306.0,England,10,4,N
79,1,female,8,1.5,yes,2,14,1,5,2,106,9.597999573,Merced,1897.0,Spain,6,5,N
122,12,male,7,15.0,yes,4,14,5,2,4,383,14.55799961,Fresno,606.0,Germany,13,3,N
126,7,female,6,1.5,no,2,14,3,4,2,145,22.05999947,San Mateo,7974.0,Germany,5,5,N
133,2,male,7,15.0,yes,2,18,6,4,4,324,9.708999634,Kern,46916.0,England,13,3,N
138,3,female,11,15.0,yes,4,12,3,2,3,106,11.48294449,Ventura,1897.0,Spain,10,7,N
154,1,female,8,15.0,yes,4,14,4,2,2,383,8.17800045,Merced,46916.0,England,5,4,N
159,7,female,5,15.0,yes,3,17,1,4,3,383,8.173999786,Kern,7974.0,Germany,10,7,N
174,12,female,6,15.0,yes,5,9,4,1,3,324,7.5,Kern,1897.0,Spain,10,7,y
176,12,male,5,10.0,yes,2,20,6,2,2,383,10.05049992,Riverside,606.0,England,5,1,N
181,12,female,8,15.0,yes,3,14,1,2,2,106,7.331999779,Los Angeles,7974.0,Germany,5,1,N
182,3,male,9,4.0,no,1,18,6,5,2,166,12.5815773,Santa Clara,7974.0,Germany,5,5,N
186,7,male,5,10.0,yes,2,18,7,3,2,145,15.17700005,Kern,46916.0,England,5,6,N
189,7,female,6,4.0,no,3,17,5,5,3,166,12.109128,Kern,7974.0,Germany,10,6,N
204,1,male,8,15.0,yes,4,16,5,5,3,324,11.78499985,Santa Clara,1897.0,Spain,10,6,N
215,1,female,5,15.0,yes,5,14,4,5,3,383,14.06200027,Los Angeles,7974.0,Germany,10,6,y
232,7,female,7,4.0,yes,3,18,5,4,2,145,10.47200012,Madera,3011.0,France,5,6,N
233,1,female,7,7.0,yes,5,14,1,4,2,324,13.40511703,Monterey,3011.0,France,5,5,N
252,12,male,13,1.5,yes,3,17,5,4,2,383,12.30179977,Santa Barbara,46916.0,England,6,5,y
253,12,female,13,7.0,yes,4,14,6,2,3,166,15.40407085,Los Angeles,3011.0,France,10,6,N
274,3,female,8,15.0,yes,4,16,5,4,4,324,13.76200008,Los Angeles,750.0,Spain,13,3,N
275,7,female,7,10.0,yes,4,12,7,3,3,145,14.18400002,Los Angeles,1895.0,France,10,3,N
287,1,male,7,1.5,no,2,18,5,2,2,383,8.864999771,Sacramento,692.0,England,5,5,N
288,1,male,13,4.0,no,4,20,6,4,4,324,12.99699974,Monterey,3011.0,France,13,3,N
325,1,female,6,7.0,yes,3,14,1,3,4,324,11.59200001,Ventura,3011.0,France,13,1,N
328,3,female,7,10.0,yes,4,14,1,4,4,324,8.279000282,Tulare,550.0,France,13,1,N
344,3,male,13,4.0,yes,2,18,7,2,2,324,10.90564251,Sacramento,7974.0,Germany,5,5,N
353,1,female,9,0.75,no,5,14,4,5,4,106,13.40062523,Orange,7974.0,Germany,13,1,N
354,1,female,5,10.0,yes,4,18,1,5,2,106,11.08100033,Kings,297.0,Spain,5,6,N
367,7,female,10,7.0,yes,2,17,6,4,3,145,9.081999779,Kings,692.0,Germany,10,4,N
369,7,male,10,15.0,yes,2,20,6,4,2,166,13.39000034,Kern,550.0,England,5,1,N
390,7,female,8,10.0,no,1,20,5,3,3,120,14.60162544,Los Angeles,7974.0,Germany,10,4,N
392,12,female,10,10.0,yes,2,16,5,5,2,120,11.11600018,Kings,562.0,Spain,5,4,N
423,7,male,11,15.0,yes,2,20,6,4,2,324,8.423000336,San Diego,46916.0,England,5,4,N
432,7,female,6,15.0,yes,1,12,1,3,3,145,11.66499996,Sonoma,1158.0,England,10,8,N
436,1,male,9,15.0,yes,2,20,6,3,3,120,7.304999828,Kern,1897.0,Spain,10,2,N
483,2,male,8,15.0,yes,3,18,6,5,2,166,13.7305994,Los Angeles,46916.0,England,5,4,N
513,12,female,10,4.0,no,3,12,3,4,2,383,11.11600018,Kings,7974.0,Germany,5,5,N
516,12,male,8,7.0,yes,1,18,6,2,3,145,10.36442852,Merced,46916.0,England,10,7,N
518,1,male,8,4.0,yes,3,18,5,5,2,383,6.982999802,Santa Barbara,1897.0,Spain,6,5,N
520,12,male,8,15.0,yes,4,17,6,5,2,383,14.46780014,San Bernardino,1895.0,France,5,5,N
526,12,female,7,15.0,yes,4,12,1,1,3,383,14.65299988,Contra Costa,1895.0,Germany,10,8,N
528,7,male,7,4.0,no,3,14,3,4,3,324,10.62899971,Humboldt,7974.0,Germany,10,4,N
553,7,female,9,7.0,yes,4,18,4,5,2,324,9.781000137,Siskiyou,7974.0,Germany,6,5,N
576,1,male,7,0.417,yes,3,12,3,4,3,106,10.65600014,Siskiyou,3011.0,France,10,4,N
611,3,male,10,15.0,yes,5,16,5,4,2,324,11.93799973,Ventura,3011.0,France,6,5,N
625,12,male,9,15.0,yes,2,20,5,4,3,324,7.385000229,Fresno,6121.0,Spain,10,8,N
635,7,male,6,4.0,yes,2,17,6,4,2,145,10.67599964,Merced,1938.0,Spain,5,5,N
646,1,male,8,4.0,no,2,14,4,5,3,324,9.972000122,Merced,7974.0,Germany,10,7,N
657,7,female,10,15.0,yes,5,16,1,3,2,166,8.258000374,Fresno,550.0,Spain,5,4,N
659,1,male,9,4.0,no,3,14,3,3,2,120,8.895999908,San Bernardino,692.0,Germany,5,4,N
666,1,female,11,10.0,yes,4,16,1,4,4,166,12.06200027,Riverside,321.0,Spain,13,3,N
679,1,male,5,7.0,yes,3,14,7,4,2,324,9.428894997,Los Angeles,1158.0,Spain,5,5,y
729,7,male,11,7.0,yes,2,18,4,1,4,324,8.920332909,Kern,46916.0,France,13,1,N
755,3,male,4,1.5,no,1,14,3,2,2,106,10.09799957,Tulare,7974.0,France,6,5,N
758,7,male,10,4.0,yes,3,18,6,4,2,166,11.82999992,Sacramento,46916.0,England,5,4,N
770,7,male,5,15.0,yes,4,20,6,4,2,120,11.55300045,Lake,1897.0,France,5,4,N
786,2,female,7,15.0,yes,1,18,5,4,4,145,19.70700073,Santa Clara,46916.0,England,13,3,N
797,7,female,10,4.0,yes,3,18,5,2,3,145,7.105000019,Butte,3011.0,England,10,4,N
811,1,male,10,4.0,yes,1,16,4,4,2,166,13.72500038,San Mateo,7974.0,England,6,5,N
834,7,male,9,7.0,yes,4,16,1,4,4,166,10.09799957,Tulare,1897.0,France,13,3,N
858,2,male,5,15.0,yes,1,17,4,4,2,145,13.76200008,Los Angeles,46916.0,England,5,5,N
885,7,female,10,15.0,yes,4,14,5,2,4,166,9.664999962,Imperial,204.0,Germany,13,3,N
893,7,male,7,10.0,yes,1,18,5,3,3,145,10.26399994,Imperial,3011.0,France,10,7,N
927,3,male,7,15.0,yes,3,17,6,1,2,145,11.56920052,Los Angeles,1897.0,Spain,5,4,N
928,1,female,5,15.0,yes,3,14,4,4,3,145,7.40500021,Kern,1158.0,England,10,7,N
933,2,female,11,7.0,yes,3,17,5,3,3,324,12.07699966,Kern,1897.0,Spain,10,7,N
951,12,male,10,7.0,yes,2,12,4,2,2,145,11.28299999,Sutter,2435.0,Spain,5,1,N
968,1,male,8,4.0,no,4,14,2,5,2,383,10.03499985,Mendocino,3011.0,France,5,1,N
972,3,male,9,7.0,yes,3,18,6,4,2,383,8.383999825,San Bernardino,376.0,England,5,5,N
975,12,female,7,15.0,yes,1,18,5,5,2,106,13.63000011,San Benito,46916.0,England,5,6,y
977,7,female,5,15.0,yes,3,17,1,3,3,166,14.12766743,Los Angeles,204.0,Spain,10,6,N
981,7,female,8,7.0,no,2,17,5,5,3,324,11.26612473,Butte,1121.0,Spain,10,6,N
986,1,female,6,7.0,yes,3,17,5,3,3,324,13.39000034,Kern,7974.0,England,10,6,N
