y,gender,age,majority_first,culture,m_focal,num_words,district,refCountry,redCards,n_focal,allstudents,dyad,deny
1,2,37.0,1,5,4,383,72199,48,0,13,19,3,0
2,2,37.0,0,5,2,120,72215,28,0,5,19,5,0
2,2,27.0,1,5,4,324,68379,7,0,13,13,1,0
3,2,27.0,0,5,2,324,75440,3,0,6,19,5,0
2,2,27.0,1,5,2,383,64816,7,0,5,22,4,1
2,1,37.0,0,5,2,120,66050,64,0,5,20,4,0
1,1,32.0,0,5,4,166,67819,7,0,13,27,3,0
2,2,22.0,0,5,3,383,64758,34,0,10,127,4,0
3,1,22.0,1,5,2,106,65870,3,0,6,85,5,0
3,1,37.0,0,5,4,383,62380,21,0,13,101,3,0
1,1,22.0,1,5,2,145,68999,8,0,5,21,5,1
3,1,37.0,1,5,4,324,63578,44,0,13,86,3,0
3,1,32.0,0,5,3,106,72538,3,0,10,67,7,0
2,2,37.0,1,5,2,383,65680,44,0,5,66,4,0
2,2,42.0,0,5,3,383,63461,8,0,10,35,7,1
3,2,42.0,0,5,3,324,63404,3,0,10,43,7,0
3,1,37.0,1,7,2,383,67199,21,0,5,20,1,0
3,1,32.0,0,7,2,106,65078,8,0,5,55,1,0
3,1,27.0,0,7,2,166,69369,8,0,5,46,5,0
2,1,37.0,1,7,2,145,63438,44,0,5,48,6,0
2,1,27.0,1,7,3,166,63321,8,0,10,282,6,0
3,1,42.0,0,7,3,324,69450,3,0,10,41,6,1
3,2,47.0,0,7,3,383,64592,8,0,10,41,6,0
2,2,27.0,1,7,2,145,65193,7,0,5,60,6,0
2,1,27.0,1,7,2,324,66142,7,0,5,19,5,0
3,2,27.0,0,7,2,383,69120,44,0,6,25,5,0
2,2,27.0,0,7,3,166,65110,7,0,10,34,6,0
2,1,42.0,1,7,4,324,64477,1,0,13,40,3,0
2,2,27.0,1,7,3,145,64691,48,0,10,36,3,0
2,2,27.0,1,7,2,383,67421,15,0,5,28,5,0
3,1,32.0,0,7,4,324,66191,7,0,13,33,3,0
1,2,27.0,0,7,4,324,72561,7,0,13,41,1,0
2,2,32.0,1,7,4,324,72157,52,0,13,135,1,0
3,2,27.0,1,7,2,324,67397,8,0,5,31,5,0
2,1,17.5,0,7,4,106,66423,8,0,13,28,1,1
3,1,32.0,0,7,2,106,63974,37,0,5,22,6,0
3,2,32.0,1,7,3,145,63875,15,0,10,26,4,0
1,2,37.0,0,7,2,166,63339,52,0,5,39,1,0
1,1,37.0,1,7,3,120,65037,8,0,10,24,4,0
2,2,32.0,0,7,2,120,63917,27,0,5,26,4,0
2,2,52.0,1,8,2,324,68221,44,0,5,159,4,0
1,2,42.0,0,8,3,145,70904,49,0,10,16,8,0
2,1,52.0,0,8,3,120,63420,3,0,10,17,2,0
3,2,37.0,0,8,2,166,64642,44,0,5,134,4,0
3,2,22.0,0,8,2,383,63966,8,0,5,12,5,0
3,1,27.0,1,8,3,145,65771,44,0,10,43,7,0
2,2,27.0,0,8,2,383,69203,3,0,6,15,5,0
2,1,47.0,0,8,2,383,67694,48,0,5,246,5,0
2,1,42.0,0,8,3,383,61705,48,0,10,21,8,0
3,2,27.0,0,8,3,324,63008,8,0,10,15,4,0
3,2,32.0,0,8,2,324,70417,8,0,6,55,5,0
2,2,32.0,1,8,3,106,70409,7,0,10,27,4,0
2,2,47.0,1,8,2,324,72587,7,0,6,13,5,1
1,2,37.0,0,8,3,324,62539,64,0,10,34,8,0
3,2,22.0,1,8,2,145,65631,32,0,5,17,5,0
3,1,27.0,0,8,3,324,65862,8,0,10,14,7,1
2,2,52.0,1,8,2,166,62356,52,0,5,51,4,0
2,2,27.0,1,8,2,120,75051,15,0,5,24,4,0
3,2,27.0,1,8,4,166,67231,102,0,13,45,3,0
3,1,32.0,0,8,2,324,64501,49,0,5,27,5,0
2,2,32.0,0,8,4,324,63503,44,0,13,31,1,0
3,1,22.0,1,8,2,106,72033,8,0,6,34,5,0
3,1,22.0,1,8,2,166,67322,44,0,5,19,4,0
2,1,42.0,0,8,2,120,64048,3,0,5,27,4,1
1,2,57.0,1,8,4,145,69542,44,0,13,67,3,0
2,1,32.0,1,8,3,145,61382,7,0,10,15,4,1
1,1,27.0,0,8,2,166,68858,8,0,6,77,5,0
3,2,32.0,0,8,4,166,72017,3,0,13,65,3,0
3,1,57.0,0,8,2,145,65151,44,0,5,91,5,0
1,2,42.0,1,8,4,166,63073,70,0,13,36,3,0
3,2,37.0,0,8,3,145,63198,7,0,10,248,7,0
2,2,42.0,0,8,2,145,64717,3,0,5,62,4,0
3,1,52.0,0,8,3,145,63719,49,0,10,51,7,0
1,2,27.0,0,8,3,324,63800,3,0,10,19,7,0
2,1,32.0,0,8,2,145,71357,24,0,5,27,1,0
2,2,22.0,1,8,2,383,65557,7,0,5,86,1,0
3,1,27.0,0,8,2,383,67587,55,0,5,29,5,0
3,1,37.0,0,8,2,106,67470,44,0,5,88,6,0
1,2,32.0,0,8,3,166,64857,70,0,10,44,6,0
3,1,27.0,1,8,3,324,61507,72,0,10,75,6,0
2,1,32.0,0,3,3,324,63792,8,0,10,11,6,0
3,1,32.0,1,3,2,106,72447,3,0,5,16,6,0
1,1,42.0,0,3,2,383,62323,8,0,5,32,5,0
1,1,32.0,1,3,2,324,64667,44,0,6,67,5,0
3,1,37.0,0,3,3,120,65177,8,0,10,22,6,0
2,1,27.0,1,3,4,106,66589,7,0,13,24,3,0
1,1,42.0,0,3,3,106,71985,44,0,10,69,3,0
1,1,27.0,1,3,2,106,69617,3,0,5,574,5,0
2,1,37.0,1,3,4,120,63123,48,0,13,87,3,0
1,1,27.0,0,3,4,145,68395,3,0,13,24,1,0
2,1,27.0,1,3,4,106,69914,7,0,13,103,1,0
2,2,32.0,1,3,2,120,71969,8,0,5,68,5,0
2,2,17.5,0,3,4,120,71548,58,0,13,13,1,0
2,2,32.0,1,3,2,120,71910,48,1,5,13,6,0
2,2,22.0,1,3,3,120,62000,55,0,10,11,4,0
2,2,32.0,0,3,2,145,66167,44,0,5,17,1,1
3,2,27.0,1,3,3,324,71837,48,0,10,14,4,0
1,2,22.0,0,3,2,106,67157,7,0,5,21,4,0
2,2,32.0,1,3,2,324,70615,32,0,5,18,4,0
2,2,42.0,0,3,3,106,64550,3,1,10,17,8,0
1,2,42.0,0,3,3,166,71498,44,0,10,18,2,1
2,2,32.0,1,3,2,120,68916,8,0,5,120,4,0
2,2,32.0,0,3,2,106,70185,16,0,5,38,5,0
1,1,57.0,0,3,3,145,63487,3,0,10,96,7,0
2,1,47.0,1,3,2,324,71308,7,0,6,39,5,0
1,1,42.0,0,3,2,324,72421,69,0,5,111,5,0
2,1,37.0,0,3,3,106,69005,3,0,10,27,8,1
2,1,37.0,1,3,3,383,61846,8,0,10,132,4,0
3,1,27.0,0,3,2,383,65813,7,0,6,84,5,0
2,1,37.0,1,3,3,120,68486,8,0,10,125,4,0
1,1,32.0,0,3,2,120,62513,70,0,6,125,5,0
3,1,32.0,1,3,3,145,67405,64,0,10,123,8,1
2,1,37.0,1,3,2,106,71050,8,0,5,40,5,0
3,1,27.0,0,3,3,383,73726,45,0,10,44,7,0
2,1,47.0,1,3,2,120,72462,8,0,5,195,4,0
2,1,37.0,1,3,2,383,62737,1,0,5,27,4,0
3,2,27.0,0,3,4,383,62703,44,0,13,25,3,1
2,2,27.0,1,3,2,120,68205,8,0,5,20,5,0
2,2,22.0,0,3,4,145,64063,26,0,13,25,1,0
2,2,52.0,1,3,2,106,62984,8,0,6,42,5,0
1,2,27.0,0,3,2,120,72512,44,0,5,20,4,0
1,2,37.0,1,3,2,145,71647,52,0,5,18,4,0
1,2,27.0,0,3,4,120,67280,73,0,13,44,3,0
1,2,17.5,0,3,3,120,68627,72,0,10,48,4,1
2,2,32.0,1,3,2,120,70243,57,0,6,45,5,0
3,2,22.0,0,3,4,383,71282,27,0,13,59,3,0
2,1,32.0,0,3,2,166,62240,40,0,5,87,5,0
2,2,22.0,1,3,4,324,66456,70,0,13,292,3,0
3,1,42.0,0,3,3,120,66746,8,0,10,130,7,0
1,2,32.0,0,3,2,383,63933,7,0,5,285,4,0
2,1,37.0,0,3,3,166,72231,7,0,10,272,7,0
2,1,42.0,0,3,3,106,68023,3,0,10,286,7,0
2,2,27.0,0,3,2,324,69880,44,0,5,302,1,0
3,1,37.0,1,3,2,120,65763,3,0,5,34,1,1
2,2,37.0,1,3,2,166,71381,44,0,5,41,5,0
2,1,22.0,1,3,2,106,68098,44,0,5,41,6,0
1,2,32.0,1,3,3,106,64485,3,0,10,34,6,0
3,1,32.0,0,3,3,383,73544,7,0,10,22,6,0
3,2,52.0,0,3,3,120,71407,7,0,10,21,6,0
1,1,47.0,0,3,2,106,68437,1,0,5,17,6,0
3,2,32.0,0,3,2,324,67918,54,0,5,30,5,0
1,1,32.0,1,3,2,106,66696,3,0,6,23,5,1
2,2,27.0,1,3,3,166,71001,3,0,10,20,6,0
1,1,42.0,1,3,4,106,69971,7,0,13,33,3,0
2,2,42.0,1,3,3,120,71621,8,0,10,44,3,0
3,1,27.0,1,3,2,324,72363,8,0,5,49,5,1
2,1,32.0,1,3,4,324,70482,27,0,13,29,3,0
1,2,47.0,1,3,4,120,63032,8,0,13,48,1,0
3,1,22.0,0,3,4,145,61655,31,0,13,40,1,0
3,2,32.0,0,3,2,324,72405,44,0,5,16,5,0
3,1,32.0,0,3,4,324,66860,7,0,13,15,1,0
3,2,22.0,0,3,2,383,70821,8,0,5,23,6,0
1,1,32.0,0,3,3,145,70912,40,0,10,11,4,0
1,2,37.0,0,3,2,383,71266,4,0,5,29,1,0
3,1,27.0,0,3,3,324,70128,32,0,10,21,4,1
3,2,32.0,0,3,2,166,62802,111,0,5,18,4,0
1,1,57.0,1,3,2,166,72090,64,0,5,19,4,0
3,2,22.0,1,3,3,166,62638,8,0,10,20,8,0
2,1,32.0,1,3,3,166,70813,32,0,10,33,2,1
2,2,22.0,1,3,2,383,64105,7,0,5,24,4,0
3,1,57.0,0,3,2,383,63172,8,0,5,21,5,0
3,2,32.0,0,3,3,324,64188,31,0,10,30,7,0
2,1,22.0,0,3,2,166,66506,64,0,6,25,5,0
2,2,37.0,0,3,2,106,70649,112,0,5,35,5,0
2,1,27.0,1,3,3,383,69278,7,0,10,30,8,0
2,2,47.0,1,3,3,383,63016,49,0,10,42,4,1
1,1,22.0,1,3,2,106,71431,44,0,6,57,5,0
1,2,27.0,1,3,3,106,73700,7,0,10,57,4,0
1,1,37.0,0,3,2,145,63784,7,0,6,51,5,0
3,2,37.0,0,3,3,383,68155,3,0,10,30,8,0
2,1,22.0,0,3,2,383,69765,44,0,5,37,5,0
1,2,22.0,0,3,3,166,67116,22,0,10,29,7,0
2,1,27.0,1,3,2,324,63552,7,0,5,27,4,0
1,2,22.0,1,3,2,166,69724,122,0,5,52,4,0
1,1,22.0,1,3,4,324,63180,7,0,13,26,3,0
2,2,27.0,1,3,2,106,68551,44,0,5,30,5,0
1,1,32.0,0,3,4,166,71563,7,0,13,177,1,0
2,2,37.0,0,3,2,120,62927,8,0,6,199,5,0
2,2,22.0,1,3,2,106,70045,15,0,5,32,4,0
2,2,27.0,1,3,2,166,64931,7,0,5,37,4,1
2,2,42.0,1,3,4,383,66332,8,0,13,161,3,0
