tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,player,religiousness,expenditure,school,persons,games,f_other,hammer,n_other,beauty
Posterior,BM1976.1417,-0.2198337006788008,7,11.2611071,2.86641,0.0,Pongo,Borneo,Emanuel Pogatetz,4,4747.295898,Huntington Beach City Elementary,3,1,7,G,10,-0.6563948
Premolar,BM1976.1417,-4.058072053830969,3,11.2611071,2.86641,0.0,Pongo,Borneo, Lafita,2,4543.305176,Solvang Elementary,1,5,3,G,5,-0.6563948
Anterior,BM1976.1418,-1.2770869946617052,12,11.2611071,2.86641,0.0,Pongo,Borneo,Guy Demel,4,5229.591309,Soquel Elementary,1,1,3,L,5,-0.6563948
Posterior,BM1976.1418,5.049826063986536,12,11.2611071,2.86641,0.0,Pongo,Borneo,Mesut Özil,5,4507.353027,Capay Joint Union Elementary,1,10,4,G,6,-0.6563948
Premolar,BM1976.1418,2.27291695798319,8,11.2611071,2.86641,0.0,Pongo,Borneo,Ricardo Faty,4,5302.62793,Gravenstein Union Elementary,4,2,3,wood,5,0.7244775
Anterior,BM1976.1419,6.723068346899715,12,11.2611071,2.86641,0.0,Pongo,Borneo,Timmy Simons,3,5545.610352,Pleasant Valley Elementary,1,2,7,G,10,0.7244775
Posterior,BM1976.1419,4.575132822549099,12,11.2611071,2.86641,0.0,Pongo,Borneo,Simon Rolfes,2,4615.908691,Pioneer Union Elementary,2,2,3,G,5,0.7244775
Premolar,BM1976.1419,1.7171840793375739,8,11.2611071,2.86641,0.0,Pongo,Borneo,Carl Medjani,4,5397.689453,Santee Elementary,2,2,9,G,13,0.7244775
Anterior,BM1976.1420,6.768058970706498,10,11.0185725,2.78157736,0.0,Pongo,Borneo, Santi Cazorla,5,5118.373047,Johnstonville Elementary,2,13,3,G,5,0.7244775
Posterior,BM1976.1420,1.7168220763753441,12,11.0185725,2.78157736,0.0,Pongo,Borneo, Miguel Torres,1,5008.070801,Pleasant Valley Elementary,4,2,7,G,10,0.6318343
Premolar,BM1976.1420,3.222564813920667,8,11.0185725,2.78157736,0.0,Pongo,Borneo,Szabolcs Huszti,5,4906.030273,Curtis Creek Elementary,4,6,7,G,10,0.6318343
Anterior,BM1976.1421,-1.1304388617756627,12,10.7760379,2.69681693,0.0,Pongo,Borneo,Micah Richards,4,6870.346191,Fort Jones Union Elementary,1,1,4,G,6,0.6318343
Posterior,BM1976.1421,0.2751329656589321,12,10.7760379,2.69681693,0.0,Pongo,Borneo,Phil Jagielka,2,5301.716309,Mark West Union Elementary,1,3,9,G,13,1.070944
Premolar,BM1976.1421,-2.6820816064200974,8,10.7760379,2.69681693,0.0,Pongo,Borneo,Steeve Yago,2,5182.365723,Alpine Union Elementary,3,2,7,G,10,1.070944
Anterior,BM1976.1422,3.848078322901922,12,11.7461763,3.03626772,0.0,Pongo,Borneo,Loris Néry,2,4999.46875,Sebastopol Union Elementary,1,1,4,G,6,1.070944
Posterior,BM1976.1422,-4.5434968754806615,12,11.7461763,3.03626772,0.0,Pongo,Borneo,Sven Ulreich,4,6732.066406,Freshwater Elementary,2,2,7,G,10,1.070944
Premolar,BM1976.1422,3.0459074417594287,8,11.7461763,3.03626772,0.0,Pongo,Borneo,Robert Green,3,4612.989746,Norris Elementary,3,3,3,G,5,1.070944
Anterior,BM1976.1423,-0.7204384586754942,12,11.2611071,2.86641,0.0,Pongo,Borneo,Brad Guzan,2,5478.845703,Springville Union Elementary,4,2,4,G,6,1.070944
Posterior,BM1976.1423,4.551269802106004,12,11.2611071,2.86641,0.0,Pongo,Borneo, Labaka,4,5666.713867,Moreland Elementary,4,8,4,G,6,-1.450494
Premolar,BM1976.1423,2.924047732815202,8,11.2611071,2.86641,0.0,Pongo,Borneo,Andrey Arshavin,4,4742.51416,Maple Elementary,3,3,3,G,5,-1.450494
Anterior,BM1976.1424,7.064998459960634,12,13.686453,3.71761878,1.0,Pongo,Borneo,Anthony Martial,2,4907.392578,Kings River-Hardwick Union Elementary,1,1,3,G,5,-1.450494
Posterior,BM1976.1424,2.846265650111037,12,13.686453,3.71761878,1.0,Pongo,Borneo,Radamel Falcao,1,5700.402344,Julian Union Elementary,2,2,3,G,5,-1.450494
Premolar,BM1976.1424,-6.067593708156944,8,13.686453,3.71761878,1.0,Pongo,Borneo, Diego Costa,3,5191.834473,Cardiff Elementary,3,8,3,G,5,-1.450494
Anterior,BM1976.1425,-0.24162206579173734,12,11.5036417,2.95130863,1.0,Pongo,Borneo,Sylvio Rodelin,2,4451.256836,Saucelito Elementary,1,6,4,G,6,1.15588
Posterior,BM1976.1425,-4.51912431519612,13,11.5036417,2.95130863,1.0,Pongo,Borneo, Nani,5,5627.527832,Bonsall Union Elementary,2,10,4,G,6,1.15588
Premolar,BM1976.1425,-1.9886414960236578,8,11.5036417,2.95130863,1.0,Pongo,Borneo,Kevin Pannewitz,4,4922.939941,Cypress Elementary,4,2,7,G,10,-0.3260148
Anterior,BM1976.1426,5.8672877703402575,12,11.9887109,3.12128232,1.0,Pongo,Borneo, Kaká,2,4969.380859,Lowell Joint Elementary,4,7,7,G,10,-0.3260148
Posterior,BM1976.1426,2.4853438599920334,12,11.9887109,3.12128232,1.0,Pongo,Borneo,Timm Klose,4,4829.717285,Newhall Elementary,2,3,7,G,10,-0.3260148
Premolar,BM1976.1426,-2.687913454775698,8,11.9887109,3.12128232,1.0,Pongo,Borneo,Ángelo Henríquez,4,6716.692871,Lagunitas Elementary,3,1,7,G,10,-0.3260148
Anterior,BM1976.1427,-3.906407583375863,12,14.4140568,3.97369678,0.0,Pongo,Borneo,Renato Civelli,5,5205.941895,Cambrian Elementary,1,1,4,G,6,0.8846435
Posterior,BM1976.1427,0.144438539473812,12,14.4140568,3.97369678,0.0,Pongo,Borneo,Sebastian Freis,3,4357.826172,Richfield Elementary,1,5,3,G,5,-0.5583452
Premolar,BM1976.1427,-4.691582285100059,8,14.4140568,3.97369678,0.0,Pongo,Borneo,Artjoms Rudņevs,4,5195.918945,Fieldbrook Elementary,3,3,3,G,5,-0.5583452
Anterior,BM1976.1428,-2.580341850062984,12,12.7163146,3.37661729,1.0,Pongo,Borneo,Kieran Richardson,4,6002.071777,Dehesa Elementary,4,1,7,G,10,-0.5583452
Posterior,BM1976.1428,1.2252868229861804,12,12.7163146,3.37661729,1.0,Pongo,Borneo,Mathieu Bodmer,4,5090.587891,Cottonwood Union Elementary,1,1,7,G,10,-0.5583452
Premolar,BM1976.1428,4.489587529122493,8,12.7163146,3.37661729,1.0,Pongo,Borneo,Maximilian Beister,3,5112.390137,Fruitvale Elementary,4,1,7,wood,10,-0.5583452
Anterior,BM1976.1429,2.3739703513654895,12,9.80589949,2.35865298,0.5,Pongo,Borneo,Radek Černý,2,5287.35498,Union Elementary,3,2,3,G,5,-0.5583452
Posterior,BM1976.1429,-8.851702215538976,12,9.80589949,2.35865298,0.5,Pongo,Borneo,Stephen Warnock,2,4889.47998,Fountain Valley Elementary,3,10,3,L,5,-0.5583452
Premolar,BM1976.1429,1.1957028861447008,8,9.80589949,2.35865298,0.5,Pongo,Borneo,Nelson Valdez,2,5118.130371,Gold Oak Union Elementary,2,1,7,Q,10,-0.5583452
Anterior,BM1976.1430,0.29637527064166364,12,10.5335033,2.61213574,0.0,Pongo,Borneo, Roberto Lago,2,5119.123047,Buckeye Union Elementary,3,10,4,Q,6,-0.5583452
Posterior,BM1976.1430,1.6196525304762472,12,10.5335033,2.61213574,0.0,Pongo,Borneo, Valerón,2,4792.211426,Rocklin Unified,2,3,7,wood,10,-0.3415543
Premolar,BM1976.1430,6.273654805854438,8,10.5335033,2.61213574,0.0,Pongo,Borneo, Doni,4,5450.103516,Gold Trail Union Elementary,4,1,7,G,10,-0.5040575
Anterior,BM1976.1431,-7.9689493006694025,12,12.47378,3.29146087,1.0,Pongo,Borneo,Ibrahima Traoré,4,5210.724609,Hydesville Elementary,3,1,7,L,10,-0.5040575
Posterior,BM1976.1431,-2.2705309184325477,12,12.47378,3.29146087,1.0,Pongo,Borneo, Simão,4,4715.445801,Saugus Union Elementary,4,3,7,wood,10,0.773524
Premolar,BM1976.1431,2.3048556832193237,8,12.47378,3.29146087,1.0,Pongo,Borneo,Ivan Klasnić,3,4632.068359,Loomis Union Elementary,4,1,7,G,10,1.063938
Anterior,BM1976.1434,-6.104576399383075,12,11.5036417,2.95130863,1.0,Pongo,Borneo,Kevin Vogt,4,5028.561523,Placer Hills Union Elementary,2,2,9,G,13,1.063938
Posterior,BM1976.1434,5.730726437627014,12,11.5036417,2.95130863,1.0,Pongo,Borneo,Jay Rodriguez,5,5695.466797,Dunham Elementary,4,9,9,G,13,-1.090389
Premolar,BM1976.1434,1.4433983530273078,8,11.5036417,2.95130863,1.0,Pongo,Borneo,Paul Verhaegh,2,4504.294922,San Carlos Elementary,1,12,4,G,6,-1.090389
Anterior,BM1976.1435,3.294546466950692,12,9.0782957,2.10624751,1.0,Pongo,Borneo, Bosingwa,3,5156.437012,Ready Springs Union Elementary,2,1,7,G,10,-1.090389
Posterior,BM1976.1435,-2.1924954261345206,12,9.0782957,2.10624751,1.0,Pongo,Borneo,Lasse Sobiech,5,5433.51416,Coarsegold Union Elementary,4,2,3,G,5,-1.090389
Premolar,BM1976.1435,3.1675039089051085,8,9.0782957,2.10624751,1.0,Pongo,Borneo, Jonas,4,5254.631836,Cayucos Elementary,3,2,3,G,5,-1.090389
Anterior,BM1976.1436,4.153440750393413,12,10.7760379,2.69681693,1.0,Pongo,Borneo, João Victor,4,4593.196777,Richmond Elementary,2,2,3,G,5,-1.090389
Posterior,BM1976.1436,0.9189805652022665,12,10.7760379,2.69681693,1.0,Pongo,Borneo,Aly Cissokho,2,4320.678711,Clay Joint Elementary,4,7,7,G,10,-1.069162
Premolar,BM1976.1436,0.9248753818278636,8,10.7760379,2.69681693,1.0,Pongo,Borneo,Nicky Shorey,3,4920.777344,Waugh Elementary,1,5,4,G,6,-1.069162
Anterior,BM1976.1437,1.0640029408588616,6,11.2611071,2.86641,1.0,Pongo,Borneo,Gareth Bale,2,6905.869141,Two Rock Union Elementary,3,1,3,G,5,-1.069162
Posterior,BM1976.1437,-3.3243392031799726,6,11.2611071,2.86641,1.0,Pongo,Borneo,Mitchell Langerak,4,5729.904297,Belmont-Redwood Shores Elementary,4,3,3,G,5,-1.069162
Premolar,BM1976.1437,-0.5535180525576869,4,11.2611071,2.86641,1.0,Pongo,Borneo,Kevin Trapp,3,4825.202148,Rescue Union Elementary,4,3,7,L,10,-1.069162
Anterior,BM1976.1438,-0.5728485230046546,6,8.83576111,2.02242151,1.0,Pongo,Borneo,Albert Rafetraniaina,3,5388.17041,Alta-Dutch Flat Union Elementary,1,1,9,G,13,1.415695
Posterior,BM1976.1438,1.5016053516204877,6,8.83576111,2.02242151,1.0,Pongo,Borneo,Samed Yesil,5,5133.827148,San Pasqual Union Elementary,2,1,4,wood,6,-1.422919
Premolar,BM1976.1438,3.8877170719432863,4,8.83576111,2.02242151,1.0,Pongo,Borneo,Assani Lukimya,5,5346.15625,Latrobe Elementary,1,1,7,G,10,-1.422919
Anterior,BM1976.1439,-4.079894266481082,12,8.59322651,1.93878354,1.0,Pongo,Borneo, Pedro,3,4789.309082,Union Hill Elementary,4,11,3,G,5,-0.4899626
Posterior,BM1976.1439,-0.46634778624042433,12,8.59322651,1.93878354,1.0,Pongo,Borneo,Ludovic Obraniak,4,5329.782227,Twin Hills Union Elementary,3,10,3,G,5,-0.4899626
Premolar,BM1976.1439,5.752041291044936,8,8.59322651,1.93878354,1.0,Pongo,Borneo,Martin Amedick,3,5371.172852,Pacific Union Elementary,2,4,4,wood,6,-0.4899626
Anterior,BM1976.1440,-2.8607772583081728,12,12.2312454,3.20634803,1.0,Pongo,Borneo,Hajime Hosogai,4,5771.383789,Douglas City Elementary,2,6,3,G,5,-0.4899626
Posterior,BM1976.1440,-3.1652655196586457,12,12.2312454,3.20634803,1.0,Pongo,Borneo,Ibrahima Traoré,4,4993.634766,Pleasant Ridge Union Elementary,4,1,7,L,10,-0.4899626
Premolar,BM1976.1440,0.8006414957845435,8,12.2312454,3.20634803,1.0,Pongo,Borneo, Naldo,1,4854.038086,Newcastle Elementary,3,22,3,L,5,-0.4899626
Anterior,BM1976.1442,3.2860352521842264,12,10.7760379,2.69681693,1.0,Pongo,Borneo,Ron Vlaar,3,4392.679688,Mesa Union Elementary,3,14,9,G,13,-0.4899626
Posterior,BM1976.1442,0.06177244711307037,12,10.7760379,2.69681693,1.0,Pongo,Borneo,Kyle Naughton,4,5884.432129,Weaverville Elementary,2,1,3,G,5,-0.4899626
Premolar,BM1976.1442,5.161755648068907,8,10.7760379,2.69681693,1.0,Pongo,Borneo, Júlio César,5,4273.993164,North Cow Creek Elementary,1,1,7,G,10,-0.5835869
Anterior,BM1976.1443,3.3340678687746133,12,11.7461763,3.03626772,1.0,Pongo,Borneo,Ryan Dickson,2,5146.78418,Nevada City Elementary,4,1,7,G,10,-0.5835869
Posterior,BM1976.1443,3.276106034468942,14,11.7461763,3.03626772,1.0,Pongo,Borneo,Steven Sidwell,4,5351.522949,Jacoby Creek Elementary,1,1,4,G,6,-0.5835869
Premolar,BM1976.1443,2.162447673036115,8,11.7461763,3.03626772,1.0,Pongo,Borneo, Tiago,4,7667.571777,Fort Ross Elementary,4,3,9,G,13,-0.5835869
Anterior,BM50a,9.050004212551492,12,13.0001905,2.29036872,1.0,Papio,East Africa,Romain Genevois,4,5281.708984,Encinitas Union Elementary,4,1,7,G,10,-0.5835869
Posterior,BM50a,-0.7541508469034308,12,13.0001905,2.29036872,1.0,Papio,East Africa,Luis Suárez,3,5368.50293,Dixie Elementary,1,2,4,G,6,-0.5835869
Premolar,BM50a,-7.71534133019053,8,13.0001905,2.29036872,1.0,Papio,East Africa,Grégory Sertić,3,6429.257324,Lakeside Joint Elementary,3,6,7,G,10,-0.5835869
Anterior,BRK125458,7.1117733082732215,6,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian,Christian Schulz,3,5387.458984,Hermosa Beach City Elementary,2,1,3,G,5,-0.5835869
Posterior,BRK125458,-0.8697478013434485,12,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian, David Navarro,2,5235.774902,Rincon Valley Union Elementary,4,7,4,G,6,-0.5835869
Premolar,BRK125458,1.3195290536262196,6,29.1041325,3.72712188,0.25,Homo sapiens,Native Californian, Ramires,1,4829.896484,Washington Union Elementary,3,4,4,G,6,0.7566829
Anterior,BRK125462,5.971018542137449,12,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian,Sébastien Puygrenier,4,5088.708008,Bennett Valley Union Elementary,1,9,3,G,5,0.7566829
Posterior,BRK125462,-5.300172340122451,12,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian,Pavel Pogrebnyak,4,5390.118164,Loma Prieta Joint Union Elemen,4,2,3,G,5,0.7566829
Premolar,BRK125462,-3.9430033778112774,8,48.4791205,5.71046472,0.25,Homo sapiens,Native Californian,John Utaka,4,6588.430664,Kenwood Elementary,4,8,3,G,5,0.7566829
Anterior,BRK125598,-5.296372695049142,11,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian,Youssuf Mulumbu,2,6196.694824,Liberty Elementary,2,1,3,G,5,0.7566829
Posterior,BRK125598,-2.1720456038016227,9,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian, Azpilicueta,4,4645.413086,Knights Ferry Elementary,4,1,4,G,6,0.8808186
Premolar,BRK125598,2.6037085620666582,5,27.6373976,3.70258313,0.75,Homo sapiens,Native Californian,Shola Ameobi,2,6489.928711,Kentfield Elementary,4,7,4,G,6,0.8808186
Anterior,BRK125610,2.930994015209622,12,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian,Mathieu Debuchy,2,5094.958984,Ballard Elementary,3,15,7,G,10,0.8808186
Posterior,BRK125610,1.9713565365794286,11,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian,Ashkan Dejagah,2,4841.958496,Oak Grove Union Elementary,2,5,7,G,10,0.8808186
Premolar,BRK125610,-4.566670148980382,8,23.0458795,2.9625106,0.5,Homo sapiens,Native Californian,Takashi Usami,3,6315.3125,Ross Valley Elementary,2,3,7,G,10,-0.5665014
Anterior,BRK125660,-8.040132379700431,12,51.5,12.6,0.75,Homo sapiens,Native Californian,Raphael Wolf,5,5399.383301,Mountain Elementary,4,1,7,L,10,-0.5665014
Posterior,BRK125660,1.1123344228728973,11,51.5,12.6,0.75,Homo sapiens,Native Californian, Guly,4,5429.473633,Burlingame Elementary,2,2,4,G,6,-0.5665014
Premolar,BRK125660,-0.9242362684779895,8,51.5,12.6,0.75,Homo sapiens,Native Californian,Aleksandar Stevanović,3,5644.286133,Grant Elementary,3,1,3,wood,5,0.3394037
Anterior,BRK125661,2.6801546897656188,12,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian, Zé Castro,3,6060.256836,Happy Valley Elementary,3,1,3,G,5,-0.1513687
Posterior,BRK125661,3.6190993248538943,12,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian,Ragnar Klavan,2,5319.553711,Bonny Doon Union Elementary,1,1,7,G,10,-1.024997
Premolar,BRK125661,1.4370519900012955,8,32.3564578,4.25426601,0.75,Homo sapiens,Native Californian, Dani Alves,5,4819.903809,Walnut Creek Elementary,2,2,7,G,10,-1.024997
Anterior,BRK125666,3.844303489507479,6,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian,Branislav Ivanović,1,5208.226074,Hope Elementary,4,1,7,G,10,-1.024997
Posterior,BRK125666,1.7891833110395292,6,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian, Busquets,1,5859.964844,Larkspur Elementary,3,1,3,G,5,-1.024997
Premolar,BRK125666,2.9537424902615372,4,36.5653494,4.94131337,0.25,Homo sapiens,Native Californian,Arnold Mvuemba,4,4962.736816,Cupertino Union Elementary,3,1,3,G,5,-1.024997
Anterior,BRK125670,-1.8257473296218543,10,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian,Glenn Whelan,2,7614.379395,Pacific Elementary,2,1,7,G,10,-0.0252444
Posterior,BRK125670,0.20669018049633248,7,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian,Jens Hegeler,5,5566.467773,Los Gatos Union Elementary,1,1,4,G,6,-0.0252444
Premolar,BRK125670,1.6636311028993185,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian,Bakary Koné,4,7039.949219,Montecito Union Elementary,2,4,7,G,10,-0.0252444
Anterior,BRK125675,4.078085198049995,12,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian,Ian Harte,5,6604.063965,Solana Beach Elementary,1,1,7,G,10,-0.7467875
Posterior,BRK125675,-0.6221747499641941,12,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian,Mathias Autret,2,6180.148926,Menlo Park City Elementary,2,1,7,G,10,-0.7467875
Premolar,BRK125675,2.9193017650555664,9,36.9479759,5.00397466,0.5,Homo sapiens,Native Californian,Victor Moses,4,6460.657227,Reed Union Elementary,3,1,7,G,10,0.9889485
Anterior,BRK125676,-0.12708337006319015,9,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian, Azpilicueta,4,6415.35498,Mill Valley Elementary,1,7,7,G,10,0.9889485
Posterior,BRK125676,0.4469511422271562,12,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian,Tony Jantschke,2,5230.876953,Lafayette Elementary,2,3,9,G,13,0.9889485
Premolar,BRK125676,4.112886364506944,8,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian,Federico Macheda,4,5838.171875,Del Mar Union Elementary,3,1,9,G,13,-0.5324199
Anterior,BRK125678,-6.812905111170728,12,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian, Jesús Vázquez,2,7711.506836,Woodside Elementary,1,1,4,G,6,-0.5324199
Posterior,BRK125678,-4.116514828304193,11,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian,Philippe Senderos,4,5592.765137,Moraga Elementary,4,3,7,G,10,-0.5324199
Premolar,BRK125678,-4.835382917833211,8,39.6263614,5.44334199,0.75,Homo sapiens,Native Californian,Julien Quercia,2,5933.154297,Orinda Union Elementary,3,1,3,G,5,-0.7668921
Anterior,BRK125679,-8.131146532449392,12,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian,Alex Smith,2,7593.405762,Hillsborough City Elementary,1,1,3,G,5,-0.7668921
Posterior,BRK125679,-1.7235226450790224,12,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian,Ludovic Obraniak,4,6500.449707,Cold Spring Elementary,3,12,3,G,5,-0.7668921
Premolar,BRK125679,3.802888509008006,8,32.7390843,4.31652929,0.75,Homo sapiens,Native Californian,Brett Williams,4,7217.263184,Portola Valley Elementary,4,2,7,G,10,-0.7668921
Anterior,BRK125800,-0.20080483790267145,10,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian,Cristian Álvarez,3,5392.638672,Saratoga Union Elementary,4,1,4,G,6,-0.7668921
Posterior,BRK125800,1.6675560914154381,12,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian,Gabriel Tamaş,2,7290.338867,Las Lomitas Elementary,1,1,3,G,5,-0.7668921
Premolar,BRK125800,5.11814104372549,7,28.5301928,3.63455838,0.75,Homo sapiens,Native Californian,Vadim Demidov,4,5741.462891,Los Altos Elementary,4,1,3,G,5,-0.7668921
Anterior,BRK125802,6.041218202692866,7,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian,Éric Abidal,4,4402.831543,Somis Union Elementary,3,2,7,G,10,-0.7668921
Posterior,BRK125802,0.6343168367047461,11,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian,Karim Haggui,3,4776.336426,Plumas Elementary,3,3,9,G,13,-0.7668921
Premolar,BRK125802,6.141472369586435,8,36.7566627,4.97264041,0.75,Homo sapiens,Native Californian,Artur Sobiech,4,5993.392578,Wheatland Elementary,4,1,4,G,6,-0.7668921
Anterior,BRK125810,1.2585484558808195,12,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian,Ali Mmadi,4,6384.911133,Sunol Glen Unified,3,1,7,G,10,1.154256
Posterior,BRK125810,-2.339506212833756,12,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian,Peguy Luyindula,2,5099.380859,Manzanita Elementary,2,2,3,G,5,1.154256
Premolar,BRK125810,-1.3988970444442115,8,30.5070964,4.16980327,0.75,Homo sapiens,Native Californian,Stelios Malezas,2,5501.95459,Thermalito Union Elementary,4,6,3,wood,5,1.154256
Anterior,BRK125811,-4.829000325988738,10,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian,René Adler,5,7101.831055,Golden Feather Union Elementary,2,1,4,G,6,1.154256
Posterior,BRK125811,-2.5358964047885886,11,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian, Sílvio,2,5235.987793,Palermo Union Elementary,4,3,3,L,5,1.232602
Premolar,BRK125811,-0.48389050449988535,7,34.6522169,4.62847197,0.75,Homo sapiens,Native Californian,Djiby Fall,4,5580.146973,Burrel Union Elementary,2,2,7,Q,10,1.232602
Anterior,BRK125821,4.012499561486615,12,37.1392892,5.035316,0.75,Homo sapiens,Native Californian,Patrick Owomoyela,1,5253.331055,Holt Union Elementary,2,1,3,Q,5,1.232602
Posterior,BRK125821,7.562787624885693,12,37.1392892,5.035316,0.75,Homo sapiens,Native Californian,Eugen Polanski,4,4565.746094,Vineland Elementary,1,3,9,wood,13,1.232602
Premolar,BRK125821,-4.448282538249064,8,37.1392892,5.035316,0.75,Homo sapiens,Native Californian,Marco Reus,5,5355.54834,Orange Center Elementary,2,1,3,G,5,1.774334
Anterior,BRK125822,2.422517246095031,12,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian, Jordi Codina,4,5036.211426,Del Paso Heights Elementary,1,4,7,L,10,1.774334
Posterior,BRK125822,-3.1258535214656114,12,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian, Manquillo,2,4547.692383,Le Grand Union Elementary,3,1,7,wood,10,1.774334
Premolar,BRK125822,2.739422554193516,8,30.3157831,4.13857528,0.25,Homo sapiens,Native Californian,Ryan Bertrand,3,5447.345215,West Fresno Elementary,2,1,4,G,6,1.774334
Anterior,BRK125827,0.39452243104650353,12,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian,Adil Rami,4,6567.149414,Allensworth Elementary,2,7,9,G,13,1.774334
Posterior,BRK125827,-6.185228617977289,12,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian,Anthony Réveillère,5,4818.612793,Sunnyside Union Elementary,2,1,7,G,10,1.774334
Premolar,BRK125827,4.495241338867178,8,27.5736265,3.48066219,0.75,Homo sapiens,Native Californian, Lucas Piazon,2,5621.456055,Woodville Elementary,3,1,4,G,6,1.774334
Anterior,BRK125832,-1.4399294876963553,6,45.6,10.4,0.75,Homo sapiens,Native Californian,Fabrice Begeorgi,3,6026.359863,Pixley Union Elementary,4,2,7,G,10,1.773151
Posterior,BRK125832,-1.1647099654745519,6,45.6,10.4,0.75,Homo sapiens,Native Californian,Anthony Modeste,2,6723.237793,Lost Hills Union Elementary,3,2,3,G,5,1.773151
Premolar,BRK125832,-3.238915238829674,4,45.6,10.4,0.75,Homo sapiens,Native Californian,Alexander Esswein,4,5589.885254,Buttonwillow Union Elementary,3,1,4,G,6,0.7245926
Anterior,BRK126049,-1.6306950738945416,12,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian,François Clerc,4,5064.615723,Lennox Elementary,4,1,4,G,6,-1.181626
Posterior,BRK126049,2.558240876603778,11,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian,Sylvain Marchal,2,5433.593262,Lamont Elementary,2,2,3,G,5,-1.181626
Premolar,BRK126049,0.16940253063911404,8,29.2954458,3.75801123,0.5,Homo sapiens,Native Californian,Djibril Cissé,3,5725.563477,Westmorland Union Elementary,3,1,3,G,5,-1.181626
Anterior,BRK126054,2.174142125819984,6,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian,Christopher Nöthe,3,4542.10498,Pleasant View Elementary,1,3,3,G,5,-1.181626
Posterior,BRK126054,2.302886139864864,5,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian,Nemanja Vidić,3,5107.086426,Wasco Union Elementary,1,1,3,G,5,-1.181626
Premolar,BRK126054,6.014027482132024,4,23.6198193,3.05433283,0.25,Homo sapiens,Native Californian,Niklas Bolten,2,4659.661621,Alta Vista Elementary,1,2,4,L,6,-1.181626
Anterior,BRK126076,-0.42493532582589477,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian, Mattioni,4,4555.464355,Livingston Union Elementary,2,1,4,G,6,1.769452
Posterior,BRK126076,-4.814760633689864,6,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian, David Cobeño,4,5415.152832,Woodlake Union Elementary,2,1,7,wood,10,1.769452
Premolar,BRK126076,5.033001310198782,4,35.8000964,4.81608016,0.5,Homo sapiens,Native Californian,Yoan Gouffran,2,4997.871582,Alisal Union Elementary,1,6,7,G,10,-0.5872612
Anterior,BRK126087,-0.3812025048698964,12,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian,Timo Hildebrand,4,5223.912109,Arvin Union Elementary,3,1,7,G,10,-0.0018324
Posterior,BRK126087,5.216363750166242,12,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian,Alexis Sánchez,2,5139.164551,Terra Bella Union Elementary,4,2,7,G,10,-0.0018324
Premolar,BRK126087,2.385936305814343,8,20.1761807,2.50774612,0.5,Homo sapiens,Native Californian,Claudio Pizarro,3,4614.251953,Tipton Elementary,2,1,4,wood,6,-0.0566766
Anterior,BRK126089,0.39432548389403244,12,26.6808313,3.54750963,0.75,Homo sapiens,Native Californian,Amin Younes,2,5342.233398,San Ysidro Elementary,2,1,3,G,5,-0.0566766
