speed,scrolling_time,language,adjusted_running_time,age,gender,retake_trial,Flesch_Kincaid,num_words,education,english_native,device,page_id,dyslexia,reader_view,dyslexia_bin,correct_rate,img_width,uuid,running_time
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,2-2,1,39861,25960,5101,120,0.6666666667,1150,33.0,smartphone,0.0,PhD,0.0,English,0.0,1.0,Y,7.638,236.0410223
eed8457e-2f39-4f4a-a3fc-7bc9fa57d880,1-2,1,30637,24470,89188,120,0.6666666667,1366,25.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,9.6,296.6549596
e8b80ebe-59a2-424a-90a9-b6f699b54faf,1-1,0,70710,49375,8672,324,1.0,1438,26.0,smartphone,1.0,high school,0.0,English,0.0,0.0,N,8.337,388.6849493
79dcc136-af62-41a5-a697-40d9b8f68d3e,1-1,0,23086,41293,4562,383,1.0,1438,24.0,desktop,0.0,high school,0.0,English,0.0,0.0,,9.6,184.3978897
014c91ae-55d5-4aab-87e7-77c677f8a128,2-1,1,103578,34549,413,120,1.0,1366,21.0,laptop,0.0,high school,0.0,English,,0.0,Y,10.485,156.2269713
f9557d5c-0a28-4f14-b9bf-1a0308ed9546,2-1,0,26004,74513,901,166,1.0,1366,,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,8.337,767.3812863
8daf6eaf-3757-49a1-9fb7-77fce259e6fc,1-2,0,2336,12451,7782,106,1.0,1438,18.0,desktop,0.0,,0.0,English,0.0,0.0,Y,11.081,236.1507429
5507df65-d963-43c6-9e0d-a8c375c02b6c,1-1,0,67674,11362,428,324,0.6666666667,1212,15.0,laptop,0.0,college,0.0,English,0.0,0.0,,10.485,1138.560687
adff123a-e9fc-4289-89bc-8002fb8bb5f6,1-2,0,46202,3948,3348,383,0.6666666667,1294,22.0,smartphone,0.0,graduate school,,English,0.0,0.0,Y,9.6,496.7828819
acbf370c-b970-4ac5-b1ec-4335a936dbdc,2-2,0,44493,41971,1646,106,0.3333333333,1423,54.0,,0.0,professional school,0.0,English,0.0,,N,8.337,365.9818442
e781e374-74ed-48db-8e39-bdd209a83470,2-2,0,28245,33136,51558,120,1.0,1438,37.0,desktop,0.0,high school,1.0,English,,1.0,Y,10.697,211.1623892
24aa2b4b-800c-4a4a-bac9-727b1065e142,1-2,0,32141,36480,2567,383,1.0,1214,52.0,laptop,0.0,college,1.0,English,0.0,0.0,,9.6,109.9387702
72deb366-7970-47c4-9c54-b58c17c8874c,3-2,1,55909,25764,4444,166,1.0,1135,21.0,laptop,0.0,college,1.0,Russian,0.0,0.0,Y,7.638,183.2080359
dd12faee-44a2-40b4-b2aa-276cd7e690dd,1-1,0,40234,50322,55129,120,1.0,1135,20.0,laptop,0.0,college,0.0,English,,,Y,10.485,291.4222874
c10c2f4b-5e25-495d-be7f-9678adcb45ed,2-1,0,32419,42895,30684,383,0.6666666667,1294,21.0,tablet,,college,0.0,English,0.0,0.0,Y,9.6,199.5857654
f5c14e8b-4996-4b12-b844-3d5e0f8548e1,1-2,0,17252,50929,4106,106,0.3333333333,1438,22.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,7.638,210.663199
80377a90-a6d3-4092-ad16-1615a6f024b2,2-1,1,46744,20205,2370,166,1.0,1217,21.0,smartphone,0.0,graduate school,0.0,,0.0,1.0,Y,10.697,340.5201156
e3e994b5-c070-4cf7-941a-e2cf1f64f510,3-2,0,22922,15757,4623,324,1.0,880,20.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,739.5234182
716744fa-dda1-4423-a78c-87e4633852b3,1-1,0,41485,20083,3399,120,1.0,1135,52.0,laptop,0.0,graduate school,0.0,English,0.0,0.0,,8.337,119.0743653
92549cea-1034-4ed8-8c3f-b94bbdd55d0e,1-1,1,32301,53805,1437,383,1.0,1438,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,184.4392622
154c0760-9c47-435f-8335-5f1178d12e46,2-2,1,26649,34770,2027,324,1.0,880,25.0,laptop,0.0,college,0.0,English,0.0,0.0,,8.337,438.3572096
8d488770-dca3-4c48-bac8-af2e74d1dc4c,1-1,0,100386,18773,7195,383,1.0,1281,25.0,smartphone,0.0,,0.0,English,0.0,0.0,Y,10.485,180.3540283
d02dae2a-18e0-4019-84a0-e1f2d1b6360f,2-2,0,52570,25074,1212,145,1.0,1366,19.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,295.4297101
fecaf7b1-1db6-46d4-92ab-aa1864c179ac,3-1,1,27268,54380,9263,145,0.6666666667,1334,24.0,desktop,0.0,,0.0,English,0.0,1.0,Y,10.485,376.35113
7ddd2afe-d9fe-4533-b32a-056360bcb4c9,2-1,0,48014,38412,4354,324,1.0,1212,33.0,desktop,0.0,,1.0,Norwegian,0.0,0.0,,8.337,316.3702052
215f1a41-46c0-40a1-85ef-c155bf665a45,3-2,0,94790,32773,0,145,1.0,1212,25.0,tablet,0.0,graduate school,0.0,English,0.0,0.0,Y,10.485,90.08332708
ed0920d4-b642-455e-bd2a-ca21865b50e4,2-2,0,22343,155533,1145,166,1.0,1294,44.0,smartphone,,college,1.0,English,0.0,0.0,Y,9.6,272.0048065
4f8c5f95-808c-404c-9613-d9ad53bad8c2,2-2,1,96247,37308,1410,383,0.3333333333,1279,45.0,laptop,,college,0.0,English,0.0,1.0,Y,10.697,201.9264245
b95563e8-9d70-4aee-8c29-b2d677981d92,2-2,1,44881,22995,4368,120,1.0,1294,25.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,302.6830521
410395ad-1f39-4a21-93e9-298afee5d7e1,1-1,1,24424,50560,150,383,0.6666666667,1212,48.0,laptop,1.0,PhD,0.0,English,0.0,0.0,Y,11.081,194.629663
dd3b3024-ad2e-4cd6-8c24-3b0c6ab90dc0,2-1,0,29632,31596,16623,383,1.0,1212,26.0,laptop,1.0,graduate school,0.0,English,0.0,0.0,Y,7.638,241.6431736
eba4f35d-64b0-4b8d-a3cb-fe43c8fc6e77,2-2,1,85993,61402,650,166,1.0,1423,19.0,laptop,1.0,graduate school,1.0,English,0.0,0.0,Y,9.6,305.0496469
58489ac6-e6ac-479a-a4bd-f2c8e6575a10,2-2,1,34804,13996,1931,166,0.6666666667,1150,42.0,desktop,0.0,college,0.0,,0.0,0.0,Y,9.6,413.340935
5d7f8090-1b2b-425d-acdf-31cf8ff2f527,2-2,0,47038,8561,6785,106,1.0,1438,22.0,desktop,0.0,graduate school,0.0,Norwegian,0.0,0.0,Y,8.337,398.2969372
d5474dc4-83b3-459e-8435-aab6eb356a3a,2-2,1,21597,49188,3736,324,0.6666666667,1135,13.0,laptop,0.0,,0.0,Chinese,0.0,0.0,,8.337,3689.50465
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,3-2,0,26245,37473,5372,106,1.0,1439,,smartphone,1.0,college,1.0,English,0.0,0.0,Y,7.638,192.4480722
8ee203f2-ee28-4529-bce3-eac1a57be7f8,1-2,1,46191,70263,12201,383,1.0,1213,22.0,laptop,0.0,graduate school,1.0,Dutch,0.0,0.0,Y,10.697,324.3243243
93dbdc35-b0e5-4dc1-bd4f-0a15eb5378a2,1-1,0,35608,150608,1100,166,0.6666666667,880,22.0,laptop,2.0,graduate school,0.0,English,0.0,0.0,Y,8.337,499.9564877
6b68642b-ac9e-40c0-90d9-91bd6ffd92a9,1-1,1,30533,31588,1520,324,0.6666666667,369,25.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,340.9207599
e6086759-35ed-4d89-9e47-271e43001fe6,1-1,1,91735,45293,998,120,1.0,1212,28.0,desktop,0.0,graduate school,0.0,English,0.0,0.0,,10.485,166.8284238
45b56b87-c43f-4c6f-baae-661bbb6e40c7,3-2,0,80145,11425,3375,166,0.6666666667,1281,21.0,laptop,0.0,college,0.0,English,0.0,0.0,N,9.6,402.2292222
e893554b-e41b-44f5-9247-2f1b1ca49f52,1-2,0,19368,30391,3638,324,1.0,1366,20.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,9.6,245.1982019
9861dbfe-d228-40ed-9c0b-ad0a8866adfc,2-1,1,60783,68055,465,106,0.3333333333,322,17.0,laptop,0.0,high school,1.0,,0.0,1.0,Y,9.6,264.5405445
d75a8088-c158-4ab0-a3b8-7927d6e80961,3-2,0,15074,38447,1873,383,1.0,1135,22.0,tablet,0.0,college,1.0,English,0.0,0.0,Y,11.081,278.6637569
c0112282-2a3d-4efe-af95-387d581e0a98,2-1,0,66409,37209,840,106,1.0,1212,45.0,laptop,0.0,graduate school,0.0,English,1.0,0.0,Y,11.081,361.9235567
9783faf6-c2f5-4343-a86d-f6312c95f762,1-2,1,36559,45663,3803,120,1.0,1423,,desktop,,high school,1.0,English,0.0,1.0,Y,9.6,194.3162497
08aad1ce-a5a5-4558-819a-80e470e455fa,3-2,0,79806,33242,2654,324,1.0,1438,18.0,tablet,0.0,graduate school,1.0,Dutch,0.0,,Y,10.485,131.3557003
dd3b3024-ad2e-4cd6-8c24-3b0c6ab90dc0,1-2,1,65876,32290,4194,166,1.0,1419,51.0,laptop,0.0,high school,,,0.0,0.0,Y,9.6,255.0026563
e15bc5a6-d4de-4e87-a1c8-e21fb441910c,1-1,0,20129,33600,1584,383,0.6666666667,1212,21.0,laptop,0.0,graduate school,0.0,Chinese,0.0,1.0,N,9.6,93.83160473
27d0e742-13f8-4911-a1d6-42cbea5067e2,1-1,0,50756,38610,1001,166,1.0,1438,19.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,9.6,191.6065678
b856a7a0-694d-44df-84e5-7df262774187,1-1,0,184397,31776,2902,166,0.6666666667,880,16.0,laptop,0.0,college,1.0,English,0.0,0.0,N,10.485,214.712535
417336ae-daf7-42ca-ae3d-7ebc05e0c43f,2-2,0,60562,57766,3135,383,1.0,1294,14.0,laptop,0.0,college,1.0,English,0.0,,Y,10.697,1554.068638
a3dd9852-6cc5-4893-a6be-e0eed5e53e52,3-1,0,67370,75445,1593,166,1.0,1438,58.0,laptop,0.0,graduate school,0.0,Swedish,0.0,1.0,Y,8.337,292.0933356
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,3-2,1,29238,107566,267,145,1.0,1281,62.0,smartphone,0.0,college,1.0,Turkish,0.0,0.0,Y,10.485,147.4956468
aa6ebb2d-1a1e-4fc2-8f8b-146561327a41,3-1,0,40563,33090,0,324,0.6666666667,1137,30.0,laptop,2.0,college,0.0,,0.0,0.0,Y,7.638,231.613534
2154a0f3-a816-47af-b00c-16d398859afa,3-2,0,27313,150041,2323,120,1.0,322,21.0,laptop,0.0,high school,1.0,English,0.0,0.0,,10.485,238.7028975
ba55d704-303e-4928-9c5a-9c2838360e3d,2-2,1,59720,78671,1510,166,0.3333333333,1438,21.0,laptop,0.0,professional school,1.0,English,1.0,0.0,,10.485,268.6195938
1ab057fb-ac2e-4650-88bc-ede767006043,3-2,0,138930,36116,5486,145,1.0,1294,25.0,smartphone,0.0,high school,0.0,English,0.0,0.0,Y,10.485,430.5864885
c82105bb-8520-4727-b430-daec6fdef0dc,3-2,0,65809,31036,3866,166,1.0,1150,21.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,165.3666147
eed8457e-2f39-4f4a-a3fc-7bc9fa57d880,2-1,0,47916,25824,4666,324,0.6666666667,1227,37.0,laptop,2.0,high school,1.0,English,0.0,0.0,N,9.6,193.4571414
722b0462-7e9e-4278-8d36-9495f6928afb,1-1,0,38553,49108,1279,145,1.0,1212,21.0,laptop,0.0,PhD,1.0,English,0.0,0.0,Y,10.697,305.1844589
6fcb6412-d8d2-42f2-b80d-d820f1f57684,3-1,0,65895,15056,9532,106,1.0,1438,,laptop,2.0,,0.0,English,0.0,0.0,Y,10.697,179.6280808
b4161534-88a5-4dd5-9160-ccca3961fb40,2-2,1,102356,66708,12464,166,0.3333333333,1294,20.0,laptop,0.0,college,1.0,English,0.0,1.0,Y,11.081,294.6615333
123cbcaa-5ea4-4b59-85fb-394a9549a516,3-2,0,68621,22964,840,145,1.0,1212,17.0,tablet,0.0,high school,0.0,Portuguese,0.0,1.0,Y,10.697,221.3909459
5b87a566-30eb-4ee6-abdd-aa5677afd103,3-2,0,20106,136212,3807,383,1.0,880,20.0,,0.0,high school,0.0,English,,0.0,Y,9.6,3775.563713
c4ca4342-0324-4995-9111-fae627df7fc5,3-1,0,60448,36062,2555,145,1.0,1438,13.0,smartphone,1.0,college,0.0,Dutch,0.0,0.0,Y,7.638,716.3775625
6e1bdd21-d51f-4497-a684-654edc44a6c9,2-1,1,158160,70214,7111,106,0.6666666667,827,17.0,smartphone,0.0,college,0.0,English,0.0,0.0,Y,11.081,240.7631738
05407942-f651-4129-adc8-541378ce6ac3,3-1,1,85869,52930,8405,145,0.6666666667,1227,44.0,desktop,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,100.3050947
70d89d2f-00f4-4b1d-808e-ed50b71c3e5f,3-1,1,16367,21145,8726,383,1.0,1135,23.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,257.2381305
16d93a7f-b378-4f6c-ba62-8e7479afc2d3,2-2,0,27990,25322,2707,106,1.0,1438,46.0,desktop,,college,1.0,English,0.0,1.0,Y,10.485,105.0336901
f9557d5c-0a28-4f14-b9bf-1a0308ed9546,2-2,1,46103,17736,1050,166,1.0,1281,24.0,desktop,0.0,graduate school,1.0,English,0.0,,Y,8.337,462.9494832
18ff52ad-d2e9-4d03-b775-d01403f19b51,2-1,0,37870,101257,7568,324,1.0,1212,20.0,desktop,0.0,graduate school,1.0,Dutch,0.0,0.0,Y,9.6,552.1355588
c000581c-20de-42c2-9978-3278cb1cc4fa,2-2,1,81465,35605,3987,145,0.6666666667,1212,41.0,smartphone,0.0,graduate school,0.0,English,1.0,0.0,Y,8.337,543.0569997
45e73d9d-cc89-4ee6-a6e2-ab4582ed166d,3-1,1,43355,60054,5574,106,1.0,1227,19.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.697,260.8374687
28c7542a-c3f8-419b-80a0-8f4c706e2c61,2-2,1,22533,37341,25014,383,1.0,1438,30.0,laptop,0.0,college,1.0,English,,0.0,Y,8.337,305.934564
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,1-2,1,81876,6456,1351,383,1.0,369,26.0,laptop,0.0,high school,1.0,English,0.0,0.0,N,10.485,161.9103383
8ee203f2-ee28-4529-bce3-eac1a57be7f8,3-2,1,124214,7176,5167,324,1.0,1438,30.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,9.6,569.3344676
d5862d1f-db68-46d7-b717-dc2a7f78befe,1-1,1,47218,73445,5308,166,1.0,1438,53.0,desktop,2.0,high school,0.0,Chinese,0.0,1.0,Y,8.337,157.7010689
fa246754-e497-43c2-b08f-7b8daea1b410,1-2,1,21357,65171,3870,106,1.0,1279,16.0,tablet,0.0,high school,0.0,English,0.0,0.0,,7.638,387.2863248
b90659d8-9551-41ca-b0f5-deaff4b679a5,3-1,0,25577,44367,335,324,1.0,1425,33.0,laptop,1.0,college,1.0,English,0.0,0.0,Y,9.6,186.4622999
b8f4ca6e-e390-464a-8d7b-7e81fcf0227e,3-2,0,43520,13451,2286,106,0.6666666667,574,32.0,laptop,0.0,high school,0.0,,0.0,0.0,N,7.638,198.5452502
ffecc92e-4523-43bc-881f-86a60ec0cb05,1-1,1,15361,26411,1133,120,0.6666666667,1438,57.0,laptop,,college,0.0,Other,0.0,0.0,Y,8.337,186.1284516
65856aa0-65ac-4bbe-835c-61ccafe631be,1-1,0,58949,84601,2500,383,1.0,1423,58.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,,10.697,150.362945
17e9c042-57f7-4dbd-b484-3216d2baa9f7,1-1,1,52798,33051,20695,324,1.0,1135,39.0,laptop,0.0,college,0.0,,0.0,0.0,Y,10.485,558.4441699
c9912952-1990-4415-8cd6-b5b96d6e4267,2-2,0,14960,31250,436,324,0.6666666667,1281,27.0,desktop,0.0,high school,1.0,English,0.0,,N,9.6,215.0974026
6111a8de-8e09-451b-b8a9-ff41d2c985e8,2-1,0,20414,53433,2407,106,1.0,880,52.0,laptop,,college,1.0,English,0.0,0.0,Y,11.081,259.5070997
6b74a260-9d07-49bc-9cfb-6fefbe9a718b,1-2,0,26785,15803,4582,106,1.0,1438,25.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,10.485,532.3066622
0111fc3b-685f-4756-9692-67ace3297314,1-1,0,50230,24603,18524,106,1.0,1366,16.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,177.2569487
ea0abfe5-f18d-4fad-9ee6-4114f292450b,1-1,0,25082,37727,4444,324,1.0,1212,27.0,desktop,0.0,high school,1.0,English,0.0,0.0,,10.697,454.5094937
55b18dd9-dcd2-4440-a56b-8443f3fb1c43,1-1,0,30606,76759,10900,120,1.0,880,34.0,smartphone,1.0,,0.0,English,0.0,0.0,Y,10.485,490.24
d5862d1f-db68-46d7-b717-dc2a7f78befe,3-2,0,49560,36576,9479,166,0.6666666667,880,23.0,tablet,0.0,college,0.0,English,0.0,0.0,Y,9.6,412.8497409
63cdd570-1369-4f2b-9090-d5b6255c51d2,2-1,1,48527,8878,3442,106,1.0,1294,27.0,smartphone,0.0,graduate school,0.0,Indonesian,0.0,0.0,Y,10.697,174.1380516
60fc017d-b4ee-423c-9d56-6c2a06a3697a,2-2,1,17741,27170,1888,106,1.0,880,25.0,desktop,1.0,graduate school,1.0,German,0.0,0.0,Y,11.081,421.3976355
f8f2d78d-c54d-48be-ae80-43fab72a956d,1-1,1,68756,31570,16911,383,1.0,1438,35.0,desktop,0.0,college,1.0,German,0.0,0.0,Y,11.081,349.8290444
529af3c4-1f6c-4ced-ac86-165cb41a1629,1-1,1,43663,27755,7641,106,1.0,1438,28.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,823.4493138
399592be-b15a-4ab2-bd28-0a210fefea30,2-1,1,23184,29364,2629,120,1.0,1150,19.0,laptop,0.0,college,0.0,Romanian,0.0,0.0,N,8.337,617.866005
a1f22d02-0b2f-4c57-8736-0957dd153f8d,3-1,0,24829,45314,10582,324,0.6666666667,1438,55.0,desktop,0.0,college,1.0,Portuguese,,0.0,,9.6,251.2930491
9841a311-d989-42d7-9ea6-f5d4e981c98a,2-2,0,105299,18958,3892,324,0.6666666667,322,22.0,laptop,0.0,college,1.0,Other,0.0,0.0,Y,7.638,251.44303
fff115a4-7e00-4376-888b-03c5bdee5f3a,3-2,1,34481,72074,7170,106,1.0,982,35.0,laptop,0.0,,0.0,English,0.0,0.0,Y,10.697,296.2686915
95331a06-3cd7-4ced-a1f9-7baeee03847e,1-1,0,20285,31577,0,106,1.0,1294,16.0,laptop,0.0,,0.0,English,0.0,,Y,10.697,125.5428346
123cbcaa-5ea4-4b59-85fb-394a9549a516,1-2,0,54878,36110,0,166,0.6666666667,1419,16.0,desktop,0.0,graduate school,0.0,English,,1.0,Y,11.081,135.0666892
399592be-b15a-4ab2-bd28-0a210fefea30,3-2,1,39601,20753,5864,120,0.6666666667,1438,23.0,smartphone,1.0,college,1.0,Turkish,0.0,0.0,Y,10.697,150.4690828
ea0abfe5-f18d-4fad-9ee6-4114f292450b,2-2,1,20872,13420,10061,145,1.0,880,21.0,laptop,0.0,,1.0,English,0.0,1.0,Y,8.337,161.2758713
ad4c12c9-5088-480c-ac6b-07b6e44162bc,1-1,1,30211,55411,6569,166,1.0,880,15.0,desktop,0.0,college,0.0,English,0.0,1.0,,9.6,266.4985057
1b57438e-b823-4e70-95b2-c4659c379273,2-1,0,31116,40396,2962,324,1.0,880,17.0,laptop,0.0,high school,0.0,Other,0.0,1.0,Y,8.337,614.3538855
ba55d704-303e-4928-9c5a-9c2838360e3d,2-2,1,40023,35669,1550,383,1.0,1135,25.0,smartphone,1.0,high school,0.0,English,0.0,0.0,Y,7.638,280.6612286
b1a27fa0-3a9b-4b77-9c22-2f7ffd839812,1-2,0,165722,38421,1887,324,1.0,1294,20.0,smartphone,0.0,college,2.0,English,0.0,0.0,Y,10.485,271.0353124
4eab4ba9-b923-43e9-94b2-b50f8ae543ad,2-2,0,79212,90043,3160,324,1.0,1438,17.0,laptop,0.0,college,1.0,English,0.0,,Y,11.081,3489.77136
a12939e3-640d-42c5-87ed-83c1358c4698,3-2,0,37797,2246,766,383,0.6666666667,1212,,laptop,0.0,high school,0.0,Other,0.0,0.0,Y,10.697,215.2080344
2154a0f3-a816-47af-b00c-16d398859afa,2-2,1,29472,31772,2507,145,1.0,1212,,laptop,0.0,high school,0.0,English,0.0,0.0,,7.638,225.095504
54c3e853-e07a-4b15-ab2d-691a120c3b32,2-1,1,19020,56939,1513,106,1.0,1438,18.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.697,251.1547344
606ec9ab-33fe-4f7e-9330-c0c5d30928c1,2-1,0,41843,77191,9250,383,0.3333333333,880,25.0,laptop,2.0,high school,1.0,Norwegian,0.0,,Y,11.081,284.5551683
d77f1a0e-29fe-4341-9629-55666d082f4b,1-2,1,69819,54413,1946,120,1.0,1150,37.0,laptop,0.0,graduate school,1.0,English,0.0,,Y,11.081,236.8594195
949a9e93-0ca1-4643-b4d5-9852ceeeec03,2-1,0,887,45729,18021,383,0.6666666667,1438,17.0,smartphone,2.0,high school,0.0,German,0.0,0.0,Y,8.337,624.8980258
902669eb-08bc-4e32-8e29-a4c99c57072b,3-1,0,110469,47353,4088,120,0.3333333333,1213,44.0,laptop,1.0,graduate school,1.0,,0.0,0.0,N,10.485,253.8367275
ff3d06e6-c5ec-4c24-87dd-0dfc42864aa2,3-1,1,30685,23105,5933,383,1.0,1212,32.0,smartphone,2.0,,0.0,English,0.0,0.0,N,8.337,295.6197337
bb13e1f2-6905-4fb4-89d7-e517633755b5,1-1,1,103476,23606,2741,106,0.3333333333,322,45.0,laptop,0.0,graduate school,1.0,Spanish,0.0,0.0,N,8.337,491.1646813
7169ffc5-813b-4e4f-8e7f-9c59e92ec66b,1-1,0,14621,30489,7289,324,0.6666666667,1438,,,0.0,high school,0.0,English,0.0,0.0,Y,9.6,364.6308113
884c8fa4-f6a9-4e37-a9ab-652c0f26d668,1-2,0,20516,36480,653,383,0.3333333333,1334,,desktop,0.0,professional school,1.0,English,0.0,,N,10.485,229.7845179
769bc77b-f052-4fc6-8516-94a46941667c,1-2,0,162123,26873,10069,383,1.0,1366,35.0,laptop,0.0,college,1.0,English,0.0,1.0,Y,10.697,168.5188717
100567eb-57a5-424e-86c1-4a02cc690c8d,3-1,1,16953,39840,4098,145,0.0,539,29.0,laptop,1.0,college,1.0,German,0.0,0.0,N,10.485,886.2876254
0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,3-1,0,7504,95286,2144,324,1.0,1294,35.0,smartphone,0.0,graduate school,,English,0.0,1.0,Y,8.337,161.4168815
dc68d578-d73f-4d91-a515-6a5569f35516,2-2,0,63945,33656,7632,120,1.0,1438,27.0,laptop,1.0,professional school,1.0,English,,1.0,N,7.638,912.2667725
43bf127a-e9f8-4553-8ed9-5bd8a1da3ac0,2-1,1,37412,60345,9585,383,1.0,1438,28.0,laptop,0.0,PhD,1.0,,0.0,0.0,Y,9.6,314.217366
9bf41690-b2cc-4709-964d-7c21b856bbf8,1-1,0,28128,29391,566,120,1.0,322,35.0,laptop,0.0,college,1.0,English,0.0,1.0,Y,9.6,535.9452966
c94dde40-5c1a-4071-8a82-d9c9e525ddbc,1-2,0,40079,61416,5109,166,0.3333333333,1365,30.0,smartphone,,college,0.0,Norwegian,0.0,0.0,Y,11.081,345.1227754
db095ce6-bb12-4f37-88e2-d9e76be1b021,3-2,0,51453,19971,27440,106,0.6666666667,905,21.0,laptop,0.0,professional school,0.0,,0.0,0.0,Y,11.081,271.8386867
08e0c3b1-652b-4be1-b8fb-e30789efca15,2-1,0,77038,28723,2914,106,0.6666666667,1438,20.0,desktop,,high school,,English,0.0,0.0,Y,10.697,313.4835704
20bc2c15-8c8b-4581-89b1-ce290be145df,1-1,0,96206,46701,52277,324,1.0,1438,19.0,laptop,0.0,high school,1.0,English,0.0,0.0,,8.337,136.1855207
dd12faee-44a2-40b4-b2aa-276cd7e690dd,3-2,1,38492,20068,552,166,1.0,827,21.0,,0.0,graduate school,1.0,English,0.0,,Y,7.638,205.3202479
63cdd570-1369-4f2b-9090-d5b6255c51d2,1-2,1,23107,31893,11209,383,1.0,1227,58.0,laptop,0.0,college,0.0,English,0.0,1.0,N,10.485,670.3910615
db4b8bab-f58d-4d9c-ab15-18335ea4b16e,2-1,0,20117,34395,2138,383,1.0,1438,58.0,,0.0,college,0.0,English,0.0,0.0,Y,7.638,402.8637301
1d254f4a-ccab-4a27-8b17-ee0f21b472b4,1-1,1,23286,107788,941,324,1.0,1423,58.0,laptop,1.0,graduate school,0.0,English,0.0,0.0,Y,8.337,196.713349
255498f6-e198-4a41-a057-5d4ddc6af950,1-2,0,34590,22837,537,324,0.6666666667,1212,43.0,laptop,0.0,college,0.0,Standard_Hindi,0.0,0.0,Y,7.638,431.2695187
a5e829ad-603c-4eb6-b078-c82074eae0a3,3-2,0,55096,12856,1718,166,1.0,1438,26.0,laptop,0.0,college,0.0,English,0.0,1.0,Y,9.6,65.51352817
ef9702d4-36b9-4de8-a045-dbce0eb27a98,3-1,0,12380,15465,2296,166,0.6666666667,1294,30.0,desktop,1.0,PhD,1.0,English,0.0,1.0,Y,10.485,261.8943693
5d94e05b-6915-4406-9c52-0e12b11f5c0b,1-2,1,23840,43288,5160,166,0.6666666667,1212,37.0,laptop,0.0,college,0.0,,0.0,0.0,N,8.337,142.5337845
0ea68c5a-057a-46c5-afda-4dbf75e4c5c4,2-2,0,40352,29124,2177,383,0.0,880,28.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,10.697,327.198364
2969f3fa-0544-46ff-b5ad-5f14fa846a7f,1-2,1,106620,112031,2966,120,0.3333333333,1438,28.0,laptop,0.0,,0.0,German,0.0,0.0,Y,10.697,79.30650864
55ceb008-47a1-41ef-82f8-5527e474f4bb,2-2,1,56297,31774,12800,120,1.0,1438,24.0,desktop,1.0,college,1.0,Other,0.0,1.0,,11.081,150.9499436
bac15d0b-cf63-4ab5-a05c-66f39e2834bc,1-2,1,17016,50550,635,383,1.0,1138,20.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,300.8635899
fff115a4-7e00-4376-888b-03c5bdee5f3a,1-2,0,28755,11948,20801,145,1.0,1294,22.0,laptop,0.0,college,1.0,English,0.0,0.0,N,9.6,166.2484316
95ad60c1-7c93-4341-9da3-763bbed405b9,3-1,0,117236,16530,42141,120,0.3333333333,920,17.0,tablet,0.0,college,1.0,English,0.0,0.0,Y,9.6,150.3916449
0ee8e6e8-930f-441a-8244-d7788041cf5b,3-1,1,95818,32789,2426,145,0.6666666667,1279,24.0,smartphone,0.0,college,1.0,Chinese,0.0,0.0,Y,10.697,344.4347852
621bf4fc-6499-4c5d-af7b-25ab04eeb70e,3-1,1,40730,4872,33654,145,1.0,1150,22.0,laptop,0.0,,1.0,English,0.0,1.0,Y,11.081,248.2579809
cfddbee4-d7bc-41a2-b2d3-a6380269d199,1-1,1,32718,29854,2669,145,1.0,1438,32.0,desktop,,college,,English,0.0,0.0,Y,10.485,241.407727
b0d76a60-3231-40e1-8fbe-d4d020b33e22,1-1,1,28793,24897,8755,383,1.0,880,27.0,desktop,0.0,PhD,1.0,English,0.0,0.0,N,8.337,177.8704612
65856aa0-65ac-4bbe-835c-61ccafe631be,2-2,0,22963,71513,1841,106,0.6666666667,1438,15.0,laptop,0.0,college,0.0,English,0.0,0.0,N,10.697,269.3659735
6aa0c48e-1055-44d2-9d58-385715962733,1-1,1,107913,106087,4351,120,1.0,1366,16.0,laptop,0.0,college,0.0,English,0.0,,N,11.081,162.7633602
