tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Anterior,BM1924.2.25.1,0,6,22.0,2.30054789,0.75,Homo sapiens,Native Californian,2,106,63917,3,0,13,2,4,0
Premolar,UVS62,0,6,27.0,3.71619727,0.75,Pan,West Africa,4,106,72173,27,0,5,2,7,0
Anterior,BM1976.1417,0,6,17.5,5.83722718,0.75,Pan,Australian aboriginie,3,120,68049,8,0,5,1,6,0
Posterior,BM1976.1416,2,8,22.0,7.9144902,0.75,Papio,East Africa,2,145,70839,3,0,5,2,6,0
Posterior,AMNH99.1/91-B,0,12,42.0,3.21217946,0.25,Pan,Native Californian,2,120,75085,7,0,5,1,5,0
Anterior,HTB1028,0,4,32.0,5.70308472,0.0,Homo sapiens,Native Californian,2,145,68221,3,0,10,1,5,0
Posterior,HTB3551,0,8,32.0,20.3446194,0.25,Homo sapiens,Borneo,3,166,72157,52,0,5,2,4,0
Posterior,HTB1028,6,11,22.0,5.18766442,0.75,Homo sapiens,Khoi-San,3,145,65185,101,0,13,1,4,0
Posterior,MH17264,0,12,42.0,6.01663882,0.75,Papio,Alaska,2,120,66340,3,0,5,1,6,0
Posterior,BRK126761,0,12,32.0,5.035316,0.75,Papio,East Africa,4,106,69211,8,0,10,2,4,0
Posterior,BM1899.11.6.1,0,12,22.0,3.92784897,0.25,Homo sapiens,Yaghan,2,145,70011,8,0,5,1,5,0
Anterior,BM1936.12.28.2,0,4,32.0,3.12128232,1.0,Pongo,Buriat,3,106,68486,8,0,5,1,5,0
Anterior,BM1976.1438,0,8,32.0,5.22500246,0.75,Homo sapiens,Alaska,3,324,72561,44,0,10,1,7,0
Premolar,UVS62,0,12,22.0,4.90999368,0.0,Pan,Borneo,3,145,69211,48,0,10,2,8,0
Anterior,HTB1724,0,12,27.0,4.0457765,0.5,Homo sapiens,Khoi-San or bushman half-caste,3,324,64477,45,0,10,2,8,0
Posterior,UVS38,0,12,22.0,3.85801676,0.75,Homo sapiens,Khoi-San,2,383,71019,8,0,5,2,5,1
Posterior,HTB1888,0,8,37.0,4.50856156,1.0,Homo sapiens,East Africa,2,324,70722,28,0,5,1,1,0
Anterior,BRK126271,0,12,22.0,21.3584428,0.5,Pan,Native Californian,2,166,64105,48,0,10,2,8,0
Posterior,HTB2033,0,12,42.0,3.12128232,0.0,Pongo,East Africa,2,120,70078,44,0,5,1,4,0
Premolar,NMNH226087,0,6,37.0,5.94066321,0.75,Papio,Borneo,2,106,65318,3,0,13,2,1,1
Premolar,NMNH278716,0,12,37.0,10.2682079,0.0,Homo sapiens,Native Californian,2,324,61960,44,0,10,2,4,0
Premolar,MH22281,0,12,37.0,5.81978104,0.0,Homo sapiens,Alaska,3,383,70854,52,1,13,2,8,0
Anterior,HTB1503,0,8,22.0,3.4773143,0.5,Pongo,Afalou,2,106,68957,44,0,13,1,8,0
Premolar,MH24894,0,8,22.0,3.09453499,0.0,Homo sapiens,Buriat,3,383,69880,50,0,5,1,4,0
Posterior,BM1905.5.10.1,0,12,22.0,2.97561367,1.0,Homo sapiens,Native Californian,2,145,68353,8,0,13,1,5,0
Premolar,PMN1496,1,8,32.0,2.52520843,0.25,Homo sapiens,Alaska,2,145,70078,48,0,5,1,5,1
Anterior,BM1976.1439,0,6,22.0,3.77992193,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,383,66795,44,0,5,1,5,0
Anterior,BM1911.12.1.1,2,12,27.0,2.29036872,0.75,Pongo,Afalou,4,120,70268,8,0,10,1,6,0
Anterior,NMNH227455,0,12,42.0,8.38792417,1.0,Pan,West Africa,4,324,61762,58,0,13,2,1,0
Posterior,BM1976.1421,2,12,37.0,2.95130863,0.75,Papio,Australian aboriginie,3,145,65862,7,0,5,1,1,0
Anterior,BM1930.12.1.2,0,12,37.0,4.81608016,0.25,Homo sapiens,Ebolwa,4,324,71696,7,0,13,2,5,0
Posterior,MH1526,0,8,27.0,2.59401611,0.25,Homo sapiens,Native Californian,3,383,69880,44,0,10,2,5,0
Posterior,MH12319,0,6,22.0,2.85690736,0.75,Homo sapiens,Buriat,2,145,62976,7,0,5,1,5,0
Posterior,IPHA.13,0,12,32.0,2.47259539,0.75,Homo sapiens,Australian aboriginie,2,166,66399,40,0,5,2,4,0
Premolar,NMNH329778,0,8,27.0,2.81576611,0.75,Homo sapiens,Tasmanien,2,120,70979,15,0,13,1,7,0
Posterior,HTB2751,0,6,32.0,2.87155209,0.75,Homo sapiens,Fuegian,2,145,63875,7,0,5,1,8,0
Premolar,HTB1426,0,6,32.0,5.44029653,0.5,Papio,French Cameroons,2,120,61572,8,0,10,2,5,1
Anterior,MH20326,0,4,42.0,3.75801123,0.0,Homo sapiens,Australian aboriginie,2,106,61572,45,0,10,2,5,0
Posterior,MH19776,0,12,27.0,5.01978364,0.75,Papio,Alaska,2,383,63255,7,0,10,2,6,0
Posterior,BM1976.1427,1,12,37.0,3.4773143,0.75,Papio,Alaska,2,120,61507,8,0,6,1,3,0
Anterior,BRK126107,0,12,42.0,3.08917899,0.0,Homo sapiens,West Africa,2,145,64642,48,0,6,1,1,0
Premolar,UVS125,0,12,32.0,2.86641,0.25,Pan,West Africa,4,166,62638,4,0,5,1,3,0
Anterior,MH3616,0,6,27.0,4.16980327,0.0,Papio,Sami,4,166,66852,44,0,5,1,4,0
Anterior,BRK126256,0,10,27.0,2.78157736,0.5,Pongo,East Africa,4,145,67306,7,0,5,2,1,1
Anterior,AMNH99.1/84-B,0,12,57.0,2.92732743,0.0,Homo sapiens,West Africa,4,120,72553,15,0,10,2,1,0
Anterior,AMNH99.1/111,4,12,22.0,3.89582582,1.0,Papio,Alaska,3,383,66761,72,0,13,1,2,0
Anterior,MH2283,0,12,37.0,4.94131337,0.75,Pan,Australian aboriginie,2,106,71357,44,0,10,1,4,0
Anterior,UVS55,0,4,37.0,10.5751031,0.0,Pan,Australian aboriginie,3,166,69781,48,0,13,1,5,0
Posterior,BM1976.1438,0,3,27.0,9.7611705,1.0,Pan,Native Californian,3,324,68791,3,0,5,2,8,0
Premolar,HTB1214,0,12,27.0,12.5,0.75,Homo sapiens,Borneo,2,383,63230,40,1,5,1,5,0
Posterior,BRK125660,0,12,37.0,2.87155209,1.0,Papio,Australian aboriginie,3,120,70839,3,0,5,2,1,0
Premolar,BM1964.2174,1,8,42.0,5.71763847,0.5,Homo sapiens,East Africa,4,106,70003,44,0,10,2,3,0
Premolar,IPHA.34,0,12,27.0,3.02477635,1.0,Pongo,Ebolwa,3,383,71563,8,0,5,2,4,0
Anterior,BRK125676,0,8,52.0,10.0,0.75,Homo sapiens,Australian aboriginie,2,324,61747,55,0,13,1,5,0
Anterior,MH22283,0,8,27.0,5.06666429,0.5,Homo sapiens,Afalou,3,106,62596,44,0,13,1,4,0
Posterior,HTB1707,0,12,32.0,2.86641,0.25,Homo sapiens,West Africa,3,106,71910,48,0,5,1,1,0
Anterior,BRK126252,0,12,27.0,2.81004779,0.75,Homo sapiens,Australian aboriginie,3,383,70599,109,0,10,1,4,0
Anterior,MH1511,0,12,22.0,7.85088419,0.75,Homo sapiens,Australian aboriginie,2,120,64188,1,0,13,1,5,0
Premolar,HTB1497,0,8,22.0,3.29146087,0.5,Homo sapiens,East Africa,2,106,69500,3,0,5,2,1,0
Anterior,BRK126767,0,12,32.0,3.6064238,0.75,Homo sapiens,Afalou,3,106,61911,73,0,10,2,5,0
Premolar,NMNH226089,0,6,32.0,8.23260632,0.5,Homo sapiens,Borneo,2,145,66910,32,0,5,1,4,0
Anterior,AMNH99.1/103,0,8,37.0,1.93878354,0.25,Pan,West Africa,3,106,66613,8,0,5,1,3,0
Premolar,MH12327,0,12,37.0,5.06666429,0.25,Papio,Alaska,2,324,71001,3,0,5,1,4,0
Posterior,HTB2751,0,12,57.0,5.035316,0.0,Papio,Native Californian,3,145,66373,44,0,10,2,1,0
Posterior,IPHA.1,0,6,57.0,3.16346606,0.25,Homo sapiens,Chucki,2,145,63503,8,0,10,1,5,0
Premolar,AMNH99.1/83-A,2,8,42.0,9.7611705,1.0,Papio,Buriat,2,166,63438,44,0,5,2,6,0
Premolar,MH1511,0,8,27.0,2.62887685,0.25,Pongo,Chucki,2,324,69914,111,0,10,2,8,0
Posterior,HTB0890,0,12,32.0,1.26803942,0.25,Papio,Borneo,4,120,68007,7,0,5,1,5,0
Posterior,HTB2001,0,12,42.0,3.77992193,1.0,Pongo,East Africa,2,166,70185,8,0,13,2,3,1
Premolar,HTB0890,0,12,47.0,5.56908606,0.75,Homo sapiens,French Cameroons,2,120,69732,111,0,5,1,3,0
Premolar,NMNH350097,0,8,27.0,2.43523526,0.25,Homo sapiens,Ebolwa,4,324,66613,8,0,5,1,3,0
Anterior,NMNH329779,0,12,27.0,22.9989102,0.75,Pongo,West Africa,2,166,61762,8,0,5,2,5,0
Premolar,HTB1735,1,8,37.0,2.43523526,0.25,Papio,Afalou,4,120,64345,44,0,5,2,1,0
Posterior,AMNH99.1/72,0,12,22.0,31.4169538,0.25,Homo sapiens,Alaska,2,383,65722,8,0,10,2,1,1
Posterior,HTB1214,0,12,32.0,2.67965585,0.25,Homo sapiens,Tasmanien,2,106,65318,15,0,6,1,2,0
Premolar,MH19826,0,6,37.0,3.63654073,0.75,Homo sapiens,Australian aboriginie,3,106,68379,44,0,5,2,4,0
Anterior,MH20325,0,13,22.0,5.3679133,0.75,Pongo,Afalou,3,145,67975,95,0,13,1,4,0
Premolar,BRK126054,0,12,22.0,3.80749511,0.5,Homo sapiens,French Cameroons,4,383,69880,3,0,13,1,4,0
Premolar,HTB1745,2,8,27.0,3.16436617,0.75,Homo sapiens,Central Africa,2,324,63172,80,0,10,2,4,0
Anterior,MH24592,0,12,22.0,6.19608209,0.75,Homo sapiens,Afalou,4,166,69179,30,0,13,2,4,0
Premolar,MH10289,0,12,22.0,3.66038599,0.5,Pongo,Afalou,2,166,68858,3,0,6,2,6,0
Premolar,BRK126264,0,12,22.0,6.89761633,0.5,Homo sapiens,Native Californian,2,120,63255,44,1,5,2,5,0
Premolar,BM1899.6.10.2,0,8,37.0,2.09782262,0.25,Homo sapiens,Ebolwa,3,383,63990,7,0,6,2,6,0
Premolar,BM1976.1423,0,8,32.0,15.6187914,0.0,Homo sapiens,Afalou,3,145,63230,3,0,10,1,4,0
Posterior,AMNH99.1/97,4,6,47.0,2.77440906,0.5,Papio,Native Californian,2,166,69724,48,0,13,1,6,1
Anterior,NMNH380451,0,12,32.0,3.45050478,0.25,Homo sapiens,Australian aboriginie,3,166,63958,48,0,5,2,6,0
Posterior,PMN1497,0,12,37.0,3.71761878,0.75,Papio,Alaska,2,166,69765,7,0,13,1,1,1
Anterior,BM50a,0,5,22.0,11.8783346,0.0,Pan,East Africa,2,166,64592,7,0,5,2,3,1
Posterior,UVS34,5,12,27.0,4.32538295,0.25,Homo sapiens,French Cameroons,2,324,63693,72,0,6,2,6,0
Premolar,AMNH99.1/77,0,12,22.0,27.9211585,0.25,Papio,Australian aboriginie,3,145,69377,49,0,13,2,7,0
Posterior,UVS68,0,12,22.0,2.26921034,0.0,Homo sapiens,Afalou,4,324,65771,3,0,5,1,1,0
Anterior,BM1939.1006,1,6,22.0,4.35428022,1.0,Pongo,Australian aboriginie,2,324,70896,3,0,5,1,6,0
Anterior,NMNH225032,0,6,32.0,5.29502645,0.75,Homo sapiens,Native Californian,4,120,72132,8,0,5,2,1,0
Premolar,UVS125,0,8,22.0,10.5,0.5,Papio,Ebolwa,2,145,69948,48,0,13,1,4,0
Anterior,BRK126266,0,12,42.0,2.69681693,0.0,Homo sapiens,Native Californian,2,145,67595,44,0,5,1,7,0
Posterior,NMNH344715,0,12,52.0,10.0,0.5,Homo sapiens,Buriat,2,383,63594,3,0,5,1,7,0
Posterior,UVS63,0,6,27.0,15.0,0.75,Homo sapiens,Borneo,2,145,71811,8,0,13,2,5,1
Anterior,BM1976.1422,1,8,27.0,2.64926405,0.75,Homo sapiens,Afalou,2,145,64642,44,0,5,2,4,0
Anterior,BM1939.1008,1,8,32.0,4.42495725,0.75,Homo sapiens,Khoi-San or bushman half-caste,2,383,64667,48,0,10,2,3,0
Premolar,NMNH278702,0,6,42.0,3.10683206,0.0,Homo sapiens,Native Californian,3,383,64600,15,0,5,2,4,0
Premolar,PMN3064A,0,12,22.0,4.50357659,0.0,Homo sapiens,Afalou,3,120,65649,22,0,10,1,7,0
Premolar,AMNH99.1/59,2,6,42.0,3.08319431,0.5,Homo sapiens,South Africa,3,106,63313,64,0,5,2,6,1
Premolar,AMNH99.1/102,0,12,37.0,6.19980411,1.0,Homo sapiens,Native Californian,4,324,63370,8,0,10,1,6,0
Premolar,NMNH283607,0,11,32.0,3.71619727,0.25,Homo sapiens,Borneo,3,106,67587,40,0,5,2,4,0
Posterior,MH4460,0,11,42.0,3.06608828,0.25,Homo sapiens,East Africa,3,324,68056,30,0,5,1,5,0
Posterior,BM1936.12.28.2,0,12,37.0,2.87155209,0.25,Homo sapiens,Chucki,4,145,62828,31,0,10,1,7,0
Premolar,BRK126248,0,9,42.0,3.60915514,1.0,Papio,Native Californian,2,120,67470,7,0,5,2,3,0
Premolar,BRK126271,3,12,22.0,3.44508735,0.25,Homo sapiens,Australian aboriginie,4,106,63255,3,0,5,2,2,0
Premolar,AMNH99.1/86-C,0,6,32.0,2.29036872,1.0,Pan,Alaska,2,383,67736,3,0,13,1,3,0
Anterior,HTB3515,0,8,27.0,5.56908606,0.25,Pongo,Native Californian,2,324,63438,3,0,13,2,3,0
Premolar,BM1927.8.14.1,0,12,42.0,4.86831607,0.75,Homo sapiens,Sami,4,145,68866,8,0,10,1,5,0
Posterior,NMNH278711,0,6,27.0,12.5,0.5,Homo sapiens,Yaghan,2,383,70722,102,0,5,2,5,1
Posterior,UVS22,0,12,22.0,16.4384771,1.0,Homo sapiens,Native Californian,2,383,70078,44,0,5,1,2,0
Anterior,HTB1744,3,6,37.0,8.74186019,0.25,Homo sapiens,Native Californian,2,166,65045,57,0,6,2,6,0
Anterior,UVS102,0,6,27.0,3.44508735,1.0,Homo sapiens,Khoi-San,4,324,68635,57,0,13,2,5,0
Posterior,BRK125822,0,8,27.0,5.44334199,0.75,Pan,Native Californian,2,145,68965,8,0,5,2,4,0
Posterior,HTB2771,0,12,32.0,2.35865298,0.75,Papio,Khoi-San,2,106,73726,24,0,5,1,7,0
Premolar,NMNH278704,0,8,52.0,2.33671692,0.75,Homo sapiens,Alaska,2,106,65961,3,0,5,1,6,0
Premolar,BRK125811,0,8,57.0,2.93195822,0.75,Pan,Borneo,4,383,62323,58,0,5,2,3,0
Anterior,MH22280,0,8,32.0,4.86555727,0.75,Pan,Native Californian,2,120,67348,8,0,10,2,4,0
Anterior,BRK126092,2,12,22.0,4.81608016,0.75,Pan,East Africa,2,106,61382,57,0,5,2,5,0
Anterior,NMNH226092,0,12,17.5,3.80749511,0.25,Homo sapiens,East Africa,2,145,68205,44,0,10,2,4,0
Anterior,MH12326,0,12,42.0,5.06022442,0.25,Homo sapiens,Chucki,2,120,62174,111,0,10,1,5,0
Premolar,NMNH283606,2,12,37.0,5.44334199,0.75,Papio,Khoi-San,3,324,68536,45,0,10,1,4,0
Premolar,BRK126092,0,12,27.0,2.96878123,0.75,Pan,Alaska,3,166,69955,8,0,10,2,3,0
Posterior,MH19777,0,8,22.0,8.38792417,1.0,Homo sapiens,East Africa,2,166,71811,8,0,6,2,5,0
Posterior,AMNH99.1/89-A,0,12,22.0,2.92732743,0.75,Homo sapiens,Native Californian,4,166,72587,8,0,5,2,4,0
Anterior,MH5330,0,12,22.0,3.71761878,0.0,Homo sapiens,Australian aboriginie,2,324,66399,3,0,10,2,5,0
Premolar,BRK126260,0,12,32.0,2.86641,0.25,Homo sapiens,Australian aboriginie,4,166,61887,37,0,5,1,4,0
Anterior,AMNH99.1/102,0,6,32.0,5.00397466,0.25,Homo sapiens,Native Californian,3,383,70409,8,0,5,1,1,0
Premolar,HTB1903,0,12,52.0,6.99594743,0.75,Homo sapiens,Australian aboriginie,2,324,69542,65,0,6,1,1,0
Anterior,NMNH344713,0,12,22.0,12.6,0.75,Homo sapiens,Alaska,2,383,66167,8,0,10,2,4,0
Anterior,BM1931.4.1.1,0,12,42.0,2.52520843,0.0,Homo sapiens,Khoi-San,3,324,72348,111,0,10,2,5,0
Anterior,HTB1212,0,7,27.0,1.26803942,0.5,Homo sapiens,Native Californian,2,145,64717,7,0,13,1,3,0
Anterior,HTB2032,2,6,47.0,4.00197497,0.5,Homo sapiens,Alaska,4,383,70482,70,0,5,2,5,0
Anterior,BM1939.1005,0,8,57.0,2.35865298,0.75,Pan,East Africa,2,324,62638,34,0,5,2,4,0
Premolar,MH10285,0,12,42.0,2.43523526,0.75,Homo sapiens,Afalou,2,324,70185,7,0,5,2,8,0
Premolar,BM1900.3.18.1,0,4,37.0,3.03626772,0.75,Papio,Ebolwa,3,166,65557,7,0,5,1,5,0
Anterior,HTB1151,0,6,22.0,10.0,0.0,Pongo,Borneo,2,324,65631,3,0,10,1,5,0
Posterior,HTB3413,0,6,32.0,4.27445115,0.75,Homo sapiens,Khoi-San or bushman half-caste,2,106,75135,71,0,5,2,7,0
Anterior,HTB3538,0,8,22.0,1.99807578,0.25,Homo sapiens,Australian aboriginie,2,106,72173,7,0,5,1,4,0
Anterior,BM1976.1419,0,4,27.0,5.06666429,0.25,Pongo,Khoi-San,2,383,68858,44,0,5,2,5,0
Anterior,BM1899.7.8.1,0,9,27.0,2.03288089,0.0,Homo sapiens,Buriat,3,106,69724,55,0,10,1,4,0
Anterior,BM1939.1021,0,8,22.0,2.81636112,0.25,Papio,Alaska,2,145,63875,87,1,10,2,1,0
Anterior,NMNH278716,0,4,42.0,6.99594743,1.0,Pongo,Australian aboriginie,2,324,75002,7,0,5,1,5,0
Anterior,BRK126087,0,12,42.0,2.00186723,0.0,Homo sapiens,Khoi-San,2,166,65862,7,0,10,1,5,0
Anterior,BM1904.8.2.3,0,12,22.0,4.35428022,0.0,Pan,Buriat,2,120,67116,3,0,5,2,4,0
Posterior,HTB3537,0,6,37.0,5.3679133,1.0,Papio,Chucki,2,383,63370,44,0,10,1,4,0
Posterior,HTB2034,0,12,42.0,6.96111299,0.75,Papio,East Africa,3,166,71035,7,0,5,1,7,1
Posterior,HTB1220,0,12,27.0,3.09538823,0.0,Homo sapiens,East Africa,2,145,71795,8,0,10,2,5,0
Premolar,NMNH350098,5,12,22.0,3.48559185,1.0,Homo sapiens,East Africa,2,324,63172,7,0,13,2,1,0
Anterior,IPHA.9,0,12,22.0,5.83722718,0.75,Homo sapiens,Khoi-San or bushman half-caste,2,120,72512,8,0,13,1,5,1
Premolar,BM1939.1021,0,12,52.0,6.70718105,0.25,Homo sapiens,Buriat,2,106,66761,44,0,5,2,6,1
Anterior,NMNH226090,4,8,22.0,3.02477635,1.0,Homo sapiens,Borneo,2,324,63321,3,0,5,2,5,0
Premolar,MH1701,2,8,32.0,3.37708808,0.75,Homo sapiens,French Cameroons,3,166,70847,7,0,6,2,3,0
Posterior,BM1925.5.12.1,0,13,42.0,4.1148462,0.5,Homo sapiens,West Africa,2,106,72108,44,0,5,1,6,0
Anterior,IPHA.2,0,12,42.0,2.81576611,0.75,Pongo,Afalou,2,383,71001,49,0,5,2,4,1
Anterior,BM1939.1005,0,12,22.0,3.58600079,0.5,Homo sapiens,Ebolwa,4,120,71431,7,0,10,2,1,0
Premolar,MH1503,0,12,27.0,4.74312763,0.0,Homo sapiens,Arabia,2,383,68882,7,0,5,1,5,1
Posterior,BM1976.1429,0,8,27.0,4.43727895,0.5,Homo sapiens,Buriat,2,166,63792,44,0,5,1,1,0
Posterior,HTB1768,0,12,37.0,1.89297439,0.0,Homo sapiens,Australian aboriginie,2,166,70680,8,0,10,2,3,0
Premolar,NMNH278710,0,12,27.0,3.44508735,0.25,Homo sapiens,Native Californian,4,106,68957,3,0,5,2,1,0
Anterior,IPHA.7,0,6,22.0,2.81576611,0.75,Papio,French Cameroons,2,120,69815,101,0,5,2,3,1
Premolar,HTB1043,0,12,22.0,3.58600079,0.75,Homo sapiens,Afalou,2,120,72447,48,0,5,1,4,0
Posterior,HTB1890,0,12,32.0,2.50774612,0.75,Papio,Native Californian,2,145,69005,3,0,10,1,4,0
Anterior,HTB1739,0,8,22.0,2.06875973,0.75,Papio,Khoi-San,2,383,65177,44,0,5,2,3,0
Premolar,NMNH226087,0,8,27.0,8.82500633,0.75,Papio,Fuegian,4,106,72058,44,0,10,2,4,0
Posterior,NMNH226089,0,12,27.0,9.1,0.25,Homo sapiens,Alaska,4,145,70995,3,0,10,2,3,0
Posterior,MH12323,1,12,22.0,10.5,1.0,Homo sapiens,East Africa,2,166,63719,8,0,13,1,4,0
Premolar,HTB1723,0,12,22.0,3.03626772,0.5,Pongo,Australian aboriginie,2,106,72371,44,0,6,1,3,1
Premolar,NMNH226086,8,8,27.0,4.03507241,0.25,Homo sapiens,Central Africa,2,324,69138,3,0,5,1,8,0
Posterior,IPHA.30,0,8,27.0,3.68843519,0.0,Homo sapiens,Afalou,3,145,63420,32,0,10,1,3,0
Anterior,UVS52,0,12,32.0,2.77440906,1.0,Homo sapiens,Khoi-San,2,324,63339,15,0,10,1,6,0
Premolar,UVS10,1,6,27.0,2.392161,1.0,Pan,Khoi-San or bushman half-caste,2,145,61838,7,0,13,1,4,1
Posterior,UCD2(L-23-1)b,0,6,32.0,3.49014071,0.5,Pan,Chucki,3,383,63404,44,0,5,1,5,0
Premolar,MH10291,0,8,57.0,1.83988868,0.0,Homo sapiens,Australian aboriginie,4,166,63958,8,0,13,2,4,0
Posterior,BM1976.1408,6,12,37.0,3.56943631,1.0,Homo sapiens,Afalou,2,166,72199,3,0,5,1,6,0
Premolar,IPHA.2,0,12,22.0,3.29146087,0.25,Pongo,East Africa,2,383,70185,89,0,13,2,6,0
Posterior,HTB1889,0,12,37.0,15.0,0.0,Papio,Tasmanien,3,383,67645,44,0,10,2,5,0
Premolar,UVS45,0,4,47.0,2.429595478,0.5,Papio,Afalou,4,145,65151,8,0,5,1,5,0
Posterior,BM1976.1430,0,12,27.0,3.42374303,0.25,Pongo,West Africa,2,166,63917,44,0,10,2,8,0
Posterior,IPHA.22,0,8,32.0,4.35423659,0.5,Homo sapiens,Buriat,3,324,69385,139,0,13,1,6,0
Premolar,BRK126292,0,6,27.0,5.22500246,0.25,Homo sapiens,East Africa,2,106,63552,7,0,5,1,3,0
Posterior,MH1525,0,8,22.0,2.87155209,1.0,Homo sapiens,East Africa,4,166,68437,7,0,10,1,4,0
Posterior,BRK126773,0,12,37.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,2,166,66696,8,0,10,2,3,0
Anterior,NMNH283615,0,12,22.0,5.39328887,0.25,Homo sapiens,East Africa,2,106,61945,44,0,5,2,5,0
Posterior,BM1976.1437,6,12,52.0,2.26582834,1.0,Homo sapiens,Alaska,3,106,68395,8,0,5,2,1,0
Anterior,MH19777,0,12,22.0,4.74312763,0.25,Pan,East Africa,2,324,72355,8,0,5,2,8,0
Premolar,HTB1719,0,12,27.0,2.24541074,0.25,Homo sapiens,West Africa,3,324,64063,8,0,5,2,2,0
Posterior,HTB1768,2,12,37.0,3.05433283,0.0,Pan,French Cameroons,2,166,61838,72,0,10,2,7,0
Anterior,HTB3552,0,8,22.0,3.4773143,0.75,Papio,East Africa,2,166,63461,3,0,5,1,6,0
Anterior,MH24934B,0,6,52.0,7.36905252,0.5,Papio,Native Californian,3,166,69955,7,0,5,2,4,0
Anterior,HTB1708,0,12,32.0,10.0,0.0,Homo sapiens,Khoi-San,2,383,63461,7,0,5,1,3,0
Posterior,BRK126761,0,12,22.0,4.43727895,0.0,Homo sapiens,Fuegian,4,120,72363,40,0,10,2,3,0
Premolar,BM1868.4.16.2,0,12,32.0,4.01057301,0.25,Homo sapiens,Alaska,3,120,63966,34,0,5,1,6,0
Anterior,BM1976.1434,3,12,32.0,4.40412318,0.25,Homo sapiens,Khoi-San,4,383,68726,15,0,10,2,1,0
Posterior,BM1976.1420,0,7,52.0,3.06608828,0.75,Homo sapiens,Alaska,3,324,71647,44,0,13,1,3,0
Anterior,HTB3537,0,12,22.0,7.47240717,0.75,Homo sapiens,Borneo,2,324,72108,8,0,5,1,6,0
Premolar,UVS105,0,12,22.0,15.6187914,0.5,Homo sapiens,Australian aboriginie,3,145,67595,44,0,13,1,6,0
Posterior,BRK126266,0,12,37.0,4.94131337,0.5,Homo sapiens,Sami,2,145,61770,70,0,13,2,6,0
Premolar,UVS42,1,12,47.0,4.81608016,0.0,Papio,Khoi-San,3,383,72017,7,0,5,2,5,0
Anterior,BM1976.1435,0,12,22.0,4.97264041,0.0,Homo sapiens,Native Californian,2,166,67280,44,0,10,2,3,0
Posterior,BRK125661,0,12,32.0,3.45465859,0.0,Papio,Khoi-San or bushman half-caste,3,120,72199,8,0,10,2,4,0
Posterior,BRK126768,0,12,32.0,15.0,0.5,Homo sapiens,East Africa,2,166,68981,3,0,6,1,3,0
Premolar,UVS38,0,5,32.0,3.39106649,0.75,Homo sapiens,Buriat,2,106,71829,44,0,10,2,4,0
Anterior,MH19777,0,8,27.0,4.29484575,1.0,Homo sapiens,Native Californian,3,324,69724,44,0,10,1,5,0
Anterior,BM1910.10.3.1,0,12,32.0,4.778975048,0.75,Homo sapiens,Native Californian,3,166,72298,8,0,5,2,7,0
Premolar,BRK125811,0,7,22.0,2.59401611,0.75,Papio,East Africa,2,383,65813,8,0,10,1,3,0
Anterior,IPHA.1,0,12,32.0,2.9625106,0.0,Homo sapiens,Khoi-San or bushman half-caste,3,383,68049,8,0,10,1,3,0
Posterior,HTB1703,2,12,22.0,3.92661051,1.0,Pan,Khoi-San or bushman half-caste,3,324,72181,22,0,10,2,7,0
Posterior,HTB1719,0,12,22.0,3.54750963,0.75,Homo sapiens,Khoi-San or bushman half-caste,3,166,63883,7,0,6,1,4,0
Posterior,HTB1212,0,6,27.0,3.33164782,0.0,Homo sapiens,Ebolwa,2,383,67504,8,0,10,1,1,0
Anterior,MH19776,0,12,32.0,3.87558812,0.25,Homo sapiens,Australian aboriginie,4,324,62323,44,0,5,2,4,0
Posterior,MH19826,0,8,37.0,4.97264041,0.75,Homo sapiens,Borneo,2,166,65862,7,0,5,2,6,1
Premolar,HTB1959,8,12,42.0,4.47291497,0.75,Pan,Ebolwa,3,145,63172,107,0,13,1,6,1
Posterior,IPHA.47,0,12,27.0,4.29484575,0.5,Homo sapiens,Central Africa,2,106,61960,72,0,5,1,7,0
Posterior,MH1507,0,8,22.0,2.67736152,0.5,Homo sapiens,Australian aboriginie,2,145,70508,7,0,6,1,5,0
Premolar,MH11150,0,8,52.0,3.16442127,1.0,Pan,Australian aboriginie,2,120,61549,34,0,5,1,6,1
Premolar,BM1971.2353,0,6,27.0,3.52464829,1.0,Homo sapiens,Khoi-San or bushman half-caste,2,106,68874,8,0,10,2,8,0
Posterior,AMNH99.1/84-D,1,6,27.0,10.4,0.75,Homo sapiens,Australian aboriginie,2,324,68163,44,0,5,1,6,0
Premolar,UVS62,1,12,37.0,18.0781611,0.25,Pan,Chucki,3,145,66456,8,0,5,2,5,0
Posterior,BRK126250,0,8,27.0,3.39774848,0.25,Homo sapiens,Chucki,3,120,70417,72,0,5,1,4,0
Posterior,BM1939.1006,1,8,32.0,4.94131337,0.25,Papio,West Africa,2,145,65151,129,0,10,2,2,0
Posterior,BM1913.10.18.3,1,8,32.0,2.63528098,0.75,Papio,Native Californian,2,120,61952,15,0,10,1,5,0
Premolar,AMNH99.1/98,0,6,42.0,5.56908606,0.5,Papio,Australian aboriginie,3,383,69815,44,0,5,1,5,1
