uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed,player,religiousness,expenditure,school,persons,games,f_other,n_other,deny,occupation
2de720d4-ef3b-4064-9437-2886a4fb5d23,3-1,0,16056,12064,3992,106,1.0,1281,17.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,11.081,527.1883289, Gavilán,3,5347.458496,Soledad Unified,2,7,3,5,0,4
2de720d4-ef3b-4064-9437-2886a4fb5d23,2-2,0,45230,37628,7602,166,1.0,1281,17.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,7.638,264.6965026,Daniel Van Buyten,3,5036.458984,Mountain View Elementary,1,1,7,10,0,1
2de720d4-ef3b-4064-9437-2886a4fb5d23,1-2,1,83352,55779,27573,383,0.6666666667,1281,17.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,10.485,411.9830044,Éric Abidal,5,5117.141602,King City Union Elementary,2,1,7,10,0,6
2de720d4-ef3b-4064-9437-2886a4fb5d23,3-2,1,37025,28235,8790,120,1.0,1281,17.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,10.697,255.0026563,Yannick Sagbo,3,5117.039551,Ontario-Montclair Elementary,4,7,7,10,0,5
2de720d4-ef3b-4064-9437-2886a4fb5d23,1-1,0,49098,43297,5801,324,0.6666666667,1281,17.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,9.6,448.991847,Sam Johnstone,4,5272.191895,Los Nietos Elementary,3,2,3,5,0,5
2e174514-6907-4570-ab73-1d42a3521a95,3-1,1,28849,27538,1311,106,1.0,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,11.081,230.9535914,Alejandro Domínguez,2,5225.719238,Winton Elementary,4,4,3,5,0,1
2e174514-6907-4570-ab73-1d42a3521a95,1-1,0,44262,42612,1650,324,0.6666666667,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,9.6,456.2095184,Anton Putsila,4,6516.533203,Raisin City Elementary,4,1,7,10,0,5
2e174514-6907-4570-ab73-1d42a3521a95,2-1,1,29138,27898,1240,145,0.6666666667,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,8.337,311.8503119,Daniel Didavi,2,4559.176758,Ravenswood City Elementary,1,3,4,6,0,3
2e174514-6907-4570-ab73-1d42a3521a95,1-2,1,55096,52770,2326,383,0.6666666667,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,10.485,435.4747015,Wilson Palacios,2,5119.158203,Richland-Lerdo Union Elementary,1,1,7,10,0,6
2e174514-6907-4570-ab73-1d42a3521a95,3-2,0,33963,32158,1805,120,1.0,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,10.697,223.8945208, Miranda,4,5338.185547,Oxnard Elementary,1,10,7,10,1,3
2e174514-6907-4570-ab73-1d42a3521a95,2-2,0,28690,28212,478,166,1.0,1438,23.0,laptop,0.0,graduate school,0.0,Finnish,0.0,0.0,N,7.638,353.041259,Charlie Adam,4,5090.044922,El Nido Elementary,1,3,7,10,0,4
2e1d768a-de6d-4d56-ba2d-acc494ec8687,3-1,1,29455,25255,4200,106,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,251.8313205,Marc Hornschuh,3,5485.496094,Fairfax Elementary,1,3,7,10,1,1
2e1d768a-de6d-4d56-ba2d-acc494ec8687,2-2,0,83170,72972,10198,166,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,136.4907088, Pulido,5,4793.370117,Delano Union Elementary,2,1,7,10,0,4
2e1d768a-de6d-4d56-ba2d-acc494ec8687,1-1,1,146053,120644,25409,324,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,161.1352409,Aaron Hughes,2,5092.91748,Perris Elementary,4,1,9,13,1,6
2e1d768a-de6d-4d56-ba2d-acc494ec8687,3-2,0,63270,53307,9963,120,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,135.0666892,Christian Nørgaard,3,4359.520996,Valle Lindo Elementary,2,1,9,13,0,1
2e1d768a-de6d-4d56-ba2d-acc494ec8687,2-1,1,78052,72448,5604,145,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,120.0861307,Julian Korb,1,5645.495605,Alum Rock Union Elementary,4,2,4,6,0,6
2e1d768a-de6d-4d56-ba2d-acc494ec8687,1-2,0,113913,101459,12454,383,1.0,1438,28.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,226.4954317,Benoît Assou-Ekotto,2,4518.016113,Edison Elementary,3,1,7,10,0,7
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,3-2,0,27841,21568,6273,120,1.0,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,10.697,333.8278932,Daniel Williams,3,5864.366211,Bakersfield City Elementary,4,1,3,5,0,5
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,1-1,1,39281,27828,11453,324,1.0,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,9.6,698.5769728, Cala,4,5257.996582,Franklin-McKinley Elementary,4,2,3,5,0,5
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,1-2,0,41246,31257,9989,383,1.0,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,10.485,735.1953162,Mitchell Langerak,5,5016.692383,Hawthorne Elementary,4,1,3,5,0,4
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,2-2,0,17953,14811,3142,166,1.0,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,7.638,672.4731618,Grégory Bettiol,3,4720.086426,Chowchilla Elementary,3,1,7,10,0,5
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,3-1,1,18111,16616,1495,106,1.0,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,11.081,382.7636013,Benjamin Psaume,5,5470.5625,Salinas City Elementary,2,2,4,6,0,1
2e50f9bf-12b7-4271-bed1-a1dff8a126f6,2-1,1,18032,13314,4718,145,0.6666666667,1227,13.0,laptop,0.0,pre-high school,1.0,English,0.0,0.0,Y,8.337,653.4474989,Ben Watson,3,5615.441895,Santa Maria-Bonita Elementary,1,4,3,5,0,5
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,3-1,0,33436,29391,4045,106,1.0,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,11.081,216.3927733,Sidney Govou,4,5245.439941,Whittier City Elementary,2,14,3,5,0,6
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,1-2,1,90314,86069,4245,383,1.0,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,10.485,266.9950853,Ivan Rakitić,4,4838.175293,Eastside Union Elementary,2,1,7,10,0,5
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,2-1,0,45962,44627,1335,145,0.3333333333,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,8.337,194.949246, Thiago Motta,4,5367.988281,Lawndale Elementary,3,1,9,13,1,7
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,1-1,0,96523,94332,2191,324,1.0,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,9.6,206.0806513,Sylvain Distin,2,5526.236816,Robla Elementary,1,1,4,6,0,5
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,2-2,1,41485,39197,2288,166,1.0,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,7.638,254.1010792,Yassine Jebbour,4,4353.019531,Santa Rita Union Elementary,3,2,7,10,0,6
2ee3c271-be10-41d8-b778-9c5d7d5b6e52,3-2,1,33961,31045,2916,120,1.0,1212,32.0,laptop,0.0,high school,0.0,English,0.0,0.0,Y,10.697,231.9214044,Chris Mavinga,3,5034.290039,Rio Elementary,2,2,3,5,0,1
2f391d00-fce2-4b0b-9e09-e98753d78adb,2-2,1,40156,36568,3588,166,1.0,1438,,,,,,,,,,7.638,272.3692846,Younès Belhanda,4,4692.493652,Strathmore Union Elementary,1,1,3,5,0,1
2f391d00-fce2-4b0b-9e09-e98753d78adb,3-2,0,32324,31738,586,120,1.0,1438,,,,,,,,,,10.697,226.8573949,Gōtoku Sakai,2,5606.781738,North Sacramento Elementary,4,1,4,6,0,7
2f391d00-fce2-4b0b-9e09-e98753d78adb,1-2,1,59051,54213,4838,383,1.0,1438,,,,,,,,,,10.485,423.8835704, Fágner,5,4969.180664,Anaheim Elementary,3,1,3,5,0,4
2f391d00-fce2-4b0b-9e09-e98753d78adb,3-1,1,23517,21894,1623,106,1.0,1438,,,,,,,,,,11.081,290.4905454,Obafemi Martins,4,4675.674805,Lemoore Union Elementary,2,1,7,10,0,1
2f391d00-fce2-4b0b-9e09-e98753d78adb,2-1,0,39693,36601,3092,145,1.0,1438,,,,,,,,,,8.337,237.6984235,Claudio Pizarro,2,5306.132813,Armona Union Elementary,2,1,3,5,0,6
2f391d00-fce2-4b0b-9e09-e98753d78adb,1-1,0,69105,66723,2382,324,0.6666666667,1438,,,,,,,,,,9.6,291.353806, Paulo Ferreira,2,5693.883301,Beardsley Elementary,1,1,9,13,0,6
2fbeb59b-f93e-4073-8132-de082fdbda03,1-1,0,87080,85762,1318,324,1.0,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,9.6,226.6738182,Alexander Meier,1,5181.57959,South Whittier Elementary,2,1,3,5,0,5
2fbeb59b-f93e-4073-8132-de082fdbda03,1-2,1,131207,127931,3276,383,0.3333333333,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,10.485,179.6280808, Marchena,2,5228.650879,Hanford Elementary,1,1,7,10,1,5
2fbeb59b-f93e-4073-8132-de082fdbda03,3-1,1,30258,30066,192,106,0.6666666667,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,11.081,211.5346238,Clint Hill,2,5339.391113,National Elementary,3,6,7,10,0,6
2fbeb59b-f93e-4073-8132-de082fdbda03,2-1,0,37634,37398,236,145,0.6666666667,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,8.337,232.6327611,Pablo Zabaleta,1,6056.49707,Roseland Elementary,2,3,4,6,1,1
2fbeb59b-f93e-4073-8132-de082fdbda03,3-2,0,43697,42840,857,120,0.6666666667,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,10.697,168.0672269,Jérémy Mathieu,2,4845.680176,Di Giorgio Elementary,2,2,9,13,0,6
2fbeb59b-f93e-4073-8132-de082fdbda03,2-2,1,52088,51949,139,166,1.0,322,19.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,7.638,191.726501,Jed Steer,3,4826.666016,Keppel Union Elementary,4,1,7,10,0,6
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,3-1,0,31218,20206,11012,106,0.6666666667,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,11.081,314.7579927,Marc Lais,3,5367.090332,Lakeside Union Elementary,2,1,4,6,0,3
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,2-2,1,33193,31671,1522,166,1.0,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,7.638,314.4832812,Sam Mantom,1,5742.73291,Merced City Elementary,3,2,7,10,0,6
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,1-2,0,47247,45690,1557,383,1.0,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,10.485,502.9546947, Piti,3,4136.250977,Guadalupe Union Elementary,3,4,3,5,0,5
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,1-1,1,49801,47046,2755,324,0.6666666667,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,9.6,413.2126004,Jérémy Pied,4,5267.831055,Cucamonga Elementary,2,1,4,6,0,6
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,2-1,0,43382,42791,591,145,0.6666666667,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,8.337,203.3137809,Thomas Kahlenberg,4,5238.39209,Knightsen Elementary,4,1,4,6,0,1
2fbee4a6-4fd6-4fa0-83b2-b180fee815e0,3-2,1,33876,30917,2959,120,0.6666666667,1135,20.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,N,10.697,232.8815862,Stefan Aigner,3,5462.899414,Rio Dell Elementary,2,3,3,5,0,3
2fd402f2-0a6a-46bd-9f79-244f46b106f6,3-2,1,28313,27248,1065,120,0.3333333333,1438,,,,,,,,,,10.697,264.2395772,Mario Gómez,4,6313.373535,Montague Elementary,3,4,3,5,0,4
2fd402f2-0a6a-46bd-9f79-244f46b106f6,1-2,1,38664,33171,5493,383,0.6666666667,1438,,,,,,,,,,10.485,692.7738084,Abdoulaye Sané,3,6653.030762,McCloud Union Elementary,2,1,3,5,1,3
2fd402f2-0a6a-46bd-9f79-244f46b106f6,2-2,0,27622,27207,415,166,0.6666666667,1438,,,,,,,,,,7.638,366.0822582,Kossi Agassa,5,5533.149414,Santa Paula Elementary,1,1,3,5,0,5
2fd402f2-0a6a-46bd-9f79-244f46b106f6,1-1,0,35382,32020,3362,324,0.6666666667,1438,,,,,,,,,,9.6,607.1205497, David Villa,2,6118.710449,West Park Elementary,1,1,4,6,0,5
2fd402f2-0a6a-46bd-9f79-244f46b106f6,2-1,1,15522,14886,636,145,0.6666666667,1438,,,,,,,,,,8.337,584.4417574,Ivan Rakitić,2,5098.626953,Atwater Elementary,1,6,4,6,0,6
2fd402f2-0a6a-46bd-9f79-244f46b106f6,3-1,0,22478,19362,3116,106,0.6666666667,1438,,,,,,,,,,11.081,328.478463,Holger Badstuber,2,5652.878906,Weaver Union Elementary,2,1,7,10,0,4
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,2-1,0,36561,36227,334,145,0.6666666667,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,240.1523725,Wakaso Mubarak,5,5329.002441,Pacific Union Elementary,1,1,7,10,0,1
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,3-2,1,22533,20530,2003,120,0.6666666667,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,350.7062835,Ragnar Klavan,3,5929.809082,Lucerne Valley Unified,4,1,7,10,0,3
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1-2,0,36902,34770,2132,383,0.0,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,660.9145815,Ivan Rakitić,4,4897.067871,Romoland Elementary,3,1,7,10,0,1
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,3-1,0,24550,22444,2106,106,1.0,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,283.371948,Germán Lux,3,5100.202148,El Monte City Elementary,4,3,4,6,0,7
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1-1,1,60448,55566,4882,324,0.3333333333,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,349.8542274,Dejan Lovren,2,4825.722656,Greenfield Union Elementary,3,3,3,5,0,4
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,2-2,1,68343,66193,2150,166,1.0,1135,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,150.4690828,Charlison Benschop,1,4079.12915,Palo Verde Union Elementary,1,1,3,5,1,3
30f84640-2830-433d-94f8-24d5a11d93c1,2-1,0,50283,46397,3886,145,0.6666666667,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,8.337,187.5121236,Robert Hall,3,5349.367676,Elverta Joint Elementary,4,2,7,10,0,6
30f84640-2830-433d-94f8-24d5a11d93c1,3-1,1,24315,23281,1034,106,1.0,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,11.081,273.1841416,Alexandre Alphonse,4,5869.38916,Lucerne Elementary,3,1,7,10,0,6
30f84640-2830-433d-94f8-24d5a11d93c1,1-1,0,66626,62127,4499,324,1.0,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,9.6,312.9074316,Michael Owen,1,6462.12793,Luther Burbank Elementary,3,2,7,10,0,5
30f84640-2830-433d-94f8-24d5a11d93c1,1-2,1,57770,54380,3390,383,0.6666666667,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,10.485,422.5818316,Bacary Sagna,3,6231.601563,Bangor Union Elementary,3,3,3,5,0,5
30f84640-2830-433d-94f8-24d5a11d93c1,2-2,1,32200,31036,1164,166,1.0,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,7.638,320.917644,Samed Yesil,1,4993.867676,Bayshore Elementary,1,1,3,5,0,4
30f84640-2830-433d-94f8-24d5a11d93c1,3-2,0,33550,31893,1657,120,1.0,1212,22.0,laptop,0.0,graduate school,1.0,Vietnamese,0.0,0.0,N,10.697,225.7548678,Franck Signorino,4,4663.811035,Oak Valley Union Elementary,1,1,7,10,0,1
314782d8-515f-44b4-ba28-8365f8811ae1,2-1,0,33806,27440,6366,145,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,8.337,317.0553936,Adam Johnson,1,6107.106445,Wilsona Elementary,4,1,4,6,0,4
314782d8-515f-44b4-ba28-8365f8811ae1,1-2,0,75712,68919,6793,383,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,10.485,333.4349018,Vasilis Pliatsikas,4,5324.228027,Brawley Elementary,3,1,7,10,0,5
314782d8-515f-44b4-ba28-8365f8811ae1,2-2,1,41105,34549,6556,166,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,7.638,288.2862022,Innocent Emeghara,1,5221.460938,Meadows Union Elementary,2,1,7,10,0,5
314782d8-515f-44b4-ba28-8365f8811ae1,1-1,1,79212,67554,11658,324,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,9.6,287.7697842, Íñigo López,3,5157.784668,Little Lake City Elementary,3,1,7,10,0,6
314782d8-515f-44b4-ba28-8365f8811ae1,3-2,1,34808,29456,5352,120,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,10.697,244.4323737,Mauro Boselli,3,5131.119141,Pond Union Elementary,4,1,7,10,0,4
314782d8-515f-44b4-ba28-8365f8811ae1,3-1,0,27916,23028,4888,106,1.0,880,42.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,11.081,276.1855133, Míchel,3,5279.354004,Taft City Elementary,4,5,7,10,0,5
3208209a-6dbd-4582-ba9a-63a144f479f2,1-2,0,5490,3617,1873,383,0.6666666667,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,10.485,6353.33149,Cata Díaz,2,4704.043945,Brittan Elementary,2,5,9,13,0,4
3208209a-6dbd-4582-ba9a-63a144f479f2,3-2,1,31412,30278,1134,120,0.0,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,10.697,237.7964198,Pantxi Sirieix,4,6089.910645,Arena Union Elementary,2,3,9,13,1,2
3208209a-6dbd-4582-ba9a-63a144f479f2,2-2,1,47709,47157,552,166,0.6666666667,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,7.638,211.2093645,Glenn Whelan,3,5356.833496,Adelanto Elementary,3,1,4,6,0,6
3208209a-6dbd-4582-ba9a-63a144f479f2,1-1,1,24960,22814,2146,324,0.3333333333,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,9.6,852.1083545,Shaun Derry,1,5144.549316,Hollister School District,2,6,7,10,0,5
3208209a-6dbd-4582-ba9a-63a144f479f2,3-1,0,21682,19610,2072,106,0.6666666667,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,11.081,324.3243243, Marchena,3,4906.22998,Palmdale Elementary,4,1,3,5,1,1
3208209a-6dbd-4582-ba9a-63a144f479f2,2-1,0,11140,10090,1050,145,0.3333333333,1438,25.0,desktop,0.0,college,0.0,Indonesian,0.0,0.0,N,8.337,862.2398414, Roderick Miranda,2,5489.588867,Oroville City Elementary,2,1,3,5,0,5
323a09e0-4da8-499c-b80f-5802dbf08cb5,2-2,0,40352,25186,15166,166,0.6666666667,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,7.638,395.457794,Demba Ba,3,5718.55127,Standard Elementary,1,4,3,5,0,5
323a09e0-4da8-499c-b80f-5802dbf08cb5,3-2,1,58145,47783,10362,120,1.0,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,10.697,150.6812046,Sokratis Papastathopoulos,2,4436.152832,Briggs Elementary,4,1,7,10,1,2
323a09e0-4da8-499c-b80f-5802dbf08cb5,1-1,0,60783,42895,17888,324,0.3333333333,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,9.6,453.1996736,Manuel Friedrich,4,4895.439453,Monroe Elementary,1,2,4,6,1,1
323a09e0-4da8-499c-b80f-5802dbf08cb5,3-1,0,20129,10260,9869,106,1.0,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,11.081,619.8830409,Joey Barton,3,5159.21875,Lancaster Elementary,3,15,3,5,0,5
323a09e0-4da8-499c-b80f-5802dbf08cb5,2-1,1,38116,30071,8045,145,0.6666666667,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,8.337,289.3152872,Milorad Peković,1,5490.654785,Alview-Dairyland Union Elementary,4,1,3,5,0,6
323a09e0-4da8-499c-b80f-5802dbf08cb5,1-2,1,29989,25190,4799,383,0.3333333333,574,26.0,smartphone,1.0,college,0.0,English,0.0,1.0,Y,10.485,912.2667725,Louis Saha,2,5172.019531,Magnolia Elementary,4,4,7,10,0,5
332f3d22-0b01-4c63-9df3-aed8cc851469,1-2,1,51755,43738,8017,383,0.6666666667,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,525.4012529,Geoff Cameron,3,4441.672852,Liberty Elementary,1,2,9,13,0,4
332f3d22-0b01-4c63-9df3-aed8cc851469,3-2,1,21680,20640,1040,120,0.0,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,348.8372093, Dani Alves,5,5220.370117,Mt. Pleasant Elementary,2,1,4,6,0,6
332f3d22-0b01-4c63-9df3-aed8cc851469,2-2,1,19664,18915,749,166,0.6666666667,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,526.5662173,Emre Belözoğlu,2,5252.810547,El Centro Elementary,2,4,7,10,0,6
332f3d22-0b01-4c63-9df3-aed8cc851469,1-1,0,41124,39488,1636,324,1.0,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,492.3014587, Álvaro González,1,5518.702148,South Bay Union Elementary,4,1,3,5,0,3
332f3d22-0b01-4c63-9df3-aed8cc851469,3-1,0,19020,14397,4623,106,1.0,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,441.7586997,Anthony Modeste,4,5609.487793,Cascade Union Elementary,3,7,3,5,0,1
332f3d22-0b01-4c63-9df3-aed8cc851469,2-1,0,18470,18321,149,145,0.6666666667,1438,22.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,474.8649091,Noah Korczowski,2,4945.031738,Kings River Union Elementary,4,1,4,6,0,4
336708c2-b201-4f59-803b-092eea309d6b,1-1,1,49549,32762,16787,324,0.3333333333,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,9.6,593.3703681,Peter Odemwingie,2,5223.025391,Gerber Union Elementary,1,4,3,5,0,1
336708c2-b201-4f59-803b-092eea309d6b,1-2,0,55430,38432,16998,383,0.6666666667,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,10.485,597.9392173,Faouzi Ghoulam,3,4757.025391,Exeter Union Elementary,4,1,7,10,0,5
336708c2-b201-4f59-803b-092eea309d6b,2-2,1,35801,25332,10469,166,1.0,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,7.638,393.1785883,Luuk de Jong,4,5522.161621,American Union Elementary,3,2,3,5,0,4
336708c2-b201-4f59-803b-092eea309d6b,3-2,0,36368,33378,2990,120,0.6666666667,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,10.697,215.7109473,Kenwyne Jones,4,6087.608887,San Antonio Union Elementary,4,12,9,13,0,6
336708c2-b201-4f59-803b-092eea309d6b,2-1,0,34066,32935,1131,145,0.6666666667,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,8.337,264.1566722,Kun Agüero,2,4960.515625,Burton Elementary,4,2,3,5,0,6
336708c2-b201-4f59-803b-092eea309d6b,3-1,1,29854,22801,7053,106,1.0,880,33.0,tablet,0.0,graduate school,1.0,English,0.0,0.0,Y,11.081,278.9351344, Mariano,5,4880.040527,Nuview Union Elementary,1,4,7,10,0,5
3410fc57-2a6f-4350-94d8-800423702f6a,1-2,1,38123,34711,3412,383,0.3333333333,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,10.485,662.0379707,Emmanuel Mayuka,3,6538.417969,Bellevue Union Elementary,2,13,7,10,0,5
3410fc57-2a6f-4350-94d8-800423702f6a,3-2,0,16640,14151,2489,120,0.6666666667,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,10.697,508.7979648, Moyá,2,4925.659668,Garvey Elementary,1,8,4,6,0,1
3410fc57-2a6f-4350-94d8-800423702f6a,1-1,0,56301,56301,0,324,0.6666666667,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,9.6,345.2869398,Marouane Chamakh,3,5204.6875,Corning Union Elementary,2,5,9,13,0,5
3410fc57-2a6f-4350-94d8-800423702f6a,2-2,0,17741,16953,788,166,0.6666666667,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,7.638,587.506636,Fabian Johnson,2,4907.410645,Jefferson Elementary,2,3,7,10,1,4
3410fc57-2a6f-4350-94d8-800423702f6a,2-1,1,26649,25917,732,145,1.0,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,8.337,335.6870008,Ben Foster,3,5923.45166,Big Springs Union Elementary,2,1,4,6,0,1
3410fc57-2a6f-4350-94d8-800423702f6a,3-1,1,27775,26040,1735,106,1.0,880,31.0,,1.0,college,0.0,English,0.0,1.0,Y,11.081,244.2396313,Moussa Dembélé,5,4741.957031,General Shafter Elementary,2,1,7,10,0,4
345600be-501f-47c7-b3fc-124fccea4b69,2-1,0,63956,63700,256,145,0.6666666667,1366,20.0,laptop,0.0,college,1.0,Chinese,0.0,0.0,N,8.337,136.577708,Sylvain Armand,4,4954.019531,Turlock Joint Elementary,4,6,3,5,1,6
345600be-501f-47c7-b3fc-124fccea4b69,1-1,1,128844,126553,2291,324,1.0,1366,20.0,laptop,0.0,college,1.0,Chinese,0.0,0.0,N,9.6,153.6115303,Zdeněk Pospěch,2,5500.10791,Twain Harte-Long Barn Union Elementary,2,1,4,6,0,6
345600be-501f-47c7-b3fc-124fccea4b69,1-2,0,129078,125270,3808,383,1.0,1366,20.0,laptop,0.0,college,1.0,Chinese,0.0,0.0,N,10.485,183.4437615, Miguel Torres,3,5360.51709,Redwood City Elementary,3,1,4,6,1,6
345600be-501f-47c7-b3fc-124fccea4b69,2-2,1,67460,66468,992,166,1.0,1366,20.0,laptop,0.0,college,1.0,Chinese,0.0,0.0,N,7.638,149.8465427,Nicolai Müller,5,5685.63916,Camino Union Elementary,1,2,3,5,0,5
345600be-501f-47c7-b3fc-124fccea4b69,3-1,0,47418,45663,1755,106,0.6666666667,1366,20.0,laptop,0.0,college,1.0,Chinese,0.0,0.0,N,11.081,139.2812562,Hugo Lloris,2,5594.196289,Plainsburg Union Elementary,1,17,3,5,0,6
